@relation feature_values_OpenML_MetaLearning_2016

@attribute instance_id string
@attribute repetition numeric
@attribute NumberOfFeatures numeric
@attribute NumberOfInstances numeric
@attribute NumberOfInstancesWithMissingValues numeric
@attribute NumberOfMissingValues numeric
@attribute NumberOfNumericFeatures numeric
@attribute DefaultAccuracy numeric
@attribute MajorityClassSize numeric
@attribute MinorityClassSize numeric
@attribute NumberOfClasses numeric
@attribute Dimensionality numeric
@attribute IncompleteInstanceCount numeric
@attribute InstanceCount numeric
@attribute MaxNominalAttDistinctValues numeric
@attribute MeanKurtosisOfNumericAtts numeric
@attribute MeanMeansOfNumericAtts numeric
@attribute MeanNominalAttDistinctValues numeric
@attribute MeanSkewnessOfNumericAtts numeric
@attribute MeanStdDevOfNumericAtts numeric
@attribute MinNominalAttDistinctValues numeric
@attribute NumAttributes numeric
@attribute NumBinaryAtts numeric
@attribute NumMissingValues numeric
@attribute NumNominalAtts numeric
@attribute NumNumericAtts numeric
@attribute PercentageOfBinaryAtts numeric
@attribute PercentageOfMissingValues numeric
@attribute PercentageOfNominalAtts numeric
@attribute PercentageOfNumericAtts numeric
@attribute StdvNominalAttDistinctValues numeric
@attribute HoeffdingAdwin.changes numeric
@attribute HoeffdingAdwin.warnings numeric
@attribute HoeffdingDDM.changes numeric
@attribute HoeffdingDDM.warnings numeric
@attribute NaiveBayesAdwin.changes numeric
@attribute NaiveBayesAdwin.warnings numeric
@attribute NaiveBayesDdm.changes numeric
@attribute NaiveBayesDdm.warnings numeric
@attribute ClassCount numeric
@attribute ClassEntropy numeric
@attribute EquivalentNumberOfAtts numeric
@attribute MeanAttributeEntropy numeric
@attribute MeanMutualInformation numeric
@attribute NegativePercentage numeric
@attribute NoiseToSignalRatio numeric
@attribute PositivePercentage numeric
@attribute DecisionStumpAUC numeric
@attribute DecisionStumpErrRate numeric
@attribute DecisionStumpKappa numeric
@attribute J48.00001.AUC numeric
@attribute J48.00001.ErrRate numeric
@attribute J48.0001.AUC numeric
@attribute J48.0001.ErrRate numeric
@attribute J48.001.AUC numeric
@attribute J48.001.ErrRate numeric
@attribute REPTreeDepth1AUC numeric
@attribute REPTreeDepth1ErrRate numeric
@attribute REPTreeDepth1Kappa numeric
@attribute REPTreeDepth2AUC numeric
@attribute REPTreeDepth2ErrRate numeric
@attribute REPTreeDepth2Kappa numeric
@attribute REPTreeDepth3AUC numeric
@attribute REPTreeDepth3ErrRate numeric
@attribute REPTreeDepth3Kappa numeric
@attribute J48.00001.Kappa numeric
@attribute J48.0001.Kappa numeric
@attribute J48.001.Kappa numeric
@attribute JRipAUC numeric
@attribute JRipErrRate numeric
@attribute JRipKappa numeric
@attribute RandomTreeDepth1AUC numeric
@attribute RandomTreeDepth1ErrRate numeric
@attribute RandomTreeDepth1Kappa numeric
@attribute RandomTreeDepth2AUC numeric
@attribute RandomTreeDepth2ErrRate numeric
@attribute RandomTreeDepth2Kappa numeric
@attribute RandomTreeDepth3AUC numeric
@attribute RandomTreeDepth3ErrRate numeric
@attribute RandomTreeDepth3Kappa numeric
@attribute SimpleLogisticAUC numeric
@attribute SimpleLogisticErrRate numeric
@attribute SimpleLogisticKappa numeric
@attribute kNN_1NAUC numeric
@attribute kNN_1NErrRate numeric
@attribute kNN_1NKappa numeric
@attribute kNN_2NAUC numeric
@attribute kNN_2NErrRate numeric
@attribute kNN_2NKappa numeric
@attribute kNN_3NAUC numeric
@attribute kNN_3NErrRate numeric
@attribute kNN_3NKappa numeric
@attribute NBTreeAUC numeric
@attribute NBTreeErrRate numeric
@attribute NBTreeKappa numeric
@attribute NaiveBayesAUC numeric
@attribute NaiveBayesErrRate numeric
@attribute NaiveBayesKappa numeric
@attribute SVMe1AUC numeric
@attribute SVMe1ErrRate numeric
@attribute SVMe1Kappa numeric
@attribute SVMe2AUC numeric
@attribute SVMe2ErrRate numeric
@attribute SVMe2Kappa numeric
@attribute SVMe3AUC numeric
@attribute SVMe3ErrRate numeric
@attribute SVMe3Kappa numeric

@data
452,1,8,285,18,27,3,0.414035,118,21,7,0.02807,18,285,95,-1.143918,27.334509,25.75,-0.074787,7.081739,2,8,1,27,4,3,0.125,0.011842,0.5,0.375,46.169073,0,0,0,1,0,0,0,0,7,2.475263,5.134211,2.601225,0.482112,0.414035,4.395481,0.073684,0.690634,0.491228,0.282051,0.669012,0.54386,0.669012,0.54386,0.758575,0.477193,0.49626,0.585965,0,0.49626,0.585965,0,0.49626,0.585965,0,0.149876,0.149876,0.318026,0.620084,0.536842,0.177962,0.488826,0.670175,-0.044116,0.490285,0.698246,-0.042172,0.458938,0.740351,-0.057226,0.785143,0.42807,0.40624,0.498797,0.726316,0.036203,0.584921,0.62807,0.09184,0.652721,0.564912,0.172722,0.793902,0.45614,0.366504,0.790749,0.512281,0.326045,0.80755,0.508772,0.338186,0.79844,0.529825,0.334009,0.790305,0.568421,0.295437
453,1,12,57,1,1,4,0.578947,33,1,5,0.210526,1,57,57,3.343786,607880.176535,13,1.23726,788385.217272,2,12,1,1,7,4,0.083333,0.001462,0.583333,0.333333,19.629909,0,0,0,0,0,0,0,0,5,1.681943,3.563487,2.50407,0.471994,0.578947,4.305305,0.017544,0.507443,0.45614,-0.001351,0.484313,0.421053,0.484313,0.421053,0.484313,0.421053,0.484313,0.421053,0,0.484313,0.421053,0,0.484313,0.421053,0,0,0,0,0.507388,0.438596,-0.010638,0.540355,0.508772,-0.02037,0.529267,0.54386,-0.036364,0.538805,0.54386,-0.007986,0.55758,0.45614,0.085185,0.518134,0.54386,0.058604,0.599799,0.508772,0.083703,0.602393,0.45614,0.173452,0.575991,0.508772,0.078081,0.490866,0.649123,-0.014918,0.574664,0.421053,0.057851,0.616375,0.403509,0.114189,0.603954,0.421053,0
454,1,18,1340,20,20,15,0.906716,1215,57,3,0.013433,20,1340,1339,2.124916,637.424055,673,0.832343,324.929668,7,18,0,20,2,15,0,0.000829,0.111111,0.833333,941.866233,0,0,0,0,0,0,0,9,3,0.540098,1.960768,6.406097,0.275452,0.906716,22.256649,0.042537,0.846322,0.093284,0,0.719853,0.079851,0.720077,0.076119,0.738189,0.079104,0.497805,0.093284,0,0.497805,0.093284,0,0.497805,0.093284,0,0.408623,0.422599,0.438222,0.799052,0.076866,0.548578,0.665971,0.091045,0.267182,0.665971,0.091045,0.267182,0.665971,0.091045,0.267182,0.944259,0.065672,0.524936,0.760472,0.085075,0.478549,0.794151,0.080597,0.366957,0.838026,0.079851,0.422134,0.888681,0.078358,0.536216,0.950465,0.161194,0.421152,0.921719,0.082836,0.559788,0.856972,0.063433,0.532426,0.874293,0.069403,0.598275
459,1,4,83,0,0,1,0.554217,46,37,2,0.048193,0,83,2,-1.259518,147.072289,2,0.024478,75.883862,2,4,2,0,2,1,0.5,0,0.5,0.25,0,0,0,0,2,0,0,0,2,2,0.991502,4.528139,1.129632,0.218965,0.554217,4.158971,0.445783,0.753231,0.240964,0.529745,0.75235,0.240964,0.75235,0.240964,0.75235,0.240964,0.704172,0.337349,0.287117,0.663043,0.361446,0.231956,0.663043,0.361446,0.231956,0.519954,0.519954,0.519954,0.776439,0.216867,0.570196,0.767333,0.26506,0.480068,0.753525,0.228916,0.540367,0.772914,0.216867,0.563413,0.849589,0.216867,0.567958,0.78349,0.240964,0.52244,0.771739,0.26506,0.463572,0.81228,0.26506,0.463572,0.797297,0.240964,0.519954,0.849001,0.216867,0.565698,0.828097,0.216867,0.567958,0.823737,0.204819,0.586581,0.810223,0.192771,0.609871
461,1,7,100,0,0,3,0.73,73,27,2,0.07,0,100,6,5.885916,74.824133,3.333333,1.900878,101.234059,2,7,2,0,3,3,0.285714,0,0.428571,0.428571,2.309401,0,0,0,0,0,0,0,0,2,0.841465,16.605296,0.744151,0.050674,0.73,13.684929,0.27,0.989853,0.01,0.974925,0.989853,0.01,0.989853,0.01,0.989853,0.01,0.989853,0.01,0.974925,0.989853,0.01,0.974925,0.989853,0.01,0.974925,0.974925,0.974925,0.974925,0.989853,0.01,0.974925,0.898021,0.14,0.608282,0.8483,0.14,0.587021,0.948757,0.05,0.871663,0.997463,0.03,0.926471,0.653729,0.25,0.326509,0.767631,0.2,0.525842,0.799848,0.24,0.251404,0.994419,0.01,0.974925,0.988331,0.05,0.877451,0.87519,0.21,0.41989,0.841197,0.18,0.509002,0.864536,0.16,0.584416
462,1,6,23,0,0,1,0.695652,16,2,3,0.26087,0,23,23,-0.146535,69.565217,7.5,-0.596862,7.05708,1,6,0,0,4,1,0,0,0.666667,0.166667,10.376255,0,0,0,0,0,0,0,0,3,1.14923,3.339404,1.681387,0.344142,0.695652,3.885736,0.086957,0.602139,0.347826,0.261044,0.463251,0.304348,0.463251,0.304348,0.678744,0.26087,0.463251,0.304348,0,0.463251,0.304348,0,0.463251,0.304348,0,0,0,0.245902,0.463251,0.304348,0,0.463251,0.304348,0,0.463251,0.304348,0,0.463251,0.304348,0,0.694962,0.26087,0.245902,0.613182,0.434783,0.087302,0.624224,0.217391,0.407216,0.547101,0.347826,0.189427,0.550725,0.478261,0.007843,0.705487,0.347826,0.261044,0.667012,0.26087,0.245902,0.664251,0.304348,0,0.506556,0.304348,0
464,1,3,250,0,0,2,0.5,125,125,2,0.012,0,250,-1,-0.8938,0.215802,-1,-0.147462,0.372159,-1,3,0,0,0,2,0,0,0,0.666667,-1,1,0,1,0,1,0,1,0,2,1,-1,-1,-1,0.5,-1,0.5,0.836768,0.184,0.632,0.830336,0.176,0.830336,0.176,0.830336,0.176,0.826144,0.164,0.672,0.826144,0.164,0.672,0.826144,0.164,0.672,0.648,0.648,0.648,0.849696,0.16,0.68,0.824,0.176,0.648,0.824,0.176,0.648,0.824,0.176,0.648,0.930432,0.144,0.712,0.868,0.132,0.736,0.868,0.132,0.736,0.868,0.132,0.736,0.884384,0.144,0.712,0.933504,0.16,0.68,0.848,0.152,0.696,0.848,0.152,0.696,0.848,0.152,0.696
465,1,11,97,0,0,7,0.752577,73,24,2,0.113402,0,97,62,-0.767928,332.025458,22,-0.019903,25.509448,2,11,2,0,3,7,0.181818,0,0.272727,0.636364,34.641016,0,0,0,0,0,0,0,0,2,0.807168,3.187751,2.568892,0.253209,0.752577,9.145336,0.247423,0.669521,0.206186,0.334705,0.623288,0.175258,0.623288,0.175258,0.623288,0.175258,0.514269,0.268041,-0.039571,0.514269,0.268041,-0.039571,0.514269,0.268041,-0.039571,0.404478,0.404478,0.404478,0.77911,0.164948,0.557078,0.705765,0.268041,-0.039571,0.692922,0.278351,-0.017878,0.633562,0.278351,-0.058182,0.86016,0.175258,0.424834,0.522546,0.319588,0.018283,0.571182,0.226804,0.154517,0.691495,0.278351,0.144956,0.777397,0.195876,0.357168,0.826484,0.309278,0.364906,0.786806,0.257732,0.400198,0.863584,0.206186,0.430417,0.836187,0.185567,0.472189
466,1,15,340,228,834,12,0.520588,177,163,2,0.044118,228,340,3,0.433788,11.978482,2.5,-0.034282,7.56404,2,15,1,834,2,12,0.066667,0.163529,0.133333,0.8,0.707107,2,0,1,0,2,0,1,0,2,0.998777,66.811712,1.17897,0.014949,0.520588,77.865474,0.479412,0.575509,0.4,0.171296,0.811202,0.252941,0.811202,0.252941,0.811202,0.252941,0.830958,0.235294,0.524692,0.830958,0.235294,0.524692,0.830958,0.235294,0.524692,0.490788,0.490788,0.490788,0.757426,0.294118,0.407892,0.756933,0.288235,0.421427,0.756933,0.288235,0.421427,0.756933,0.288235,0.421427,0.600222,0.423529,0.148611,0.566947,0.429412,0.134679,0.566947,0.429412,0.134679,0.566947,0.429412,0.134679,0.700253,0.335294,0.320358,0.59731,0.426471,0.139135,0.562112,0.438235,0.123954,0.562112,0.438235,0.123954,0.562112,0.438235,0.123954
467,1,10,52,0,0,8,0.519231,27,25,2,0.192308,0,52,52,7.084238,0.170179,27,-1.61166,0.455128,2,10,1,0,2,7,0.1,0,0.2,0.7,35.355339,0,0,1,1,0,0,1,1,2,0.998933,1,5.70044,0.998933,0.519231,4.706531,0.480769,0.808889,0.192308,0.618209,0.808889,0.192308,0.808889,0.192308,0.808889,0.192308,0.480741,0.519231,-0.038462,0.480741,0.519231,-0.038462,0.480741,0.519231,-0.038462,0.618209,0.618209,0.618209,0.839259,0.211538,0.574405,0.480741,0.519231,-0.038462,0.480741,0.519231,-0.038462,0.480741,0.519231,-0.038462,0.931852,0.134615,0.72997,0.704444,0.288462,0.414414,0.86,0.115385,0.768889,0.880741,0.269231,0.454273,0.839259,0.173077,0.653846,0.930014,0.230769,0.532234,0.868148,0.307692,0.372549,0.884444,0.192308,0.612519,0.859259,0.211538,0.573134
468,1,4,72,0,0,3,0.166667,12,12,6,0.055556,0,72,6,-1.070891,761.506944,6,0.437654,634.534473,6,4,0,0,1,2,0,0,0.25,0.5,0,0,0,0,0,0,0,0,0,6,2.584963,-1,-1,-1,0.166667,-1,0.166667,0.791667,0.666667,0.2,0.89537,0.25,0.89537,0.25,0.89537,0.25,0.791667,0.666667,0.2,0.8875,0.458333,0.45,0.92581,0.25,0.7,0.7,0.7,0.7,0.923264,0.166667,0.8,0.8,0.666667,0.2,0.874306,0.375,0.55,0.850694,0.291667,0.65,0.956713,0.152778,0.816667,0.883333,0.194444,0.766667,0.962037,0.180556,0.783333,0.963657,0.111111,0.866667,0.942824,0.277778,0.666667,0.984722,0.166667,0.8,0.979167,0.152778,0.816667,0.979861,0.166667,0.8,0.977315,0.180556,0.783333
469,1,5,797,0,0,0,0.194479,155,123,6,0.006274,0,797,9,0,0,5.25,0,0,2,5,1,0,4,0,0.2,0,0.8,0,3.304038,5,0,5,1,5,0,5,1,6,2.580259,61.624215,2.016975,0.041871,0.194479,47.17133,0.154329,0.541999,0.804266,0.040279,0.49876,0.805521,0.49876,0.805521,0.49876,0.805521,0.49876,0.805521,0,0.52311,0.814304,0.006103,0.532304,0.816813,0.017828,0,0,0,0.499814,0.80803,-0.00189,0.531869,0.821832,0.003326,0.514723,0.836888,-0.004567,0.514802,0.799247,0.039198,0.559185,0.78921,0.048487,0.5215,0.805521,0.034568,0.527103,0.803011,0.037149,0.530893,0.803011,0.036449,0.542123,0.799247,0.037854,0.562495,0.76788,0.077599,0.561625,0.76788,0.078008,0.542723,0.799247,0.038728,0.536695,0.794228,0.045796
470,1,10,672,666,1200,5,0.666667,448,224,2,0.014881,666,672,28,-0.373602,28.800744,15.5,0.338154,5.649865,2,10,1,1200,4,5,0.1,0.178571,0.4,0.5,14.456832,0,0,0,9,0,0,0,4,2,0.918296,48.791652,2.469034,0.018821,0.666667,130.186755,0.333333,0.62513,0.333333,0,0.5,0.333333,0.5,0.333333,0.5,0.333333,0.5,0.333333,0,0.5,0.333333,0,0.5,0.333333,0,0,0,0,0.59385,0.325893,0.175659,0.529506,0.348214,-0.023324,0.542705,0.375,-0.010695,0.52981,0.376488,0.084439,0.712432,0.316964,0.198243,0.460938,0.5,-0.074627,0.446518,0.412202,-0.077821,0.468949,0.464286,-0.051685,0.569748,0.361607,0.066581,0.641123,0.330357,0.165414,0.71884,0.291667,0.314685,0.739886,0.294643,0.34,0.702349,0.352679,0.296736
472,1,4,87,0,0,3,0.597701,52,35,2,0.045977,0,87,2,3.709714,76.412644,2,1.420966,47.378391,2,4,1,0,1,2,0.25,0,0.25,0.5,0,0,0,0,0,0,0,0,0,2,0.972279,-1,-1,-1,0.597701,-1,0.402299,0.716758,0.298851,0.384322,0.725549,0.287356,0.725549,0.287356,0.725549,0.287356,0.716758,0.298851,0.384322,0.731044,0.252874,0.453767,0.731044,0.252874,0.453767,0.40525,0.40525,0.40525,0.665385,0.321839,0.330769,0.603022,0.402299,0.18255,0.746154,0.298851,0.39551,0.758791,0.298851,0.39551,0.842308,0.252874,0.464166,0.717857,0.298851,0.389968,0.697802,0.310345,0.319722,0.721429,0.287356,0.40525,0.716758,0.298851,0.384322,0.705716,0.275862,0.415454,0.816484,0.229885,0.512878,0.80989,0.252874,0.474176,0.796154,0.275862,0.44201
475,1,6,400,0,0,1,0.25,100,100,4,0.015,0,400,5,0,0,3.6,0,0,2,6,2,0,5,0,0.333333,0,0.833333,0,1.516575,0,0,0,11,0,0,1,4,4,2,7205759403792794,1.660964,0,0.25,5984253652114522,0.25,0.6175,0.6225,0.17,0.62,0.62,0.62,0.62,0.62,0.62,0.6514,0.6225,0.17,0.628233,0.6575,0.123333,0.625696,0.685,0.086667,0.173333,0.173333,0.173333,0.654883,0.6125,0.183333,0.538883,0.7275,0.03,0.559867,0.7375,0.016667,0.561217,0.76,-0.013333,0.64245,0.655,0.126667,0.359175,0.9325,-0.243333,0.389217,0.8175,-0.09,0.470475,0.7525,-0.003333,0.573575,0.72,0.04,0.604283,0.6725,0.103333,0.522875,0.7425,0.01,0.4142,0.85,-0.133333,0.38025,0.9,-0.2
476,1,7,50,0,0,5,0.5,25,25,2,0.14,0,50,50,7.300511,-2.588352,50,0.067145,37.448425,50,7,0,0,1,5,0,0,0.142857,0.714286,0,0,0,0,0,0,0,0,0,2,1,1,5.643856,1,0.5,4.643856,0.5,0.796,0.2,0.6,0.7688,0.22,0.7688,0.22,0.816,0.2,0.48,0.52,-0.04,0.48,0.52,-0.04,0.48,0.52,-0.04,0.56,0.56,0.6,0.8312,0.18,0.64,0.48,0.52,-0.04,0.48,0.52,-0.04,0.48,0.52,-0.04,0.9696,0.16,0.68,0.88,0.12,0.76,0.9552,0.16,0.68,0.9112,0.18,0.64,0.8928,0.18,0.64,0.8784,0.2,0.6,0.9536,0.12,0.76,0.9376,0.12,0.76,0.9296,0.14,0.72
477,1,17,67,0,0,14,0.61194,41,1,5,0.253731,0,67,67,16.445072,7044.344432,24.666667,3.592776,10880.063949,2,17,1,0,3,13,0.058824,0,0.176471,0.764706,36.692415,0,0,0,0,0,0,0,0,5,1.487099,1.91746,3.463188,0.775557,0.61194,3.46542,0.014925,0.740065,0.238806,0.514932,0.705605,0.268657,0.705605,0.268657,0.705605,0.268657,0.480072,0.38806,0,0.480072,0.38806,0,0.480072,0.38806,0,0.432203,0.432203,0.432203,0.738943,0.223881,0.566437,0.539496,0.38806,0,0.732519,0.358209,0.326069,0.660512,0.38806,0.262489,0.730389,0.223881,0.504438,0.7565,0.223881,0.584711,0.750073,0.313433,0.414238,0.766943,0.223881,0.583679,0.816585,0.208955,0.633307,0.807524,0.358209,0.433004,0.723352,0.268657,0.397602,0.722821,0.313433,0.264121,0.694684,0.298507,0.326633
480,1,19,61,0,0,10,0.639344,39,3,4,0.311475,0,61,10,-0.065855,13.240984,7.5,0.617604,4.248441,4,19,0,0,8,10,0,0,0.421053,0.526316,2.13809,0,0,1,1,0,0,1,1,4,1.43072,2.69599,2.256386,0.530684,0.639344,3.251841,0.04918,0.955292,0.147541,0.713166,0.954097,0.114754,0.954097,0.114754,0.957901,0.098361,0.627052,0.393443,0.182123,0.627052,0.393443,0.182123,0.627052,0.393443,0.182123,0.784778,0.784778,0.816449,0.951357,0.081967,0.844942,0.941954,0.147541,0.70098,0.981559,0.04918,0.908363,0.982759,0.032787,0.939182,0.981665,0.065574,0.879744,0.924817,0.04918,0.904088,0.961252,0.180328,0.633734,0.95932,0.245902,0.45012,0.992204,0.032787,0.939091,0.977347,0.04918,0.90804,0.979415,0.04918,0.904088,0.979694,0.098361,0.8,0.916729,0.114754,0.761984
481,1,9,209,15,15,7,0.641148,134,75,2,0.043062,15,209,7,7.138276,9607.61853,7,1.577059,4234.914878,7,9,0,15,1,7,0,0.007974,0.111111,0.777778,0,0,0,1,0,0,0,1,0,2,0.941726,38.17008,1.570412,0.024672,0.641148,62.65203,0.358852,0.76398,0.229665,0.482673,0.782687,0.177033,0.782687,0.177033,0.782687,0.177033,0.737711,0.229665,0.469767,0.737711,0.229665,0.469767,0.737711,0.229665,0.469767,0.59255,0.59255,0.59255,0.818856,0.181818,0.604876,0.806822,0.172249,0.61667,0.806822,0.172249,0.61667,0.806822,0.172249,0.61667,0.931741,0.133971,0.703636,0.796368,0.148325,0.660732,0.796368,0.148325,0.660732,0.796368,0.148325,0.660732,0.8899,0.15311,0.667264,0.946269,0.105263,0.76144,0.840547,0.129187,0.708116,0.840547,0.129187,0.708116,0.840547,0.129187,0.708116
488,1,17,1161,87,256,14,0.531438,617,1,4,0.014643,87,1161,1140,7.252281,550.75563,398.666667,1.633528,270.6058,4,17,0,256,3,13,0,0.012971,0.176471,0.764706,642.461931,1,0,0,9,1,0,0,9,4,1.434836,1.863346,7.694027,0.770032,0.531438,8.991828,0.000861,0.820114,0.291128,0.474783,0.864927,0.223945,0.861081,0.236003,0.868129,0.225668,0.498826,0.468562,0,0.498826,0.468562,0,0.498826,0.468562,0,0.615911,0.592954,0.613676,0.872135,0.195521,0.670687,0.760358,0.341947,0.39877,0.795165,0.310078,0.47759,0.817374,0.316968,0.456888,0.916662,0.189492,0.671893,0.701225,0.354866,0.399495,0.736524,0.400517,0.365628,0.749694,0.378984,0.363587,0.795516,0.29888,0.489893,0.902296,0.234281,0.608542,0.87864,0.231697,0.618686,0.862613,0.233419,0.611906,0.831108,0.252369,0.572004
679,1,3,1024,0,0,2,0.394531,404,94,4,0.00293,0,1024,4,-0.131618,134.129883,4,0.724524,15.13884,4,3,0,0,1,1,0,0,0.333333,0.333333,0,6,0,16,15,5,0,16,17,4,1.84938,-1,-1,-1,0.394531,-1,0.091797,0.578684,0.552734,0.130413,0.68313,0.508789,0.68313,0.508789,0.68313,0.508789,0.681708,0.527344,0.205716,0.681708,0.527344,0.205716,0.681708,0.527344,0.205716,0.251321,0.251321,0.251321,0.596284,0.510742,0.1858,0.634067,0.524414,0.238745,0.634067,0.524414,0.238745,0.634067,0.524414,0.238745,0.59724,0.551758,0.143455,0.660811,0.519531,0.246522,0.660811,0.519531,0.246522,0.660811,0.519531,0.246522,0.6611,0.520508,0.204457,0.629174,0.541992,0.16119,0.592862,0.540039,0.155631,0.592862,0.540039,0.155631,0.592862,0.540039,0.155631
682,1,11,87,0,0,9,0.586207,51,36,2,0.126437,0,87,2,0.255014,58.565263,2,-0.301477,1.224661,2,11,2,0,2,8,0.181818,0,0.181818,0.727273,0,0,0,2,1,0,0,2,1,2,0.978449,3179.924128,0.90637,0.000308,0.586207,2944.669587,0.413793,0.730937,0.264368,0.465973,0.754085,0.241379,0.754085,0.241379,0.731481,0.229885,0.671024,0.344828,0.246101,0.671024,0.344828,0.246101,0.671024,0.344828,0.246101,0.492077,0.492077,0.518272,0.736656,0.264368,0.45283,0.730937,0.264368,0.465973,0.740741,0.252874,0.4701,0.735566,0.333333,0.274374,0.806917,0.229885,0.510135,0.690087,0.298851,0.378913,0.649782,0.356322,0.20372,0.657407,0.390805,0.181063,0.720044,0.275862,0.444976,0.752179,0.287356,0.390244,0.816993,0.298851,0.373754,0.79085,0.298851,0.373754,0.769486,0.298851,0.368509
683,1,8,60,0,0,7,0.5,30,30,2,0.133333,0,60,2,0.392315,67.699722,2,-0.698178,16.184811,2,8,1,0,1,6,0.125,0,0.125,0.75,0,0,0,1,0,0,0,1,0,2,1,-1,-1,-1,0.5,-1,0.5,0.6,0.4,0.2,0.531667,0.45,0.531667,0.45,0.531667,0.45,0.66,0.366667,0.266667,0.66,0.366667,0.266667,0.66,0.366667,0.266667,0.1,0.1,0.1,0.642222,0.366667,0.266667,0.674444,0.366667,0.266667,0.627778,0.416667,0.166667,0.538889,0.466667,0.066667,0.712222,0.333333,0.333333,0.583333,0.416667,0.166667,0.643333,0.4,0.2,0.686111,0.316667,0.366667,0.613333,0.416667,0.166667,0.784444,0.283333,0.433333,0.77,0.283333,0.433333,0.784444,0.283333,0.433333,0.764444,0.3,0.4
685,1,3,130,0,0,1,0.2,26,26,5,0.023077,0,130,26,0,0,15.5,0,0,5,3,0,0,2,0,0,0,0.666667,0,14.849242,0,0,2,2,0,0,2,5,5,2.321928,-1,4.70044,-0,0.2,-1,0.2,0.633432,0.669231,0.163462,0.692493,0.553846,0.692493,0.553846,0.692493,0.553846,0.5,0.8,0,0.5,0.8,0,0.5,0.8,0,0.307692,0.307692,0.307692,0.685429,0.607692,0.240385,0.232396,0.992308,-0.240385,0.350222,0.992308,-0.240385,0.375185,0.992308,-0.240385,0.595488,0.7,0.125,0.389423,0.976923,-0.221154,0.335873,0.930769,-0.163462,0.374186,0.853846,-0.067308,0.492936,0.746154,0.067308,0.622189,0.669231,0.163462,0.343417,0.923077,-0.153846,0.268047,0.969231,-0.211538,0.24645,0.976923,-0.221154
694,1,9,310,0,0,8,0.132258,41,18,9,0.029032,0,310,9,-0.906582,165.454299,9,0.053788,46.826259,9,9,0,0,1,7,0,0,0.111111,0.777778,0,0,0,7,4,0,0,7,5,9,3.120903,-1,-1,-1,0.132258,-1,0.058065,0.793161,0.73871,0.150278,0.955846,0.077419,0.955846,0.077419,0.955846,0.077419,0.789854,0.73871,0.150299,0.918329,0.503226,0.422671,0.969315,0.106452,0.878721,0.912211,0.912211,0.912211,0.962539,0.119355,0.864483,0.78587,0.748387,0.139342,0.896415,0.541935,0.379217,0.943993,0.287097,0.673038,0.996476,0.016129,0.981713,0.988936,0.019355,0.978052,0.988872,0.032258,0.963408,0.988463,0.045161,0.948744,0.986552,0.074194,0.915822,0.99241,0.119355,0.86457,0.992341,0.112903,0.871866,0.993477,0.090323,0.897586,0.991303,0.080645,0.908582
714,1,5,125,0,0,2,0.608,76,49,2,0.04,0,125,3,-0.457786,29.13048,3,-0.319641,8.820673,3,5,0,0,2,2,0,0,0.4,0.4,0,0,0,0,3,0,0,1,2,2,0.966078,356.870926,1.521928,0.002707,0.608,561.202879,0.392,0.507519,0.408,0.019683,0.517454,0.408,0.517454,0.408,0.517454,0.408,0.494898,0.392,0,0.494898,0.392,0,0.494898,0.392,0,0.019683,0.019683,0.019683,0.474624,0.464,-0.002489,0.563104,0.424,0.107263,0.563104,0.424,0.107263,0.563104,0.424,0.107263,0.5,0.392,0,0.565655,0.448,0.066915,0.565655,0.448,0.066915,0.565655,0.448,0.066915,0.51826,0.4,0.026783,0.530612,0.448,-0.005458,0.5,0.392,0,0.5,0.392,0,0.5,0.392,0
716,1,51,100,0,0,50,0.62,62,38,2,0.51,0,100,-1,-1.09755,0,-1,0.015211,1,-1,51,0,0,0,50,0,0,0,0.980392,-1,0,0,0,0,0,0,0,2,2,0.958042,-1,-1,-1,0.62,-1,0.38,0.765068,0.21,0.547414,0.714559,0.35,0.714559,0.35,0.64028,0.35,0.612691,0.35,0.168251,0.771647,0.25,0.455575,0.771647,0.25,0.455575,0.296624,0.296624,0.282787,0.692912,0.25,0.461207,0.452886,0.52,-0.07084,0.589134,0.36,0.235993,0.453947,0.46,-0.007005,0.509762,0.5,-0.061121,0.514007,0.47,0.027318,0.479839,0.55,-0.035392,0.516341,0.45,0.030172,0.738065,0.26,0.442539,0.562394,0.42,0.08056,0.526316,0.47,0.036885,0.520696,0.48,0.04,0.54202,0.43,0.160156
717,1,11,508,0,0,10,0.562992,286,222,2,0.021654,0,508,-1,1.685518,48.001835,-1,0.813358,7.477724,-1,11,0,0,0,10,0,0,0,0.909091,-1,0,0,0,1,0,0,1,2,2,0.98852,-1,-1,-1,0.562992,-1,0.437008,0.878142,0.129921,0.736233,0.87574,0.13189,0.87574,0.13189,0.887828,0.13189,0.867763,0.145669,0.697249,0.867763,0.145669,0.697249,0.877937,0.145669,0.698182,0.732371,0.732371,0.733177,0.865274,0.133858,0.725196,0.74911,0.234252,0.521771,0.844563,0.220472,0.552395,0.897341,0.173228,0.642916,0.951049,0.135827,0.722426,0.845729,0.151575,0.691806,0.894475,0.167323,0.652424,0.913225,0.149606,0.696268,0.909603,0.139764,0.714381,0.920478,0.163386,0.665768,0.935598,0.143701,0.706929,0.951269,0.124016,0.74682,0.953081,0.120079,0.7556
