@relation algorithm_runs_OpenML_MetaLearning_2016

@attribute instance_id string
@attribute repetition numeric
@attribute algorithm string
@attribute area_under_roc_curve numeric
@attribute predictive_accuracy numeric
@attribute precision numeric
@attribute recall numeric
@attribute kappa numeric
@attribute f_measure numeric
@attribute root_mean_squared_error numeric
@attribute root_relative_squared_error numeric
@attribute mean_absolute_error numeric
@attribute relative_absolute_error numeric
@attribute kb_relative_information_score numeric
@attribute runstatus {ok, timeout, memout, not_applicable, crash, other}

@data
186,1,1096,0.59939,0.776699,0.673768,0.776699,0.135509,0.70625,0.23297,1.002078,0.116473,1.055508,2.045567,ok
186,1,1098,0.506137,0.776699,0.64321,0.776699,0.043649,0.683407,0.232501,1.000219,0.107994,0.978818,125.056778,ok
186,1,1100,0.546379,0.774272,0.668427,0.774272,0.066882,0.687679,0.33112,1.424253,0.228854,2.073932,-122.891144,ok
186,1,1101,0.5,0.771845,0.595744,0.771845,0,0.672456,0.232593,1.000618,0.111461,1.010247,-1.598864,ok
186,1,1103,0.621468,0.414815,0.692342,0.414815,0.048916,0.507701,0.341159,1.467435,0.232756,2.109296,-129.639615,ok
186,1,1104,0.617933,0.703704,0.689747,0.703704,0.190283,0.695565,0.312699,1.345021,0.097781,0.886114,156.774444,ok
186,1,1105,0.618601,0.777778,0.694138,0.777778,0.190283,0.717114,0.309857,1.332793,0.101385,0.918919,328.081327,ok
186,1,1106,0.65824,0.713592,0.670748,0.713592,0.129307,0.689272,0.270732,1.16469,0.101791,0.922598,377.092323,ok
186,1,1108,0.707556,0.779126,0.776852,0.779126,0.153246,0.71019,0.233724,1.005483,0.103551,0.938554,366.047393,ok
186,1,1112,0.528074,0.546602,0.644401,0.546602,0.018343,0.580847,0.446029,1.91882,0.198942,1.803141,-96.066536,ok
186,1,1114,0.663438,0.748301,0.673904,0.748301,0.135837,0.691431,0.271952,1.169939,0.10835,0.982046,349.192874,ok
186,1,1117,0.699653,0.774272,0.64042,0.774272,0.037671,0.68073,0.228502,0.98286,0.117315,1.063136,-7.006718,ok
186,1,1154,0.656726,0.720874,0.675229,0.720874,0.143141,0.682081,0.266267,1.145483,0.116324,1.054318,-11.399752,ok
186,1,1155,0.660267,0.716019,0.652878,0.716019,0.123085,0.67519,0.263349,1.132928,0.113689,1.030435,-9.458438,ok
186,1,1160,0.652844,0.77037,0.741326,0.77037,0.309064,0.748706,0.26779,1.151852,0.100582,0.911498,327.554686,ok
186,1,1163,0.652844,0.77037,0.741326,0.77037,0.309064,0.748706,0.26779,1.151852,0.100582,0.911498,327.554686,ok
186,1,1165,0.679693,0.777778,0.678949,0.777778,0.15789,0.701345,0.228141,0.981466,0.097082,0.879784,536.107053,ok
186,1,1168,0.671738,0.771845,0.785741,0.771845,0.138889,0.699646,0.229917,0.989105,0.098143,0.889531,470.271985,ok
186,1,1172,0.521277,0.781553,0.760862,0.781553,0.067029,0.694437,0.251976,1.084004,0.063492,0.57547,994.971245,ok
186,1,1177,0.664488,0.774272,0.633,0.774272,0.099812,0.686303,0.260315,1.119698,0.135465,1.227618,7.190372,ok
186,1,1178,0.57265,0.785185,0.705091,0.785185,0.163462,0.702551,0.308863,1.328732,0.208818,1.892658,-111.90901,ok
186,1,1179,0.5,0.771845,0.595744,0.771845,0,0.672456,0.309444,1.331018,0.209134,1.895224,-112.280754,ok
186,1,1182,0.577578,0.785185,0.651313,0.785185,0.162567,0.700935,0.283173,1.218214,0.192793,1.747414,-103.203045,ok
186,1,1183,0.552438,0.771845,0.673768,0.771845,0.135509,0.70625,0.233231,1.0032,0.108256,0.981039,43.683394,ok
186,1,1185,0.748976,0.792593,0.807525,0.792593,0.249255,0.738972,0.226781,0.975459,0.096427,0.873842,625.36286,ok
186,1,1186,0.698662,0.771845,0.595744,0.771845,0,0.672456,0.230711,0.992363,0.106004,0.960782,152.936241,ok
186,1,1188,0.683097,0.771845,0.674438,0.771845,0.012947,0.676891,0.230993,0.993735,0.107169,0.971347,208.439297,ok
186,1,1190,0.5,0.771845,0.595744,0.771845,0,0.672456,0.256141,1.101923,0.065608,0.594653,919.207175,ok
186,1,1191,0.687148,0.77037,0.696296,0.77037,0.233937,0.726175,0.254665,1.095572,0.096825,0.877456,455.115318,ok
186,1,1192,0.577578,0.785185,0.655892,0.785185,0.162567,0.700935,0.283173,1.218214,0.192793,1.747414,-37.559648,ok
186,1,1193,0.5,0.771845,0.595744,0.771845,0,0.672456,0.232593,1.000618,0.111461,1.010247,-1.598864,ok
186,1,1194,0.754652,0.771845,0.682712,0.771845,0.027602,0.676719,0.225679,0.970719,0.104549,0.947601,380.946082,ok
186,1,1196,0.756626,0.792593,0.798852,0.792593,0.20354,0.72475,0.227281,0.977611,0.101098,0.916318,476.018895,ok
186,1,1197,0.588816,0.771845,0.635745,0.771845,0.034887,0.678572,0.26202,1.127035,0.074937,0.679097,761.497163,ok
186,1,1200,0.704688,0.750485,0.687701,0.750485,0.181429,0.712403,0.245199,1.05468,0.100079,0.906944,352.122712,ok
186,1,1244,0.5,0.771845,0.611413,0.771845,0.006516,0.673379,0.232918,1.001856,0.108255,0.981033,48.089214,ok
187,1,378,0.996915,0.955056,0.955078,0.955056,0.931843,0.95494,0.263951,0.567873,0.14021,0.321897,148.146876,ok
187,1,385,0.990336,0.983146,0.983836,0.983146,0.974427,0.983173,0.279115,0.600497,0.226053,0.518977,109.727193,ok
187,1,387,0.676141,0.465517,0.492371,0.465517,0.019927,0.29574,0.500319,1.076402,0.398467,0.914808,40.657131,ok
187,1,404,0.976467,0.965517,0.967609,0.965517,0.946716,0.965393,0.171717,0.366569,0.037582,0.085615,165.526168,ok
187,1,405,0.990638,0.977528,0.977815,0.977528,0.96594,0.977482,0.234077,0.503601,0.060719,0.139399,172.432549,ok
187,1,406,1,0.982759,0.983773,0.982759,0.97321,0.982857,0.171894,0.366948,0.031407,0.071546,171.107365,ok
187,1,407,0.991049,0.988764,0.988764,0.988764,0.982932,0.988764,0.188838,0.406272,0.038199,0.087699,175.158508,ok
187,1,411,0.9999,0.988764,0.988972,0.988764,0.982961,0.988736,0.151588,0.32613,0.022984,0.052766,175.248394,ok
187,1,413,0.997464,0.977528,0.977667,0.977528,0.965922,0.977467,0.270835,0.582681,0.080567,0.184966,172.608586,ok
187,1,417,0.995431,0.966292,0.966544,0.966292,0.948851,0.966213,0.173441,0.373146,0.03375,0.077485,170.027524,ok
187,1,418,0.991839,0.938202,0.938923,0.938202,0.906132,0.938116,0.293393,0.631214,0.112585,0.258474,162.707568,ok
187,1,419,0.9998,0.977528,0.977815,0.977528,0.96594,0.977482,0.166992,0.359271,0.087816,0.20161,157.613248,ok
187,1,420,0.938473,0.921348,0.922147,0.921348,0.880192,0.921458,0.283654,0.610262,0.08046,0.184721,158.342013,ok
187,1,422,0.997175,0.97191,0.972654,0.97191,0.957471,0.971862,0.276219,0.594267,0.085382,0.196021,171.142224,ok
187,1,423,1,1,1,1,1,1,0.154014,0.328779,0.053699,0.122331,162.426648,ok
187,1,471,0.999328,0.988764,0.988879,0.988764,0.982951,0.988773,0.12203,0.260502,0.022815,0.051975,173.614231,ok
187,1,482,0.984972,0.91573,0.921267,0.91573,0.873249,0.915046,0.27639,0.590019,0.147588,0.336217,155.88573,ok
187,1,523,0.997608,0.97191,0.971864,0.97191,0.957378,0.971839,0.25491,0.54842,0.109203,0.250709,1568.090208,ok
187,1,524,0.996794,0.960674,0.960793,0.960674,0.940228,0.960692,0.244482,0.525987,0.109448,0.251271,1548.41652,ok
187,1,527,0.999453,0.988764,0.988972,0.988764,0.982961,0.988736,0.155263,0.334037,0.075661,0.173703,167.120345,ok
187,1,528,0.99291,0.949438,0.950597,0.949438,0.923576,0.949083,0.289425,0.622678,0.177399,0.407275,136.679058,ok
187,1,531,0.952904,0.827586,0.854625,0.827586,0.741533,0.823536,0.323603,0.690807,0.167907,0.382636,121.163163,ok
187,1,532,0.999543,0.983146,0.983689,0.983146,0.974469,0.983102,0.17673,0.380221,0.095055,0.218228,155.2143,ok
187,1,534,1,0.983146,0.983836,0.983146,0.974469,0.983102,0.280599,0.603688,0.230651,0.529533,108.967323,ok
187,1,585,0.991691,0.926966,0.927006,0.926966,0.889245,0.926863,0.18215,0.388842,0.066618,0.151761,155.279082,ok
187,1,589,0.5,0.398876,0.159102,0.398876,0,0.227472,0.633047,1.351387,0.400749,0.912935,24.425288,ok
187,1,591,0.99915,0.988764,0.988879,0.988764,0.982951,0.988773,0.104229,0.222502,0.025905,0.059013,169.710716,ok
187,1,592,0.483057,0.398876,0.159102,0.398876,0,0.227472,0.468522,1.000169,0.439045,1.000177,0.110651,ok
187,1,593,0.997797,0.983146,0.983253,0.983146,0.974413,0.983157,0.141156,0.301331,0.061049,0.139073,159.175611,ok
187,1,597,0.483057,0.398876,0.159102,0.398876,0,0.227472,0.468522,1.000169,0.439045,1.000177,0.110651,ok
187,1,598,0.990511,0.977528,0.977978,0.977528,0.9659,0.977546,0.144917,0.309359,0.021698,0.049429,172.515626,ok
187,1,677,1,0.966292,0.967895,0.966292,0.948824,0.966307,0.148114,0.316184,0.022889,0.052144,169.598736,ok
187,1,1068,0.955615,0.938202,0.938312,0.938202,0.906024,0.938211,0.319693,0.687797,0.10728,0.246295,1589.808745,ok
187,1,1069,0.5,0.465517,0.216706,0.465517,0,0.29574,0.468522,1.007013,0.439679,1.009421,1.100152,ok
187,1,1070,0.936298,0.917416,0.917622,0.917416,0.874546,0.917295,0.339032,0.729403,0.114943,0.263887,1576.24776,ok
187,1,1071,0.843209,0.797753,0.807166,0.797753,0.692898,0.795519,0.401148,0.863041,0.16092,0.369442,1241.793725,ok
187,1,1073,0.950178,0.938202,0.938573,0.938202,0.905969,0.938265,0.319693,0.687797,0.10728,0.246295,1562.708032,ok
187,1,1074,0.486128,0.31573,0.321519,0.31573,-0.024516,0.185215,0.703031,1.512522,0.494253,1.134714,92.96137,ok
187,1,1076,0.932517,0.904494,0.904829,0.904494,0.855077,0.904469,0.328721,0.707219,0.133777,0.307127,1465.311763,ok
187,1,1077,0.946715,0.910112,0.910733,0.910112,0.863011,0.909812,0.301899,0.649514,0.126598,0.290646,1466.7562,ok
187,1,1078,0.95504,0.94382,0.945279,0.94382,0.914374,0.94406,0.244796,0.522574,0.059925,0.136514,1572.193197,ok
187,1,1079,0.999752,0.979213,0.979623,0.979213,0.968505,0.979169,0.188741,0.406062,0.092874,0.213221,1584.038966,ok
187,1,1080,0.997931,0.977528,0.977528,0.977528,0.965864,0.977528,0.142604,0.304422,0.045444,0.10433,1684.335885,ok
187,1,1082,0.998942,0.983146,0.983689,0.983146,0.974469,0.983102,0.159681,0.343543,0.05144,0.118096,1687.375861,ok
187,1,1084,0.949914,0.932584,0.932507,0.932584,0.897539,0.932495,0.337191,0.725443,0.118774,0.272683,1584.952898,ok
187,1,1087,0.998824,0.977528,0.977978,0.977528,0.9659,0.977546,0.167156,0.359624,0.032433,0.074461,1716.771032,ok
187,1,1088,0.999448,0.984831,0.985011,0.984831,0.97699,0.984797,0.111144,0.239119,0.025516,0.05858,1719.014708,ok
187,1,1090,0.736407,0.589888,0.56643,0.589888,0.40175,0.548396,0.432459,0.930405,0.315348,0.723981,732.704564,ok
187,1,1091,0.930966,0.898876,0.899429,0.898876,0.846721,0.89882,0.333846,0.718246,0.128831,0.295773,1457.221193,ok
187,1,1094,0.958042,0.938202,0.939195,0.938202,0.905965,0.938329,0.343058,0.738066,0.14475,0.33232,1564.446131,ok
187,1,1096,0.982962,0.965517,0.967609,0.965517,0.946716,0.965393,0.274026,0.584972,0.200245,0.456171,1156.790664,ok
187,1,1098,0.854936,0.685393,0.763995,0.685393,0.501401,0.655494,0.39755,0.855301,0.276515,0.633328,836.845015,ok
187,1,1100,0.991975,0.931034,0.939933,0.931034,0.889891,0.930261,0.409165,0.873458,0.381589,0.869288,380.645729,ok
187,1,1101,0.5,0.465517,0.216706,0.465517,0,0.29574,0.468522,1.007013,0.439679,1.009421,1.100152,ok
187,1,1103,0.983853,0.966292,0.967135,0.966292,0.948995,0.966235,0.291986,0.628187,0.245067,0.558281,993.080781,ok
187,1,1104,0.976467,0.965517,0.967609,0.965517,0.946716,0.965393,0.175247,0.374106,0.030712,0.069963,1671.473199,ok
187,1,1105,0.992266,0.97191,0.973175,0.97191,0.957498,0.971721,0.173845,0.371112,0.057109,0.131112,1654.29331,ok
187,1,1106,1,0.988764,0.989132,0.988764,0.982952,0.988777,0.150685,0.324188,0.025985,0.059657,1738.103828,ok
187,1,1108,0.961789,0.921348,0.921698,0.921348,0.880988,0.92097,0.354508,0.762699,0.203174,0.46645,1335.275482,ok
187,1,1112,0.913827,0.87931,0.896944,0.87931,0.816621,0.87931,0.346194,0.739031,0.11985,0.273027,1412.033114,ok
187,1,1114,1,0.966292,0.967895,0.966292,0.94885,0.966429,0.148114,0.316184,0.022889,0.052144,1696.379305,ok
187,1,1117,0.997577,0.967978,0.968285,0.967978,0.951283,0.968029,0.188584,0.405726,0.137694,0.316121,1416.321945,ok
187,1,1154,0.998824,0.977528,0.977978,0.977528,0.9659,0.977546,0.173441,0.373146,0.03375,0.077485,1716.143496,ok
187,1,1155,0.998877,0.977528,0.977978,0.977528,0.9659,0.977546,0.172263,0.370613,0.033468,0.076836,1716.172213,ok
187,1,1160,0.981991,0.948276,0.948358,0.948276,0.918805,0.947912,0.223807,0.477768,0.058827,0.134012,1622.587784,ok
187,1,1163,0.981991,0.948276,0.948358,0.948276,0.918805,0.947912,0.223807,0.477768,0.058827,0.134012,1622.587784,ok
187,1,1165,1,0.983146,0.983773,0.983146,0.97437,0.983175,0.107298,0.230843,0.018292,0.04167,1720.731634,ok
187,1,1168,0.999444,0.994382,0.994476,0.994382,0.991471,0.994386,0.106293,0.228682,0.012324,0.028293,1740.025564,ok
187,1,1172,0.556836,0.517241,0.771727,0.517241,0.129223,0.417562,0.599625,1.28004,0.359551,0.819082,400.645133,ok
187,1,1177,0.998942,0.983146,0.983689,0.983146,0.974469,0.983102,0.159681,0.343543,0.05144,0.118096,1687.375861,ok
187,1,1178,0.996364,0.994382,0.994497,0.994382,0.991476,0.994391,0.279115,0.600497,0.226053,0.518977,1100.669252,ok
187,1,1179,0.676175,0.465517,0.492646,0.465517,0.022911,0.29574,0.500319,1.076402,0.398467,0.914808,407.521123,ok
187,1,1182,0.985769,0.921348,0.926314,0.921348,0.881643,0.920435,0.331132,0.712408,0.160404,0.368258,1503.853912,ok
187,1,1183,0.955615,0.938202,0.938312,0.938202,0.906024,0.938211,0.319693,0.687797,0.10728,0.246295,1590.750815,ok
187,1,1185,0.996992,0.966292,0.966383,0.966292,0.948882,0.966209,0.263951,0.567873,0.14021,0.321897,1493.310378,ok
187,1,1186,0.985631,0.913793,0.917625,0.913793,0.867459,0.913106,0.327171,0.698422,0.285926,0.65136,820.146335,ok
187,1,1188,0.995834,0.949438,0.950354,0.949438,0.923033,0.949074,0.27647,0.594805,0.117101,0.268843,1572.82322,ok
187,1,1190,0.5,0.465517,0.216706,0.465517,0,0.29574,0.633047,1.351387,0.400749,0.912935,244.252884,ok
187,1,1191,1,0.988764,0.988879,0.988764,0.982951,0.988773,0.180539,0.388417,0.039524,0.09074,1711.360566,ok
187,1,1192,0.989561,0.938202,0.943475,0.938202,0.906952,0.937923,0.347616,0.747871,0.149553,0.343345,1581.752696,ok
187,1,1193,0.5,0.465517,0.216706,0.465517,0,0.29574,0.468522,1.007013,0.439679,1.009421,1.100152,ok
187,1,1194,0.998804,0.97191,0.973391,0.97191,0.95752,0.972032,0.221149,0.475788,0.127761,0.293317,1478.579652,ok
187,1,1196,1,0.994382,0.994476,0.994382,0.991471,0.994386,0.157627,0.339124,0.07358,0.168927,1609.645684,ok
187,1,1197,0.985665,0.966292,0.966691,0.966292,0.948711,0.966365,0.252731,0.543732,0.078278,0.179713,1604.284813,ok
187,1,1200,0.994997,0.955056,0.95561,0.955056,0.931538,0.955032,0.220146,0.473629,0.074937,0.172042,1619.354002,ok
187,1,1244,0.944413,0.90618,0.906343,0.90618,0.857337,0.905935,0.33017,0.710338,0.11954,0.274442,1531.090936,ok
188,1,378,0.773208,0.464674,0.455661,0.464674,0.308589,0.457709,0.389197,0.983029,0.254535,0.812207,263.065029,ok
188,1,385,0.869783,0.648098,0.655139,0.648098,0.546404,0.642799,0.345161,0.872241,0.259457,0.828327,239.442925,ok
188,1,387,0.728361,0.475543,0.399559,0.475543,0.286788,0.39521,0.385845,0.974562,0.289256,0.923,149.629882,ok
188,1,404,0.692077,0.51087,0.523209,0.51087,0.377284,0.515623,0.466528,1.17835,0.220838,0.704682,312.137584,ok
188,1,405,0.887172,0.665289,0.668135,0.665289,0.567628,0.660663,0.373565,0.94402,0.149278,0.476577,435.397104,ok
188,1,406,0.894814,0.684783,0.686386,0.684783,0.593852,0.682098,0.322359,0.814211,0.180893,0.577218,450.596891,ok
188,1,407,0.879776,0.649457,0.659864,0.649457,0.546187,0.646836,0.3312,0.836963,0.250192,0.798748,249.062112,ok
188,1,411,0.870784,0.683424,0.684456,0.683424,0.593825,0.683182,0.373981,0.944598,0.14588,0.465495,459.647643,ok
188,1,413,0.810378,0.567935,0.576004,0.567935,0.433232,0.552961,0.386579,0.976418,0.30808,0.983064,181.782663,ok
188,1,417,0.776447,0.595109,0.657812,0.595109,0.48039,0.595632,0.362961,0.917223,0.282822,0.902923,153.001036,ok
188,1,418,0.778631,0.595041,0.633181,0.595041,0.46806,0.587665,0.382373,0.966279,0.304637,0.972567,116.0299,ok
188,1,419,0.858543,0.577446,0.578651,0.577446,0.455318,0.574829,0.337825,0.853275,0.215988,0.689204,330.976149,ok
188,1,420,0.708983,0.525815,0.529051,0.525815,0.393347,0.527044,0.454396,1.148284,0.211615,0.675591,323.488506,ok
188,1,422,0.746266,0.478261,0.4637,0.478261,0.321421,0.464293,0.382561,0.966269,0.297795,0.950725,121.813965,ok
188,1,423,0.854998,0.661157,0.673763,0.661157,0.565473,0.661808,0.320706,0.810443,0.218249,0.696769,313.997541,ok
188,1,471,0.902228,0.660326,0.662226,0.660326,0.562684,0.658841,0.325523,0.822615,0.178929,0.57124,424.3992,ok
188,1,482,0.747288,0.494565,0.277073,0.494565,0.302842,0.350385,0.353902,0.89433,0.247954,0.791605,229.997832,ok
188,1,523,0.908448,0.665289,0.672876,0.665289,0.566078,0.660121,0.304261,0.768885,0.180196,0.574995,4135.77655,ok
188,1,524,0.920012,0.675272,0.678725,0.675272,0.577279,0.666103,0.305311,0.771539,0.194279,0.619934,3844.365486,ok
188,1,527,0.915084,0.683424,0.683136,0.683424,0.593212,0.68205,0.311069,0.785694,0.164476,0.524833,441.791971,ok
188,1,528,0.86795,0.546196,0.449847,0.546196,0.382998,0.437211,0.3381,0.854399,0.237225,0.75735,262.273795,ok
188,1,531,0.845639,0.595041,0.646538,0.595041,0.481402,0.596766,0.384912,0.972696,0.171793,0.548458,378.259375,ok
188,1,532,0.866192,0.581522,0.582193,0.581522,0.459336,0.577918,0.33356,0.842502,0.222448,0.70982,326.735841,ok
188,1,534,0.899823,0.65625,0.657445,0.65625,0.556231,0.651845,0.348367,0.879903,0.264893,0.845257,233.180295,ok
188,1,585,0.886426,0.633152,0.633665,0.633152,0.524868,0.627363,0.308713,0.780134,0.191013,0.609818,374.977691,ok
188,1,589,0.5,0.290761,0.084542,0.290761,0,0.130995,0.532631,1.345989,0.283696,0.905711,99.475468,ok
188,1,591,0.896719,0.661685,0.664284,0.661685,0.563876,0.659325,0.304719,0.770043,0.180736,0.577008,390.592275,ok
188,1,592,0.49331,0.290761,0.084542,0.290761,0,0.130995,0.395729,1.000029,0.313243,1.000044,0.439491,ok
188,1,593,0.834314,0.561141,0.561793,0.561141,0.436543,0.56022,0.347786,0.878875,0.194937,0.622344,348.366183,ok
188,1,597,0.49331,0.290761,0.084542,0.290761,0,0.130995,0.395724,1.000018,0.31324,1.000033,0.358107,ok
188,1,598,0.782802,0.595109,0.657812,0.595109,0.48039,0.594633,0.365734,0.92423,0.281503,0.898712,332.220613,ok
188,1,677,0.888218,0.660326,0.660425,0.660326,0.564237,0.658539,0.320165,0.808851,0.157795,0.503768,435.553968,ok
188,1,1068,0.841607,0.631793,0.642012,0.631793,0.523313,0.626782,0.343837,0.868461,0.185801,0.592881,3881.839902,ok
188,1,1069,0.5,0.290761,0.084542,0.290761,0,0.130995,0.395923,1.000029,0.313338,1.000044,3.603384,ok
188,1,1070,0.768295,0.636364,0.625078,0.636364,0.534544,0.628316,0.39604,1.000816,0.156848,0.500744,3916.472268,ok
188,1,1071,0.741733,0.595041,0.646538,0.595041,0.481402,0.596766,0.40847,1.032228,0.166848,0.532669,3766.771794,ok
188,1,1073,0.810501,0.592391,0.594315,0.592391,0.479455,0.592797,0.360372,0.91068,0.182764,0.583188,3790.756432,ok
188,1,1074,0.540112,0.294973,0.34669,0.294973,0.080452,0.207518,0.534668,1.351136,0.28587,0.912651,1226.899436,ok
188,1,1076,0.889453,0.673554,0.711456,0.673554,0.570314,0.657161,0.319004,0.806141,0.178143,0.568731,3865.309963,ok
188,1,1077,0.731137,0.451359,0.43375,0.451359,0.281667,0.427816,0.408174,1.030961,0.25733,0.821125,2422.007789,ok
188,1,1078,0.704512,0.519022,0.524914,0.519022,0.384496,0.52116,0.432787,1.093679,0.201568,0.643193,3184.24987,ok
188,1,1079,0.863369,0.576359,0.575313,0.576359,0.454419,0.573848,0.336857,0.85083,0.215075,0.686293,3372.933095,ok
188,1,1080,0.822294,0.553719,0.551023,0.553719,0.416828,0.542292,0.38482,0.971974,0.191559,0.611561,3345.985081,ok
188,1,1082,0.900899,0.661685,0.659672,0.661685,0.565352,0.659186,0.318203,0.804119,0.176162,0.562121,4184.304876,ok
188,1,1084,0.838784,0.631793,0.642495,0.631793,0.523131,0.626539,0.343329,0.867177,0.185371,0.591508,3889.436657,ok
188,1,1087,0.86583,0.570248,0.616514,0.570248,0.455156,0.580334,0.387035,0.978059,0.189227,0.604116,3356.150427,ok
188,1,1088,0.842862,0.665289,0.694775,0.665289,0.566605,0.661334,0.36822,0.930513,0.157565,0.503032,4165.129871,ok
188,1,1090,0.754243,0.494565,0.277073,0.494565,0.302842,0.350385,0.353902,0.89433,0.247954,0.791605,2293.970761,ok
188,1,1091,0.830887,0.628804,0.627476,0.628804,0.518573,0.62035,0.349677,0.883653,0.187795,0.599244,3879.569816,ok
188,1,1094,0.847159,0.616848,0.625545,0.616848,0.500585,0.608108,0.344996,0.871387,0.211121,0.673676,3354.300766,ok
188,1,1096,0.866784,0.593071,0.60947,0.593071,0.472396,0.590266,0.322344,0.814581,0.216755,0.692,3162.256825,ok
188,1,1098,0.743333,0.506793,0.287402,0.506793,0.319591,0.361607,0.358063,0.904391,0.252185,0.805111,2239.897479,ok
188,1,1100,0.779602,0.309917,0.334354,0.309917,0.104915,0.212602,0.392729,0.992448,0.313885,1.002093,500.626146,ok
188,1,1101,0.5,0.290761,0.084542,0.290761,0,0.130995,0.395923,1.000029,0.313338,1.000044,3.603384,ok
188,1,1103,0.832825,0.528926,0.609234,0.528926,0.41016,0.544174,0.371072,0.93725,0.277424,0.885687,1415.624791,ok
188,1,1104,0.69161,0.513995,0.523209,0.513995,0.380113,0.517231,0.468865,1.184255,0.219835,0.70148,3150.817128,ok
188,1,1105,0.818516,0.541984,0.537874,0.541984,0.407943,0.535089,0.466528,1.17835,0.220838,0.704682,3422.79818,ok
188,1,1106,0.87387,0.615702,0.615673,0.615702,0.506361,0.612422,0.369197,0.932983,0.162913,0.520106,3952.482886,ok
188,1,1108,0.851549,0.528397,0.38649,0.528397,0.360331,0.418686,0.341908,0.863587,0.237679,0.758419,2675.929055,ok
188,1,1112,0.554937,0.307065,0.310188,0.307065,0.110112,0.298734,0.58352,1.473849,0.340496,1.086503,1214.778029,ok
188,1,1114,0.889405,0.660326,0.660425,0.660326,0.564237,0.658915,0.320165,0.808851,0.157795,0.503768,4322.721891,ok
188,1,1117,0.875659,0.57337,0.466416,0.57337,0.432771,0.49803,0.341669,0.862983,0.255579,0.815537,2223.308969,ok
188,1,1154,0.868338,0.578512,0.633881,0.578512,0.466857,0.5886,0.373939,0.944966,0.184375,0.588626,3520.908022,ok
188,1,1155,0.863113,0.578512,0.624131,0.578512,0.467581,0.589073,0.373333,0.943433,0.183407,0.585536,3523.586086,ok
188,1,1160,0.728471,0.528533,0.53702,0.528533,0.400015,0.5318,0.427878,1.081273,0.208181,0.664292,3020.984888,ok
188,1,1163,0.728471,0.528533,0.53702,0.528533,0.400015,0.5318,0.427878,1.081273,0.208181,0.664292,3020.984888,ok
188,1,1165,0.8737,0.599185,0.598142,0.599185,0.485754,0.597957,0.367614,0.928516,0.182932,0.583724,3938.631188,ok
188,1,1168,0.855225,0.570248,0.610961,0.570248,0.453725,0.578388,0.372953,0.942474,0.188627,0.602201,3594.212879,ok
188,1,1172,0.65647,0.48913,0.529307,0.48913,0.31984,0.471654,0.465327,1.175317,0.216529,0.690931,2708.253892,ok
188,1,1177,0.904696,0.663043,0.658176,0.663043,0.56558,0.657999,0.306756,0.77519,0.176162,0.562121,4074.401012,ok
188,1,1178,0.869783,0.648098,0.655139,0.648098,0.546404,0.642799,0.345161,0.872241,0.259457,0.828327,2386.502022,ok
188,1,1179,0.730384,0.474457,0.45342,0.474457,0.284149,0.392839,0.384471,0.971093,0.28843,0.920363,1508.199849,ok
188,1,1182,0.754243,0.494565,0.277073,0.494565,0.302842,0.350385,0.353902,0.89433,0.247954,0.791605,2293.970761,ok
188,1,1183,0.841505,0.616848,0.620395,0.616848,0.502524,0.608763,0.347083,0.876658,0.181352,0.578976,3822.756318,ok
188,1,1185,0.775902,0.464674,0.455661,0.464674,0.308589,0.457709,0.389197,0.983029,0.254535,0.812207,2633.314717,ok
188,1,1186,0.840226,0.516529,0.503092,0.516529,0.342483,0.401978,0.344552,0.870703,0.245835,0.784839,2357.531834,ok
188,1,1188,0.902466,0.63981,0.645744,0.63981,0.534409,0.637228,0.308713,0.780134,0.195842,0.624921,3797.900438,ok
188,1,1190,0.5,0.290761,0.084542,0.290761,0,0.130995,0.533196,1.34674,0.284298,0.907177,994.754683,ok
188,1,1191,0.912125,0.66712,0.668142,0.66712,0.570872,0.664331,0.334769,0.845555,0.178929,0.57124,4287.725568,ok
188,1,1192,0.754243,0.494565,0.277073,0.494565,0.302842,0.350385,0.353902,0.89433,0.247954,0.791605,2293.970761,ok
188,1,1193,0.5,0.290761,0.084542,0.290761,0,0.130995,0.395923,1.000029,0.313338,1.000044,3.603384,ok
188,1,1194,0.864311,0.589674,0.592416,0.589674,0.464411,0.578406,0.340771,0.861148,0.234444,0.748097,2892.626127,ok
188,1,1196,0.92468,0.714876,0.724644,0.714876,0.632753,0.710082,0.305496,0.772006,0.178196,0.568614,4192.00611,ok
188,1,1197,0.803262,0.627989,0.623804,0.627989,0.519591,0.622824,0.365223,0.922478,0.17014,0.542906,4023.247254,ok
188,1,1200,0.876297,0.640353,0.663687,0.640353,0.531622,0.633361,0.316199,0.798651,0.196743,0.627796,3681.531698,ok
188,1,1244,0.844419,0.630435,0.640909,0.630435,0.51887,0.619169,0.325907,0.823586,0.189058,0.603273,3785.96772,ok
275,1,378,0.727831,0.608696,0.531401,0.608696,0.09607,0.566752,0.312565,1.070853,0.195209,1.02081,14.627975,ok
275,1,385,0.663354,0.652174,0.68323,0.652174,0.352113,0.657971,0.335644,1.149921,0.238811,1.247966,1.90143,ok
275,1,387,0.591376,0.695652,0.483932,0.695652,0.225229,0.570792,0.341068,1.140348,0.242254,1.237861,1.207027,ok
275,1,404,0.650845,0.577465,0.599804,0.577465,0.320791,0.582771,0.37871,1.297466,0.172571,0.902433,23.49676,ok
