@RELATION feature_costs_TSP_ECJ2017

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE ubc_cheap NUMERIC
@ATTRIBUTE ubc_all NUMERIC
@ATTRIBUTE tspmeta NUMERIC
@ATTRIBUTE pihera NUMERIC

@DATA
morphed_1500-2-3---1500-779,5,0.36,8.39,10.27,0.24
morphed_1500-2-3---1500-779,6,0.36,8.39,10.27,0.24
morphed_1500-2-3---1500-779,7,0.36,8.39,10.27,0.24
morphed_1500-2-3---1500-779,8,0.36,8.39,10.27,0.24
morphed_1500-2-3---1500-779,9,0.36,8.39,10.27,0.24
morphed_1500-2-30---1500-832,0,0.28,9.15,10.7,0.24
morphed_1500-2-30---1500-832,1,0.28,9.15,10.7,0.24
morphed_1500-2-30---1500-832,2,0.28,9.15,10.7,0.24
morphed_1500-2-30---1500-832,3,0.28,9.15,10.7,0.24
morphed_1500-2-30---1500-832,4,0.28,9.15,10.7,0.24
morphed_1500-2-30---1500-832,5,0.28,9.15,10.7,0.24
morphed_1500-2-30---1500-832,6,0.28,9.15,10.7,0.24
morphed_1500-2-30---1500-832,7,0.28,9.15,10.7,0.24
morphed_1500-2-30---1500-832,8,0.28,9.15,10.7,0.24
morphed_1500-2-30---1500-832,9,0.28,9.15,10.7,0.24
morphed_1500-2-31---1500-343,0,0.3,9.76,12.08,0.29
morphed_1500-2-31---1500-343,1,0.3,9.76,12.08,0.29
morphed_1500-2-31---1500-343,2,0.3,9.76,12.08,0.29
morphed_1500-2-31---1500-343,3,0.3,9.76,12.08,0.29
morphed_1500-2-31---1500-343,4,0.3,9.76,12.08,0.29
morphed_1500-2-31---1500-343,5,0.3,9.76,12.08,0.29
morphed_1500-2-31---1500-343,6,0.3,9.76,12.08,0.29
morphed_1500-2-31---1500-343,7,0.3,9.76,12.08,0.29
morphed_1500-2-31---1500-343,8,0.3,9.76,12.08,0.29
morphed_1500-2-31---1500-343,9,0.3,9.76,12.08,0.29
morphed_1500-2-32---1500-317,0,0.38,9.54,12.92,0.27
morphed_1500-2-32---1500-317,1,0.38,9.54,12.92,0.27
morphed_1500-2-32---1500-317,2,0.38,9.54,12.92,0.27
morphed_1500-2-32---1500-317,3,0.38,9.54,12.92,0.27
morphed_1500-2-32---1500-317,4,0.38,9.54,12.92,0.27
morphed_1500-2-32---1500-317,5,0.38,9.54,12.92,0.27
morphed_1500-2-32---1500-317,6,0.38,9.54,12.92,0.27
morphed_1500-2-32---1500-317,7,0.38,9.54,12.92,0.27
morphed_1500-2-32---1500-317,8,0.38,9.54,12.92,0.27
morphed_1500-2-32---1500-317,9,0.38,9.54,12.92,0.27
morphed_1500-2-33---1500-732,0,0.3,9.47,9.2,0.24
morphed_1500-2-33---1500-732,1,0.3,9.47,9.2,0.24
morphed_1500-2-33---1500-732,2,0.3,9.47,9.2,0.24
morphed_1500-2-33---1500-732,3,0.3,9.47,9.2,0.24
morphed_1500-2-33---1500-732,4,0.3,9.47,9.2,0.24
morphed_1500-2-33---1500-732,5,0.3,9.47,9.2,0.24
morphed_1500-2-33---1500-732,6,0.3,9.47,9.2,0.24
morphed_1500-2-33---1500-732,7,0.3,9.47,9.2,0.24
morphed_1500-2-33---1500-732,8,0.3,9.47,9.2,0.24
morphed_1500-2-33---1500-732,9,0.3,9.47,9.2,0.24
morphed_1500-2-34---1500-78,0,0.35,10.64,12.12,0.25
morphed_1500-2-34---1500-78,1,0.35,10.64,12.12,0.25
morphed_1500-2-34---1500-78,2,0.35,10.64,12.12,0.25
morphed_1500-2-34---1500-78,3,0.35,10.64,12.12,0.25
morphed_1500-2-34---1500-78,4,0.35,10.64,12.12,0.25
morphed_1500-2-34---1500-78,5,0.35,10.64,12.12,0.25
morphed_1500-2-34---1500-78,6,0.35,10.64,12.12,0.25
morphed_1500-2-34---1500-78,7,0.35,10.64,12.12,0.25
morphed_1500-2-34---1500-78,8,0.35,10.64,12.12,0.25
morphed_1500-2-34---1500-78,9,0.35,10.64,12.12,0.25
morphed_1500-2-35---1500-193,0,0.3,10.89,9.8,0.25
morphed_1500-2-35---1500-193,1,0.3,10.89,9.8,0.25
morphed_1500-2-35---1500-193,2,0.3,10.89,9.8,0.25
morphed_1500-2-35---1500-193,3,0.3,10.89,9.8,0.25
morphed_1500-2-35---1500-193,4,0.3,10.89,9.8,0.25
morphed_1500-2-35---1500-193,5,0.3,10.89,9.8,0.25
morphed_1500-2-35---1500-193,6,0.3,10.89,9.8,0.25
morphed_1500-2-35---1500-193,7,0.3,10.89,9.8,0.25
morphed_1500-2-35---1500-193,8,0.3,10.89,9.8,0.25
morphed_1500-2-35---1500-193,9,0.3,10.89,9.8,0.25
morphed_1500-2-36---1500-697,0,0.32,10.42,10.35,0.24
morphed_1500-2-36---1500-697,1,0.32,10.42,10.35,0.24
morphed_1500-2-36---1500-697,2,0.32,10.42,10.35,0.24
morphed_1500-2-36---1500-697,3,0.32,10.42,10.35,0.24
morphed_1500-2-36---1500-697,4,0.32,10.42,10.35,0.24
morphed_1500-2-36---1500-697,5,0.32,10.42,10.35,0.24
morphed_1500-2-36---1500-697,6,0.32,10.42,10.35,0.24
morphed_1500-2-36---1500-697,7,0.32,10.42,10.35,0.24
morphed_1500-2-36---1500-697,8,0.32,10.42,10.35,0.24
morphed_1500-2-36---1500-697,9,0.32,10.42,10.35,0.24
morphed_1500-2-37---1500-451,0,0.29,9.5,12.18,0.25
morphed_1500-2-37---1500-451,1,0.29,9.5,12.18,0.25
morphed_1500-2-37---1500-451,2,0.29,9.5,12.18,0.25
morphed_1500-2-37---1500-451,3,0.29,9.5,12.18,0.25
morphed_1500-2-37---1500-451,4,0.29,9.5,12.18,0.25
morphed_1500-2-37---1500-451,5,0.29,9.5,12.18,0.25
morphed_1500-2-37---1500-451,6,0.29,9.5,12.18,0.25
morphed_1500-2-37---1500-451,7,0.29,9.5,12.18,0.25
morphed_1500-2-37---1500-451,8,0.29,9.5,12.18,0.25
morphed_1500-2-37---1500-451,9,0.29,9.5,12.18,0.25
morphed_1500-2-38---1500-426,0,0.41,9.5,11.56,0.24
morphed_1500-2-38---1500-426,1,0.41,9.5,11.56,0.24
morphed_1500-2-38---1500-426,2,0.41,9.5,11.56,0.24
morphed_1500-2-38---1500-426,3,0.41,9.5,11.56,0.24
morphed_1500-2-38---1500-426,4,0.41,9.5,11.56,0.24
morphed_1500-2-38---1500-426,5,0.41,9.5,11.56,0.24
morphed_1500-2-38---1500-426,6,0.41,9.5,11.56,0.24
morphed_1500-2-38---1500-426,7,0.41,9.5,11.56,0.24
morphed_1500-2-38---1500-426,8,0.41,9.5,11.56,0.24
morphed_1500-2-38---1500-426,9,0.41,9.5,11.56,0.24
morphed_1500-2-39---1500-503,0,0.39,8.43,12.05,0.24
morphed_1500-2-39---1500-503,1,0.39,8.43,12.05,0.24
morphed_1500-2-39---1500-503,2,0.39,8.43,12.05,0.24
morphed_1500-2-39---1500-503,3,0.39,8.43,12.05,0.24
morphed_1500-2-39---1500-503,4,0.39,8.43,12.05,0.24
morphed_1500-2-39---1500-503,5,0.39,8.43,12.05,0.24
morphed_1500-2-39---1500-503,6,0.39,8.43,12.05,0.24
morphed_1500-2-39---1500-503,7,0.39,8.43,12.05,0.24
morphed_1500-2-39---1500-503,8,0.39,8.43,12.05,0.24
morphed_1500-2-39---1500-503,9,0.39,8.43,12.05,0.24
morphed_1500-2-4---1500-709,0,0.3,10.12,10.19,0.24
morphed_1500-2-4---1500-709,1,0.3,10.12,10.19,0.24
morphed_1500-2-4---1500-709,2,0.3,10.12,10.19,0.24
morphed_1500-2-4---1500-709,3,0.3,10.12,10.19,0.24
morphed_1500-2-4---1500-709,4,0.3,10.12,10.19,0.24
morphed_1500-2-4---1500-709,5,0.3,10.12,10.19,0.24
morphed_1500-2-4---1500-709,6,0.3,10.12,10.19,0.24
morphed_1500-2-4---1500-709,7,0.3,10.12,10.19,0.24
morphed_1500-2-4---1500-709,8,0.3,10.12,10.19,0.24
morphed_1500-2-4---1500-709,9,0.3,10.12,10.19,0.24
morphed_1500-2-40---1500-467,0,0.39,9.08,10.54,0.24
morphed_1500-2-40---1500-467,1,0.39,9.08,10.54,0.24
morphed_1500-2-40---1500-467,2,0.39,9.08,10.54,0.24
morphed_1500-2-40---1500-467,3,0.39,9.08,10.54,0.24
morphed_1500-2-40---1500-467,4,0.39,9.08,10.54,0.24
morphed_1500-2-40---1500-467,5,0.39,9.08,10.54,0.24
morphed_1500-2-40---1500-467,6,0.39,9.08,10.54,0.24
morphed_1500-2-40---1500-467,7,0.39,9.08,10.54,0.24
morphed_1500-2-40---1500-467,8,0.39,9.08,10.54,0.24
morphed_1500-2-40---1500-467,9,0.39,9.08,10.54,0.24
morphed_1500-2-41---1500-218,0,0.31,9.19,11.68,0.24
morphed_1500-2-41---1500-218,1,0.31,9.19,11.68,0.24
morphed_1500-2-41---1500-218,2,0.31,9.19,11.68,0.24
morphed_1500-2-41---1500-218,3,0.31,9.19,11.68,0.24
morphed_1500-2-41---1500-218,4,0.31,9.19,11.68,0.24
morphed_1500-2-41---1500-218,5,0.31,9.19,11.68,0.24
morphed_1500-2-41---1500-218,6,0.31,9.19,11.68,0.24
morphed_1500-2-41---1500-218,7,0.31,9.19,11.68,0.24
morphed_1500-2-41---1500-218,8,0.31,9.19,11.68,0.24
morphed_1500-2-41---1500-218,9,0.31,9.19,11.68,0.24
morphed_1500-2-42---1500-24,0,0.37,9.12,12.04,0.25
morphed_1500-2-42---1500-24,1,0.37,9.12,12.04,0.25
morphed_1500-2-42---1500-24,2,0.37,9.12,12.04,0.25
morphed_1500-2-42---1500-24,3,0.37,9.12,12.04,0.25
morphed_1500-2-42---1500-24,4,0.37,9.12,12.04,0.25
morphed_1500-2-42---1500-24,5,0.37,9.12,12.04,0.25
morphed_1500-2-42---1500-24,6,0.37,9.12,12.04,0.25
morphed_1500-2-42---1500-24,7,0.37,9.12,12.04,0.25
morphed_1500-2-42---1500-24,8,0.37,9.12,12.04,0.25
morphed_1500-2-42---1500-24,9,0.37,9.12,12.04,0.25
morphed_1500-2-43---1500-19,0,0.38,7.48,11.68,0.25
morphed_1500-2-43---1500-19,1,0.38,7.48,11.68,0.25
morphed_1500-2-43---1500-19,2,0.38,7.48,11.68,0.25
morphed_1500-2-43---1500-19,3,0.38,7.48,11.68,0.25
morphed_1500-2-43---1500-19,4,0.38,7.48,11.68,0.25
morphed_1500-2-43---1500-19,5,0.38,7.48,11.68,0.25
morphed_1500-2-43---1500-19,6,0.38,7.48,11.68,0.25
morphed_1500-2-43---1500-19,7,0.38,7.48,11.68,0.25
morphed_1500-2-43---1500-19,8,0.38,7.48,11.68,0.25
morphed_1500-2-43---1500-19,9,0.38,7.48,11.68,0.25
morphed_1500-2-44---1500-422,0,0.35,8.83,12.36,0.35
morphed_1500-2-44---1500-422,1,0.35,8.83,12.36,0.35
morphed_1500-2-44---1500-422,2,0.35,8.83,12.36,0.35
morphed_1500-2-44---1500-422,3,0.35,8.83,12.36,0.35
morphed_1500-2-44---1500-422,4,0.35,8.83,12.36,0.35
morphed_1500-2-44---1500-422,5,0.35,8.83,12.36,0.35
morphed_1500-2-44---1500-422,6,0.35,8.83,12.36,0.35
morphed_1500-2-44---1500-422,7,0.35,8.83,12.36,0.35
morphed_1500-2-44---1500-422,8,0.35,8.83,12.36,0.35
morphed_1500-2-44---1500-422,9,0.35,8.83,12.36,0.35
morphed_1500-2-45---1500-131,0,0.28,7.45,10.88,0.24
morphed_1500-2-45---1500-131,1,0.28,7.45,10.88,0.24
morphed_1500-2-45---1500-131,2,0.28,7.45,10.88,0.24
morphed_1500-2-45---1500-131,3,0.28,7.45,10.88,0.24
morphed_1500-2-45---1500-131,4,0.28,7.45,10.88,0.24
morphed_1500-2-45---1500-131,5,0.28,7.45,10.88,0.24
morphed_1500-2-45---1500-131,6,0.28,7.45,10.88,0.24
morphed_1500-2-45---1500-131,7,0.28,7.45,10.88,0.24
morphed_1500-2-45---1500-131,8,0.28,7.45,10.88,0.24
morphed_1500-2-45---1500-131,9,0.28,7.45,10.88,0.24
morphed_1500-2-46---1500-261,0,0.27,11.19,11.11,0.24
morphed_1500-2-46---1500-261,1,0.27,11.19,11.11,0.24
morphed_1500-2-46---1500-261,2,0.27,11.19,11.11,0.24
morphed_1500-2-46---1500-261,3,0.27,11.19,11.11,0.24
morphed_1500-2-46---1500-261,4,0.27,11.19,11.11,0.24
morphed_1500-2-46---1500-261,5,0.27,11.19,11.11,0.24
morphed_1500-2-46---1500-261,6,0.27,11.19,11.11,0.24
morphed_1500-2-46---1500-261,7,0.27,11.19,11.11,0.24
morphed_1500-2-46---1500-261,8,0.27,11.19,11.11,0.24
morphed_1500-2-46---1500-261,9,0.27,11.19,11.11,0.24
morphed_1500-2-47---1500-298,0,0.3,8.73,10.89,0.26
morphed_1500-2-47---1500-298,1,0.3,8.73,10.89,0.26
morphed_1500-2-47---1500-298,2,0.3,8.73,10.89,0.26
morphed_1500-2-47---1500-298,3,0.3,8.73,10.89,0.26
morphed_1500-2-47---1500-298,4,0.3,8.73,10.89,0.26
morphed_1500-2-47---1500-298,5,0.3,8.73,10.89,0.26
morphed_1500-2-47---1500-298,6,0.3,8.73,10.89,0.26
morphed_1500-2-47---1500-298,7,0.3,8.73,10.89,0.26
morphed_1500-2-47---1500-298,8,0.3,8.73,10.89,0.26
morphed_1500-2-47---1500-298,9,0.3,8.73,10.89,0.26
morphed_1500-2-48---1500-98,0,0.39,10.04,11.95,0.26
morphed_1500-2-48---1500-98,1,0.39,10.04,11.95,0.26
morphed_1500-2-48---1500-98,2,0.39,10.04,11.95,0.26
morphed_1500-2-48---1500-98,3,0.39,10.04,11.95,0.26
morphed_1500-2-48---1500-98,4,0.39,10.04,11.95,0.26
morphed_1500-2-48---1500-98,5,0.39,10.04,11.95,0.26
morphed_1500-2-48---1500-98,6,0.39,10.04,11.95,0.26
morphed_1500-2-48---1500-98,7,0.39,10.04,11.95,0.26
morphed_1500-2-48---1500-98,8,0.39,10.04,11.95,0.26
morphed_1500-2-48---1500-98,9,0.39,10.04,11.95,0.26
morphed_1500-2-49---1500-787,0,0.35,8.46,11.65,0.24
morphed_1500-2-49---1500-787,1,0.35,8.46,11.65,0.24
morphed_1500-2-49---1500-787,2,0.35,8.46,11.65,0.24
morphed_1500-2-49---1500-787,3,0.35,8.46,11.65,0.24
morphed_1500-2-49---1500-787,4,0.35,8.46,11.65,0.24
morphed_1500-2-49---1500-787,5,0.35,8.46,11.65,0.24
morphed_1500-2-49---1500-787,6,0.35,8.46,11.65,0.24
morphed_1500-2-49---1500-787,7,0.35,8.46,11.65,0.24
morphed_1500-2-49---1500-787,8,0.35,8.46,11.65,0.24
morphed_1500-2-49---1500-787,9,0.35,8.46,11.65,0.24
morphed_1500-2-5---1500-424,0,0.36,8.08,11.09,0.24
morphed_1500-2-5---1500-424,1,0.36,8.08,11.09,0.24
morphed_1500-2-5---1500-424,2,0.36,8.08,11.09,0.24
morphed_1500-2-5---1500-424,3,0.36,8.08,11.09,0.24
morphed_1500-2-5---1500-424,4,0.36,8.08,11.09,0.24
morphed_1500-2-5---1500-424,5,0.36,8.08,11.09,0.24
morphed_1500-2-5---1500-424,6,0.36,8.08,11.09,0.24
morphed_1500-2-5---1500-424,7,0.36,8.08,11.09,0.24
morphed_1500-2-5---1500-424,8,0.36,8.08,11.09,0.24
morphed_1500-2-5---1500-424,9,0.36,8.08,11.09,0.24
morphed_1500-2-50---1500-72,0,0.39,9.31,10.45,0.24
morphed_1500-2-50---1500-72,1,0.39,9.31,10.45,0.24
morphed_1500-2-50---1500-72,2,0.39,9.31,10.45,0.24
morphed_1500-2-50---1500-72,3,0.39,9.31,10.45,0.24
morphed_1500-2-50---1500-72,4,0.39,9.31,10.45,0.24
morphed_1500-2-50---1500-72,5,0.39,9.31,10.45,0.24
morphed_1500-2-50---1500-72,6,0.39,9.31,10.45,0.24
morphed_1500-2-50---1500-72,7,0.39,9.31,10.45,0.24
morphed_1500-2-50---1500-72,8,0.39,9.31,10.45,0.24
morphed_1500-2-50---1500-72,9,0.39,9.31,10.45,0.24
morphed_1500-2-6---1500-123,0,0.33,9.66,10.34,0.29
morphed_1500-2-6---1500-123,1,0.33,9.66,10.34,0.29
morphed_1500-2-6---1500-123,2,0.33,9.66,10.34,0.29
morphed_1500-2-6---1500-123,3,0.33,9.66,10.34,0.29
morphed_1500-2-6---1500-123,4,0.33,9.66,10.34,0.29
morphed_1500-2-6---1500-123,5,0.33,9.66,10.34,0.29
morphed_1500-2-6---1500-123,6,0.33,9.66,10.34,0.29
morphed_1500-2-6---1500-123,7,0.33,9.66,10.34,0.29
morphed_1500-2-6---1500-123,8,0.33,9.66,10.34,0.29
morphed_1500-2-6---1500-123,9,0.33,9.66,10.34,0.29
morphed_1500-2-7---1500-412,0,0.33,10.55,10.14,0.24
morphed_1500-2-7---1500-412,1,0.33,10.55,10.14,0.24
morphed_1500-2-7---1500-412,2,0.33,10.55,10.14,0.24
morphed_1500-2-7---1500-412,3,0.33,10.55,10.14,0.24
morphed_1500-2-7---1500-412,4,0.33,10.55,10.14,0.24
morphed_1500-2-7---1500-412,5,0.33,10.55,10.14,0.24
morphed_1500-2-7---1500-412,6,0.33,10.55,10.14,0.24
morphed_1500-2-7---1500-412,7,0.33,10.55,10.14,0.24
morphed_1500-2-7---1500-412,8,0.33,10.55,10.14,0.24
morphed_1500-2-7---1500-412,9,0.33,10.55,10.14,0.24
morphed_1500-2-8---1500-550,0,0.38,7.15,10.85,0.26
morphed_1500-2-8---1500-550,1,0.38,7.15,10.85,0.26
morphed_1500-2-8---1500-550,2,0.38,7.15,10.85,0.26
morphed_1500-2-8---1500-550,3,0.38,7.15,10.85,0.26
morphed_1500-2-8---1500-550,4,0.38,7.15,10.85,0.26
morphed_1500-2-8---1500-550,5,0.38,7.15,10.85,0.26
morphed_1500-2-8---1500-550,6,0.38,7.15,10.85,0.26
morphed_1500-2-8---1500-550,7,0.38,7.15,10.85,0.26
morphed_1500-2-8---1500-550,8,0.38,7.15,10.85,0.26
morphed_1500-2-8---1500-550,9,0.38,7.15,10.85,0.26
morphed_1500-2-9---1500-352,0,0.37,8.61,11.34,0.24
morphed_1500-2-9---1500-352,1,0.37,8.61,11.34,0.24
morphed_1500-2-9---1500-352,2,0.37,8.61,11.34,0.24
morphed_1500-2-9---1500-352,3,0.37,8.61,11.34,0.24
morphed_1500-2-9---1500-352,4,0.37,8.61,11.34,0.24
morphed_1500-2-9---1500-352,5,0.37,8.61,11.34,0.24
morphed_1500-2-9---1500-352,6,0.37,8.61,11.34,0.24
morphed_1500-2-9---1500-352,7,0.37,8.61,11.34,0.24
morphed_1500-2-9---1500-352,8,0.37,8.61,11.34,0.24
morphed_1500-2-9---1500-352,9,0.37,8.61,11.34,0.24
morphed_1500-5-1---1500-156,0,0.36,7.1,10.09,0.25
morphed_1500-5-1---1500-156,1,0.36,7.1,10.09,0.25
morphed_1500-5-1---1500-156,2,0.36,7.1,10.09,0.25
morphed_1500-5-1---1500-156,3,0.36,7.1,10.09,0.25
morphed_1500-5-1---1500-156,4,0.36,7.1,10.09,0.25
morphed_1500-5-1---1500-156,5,0.36,7.1,10.09,0.25
morphed_1500-5-1---1500-156,6,0.36,7.1,10.09,0.25
morphed_1500-5-1---1500-156,7,0.36,7.1,10.09,0.25
morphed_1500-5-1---1500-156,8,0.36,7.1,10.09,0.25
morphed_1500-5-1---1500-156,9,0.36,7.1,10.09,0.25
morphed_1500-5-10---1500-60,0,0.33,8.12,10.68,0.26
morphed_1500-5-10---1500-60,1,0.33,8.12,10.68,0.26
morphed_1500-5-10---1500-60,2,0.33,8.12,10.68,0.26
morphed_1500-5-10---1500-60,3,0.33,8.12,10.68,0.26
morphed_1500-5-10---1500-60,4,0.33,8.12,10.68,0.26
morphed_1500-5-10---1500-60,5,0.33,8.12,10.68,0.26
morphed_1500-5-10---1500-60,6,0.33,8.12,10.68,0.26
morphed_1500-5-10---1500-60,7,0.33,8.12,10.68,0.26
morphed_1500-5-10---1500-60,8,0.33,8.12,10.68,0.26
morphed_1500-5-10---1500-60,9,0.33,8.12,10.68,0.26
morphed_1500-5-11---1500-275,0,0.37,7.57,13.68,0.24
morphed_1500-5-11---1500-275,1,0.37,7.57,13.68,0.24
morphed_1500-5-11---1500-275,2,0.37,7.57,13.68,0.24
morphed_1500-5-11---1500-275,3,0.37,7.57,13.68,0.24
morphed_1500-5-11---1500-275,4,0.37,7.57,13.68,0.24
morphed_1500-5-11---1500-275,5,0.37,7.57,13.68,0.24
morphed_1500-5-11---1500-275,6,0.37,7.57,13.68,0.24
morphed_1500-5-11---1500-275,7,0.37,7.57,13.68,0.24
morphed_1500-5-11---1500-275,8,0.37,7.57,13.68,0.24
morphed_1500-5-11---1500-275,9,0.37,7.57,13.68,0.24
morphed_1500-5-12---1500-591,0,0.28,7.5,10.89,0.24
morphed_1500-5-12---1500-591,1,0.28,7.5,10.89,0.24
morphed_1500-5-12---1500-591,2,0.28,7.5,10.89,0.24
morphed_1500-5-12---1500-591,3,0.28,7.5,10.89,0.24
morphed_1500-5-12---1500-591,4,0.28,7.5,10.89,0.24
morphed_1500-5-12---1500-591,5,0.28,7.5,10.89,0.24
morphed_1500-5-12---1500-591,6,0.28,7.5,10.89,0.24
morphed_1500-5-12---1500-591,7,0.28,7.5,10.89,0.24
morphed_1500-5-12---1500-591,8,0.28,7.5,10.89,0.24
morphed_1500-5-12---1500-591,9,0.28,7.5,10.89,0.24
morphed_1500-5-13---1500-128,0,0.32,7.58,10.78,0.25
morphed_1500-5-13---1500-128,1,0.32,7.58,10.78,0.25
morphed_1500-5-13---1500-128,2,0.32,7.58,10.78,0.25
morphed_1500-5-13---1500-128,3,0.32,7.58,10.78,0.25
morphed_1500-5-13---1500-128,4,0.32,7.58,10.78,0.25
morphed_1500-5-13---1500-128,5,0.32,7.58,10.78,0.25
morphed_1500-5-13---1500-128,6,0.32,7.58,10.78,0.25
morphed_1500-5-13---1500-128,7,0.32,7.58,10.78,0.25
morphed_1500-5-13---1500-128,8,0.32,7.58,10.78,0.25
morphed_1500-5-13---1500-128,9,0.32,7.58,10.78,0.25
morphed_1500-5-14---1500-593,0,0.37,8.32,10.6,0.24
morphed_1500-5-14---1500-593,1,0.37,8.32,10.6,0.24
morphed_1500-5-14---1500-593,2,0.37,8.32,10.6,0.24
morphed_1500-5-14---1500-593,3,0.37,8.32,10.6,0.24
morphed_1500-5-14---1500-593,4,0.37,8.32,10.6,0.24
morphed_1500-5-14---1500-593,5,0.37,8.32,10.6,0.24
morphed_1500-5-14---1500-593,6,0.37,8.32,10.6,0.24
morphed_1500-5-14---1500-593,7,0.37,8.32,10.6,0.24
morphed_1500-5-14---1500-593,8,0.37,8.32,10.6,0.24
morphed_1500-5-14---1500-593,9,0.37,8.32,10.6,0.24
morphed_1500-5-15---1500-359,0,0.37,7.31,10.34,0.23
morphed_1500-5-15---1500-359,1,0.37,7.31,10.34,0.23
morphed_1500-5-15---1500-359,2,0.37,7.31,10.34,0.23
morphed_1500-5-15---1500-359,3,0.37,7.31,10.34,0.23
morphed_1500-5-15---1500-359,4,0.37,7.31,10.34,0.23
morphed_1500-5-15---1500-359,5,0.37,7.31,10.34,0.23
morphed_1500-5-15---1500-359,6,0.37,7.31,10.34,0.23
morphed_1500-5-15---1500-359,7,0.37,7.31,10.34,0.23
morphed_1500-5-15---1500-359,8,0.37,7.31,10.34,0.23
morphed_1500-5-15---1500-359,9,0.37,7.31,10.34,0.23
morphed_1500-5-16---1500-297,0,0.34,7.05,10.75,0.28
morphed_1500-5-16---1500-297,1,0.34,7.05,10.75,0.28
morphed_1500-5-16---1500-297,2,0.34,7.05,10.75,0.28
morphed_1500-5-16---1500-297,3,0.34,7.05,10.75,0.28
morphed_1500-5-16---1500-297,4,0.34,7.05,10.75,0.28
morphed_1500-5-16---1500-297,5,0.34,7.05,10.75,0.28
morphed_1500-5-16---1500-297,6,0.34,7.05,10.75,0.28
morphed_1500-5-16---1500-297,7,0.34,7.05,10.75,0.28
morphed_1500-5-16---1500-297,8,0.34,7.05,10.75,0.28
morphed_1500-5-16---1500-297,9,0.34,7.05,10.75,0.28
morphed_1500-5-17---1500-429,0,0.34,6.24,10.47,0.25
morphed_1500-5-17---1500-429,1,0.34,6.24,10.47,0.25
morphed_1500-5-17---1500-429,2,0.34,6.24,10.47,0.25
morphed_1500-5-17---1500-429,3,0.34,6.24,10.47,0.25
morphed_1500-5-17---1500-429,4,0.34,6.24,10.47,0.25
morphed_1500-5-17---1500-429,5,0.34,6.24,10.47,0.25
morphed_1500-5-17---1500-429,6,0.34,6.24,10.47,0.25
morphed_1500-5-17---1500-429,7,0.34,6.24,10.47,0.25
morphed_1500-5-17---1500-429,8,0.34,6.24,10.47,0.25
morphed_1500-5-17---1500-429,9,0.34,6.24,10.47,0.25
morphed_1500-5-18---1500-687,0,0.33,6.82,10.69,0.24
morphed_1500-5-18---1500-687,1,0.33,6.82,10.69,0.24
morphed_1500-5-18---1500-687,2,0.33,6.82,10.69,0.24
morphed_1500-5-18---1500-687,3,0.33,6.82,10.69,0.24
morphed_1500-5-18---1500-687,4,0.33,6.82,10.69,0.24
morphed_1500-5-18---1500-687,5,0.33,6.82,10.69,0.24
morphed_1500-5-18---1500-687,6,0.33,6.82,10.69,0.24
morphed_1500-5-18---1500-687,7,0.33,6.82,10.69,0.24
morphed_1500-5-18---1500-687,8,0.33,6.82,10.69,0.24
morphed_1500-5-18---1500-687,9,0.33,6.82,10.69,0.24
morphed_1500-5-19---1500-80,0,0.39,8.18,10.48,0.25
morphed_1500-5-19---1500-80,1,0.39,8.18,10.48,0.25
morphed_1500-5-19---1500-80,2,0.39,8.18,10.48,0.25
morphed_1500-5-19---1500-80,3,0.39,8.18,10.48,0.25
morphed_1500-5-19---1500-80,4,0.39,8.18,10.48,0.25
morphed_1500-5-19---1500-80,5,0.39,8.18,10.48,0.25
morphed_1500-5-19---1500-80,6,0.39,8.18,10.48,0.25
morphed_1500-5-19---1500-80,7,0.39,8.18,10.48,0.25
morphed_1500-5-19---1500-80,8,0.39,8.18,10.48,0.25
morphed_1500-5-19---1500-80,9,0.39,8.18,10.48,0.25
morphed_1500-5-2---1500-276,0,0.47,7.54,14.32,0.24
morphed_1500-5-2---1500-276,1,0.47,7.54,14.32,0.24
morphed_1500-5-2---1500-276,2,0.47,7.54,14.32,0.24
morphed_1500-5-2---1500-276,3,0.47,7.54,14.32,0.24
morphed_1500-5-2---1500-276,4,0.47,7.54,14.32,0.24
morphed_1500-5-2---1500-276,5,0.47,7.54,14.32,0.24
morphed_1500-5-2---1500-276,6,0.47,7.54,14.32,0.24
morphed_1500-5-2---1500-276,7,0.47,7.54,14.32,0.24
morphed_1500-5-2---1500-276,8,0.47,7.54,14.32,0.24
morphed_1500-5-2---1500-276,9,0.47,7.54,14.32,0.24
morphed_1500-5-20---1500-918,0,0.33,8.49,10.43,0.25
morphed_1500-5-20---1500-918,1,0.33,8.49,10.43,0.25
morphed_1500-5-20---1500-918,2,0.33,8.49,10.43,0.25
morphed_1500-5-20---1500-918,3,0.33,8.49,10.43,0.25
morphed_1500-5-20---1500-918,4,0.33,8.49,10.43,0.25
morphed_1500-5-20---1500-918,5,0.33,8.49,10.43,0.25
morphed_1500-5-20---1500-918,6,0.33,8.49,10.43,0.25
morphed_1500-5-20---1500-918,7,0.33,8.49,10.43,0.25
morphed_1500-5-20---1500-918,8,0.33,8.49,10.43,0.25
morphed_1500-5-20---1500-918,9,0.33,8.49,10.43,0.25
morphed_1500-5-21---1500-630,0,0.35,7.89,10.33,0.25
morphed_1500-5-21---1500-630,1,0.35,7.89,10.33,0.25
