@relation R_data_frame

@attribute instance_id string
@attribute repetition numeric
@attribute cheap.pattern.time numeric
@attribute cheap.pattern.vertices numeric
@attribute cheap.pattern.edges numeric
@attribute cheap.pattern.loops numeric
@attribute cheap.pattern.meandeg numeric
@attribute cheap.pattern.maxdeg numeric
@attribute cheap.pattern.degisfixed numeric
@attribute cheap.pattern.density numeric
@attribute cheap.target.time numeric
@attribute cheap.target.vertices numeric
@attribute cheap.target.edges numeric
@attribute cheap.target.loops numeric
@attribute cheap.target.meandeg numeric
@attribute cheap.target.maxdeg numeric
@attribute cheap.target.degisfixed numeric
@attribute cheap.target.density numeric
@attribute distance.pattern.time numeric
@attribute distance.pattern.isconnected numeric
@attribute distance.pattern.meandistance numeric
@attribute distance.pattern.maxdistance numeric
@attribute distance.pattern.proportiondistancege2 numeric
@attribute distance.pattern.proportiondistancege3 numeric
@attribute distance.pattern.proportiondistancege4 numeric
@attribute distance.target.time numeric
@attribute distance.target.isconnected numeric
@attribute distance.target.meandistance numeric
@attribute distance.target.maxdistance numeric
@attribute distance.target.proportiondistancege2 numeric
@attribute distance.target.proportiondistancege3 numeric
@attribute distance.target.proportiondistancege4 numeric
@attribute lad.values.removed numeric
@attribute lad.values.removed.percent numeric
@attribute lad.values.removed.min numeric
@attribute lad.values.removed.max numeric
@attribute lad.time numeric

@data
g11-g71,1,0,42,114,0,5.42857,10,0,0.132404,0,501,1497,0,5.97605,18,0,0.011952,0,1,2.98955,9,0.846939,0.572562,0.295918,22,1,7.14825,13,0.986076,0.958171,0.908729,12368,58.777683,0,99.8004,0
g11-g72,1,0,42,114,0,5.42857,10,0,0.132404,0,561,147,0,0.524064,17,0,0.000936,0,1,2.98955,9,0.846939,0.572562,0.295918,7,0,3.11838,8,0.012754,0.009609,0.005058,0,100,0,0,0
g11-g73-normed,1,0,42,114,0,5.42857,10,0,0.132404,0,561,1629,1,5.8057,99,0,0.010371,0,1,2.98955,9,0.846939,0.572562,0.295918,29,0,3.32517,9,0.921407,0.793611,0.35005,16910,71.768101,5.882353,86.09626,0
g11-g74,1,0,42,114,0,5.42857,10,0,0.132404,0,585,1228,0,4.19829,113,0,0.007189,0,1,2.98955,9,0.846939,0.572562,0.295918,19,1,3.55758,4,0.991114,0.816802,0.745293,20709,84.285714,0,91.794868,0
g11-g75,1,0,42,114,0,5.42857,10,0,0.132404,0,610,7438,0,24.3869,154,0,0.040044,0,1,2.98955,9,0.846939,0.572562,0.295918,32,0,2.58237,7,0.391094,0.220263,0.06057,10122,39.508197,34.262295,44.590164,4
g11-g76,1,0,42,114,0,5.42857,10,0,0.132404,0,610,35465,0,116.279,256,0,0.190934,0,1,2.98955,9,0.846939,0.572562,0.295918,156,0,2.12389,4,0.749643,0.288019,0.019086,777,3.032787,2.95082,3.278688,14
g11-g77,1,0,42,114,0,5.42857,10,0,0.132404,0,610,82562,0,270.695,360,0,0.444491,0,1,2.98955,9,0.846939,0.572562,0.295918,319,1,1.59555,3,0.554598,0.039979,0,0,0,0,0,19
g11-g78,1,0,42,114,0,5.42857,10,0,0.132404,0,627,3545,0,11.3078,19,0,0.018064,0,1,2.98955,9,0.846939,0.572562,0.295918,69,1,4.8729,19,0.98037,0.898555,0.717637,1640,6.22769,0,30.622009,0
g11-g79,1,0,42,114,0,5.42857,10,0,0.132404,0,763,1902,0,4.98558,14,0,0.006543,0,1,2.98955,9,0.846939,0.572562,0.295918,42,1,5.61555,8,0.992155,0.958017,0.895448,26154,81.61393,0,94.888596,0
g11-g80,1,0,42,114,0,5.42857,10,0,0.132404,1,891,318,0,0.713805,6,0,0.000802,0,1,2.98955,9,0.846939,0.572562,0.295918,21,0,5.91067,15,0.007039,0.006359,0.005719,0,100,0,0,0
g11-g81,1,0,42,114,0,5.42857,10,0,0.132404,1,1010,5994,0,11.8693,12,0,0.011763,0,1,2.98955,9,0.846939,0.572562,0.295918,204,1,3.06555,5,0.987258,0.866376,0.209844,0,0,0,0,0
g11-g82-normed,1,0,42,114,0,5.42857,10,0,0.132404,1,1010,5994,0,11.8693,12,0,0.011763,0,1,2.98955,9,0.846939,0.572562,0.295918,207,1,3.06555,5,0.987258,0.866376,0.209844,0,0,0,0,0
g11-g83,1,0,42,114,0,5.42857,10,0,0.132404,1,1024,5120,0,10,10,1,0.009775,0,1,2.98955,9,0.846939,0.572562,0.295918,162,1,5.00489,10,0.989258,0.945312,0.828125,0,0,0,0,1
g11-g84,1,0,42,114,0,5.42857,10,0,0.132404,1,1024,61440,0,120,120,1,0.117302,0,1,2.98955,9,0.846939,0.572562,0.295918,790,1,2.35582,4,0.881836,0.427734,0.044922,0,0,0,0,14
g11-g85,1,0,42,114,0,5.42857,10,0,0.132404,1,1050,1574,0,2.9981,3,0,0.002858,0,1,2.98955,9,0.846939,0.572562,0.295918,90,1,8.09967,13,0.996192,0.990485,0.979142,0,100,0,0,0
g11-g86-normed,1,0,42,114,0,5.42857,10,0,0.132404,1,1050,1576,2,3,3,1,0.002862,0,1,2.98955,9,0.846939,0.572562,0.295918,88,1,8.09967,13,0.996192,0.990485,0.979142,0,100,0,0,0
g11-g87,1,0,42,114,0,5.42857,10,0,0.132404,1,1057,3561,0,6.73794,23,0,0.006381,0,1,2.98955,9,0.846939,0.572562,0.295918,128,0,5.16013,12,0.983245,0.939526,0.853035,25326,57.04825,0.473037,92.431412,2
g11-g88,1,0,42,114,0,5.42857,10,0,0.132404,1,1057,4028,0,7.62157,22,0,0.007217,0,1,2.98955,9,0.846939,0.572562,0.295918,141,0,5.66995,14,0.988064,0.947504,0.864237,18400,41.447042,0.189215,81.362343,2
g11-g89,1,0,42,114,0,5.42857,10,0,0.132404,1,1092,2184,0,4,4,1,0.003666,0,1,2.98955,9,0.846939,0.572562,0.295918,110,1,5.7791,8,0.995421,0.984432,0.951465,0,100,0,0,0
g11-g90,1,0,42,114,0,5.42857,10,0,0.132404,2,1430,5005,0,7,7,1,0.004899,0,1,2.98955,9,0.846939,0.572562,0.295918,262,1,6.00551,11,0.994406,0.974825,0.92028,0,100,0,0,1
g11-g91,1,0,42,114,0,5.42857,10,0,0.132404,2,1446,3162,0,4.37344,219,0,0.003027,0,1,2.98955,9,0.846939,0.572562,0.295918,162,1,6.394,18,0.996284,0.964252,0.883107,52794,86.929461,0.276625,99.861687,6
g11-g92,1,0,42,114,0,5.42857,10,0,0.132404,3,1619,3517,0,4.34466,176,0,0.002685,0,1,2.98955,9,0.846939,0.572562,0.295918,227,1,6.96525,17,0.996699,0.975941,0.922645,59033,86.815789,0.061767,99.938232,4
g11-g93-normed,1,0,42,114,0,5.42857,10,0,0.132404,3,1800,209000,0,232.222,356,0,0.129084,0,1,2.98955,9,0.846939,0.572562,0.295918,5720,1,2.01206,3,0.870432,0.141062,0,0,0,0,0,46
g11-g94,1,0,42,114,0,5.42857,10,0,0.132404,4,1860,5590,0,6.01075,9,0,0.003233,0,1,2.98955,9,0.846939,0.572562,0.295918,471,1,7.67313,16,0.996231,0.985283,0.958354,0,100,0,0,2
g11-g95,1,0,42,114,0,5.42857,10,0,0.132404,5,2000,1396,0,1.396,11,0,0.000698,0,1,2.98955,9,0.846939,0.572562,0.295918,149,0,13.1693,36,0.068187,0.067156,0.065609,81592,97.133333,66.75,99.949997,1
g11-g96,1,0,42,114,0,5.42857,10,0,0.132404,5,2000,1657,0,1.657,13,0,0.000829,0,1,2.98955,9,0.846939,0.572562,0.295918,176,0,13.4234,41,0.145044,0.143656,0.141219,80758,96.140476,58.25,99.949997,1
g11-g97,1,0,42,114,0,5.42857,10,0,0.132404,5,2000,1685,0,1.685,11,0,0.000843,0,1,2.98955,9,0.846939,0.572562,0.295918,181,0,15.947,47,0.160597,0.159242,0.156982,0,100,0,0,2
g11-g98,1,0,42,114,0,5.42857,10,0,0.132404,5,2000,2573,0,2.573,14,0,0.001287,0,1,2.98955,9,0.846939,0.572562,0.295918,266,0,12.7987,36,0.351012,0.348286,0.342952,75968,90.438095,37.400002,99.599998,1
g11-g99,1,0,42,114,0,5.42857,10,0,0.132404,5,2000,2575,0,2.575,14,0,0.001288,0,1,2.98955,9,0.846939,0.572562,0.295918,265,0,12.8334,36,0.350418,0.34769,0.342357,75892,90.347619,37.450001,99.599998,1
g12-g100,1,0,48,203,0,8.45833,23,0,0.179965,5,2016,2000,0,1.98413,2,0,0.000985,0,0,2.18788,4,0.68316,0.282118,0.055556,129,0,1.33155,2,0.000488,0,0,0,100,0,0,0
g12-g101,1,0,48,203,0,8.45833,23,0,0.179965,6,2184,6552,0,6,6,1,0.002749,0,0,2.18788,4,0.68316,0.282118,0.055556,702,1,4.83463,7,0.996795,0.983059,0.914377,0,100,0,0,1
g12-g102,1,0,48,203,0,8.45833,23,0,0.179965,6,2184,8736,0,8,8,1,0.003665,0,0,2.18788,4,0.68316,0.282118,0.055556,825,1,4.25744,6,0.995879,0.970238,0.820971,0,100,0,0,1
g12-g103,1,0,48,203,0,8.45833,23,0,0.179965,6,2184,13104,0,12,12,1,0.005497,0,0,2.18788,4,0.68316,0.282118,0.055556,1138,1,3.73065,6,0.994048,0.933608,0.61859,0,100,0,0,2
g12-g104,1,0,48,203,0,8.45833,23,0,0.179965,14,3300,6596,0,3.99758,20,0,0.001212,0,0,2.18788,4,0.68316,0.282118,0.055556,1378,0,8.83072,28,0.517559,0.513402,0.501871,0,100,0,0,2
g12-g105,1,0,48,203,0,8.45833,23,0,0.179965,14,3317,6617,0,3.98975,20,0,0.001203,0,0,2.18788,4,0.68316,0.282118,0.055556,1400,0,8.82651,28,0.51486,0.51073,0.499268,0,100,0,0,2
g12-g106,1,0,48,203,0,8.45833,23,0,0.179965,25,4493,13619,0,6.06232,25,0,0.00135,0,0,2.18788,4,0.68316,0.282118,0.055556,4961,1,8.34333,29,0.998428,0.992345,0.971973,191828,88.947622,0,99.8442,5
g12-g107,1,0,48,203,0,8.45833,23,0,0.179965,25,4494,9812,0,4.36671,23,0,0.000972,0,0,2.18788,4,0.68316,0.282118,0.055556,2988,0,8.56683,25,0.553997,0.550267,0.538928,198606,92.069982,0.022252,99.977745,5
g12-g108,1,0,48,203,0,8.45833,23,0,0.179965,29,4866,10840,0,4.4554,24,0,0.000916,0,0,2.18788,4,0.68316,0.282118,0.055556,3589,0,8.55453,27,0.579695,0.576075,0.564798,214358,91.775414,0,99.9589,6
g12-g109,1,0,48,203,0,8.45833,23,0,0.179965,31,5040,15120,0,6,6,1,0.001191,0,0,2.18788,4,0.68316,0.282118,0.055556,4210,1,10.5021,21,0.998611,0.994643,0.984921,0,100,0,0,4
g12-g110,1,0,48,203,0,8.45833,23,0,0.179965,36,5448,36105,0,13.2544,39,0,0.002433,0,0,2.18788,4,0.68316,0.282118,0.055556,9852,1,5.67628,16,0.997384,0.977723,0.912432,124211,47.4987,0,89.8862,19
g12-g111,1,0,48,203,0,8.45833,23,0,0.179965,41,5757,14135,0,4.91054,25,0,0.000853,0,0,2.18788,4,0.68316,0.282118,0.055556,5716,0,8.34249,29,0.608189,0.604462,0.592038,248708,90.002027,0,99.87841,9
g12-g112,1,0,48,203,0,8.45833,23,0,0.179965,54,6671,14066,0,4.21706,419,0,0.000632,0,0,2.18788,4,0.68316,0.282118,0.055556,5998,1,9.66358,26,0.999218,0.990909,0.966094,0,100,0,0,5
g12-g20,1,0,48,203,0,8.45833,23,0,0.179965,0,64,728,0,22.75,27,0,0.361111,0,0,2.18788,4,0.68316,0.282118,0.055556,0,1,1.63889,2,0.628906,0,0,28,0.911458,0,43.75,0
g12-g21,1,0,48,203,0,8.45833,23,0,0.179965,0,64,1848,0,57.75,61,0,0.916667,0,0,2.18788,4,0.68316,0.282118,0.055556,0,1,1.08333,2,0.082031,0,0,0,0,0,0,0
g12-g23,1,0,48,203,0,8.45833,23,0,0.179965,0,73,283,0,7.75342,52,0,0.107686,0,0,2.18788,4,0.68316,0.282118,0.055556,0,0,2.15819,4,0.750235,0.232689,0.009007,0,100,0,0,0
g12-g26,1,0,48,203,0,8.45833,23,0,0.179965,0,80,254,0,6.35,36,0,0.08038,0,0,2.18788,4,0.68316,0.282118,0.055556,0,0,2.64115,5,0.835,0.524062,0.133125,0,100,0,0,0
g12-g27,1,0,48,203,0,8.45833,23,0,0.179965,0,86,400,0,9.30233,81,0,0.109439,0,0,2.18788,4,0.68316,0.282118,0.055556,0,1,1.94473,3,0.880206,0.053543,0,2497,60.489341,0,94.186043,0
g12-g29,1,0,48,203,0,8.45833,23,0,0.179965,0,100,906,0,18.12,31,0,0.18303,0,0,2.18788,4,0.68316,0.282118,0.055556,1,1,1.84121,3,0.8088,0.024,0,388,8.083333,0,89,0
g12-g30,1,0,48,203,0,8.45833,23,0,0.179965,0,100,907,8,18.06,31,0,0.183232,0,0,2.18788,4,0.68316,0.282118,0.055556,1,1,1.84424,3,0.8102,0.0256,0,819,17.0625,8,92,0
g12-g31,1,0,48,203,0,8.45833,23,0,0.179965,0,100,1000,0,20,32,0,0.20202,0,0,2.18788,4,0.68316,0.282118,0.055556,1,1,1.81071,3,0.79,0.0126,0,195,4.0625,0,75,0
g12-g32,1,0,48,203,0,8.45833,23,0,0.179965,0,100,4950,0,99,99,1,1,0,0,2.18788,4,0.68316,0.282118,0.055556,3,1,1,1,0,0,0,0,0,0,0,0
g12-g38,1,0,48,203,0,8.45833,23,0,0.179965,0,121,210,0,3.47107,28,0,0.028926,0,0,2.18788,4,0.68316,0.282118,0.055556,0,0,2.23636,3,0.181682,0.07841,0,0,100,0,0,0
g12-g40,1,0,48,203,0,8.45833,23,0,0.179965,0,121,3600,0,59.5041,65,0,0.495868,0,0,2.18788,4,0.68316,0.282118,0.055556,3,1,1.50413,2,0.499966,0,0,0,0,0,0,0
g12-g43,1,0,48,203,0,8.45833,23,0,0.179965,0,128,824,0,12.875,29,0,0.101378,0,0,2.18788,4,0.68316,0.282118,0.055556,1,0,3.50165,9,0.60437,0.478394,0.33667,3661,59.586589,0,86.71875,0
g12-g44,1,0,48,203,0,8.45833,23,0,0.179965,0,128,892,0,13.9375,31,0,0.109744,0,0,2.18788,4,0.68316,0.282118,0.055556,1,0,2.16568,5,0.837158,0.25354,0.011963,1951,31.754557,0,84.375,0
g12-g45,1,0,48,203,0,8.45833,23,0,0.179965,0,128,894,9,13.8984,31,0,0.10999,0,0,2.18788,4,0.68316,0.282118,0.055556,1,0,2.17006,5,0.838013,0.256714,0.012085,2377,38.688151,7.03125,87.5,0
g12-g46,1,0,48,203,0,8.45833,23,0,0.179965,0,128,938,0,14.6562,26,0,0.115404,0,0,2.18788,4,0.68316,0.282118,0.055556,2,1,2.04491,3,0.877686,0.159058,0,3137,51.057943,0.78125,99.21875,0
g12-g47,1,0,48,203,0,8.45833,23,0,0.179965,0,128,939,3,14.6484,26,0,0.115527,0,0,2.18788,4,0.68316,0.282118,0.055556,2,1,2.04712,3,0.87793,0.161011,0,3222,52.441406,3.125,99.21875,0
g12-g48,1,0,48,203,0,8.45833,23,0,0.179965,0,128,1000,0,15.625,27,0,0.123031,0,0,2.18788,4,0.68316,0.282118,0.055556,2,1,2.00381,3,0.870117,0.125854,0,2071,33.707682,0,96.875,0
g12-g50,1,0,48,203,0,8.45833,23,0,0.179965,0,128,3216,0,50.25,86,0,0.395669,0,0,2.18788,4,0.68316,0.282118,0.055556,3,1,1.92384,4,0.599609,0.247192,0.069824,28,0.455729,0,12.5,1
g12-g51,1,0,48,203,0,8.45833,23,0,0.179965,0,138,493,0,7.14493,71,0,0.052153,0,0,2.18788,4,0.68316,0.282118,0.055556,1,1,2.44843,5,0.940979,0.453896,0.038437,4596,69.384058,0,94.202896,0
g12-g52,1,0,48,203,0,8.45833,23,0,0.179965,0,161,356,0,4.42236,40,0,0.02764,0,0,2.18788,4,0.68316,0.282118,0.055556,1,0,3.3828,8,0.857992,0.650361,0.44435,0,100,0,0,0
g12-g53,1,0,48,203,0,8.45833,23,0,0.179965,0,168,836,0,9.95238,14,0,0.059595,0,0,2.18788,4,0.68316,0.282118,0.055556,2,1,2.77816,5,0.934807,0.660998,0.170068,0,100,0,0,0
g12-g54,1,0,48,203,0,8.45833,23,0,0.179965,0,256,941,0,7.35156,22,0,0.02883,0,0,2.18788,4,0.68316,0.282118,0.055556,5,0,3.11824,6,0.839233,0.653748,0.293427,0,100,0,0,0
g12-g55,1,0,48,203,0,8.45833,23,0,0.179965,0,256,962,0,7.51562,15,0,0.029473,0,0,2.18788,4,0.68316,0.282118,0.055556,5,1,3.16562,6,0.966736,0.788788,0.359772,0,100,0,0,0
g12-g56,1,0,48,203,0,8.45833,23,0,0.179965,0,256,1000,0,7.8125,25,0,0.030637,0,0,2.18788,4,0.68316,0.282118,0.055556,5,0,3.07479,6,0.859406,0.6586,0.283356,0,100,0,0,0
g12-g57,1,0,48,203,0,8.45833,23,0,0.179965,0,280,61,0,0.435714,7,0,0.001562,0,0,2.18788,4,0.68316,0.282118,0.055556,1,0,1.21795,2,0.000434,0,0,0,100,0,0,0
g12-g58-normed,1,0,48,203,0,8.45833,23,0,0.179965,0,280,387,1,2.76071,36,0,0.009908,0,0,2.18788,4,0.68316,0.282118,0.055556,3,0,3.33644,7,0.340077,0.282015,0.14602,0,100,0,0,0
g12-g59-normed,1,0,48,203,0,8.45833,23,0,0.179965,0,280,388,1,2.76786,47,0,0.009933,0,0,2.18788,4,0.68316,0.282118,0.055556,3,0,3.48577,9,0.406046,0.340434,0.176964,0,100,0,0,0
g12-g60-normed,1,0,48,203,0,8.45833,23,0,0.179965,0,280,1074,1,7.66786,70,0,0.027496,0,0,2.18788,4,0.68316,0.282118,0.055556,6,0,2.90538,6,0.865,0.635281,0.179107,9220,68.60119,0.357143,92.5,0
g12-g61,1,0,48,203,0,8.45833,23,0,0.179965,0,331,930,0,5.61934,6,0,0.017028,0,0,2.18788,4,0.68316,0.282118,0.055556,5,1,9.57583,20,0.980002,0.948294,0.904044,0,100,0,0,0
g12-g62,1,0,48,203,0,8.45833,23,0,0.179965,0,377,962,0,5.10345,103,0,0.013573,0,0,2.18788,4,0.68316,0.282118,0.055556,8,1,3.58877,8,0.98381,0.789438,0.529125,0,100,0,0,0
g12-g63,1,0,48,203,0,8.45833,23,0,0.179965,0,400,2860,0,14.3,26,0,0.03584,0,0,2.18788,4,0.68316,0.282118,0.055556,23,1,3.46867,7,0.96175,0.7955,0.485625,9200,47.916667,0,97,0
g12-g64,1,0,48,203,0,8.45833,23,0,0.179965,0,400,9960,0,49.8,165,0,0.124812,0,0,2.18788,4,0.68316,0.282118,0.055556,51,1,2.23575,4,0.873,0.334475,0.025188,528,2.75,0,17.5,5
g12-g65,1,0,48,203,0,8.45833,23,0,0.179965,0,435,2520,0,11.5862,12,0,0.026696,0,0,2.18788,4,0.68316,0.282118,0.055556,27,1,2.72983,4,0.971066,0.725961,0.028823,0,100,0,0,0
g12-g66-normed,1,0,48,203,0,8.45833,23,0,0.179965,0,435,2664,144,11.9172,12,0,0.028222,0,0,2.18788,4,0.68316,0.282118,0.055556,27,1,2.72983,4,0.971066,0.725961,0.028823,0,100,0,0,0
g12-g67,1,0,48,203,0,8.45833,23,0,0.179965,0,462,1386,0,6,6,1,0.013015,0,0,2.18788,4,0.68316,0.282118,0.055556,13,1,4.10195,5,0.984848,0.919913,0.757576,0,100,0,0,0
g12-g68,1,0,48,203,0,8.45833,23,0,0.179965,0,462,6930,0,30,30,1,0.065076,0,0,2.18788,4,0.68316,0.282118,0.055556,56,1,2.73319,5,0.9329,0.608225,0.175325,0,0,0,0,1
g12-g69,1,0,48,203,0,8.45833,23,0,0.179965,0,500,1479,0,5.916,12,0,0.011856,0,0,2.18788,4,0.68316,0.282118,0.055556,22,1,8.2421,16,0.986168,0.959528,0.915912,0,100,0,0,0
g12-g70,1,0,48,203,0,8.45833,23,0,0.179965,0,501,756,0,3.01796,10,0,0.006036,0,0,2.18788,4,0.68316,0.282118,0.055556,17,0,10.4096,21,0.929207,0.916905,0.897128,0,100,0,0,0
g12-g71,1,0,48,203,0,8.45833,23,0,0.179965,0,501,1497,0,5.97605,18,0,0.011952,0,0,2.18788,4,0.68316,0.282118,0.055556,22,1,7.14825,13,0.986076,0.958171,0.908729,0,100,0,0,0
g12-g72,1,0,48,203,0,8.45833,23,0,0.179965,0,561,147,0,0.524064,17,0,0.000936,0,0,2.18788,4,0.68316,0.282118,0.055556,7,0,3.11838,8,0.012754,0.009609,0.005058,0,100,0,0,0
g12-g73-normed,1,0,48,203,0,8.45833,23,0,0.179965,0,561,1629,1,5.8057,99,0,0.010371,0,0,2.18788,4,0.68316,0.282118,0.055556,29,0,3.32517,9,0.921407,0.793611,0.35005,20910,77.651515,0.178253,95.900177,1
g12-g74,1,0,48,203,0,8.45833,23,0,0.179965,0,585,1228,0,4.19829,113,0,0.007189,0,0,2.18788,4,0.68316,0.282118,0.055556,19,1,3.55758,4,0.991114,0.816802,0.745293,22868,81.438746,0,98.46154,0
g12-g75,1,0,48,203,0,8.45833,23,0,0.179965,0,610,7438,0,24.3869,154,0,0.040044,0,0,2.18788,4,0.68316,0.282118,0.055556,32,0,2.58237,7,0.391094,0.220263,0.06057,12283,41.950137,0,62.622952,4
g12-g76,1,0,48,203,0,8.45833,23,0,0.179965,0,610,35465,0,116.279,256,0,0.190934,0,0,2.18788,4,0.68316,0.282118,0.055556,154,0,2.12389,4,0.749643,0.288019,0.019086,1069,3.650956,0,15.245902,16
g12-g77,1,0,48,203,0,8.45833,23,0,0.179965,0,610,82562,0,270.695,360,0,0.444491,0,0,2.18788,4,0.68316,0.282118,0.055556,318,1,1.59555,3,0.554598,0.039979,0,0,0,0,0,19
g12-g78,1,0,48,203,0,8.45833,23,0,0.179965,0,627,3545,0,11.3078,19,0,0.018064,0,0,2.18788,4,0.68316,0.282118,0.055556,67,1,4.8729,19,0.98037,0.898555,0.717637,0,100,0,0,0
g12-g79,1,0,48,203,0,8.45833,23,0,0.179965,0,763,1902,0,4.98558,14,0,0.006543,0,0,2.18788,4,0.68316,0.282118,0.055556,42,1,5.61555,8,0.992155,0.958017,0.895448,0,100,0,0,0
g12-g80,1,0,48,203,0,8.45833,23,0,0.179965,1,891,318,0,0.713805,6,0,0.000802,0,0,2.18788,4,0.68316,0.282118,0.055556,22,0,5.91067,15,0.007039,0.006359,0.005719,0,100,0,0,0
g12-g81,1,0,48,203,0,8.45833,23,0,0.179965,1,1010,5994,0,11.8693,12,0,0.011763,0,0,2.18788,4,0.68316,0.282118,0.055556,207,1,3.06555,5,0.987258,0.866376,0.209844,0,100,0,0,1
g12-g82-normed,1,0,48,203,0,8.45833,23,0,0.179965,1,1010,5994,0,11.8693,12,0,0.011763,0,0,2.18788,4,0.68316,0.282118,0.055556,206,1,3.06555,5,0.987258,0.866376,0.209844,0,100,0,0,1
g12-g83,1,0,48,203,0,8.45833,23,0,0.179965,1,1024,5120,0,10,10,1,0.009775,0,0,2.18788,4,0.68316,0.282118,0.055556,163,1,5.00489,10,0.989258,0.945312,0.828125,0,100,0,0,1
g12-g84,1,0,48,203,0,8.45833,23,0,0.179965,1,1024,61440,0,120,120,1,0.117302,0,0,2.18788,4,0.68316,0.282118,0.055556,789,1,2.35582,4,0.881836,0.427734,0.044922,0,0,0,0,14
g12-g85,1,0,48,203,0,8.45833,23,0,0.179965,1,1050,1574,0,2.9981,3,0,0.002858,0,0,2.18788,4,0.68316,0.282118,0.055556,88,1,8.09967,13,0.996192,0.990485,0.979142,0,100,0,0,0
g12-g86-normed,1,0,48,203,0,8.45833,23,0,0.179965,1,1050,1576,2,3,3,1,0.002862,0,0,2.18788,4,0.68316,0.282118,0.055556,88,1,8.09967,13,0.996192,0.990485,0.979142,0,100,0,0,0
g12-g87,1,0,48,203,0,8.45833,23,0,0.179965,1,1057,3561,0,6.73794,23,0,0.006381,0,0,2.18788,4,0.68316,0.282118,0.055556,128,0,5.16013,12,0.983245,0.939526,0.853035,0,100,0,0,0
g12-g88,1,0,48,203,0,8.45833,23,0,0.179965,1,1057,4028,0,7.62157,22,0,0.007217,0,0,2.18788,4,0.68316,0.282118,0.055556,141,0,5.66995,14,0.988064,0.947504,0.864237,0,100,0,0,1
g12-g89,1,0,48,203,0,8.45833,23,0,0.179965,1,1092,2184,0,4,4,1,0.003666,0,0,2.18788,4,0.68316,0.282118,0.055556,110,1,5.7791,8,0.995421,0.984432,0.951465,0,100,0,0,1
g12-g90,1,0,48,203,0,8.45833,23,0,0.179965,2,1430,5005,0,7,7,1,0.004899,0,0,2.18788,4,0.68316,0.282118,0.055556,263,1,6.00551,11,0.994406,0.974825,0.92028,0,100,0,0,0
g12-g91,1,0,48,203,0,8.45833,23,0,0.179965,2,1446,3162,0,4.37344,219,0,0.003027,0,0,2.18788,4,0.68316,0.282118,0.055556,161,1,6.394,18,0.996284,0.964252,0.883107,0,100,0,0,0
g12-g92,1,0,48,203,0,8.45833,23,0,0.179965,3,1619,3517,0,4.34466,176,0,0.002685,0,0,2.18788,4,0.68316,0.282118,0.055556,228,1,6.96525,17,0.996699,0.975941,0.922645,0,100,0,0,1
g12-g93-normed,1,0,48,203,0,8.45833,23,0,0.179965,3,1800,209000,0,232.222,356,0,0.129084,0,0,2.18788,4,0.68316,0.282118,0.055556,5592,1,2.01206,3,0.870432,0.141062,0,0,0,0,0,48
g12-g94,1,0,48,203,0,8.45833,23,0,0.179965,4,1860,5590,0,6.01075,9,0,0.003233,0,0,2.18788,4,0.68316,0.282118,0.055556,468,1,7.67313,16,0.996231,0.985283,0.958354,0,100,0,0,1
g12-g95,1,0,48,203,0,8.45833,23,0,0.179965,5,2000,1396,0,1.396,11,0,0.000698,0,0,2.18788,4,0.68316,0.282118,0.055556,151,0,13.1693,36,0.068187,0.067156,0.065609,0,100,0,0,0
g12-g96,1,0,48,203,0,8.45833,23,0,0.179965,5,2000,1657,0,1.657,13,0,0.000829,0,0,2.18788,4,0.68316,0.282118,0.055556,174,0,13.4234,41,0.145044,0.143656,0.141219,0,100,0,0,1
g12-g97,1,0,48,203,0,8.45833,23,0,0.179965,5,2000,1685,0,1.685,11,0,0.000843,0,0,2.18788,4,0.68316,0.282118,0.055556,178,0,15.947,47,0.160597,0.159242,0.156982,0,100,0,0,0
g12-g98,1,0,48,203,0,8.45833,23,0,0.179965,5,2000,2573,0,2.573,14,0,0.001287,0,0,2.18788,4,0.68316,0.282118,0.055556,269,0,12.7987,36,0.351012,0.348286,0.342952,0,100,0,0,1
g12-g99,1,0,48,203,0,8.45833,23,0,0.179965,5,2000,2575,0,2.575,14,0,0.001288,0,0,2.18788,4,0.68316,0.282118,0.055556,267,0,12.8334,36,0.350418,0.34769,0.342357,0,100,0,0,0
g13-g100,1,0,49,125,0,5.10204,19,0,0.106293,5,2016,2000,0,1.98413,2,0,0.000985,0,0,2.13765,4,0.51312,0.184923,0.004165,126,0,1.33155,2,0.000488,0,0,0,100,0,0,0
g13-g101,1,0,49,125,0,5.10204,19,0,0.106293,6,2184,6552,0,6,6,1,0.002749,0,0,2.13765,4,0.51312,0.184923,0.004165,701,1,4.83463,7,0.996795,0.983059,0.914377,0,100,0,0,2
g13-g102,1,0,49,125,0,5.10204,19,0,0.106293,6,2184,8736,0,8,8,1,0.003665,0,0,2.13765,4,0.51312,0.184923,0.004165,825,1,4.25744,6,0.995879,0.970238,0.820971,0,100,0,0,2
g13-g103,1,0,49,125,0,5.10204,19,0,0.106293,6,2184,13104,0,12,12,1,0.005497,0,0,2.13765,4,0.51312,0.184923,0.004165,1139,1,3.73065,6,0.994048,0.933608,0.61859,0,100,0,0,2
g13-g104,1,0,49,125,0,5.10204,19,0,0.106293,14,3300,6596,0,3.99758,20,0,0.001212,0,0,2.13765,4,0.51312,0.184923,0.004165,1395,0,8.83072,28,0.517559,0.513402,0.501871,125089,77.358689,0,99.939392,5
