@RELATION FEATURE_COSTS_CSP-MZN-2013

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE static NUMERIC
@ATTRIBUTE dynamic NUMERIC

@DATA
normalized-graph2-f24.xml.mzn_AND_NODATA,1,3.24,2.08
normalized-fapp27-2550-4.xml.mzn_AND_NODATA,1,576.08,2.97
normalized-fapp34-0750-4.xml.mzn_AND_NODATA,1,347.76,2.71
normalized-graph11.xml.mzn_AND_NODATA,1,8.68,2.14
normalized-graph2-f25.xml.mzn_AND_NODATA,1,3.21,2.09
normalized-fapp34-0750-2.xml.mzn_AND_NODATA,1,348.31,2.75
normalized-graph12.xml.mzn_AND_NODATA,1,9.5,2.16
normalized-gp10-09-1112.xml.mzn_AND_NODATA,1,1.37,2.06
normalized-frb35-17-3_ext.xml.mzn_AND_NODATA,1,84.76,2.15
normalized-graph6.xml.mzn_AND_NODATA,1,3.11,2.08
normalized-graph4.xml.mzn_AND_NODATA,1,3.25,2.1
normalized-graph7.xml.mzn_AND_NODATA,1,3.07,2.11
normalized-fapp34-0750-6.xml.mzn_AND_NODATA,1,342.49,2.73
normalized-fapp34-0750-10.xml.mzn_AND_NODATA,1,350.26,2.74
normalized-haystacks-05.xml.mzn_AND_NODATA,1,0.01,2.03
normalized-haystacks-06.xml.mzn_AND_NODATA,1,0.02,2.03
normalized-frb35-17-2_ext.xml.mzn_AND_NODATA,1,82.04,2.15
normalized-haystacks-08.xml.mzn_AND_NODATA,1,0.05,2.05
normalized-graph5.xml.mzn_AND_NODATA,1,0.95,2.08
normalized-haystacks-10.xml.mzn_AND_NODATA,1,0.17,2.04
normalized-fapp27-2550-5.xml.mzn_AND_NODATA,1,571.31,2.97
normalized-graph8-f11.xml.mzn_AND_NODATA,1,8.42,2.14
normalized-graph14-f27.xml.mzn_AND_NODATA,1,12.27,2.17
normalized-haystacks-12.xml.mzn_AND_NODATA,1,0.4,2.03
normalized-hanoi4.xml.mzn_AND_NODATA,1,1.89,2.07
normalized-graph14-f28.xml.mzn_AND_NODATA,1,12.15,2.16
normalized-haystacks-13.xml.mzn_AND_NODATA,1,0.6,2.06
normalized-haystacks-07.xml.mzn_AND_NODATA,1,0.01,2.04
normalized-frb35-17-5_ext.xml.mzn_AND_NODATA,1,86.53,2.14
normalized-graph13.xml.mzn_AND_NODATA,1,15.59,2.19
normalized-fapp32-0550-5.xml.mzn_AND_NODATA,1,415.04,2.82
normalized-haystacks-09.xml.mzn_AND_NODATA,1,0.09,2.03
normalized-haystacks-11.xml.mzn_AND_NODATA,1,0.26,2.04
normalized-haystacks-16.xml.mzn_AND_NODATA,1,1.85,2.08
normalized-graph9-f10.xml.mzn_AND_NODATA,1,14.55,2.18
normalized-haystacks-18.xml.mzn_AND_NODATA,1,3.71,2.08
normalized-haystacks-17.xml.mzn_AND_NODATA,1,2.64,2.07
normalized-haystacks-14.xml.mzn_AND_NODATA,1,0.89,2.06
normalized-graph9.xml.mzn_AND_NODATA,1,14.94,2.21
normalized-graph8-f10.xml.mzn_AND_NODATA,1,8.42,2.14
normalized-graph9-f9.xml.mzn_AND_NODATA,1,14.56,2.18
normalized-hanoi5.xml.mzn_AND_NODATA,1,11.23,2.13
normalized-haystacks-20.xml.mzn_AND_NODATA,1,5.55,2.12
normalized-haystacks-15.xml.mzn_AND_NODATA,1,1.29,2.08
normalized-haystacks-19.xml.mzn_AND_NODATA,1,4.71,2.11
normalized-fischer-7-6-fair.xml.mzn_AND_NODATA,1,150.2,2.2
normalized-haystacks-22.xml.mzn_AND_NODATA,1,8.03,2.14
normalized-fapp34-0750-5.xml.mzn_AND_NODATA,1,350.6,2.73
normalized-haystacks-23.xml.mzn_AND_NODATA,1,10.23,2.17
normalized-haystacks-24.xml.mzn_AND_NODATA,1,12.97,2.18
normalized-fischer-9-4-fair.xml.mzn_AND_NODATA,1,116.57,2.17
normalized-haystacks-25.xml.mzn_AND_NODATA,1,17.31,2.2
normalized-fischer-5-10-fair.xml.mzn_AND_NODATA,1,190.18,2.23
normalized-haystacks-26.xml.mzn_AND_NODATA,1,22.64,2.22
normalized-haystacks-27.xml.mzn_AND_NODATA,1,29.15,2.24
normalized-fischer-8-5-fair.xml.mzn_AND_NODATA,1,142.55,2.2
normalized-haystacks-28.xml.mzn_AND_NODATA,1,38.24,2.27
normalized-frb40-19-1-mgd_ext.xml.mzn_AND_NODATA,1,136.27,2.19
normalized-fapp32-0550-7.xml.mzn_AND_NODATA,1,410.23,2.81
normalized-hole-08_ext.xml.mzn_AND_NODATA,1,0.07,2.04
normalized-frb40-19-2-mgd_ext.xml.mzn_AND_NODATA,1,142.04,2.18
normalized-hole-09_ext.xml.mzn_AND_NODATA,1,0.1,2.03
normalized-hole-10_ext.xml.mzn_AND_NODATA,1,0.14,2.04
normalized-fischer-6-8-fair.xml.mzn_AND_NODATA,1,186.08,2.21
normalized-homer-10.xml.mzn_AND_NODATA,1,0.57,2.04
normalized-fapp34-0750-8.xml.mzn_AND_NODATA,1,348.05,2.74
normalized-homer-11.xml.mzn_AND_NODATA,1,0.56,2.04
normalized-frb40-19-3-mgd_ext.xml.mzn_AND_NODATA,1,149.7,2.18
normalized-homer-12.xml.mzn_AND_NODATA,1,0.56,2.05
normalized-huck-10.xml.mzn_AND_NODATA,1,0.04,2.03
normalized-haystacks-29.xml.mzn_AND_NODATA,1,47.69,2.3
normalized-huck-9.xml.mzn_AND_NODATA,1,0.05,2.03
normalized-homer-8.xml.mzn_AND_NODATA,1,0.56,2.03
normalized-huck-8.xml.mzn_AND_NODATA,1,0.04,2.02
normalized-fischer-9-5-fair.xml.mzn_AND_NODATA,1,171.75,2.21
normalized-fapp34-0750-7.xml.mzn_AND_NODATA,1,348.71,2.73
normalized-fischer-8-6-fair.xml.mzn_AND_NODATA,1,180.22,2.21
normalized-fapp32-0550-9.xml.mzn_AND_NODATA,1,415.45,2.83
normalized-haystacks-30.xml.mzn_AND_NODATA,1,59.49,2.35
normalized-ii-16b2.xml.mzn_AND_NODATA,1,8.46,2.14
normalized-frb40-19-4-mgd_ext.xml.mzn_AND_NODATA,1,177.54,2.19
normalized-ii-32b2.xml.mzn_AND_NODATA,1,1.34,2.07
normalized-ii-16a1.xml.mzn_AND_NODATA,1,11.07,2.19
normalized-fischer-7-7-fair.xml.mzn_AND_NODATA,1,181.4,2.21
normalized-fischer-10-6-fair.xml.mzn_AND_NODATA,1,287.94,2.28
normalized-ii-16c1.xml.mzn_AND_NODATA,1,10.4,2.18
normalized-ii-16a2.xml.mzn_AND_NODATA,1,12.15,2.21
normalized-ii-16d2.xml.mzn_AND_NODATA,1,7.27,2.14
normalized-frb40-19-5-mgd_ext.xml.mzn_AND_NODATA,1,181.33,2.18
normalized-ii-32c3.xml.mzn_AND_NODATA,1,2.34,2.07
normalized-ii-32d1.xml.mzn_AND_NODATA,1,1.23,2.06
normalized-fapp34-0750-9.xml.mzn_AND_NODATA,1,345.46,2.72
normalized-fischer-11-5-fair.xml.mzn_AND_NODATA,1,245.66,2.26
normalized-ii-16e2.xml.mzn_AND_NODATA,1,6.04,2.11
normalized-ii-32b3.xml.mzn_AND_NODATA,1,5.47,2.09
normalized-ii-32d2.xml.mzn_AND_NODATA,1,3.8,2.08
normalized-ii-32b4.xml.mzn_AND_NODATA,1,5.9,2.1
normalized-fischer-6-9-fair.xml.mzn_AND_NODATA,1,225.72,2.24
normalized-ii-8a3.xml.mzn_AND_NODATA,1,0.49,2.05
normalized-ii-16b1.xml.mzn_AND_NODATA,1,13.21,2.23
normalized-ii-8a4.xml.mzn_AND_NODATA,1,1.17,2.05
normalized-ii-32a1.xml.mzn_AND_NODATA,1,6.16,2.11
normalized-ii-16c2.xml.mzn_AND_NODATA,1,7.66,2.15
normalized-frb40-19-3_ext.xml.mzn_AND_NODATA,1,194.99,2.2
normalized-ii-8b2.xml.mzn_AND_NODATA,1,2.24,2.07
normalized-frb40-19-1_ext.xml.mzn_AND_NODATA,1,191.64,2.17
normalized-frb40-19-2_ext.xml.mzn_AND_NODATA,1,197.52,2.19
normalized-ii-8d1.xml.mzn_AND_NODATA,1,1.49,2.07
normalized-ii-32e4.xml.mzn_AND_NODATA,1,5.91,2.11
normalized-ii-8e1.xml.mzn_AND_NODATA,1,1.44,2.08
normalized-ii-16d1.xml.mzn_AND_NODATA,1,9.18,2.17
normalized-ii-32e3.xml.mzn_AND_NODATA,1,4.94,2.09
normalized-ii-32e5.xml.mzn_AND_NODATA,1,6.98,2.14
normalized-ii-8b4.xml.mzn_AND_NODATA,1,6.84,2.11
normalized-ii-8b3.xml.mzn_AND_NODATA,1,5.84,2.08
normalized-ii-32c4.xml.mzn_AND_NODATA,1,11.57,2.25
normalized-haystacks-31.xml.mzn_AND_NODATA,1,73.18,2.36
normalized-ii-32d3.xml.mzn_AND_NODATA,1,9.33,2.2
normalized-inithx-i-1-10.xml.mzn_AND_NODATA,1,6.99,2.09
normalized-ii-16e1.xml.mzn_AND_NODATA,1,9.46,2.18
normalized-frb40-19-4_ext.xml.mzn_AND_NODATA,1,201.05,2.2
normalized-ii-8e2.xml.mzn_AND_NODATA,1,5.27,2.09
normalized-inithx-i-1-15.xml.mzn_AND_NODATA,1,7,2.08
normalized-inithx-i-1-20.xml.mzn_AND_NODATA,1,6.99,2.09
normalized-frb40-19-5_ext.xml.mzn_AND_NODATA,1,199.62,2.19
normalized-fapp32-0550-8.xml.mzn_AND_NODATA,1,415.7,2.82
normalized-inithx-i-1-25.xml.mzn_AND_NODATA,1,6.92,2.1
normalized-inithx-i-1-35.xml.mzn_AND_NODATA,1,6.94,2.09
normalized-inithx-i-1-40.xml.mzn_AND_NODATA,1,6.95,2.08
normalized-ii-8d2.xml.mzn_AND_NODATA,1,6.15,2.08
normalized-inithx-i-1-45.xml.mzn_AND_NODATA,1,6.93,2.1
normalized-fischer-7-8-fair.xml.mzn_AND_NODATA,1,240.96,2.25
normalized-inithx-i-1-50.xml.mzn_AND_NODATA,1,7.06,2.09
normalized-ii-8c2.xml.mzn_AND_NODATA,1,6.55,2.09
normalized-inithx-i-1-53.xml.mzn_AND_NODATA,1,6.93,2.1
normalized-fischer-8-7-fair.xml.mzn_AND_NODATA,1,247.15,2.25
normalized-inithx-i-2-15.xml.mzn_AND_NODATA,1,5.95,2.07
normalized-jean-7.xml.mzn_AND_NODATA,1,0.03,2.03
normalized-jean-8.xml.mzn_AND_NODATA,1,0.02,2.03
normalized-jean-9.xml.mzn_AND_NODATA,1,0.02,2.05
normalized-inithx-i-2-20.xml.mzn_AND_NODATA,1,5.98,2.08
normalized-fischer-6-10-fair.xml.mzn_AND_NODATA,1,267.03,2.27
normalized-inithx-i-1-30.xml.mzn_AND_NODATA,1,6.94,2.09
normalized-jnh16_ext.xml.mzn_AND_NODATA,1,0.83,2.04
normalized-fischer-9-6-fair.xml.mzn_AND_NODATA,1,241.65,2.24
normalized-inithx-i-3-10.xml.mzn_AND_NODATA,1,5.95,2.07
normalized-inithx-i-3-15.xml.mzn_AND_NODATA,1,5.97,2.07
normalized-jnh-201.xml.mzn_AND_NODATA,1,0.72,2.04
normalized-jnh-205.xml.mzn_AND_NODATA,1,0.6,2.03
normalized-inithx-i-2-30.xml.mzn_AND_NODATA,1,5.99,2.08
normalized-inithx-i-3-20.xml.mzn_AND_NODATA,1,5.96,2.08
normalized-inithx-i-1-52.xml.mzn_AND_NODATA,1,7,2.1
normalized-jnh-220.xml.mzn_AND_NODATA,1,0.59,2.05
normalized-inithx-i-3-30.xml.mzn_AND_NODATA,1,5.96,2.08
normalized-inithx-i-2-25.xml.mzn_AND_NODATA,1,5.96,2.06
normalized-jnh-209.xml.mzn_AND_NODATA,1,0.59,2.05
normalized-jnh-301.xml.mzn_AND_NODATA,1,0.98,2.05
normalized-inithx-i-3-28.xml.mzn_AND_NODATA,1,5.95,2.08
normalized-jnh301_ext.xml.mzn_AND_NODATA,1,1.15,2.05
normalized-inithx-i-1-51.xml.mzn_AND_NODATA,1,6.94,2.08
normalized-jnh-204.xml.mzn_AND_NODATA,1,0.59,2.04
normalized-jnh-1.xml.mzn_AND_NODATA,1,0.84,2.05
normalized-inithx-i-2-29.xml.mzn_AND_NODATA,1,6,2.08
normalized-js-taillard-15-100-0.xml.mzn_AND_NODATA,1,3.13,2.09
normalized-js-taillard-15-100-2.xml.mzn_AND_NODATA,1,3.13,2.09
normalized-js-taillard-15-100-3.xml.mzn_AND_NODATA,1,3.15,2.09
normalized-haystacks-32.xml.mzn_AND_NODATA,1,88.63,2.39
normalized-js-taillard-15-100-5.xml.mzn_AND_NODATA,1,3.13,2.09
normalized-inithx-i-3-25.xml.mzn_AND_NODATA,1,5.96,2.07
normalized-js-taillard-15-100-6.xml.mzn_AND_NODATA,1,3.12,2.09
normalized-js-taillard-15-100-7.xml.mzn_AND_NODATA,1,3.1,2.08
normalized-js-taillard-15-100-8.xml.mzn_AND_NODATA,1,3.18,2.09
normalized-inithx-i-2-28.xml.mzn_AND_NODATA,1,6.01,2.07
normalized-js-taillard-15-105-0.xml.mzn_AND_NODATA,1,3.15,2.1
normalized-js-taillard-15-105-1.xml.mzn_AND_NODATA,1,3.13,2.08
normalized-js-taillard-15-105-2.xml.mzn_AND_NODATA,1,3.12,2.1
normalized-fischer-7-9-fair.xml.mzn_AND_NODATA,1,280.6,2.29
normalized-js-taillard-15-105-3.xml.mzn_AND_NODATA,1,3.14,2.1
normalized-js-taillard-15-105-6.xml.mzn_AND_NODATA,1,3.1,2.1
normalized-js-taillard-15-100-4.xml.mzn_AND_NODATA,1,3.12,2.08
normalized-js-taillard-15-105-8.xml.mzn_AND_NODATA,1,3.17,2.09
normalized-js-taillard-15-95-1.xml.mzn_AND_NODATA,1,3.12,2.09
normalized-js-taillard-15-105-4.xml.mzn_AND_NODATA,1,3.14,2.09
normalized-js-taillard-15-105-9.xml.mzn_AND_NODATA,1,3.13,2.08
normalized-js-taillard-15-95-2.xml.mzn_AND_NODATA,1,3.14,2.09
normalized-js-taillard-15-95-4.xml.mzn_AND_NODATA,1,3.11,2.1
normalized-js-taillard-15-95-3.xml.mzn_AND_NODATA,1,3.13,2.1
normalized-jnh-212.xml.mzn_AND_NODATA,1,0.59,2.06
normalized-js-taillard-15-100-9.xml.mzn_AND_NODATA,1,3.11,2.09
normalized-js-taillard-15-95-9.xml.mzn_AND_NODATA,1,3.1,2.08
normalized-js-taillard-15-105-7.xml.mzn_AND_NODATA,1,3.11,2.1
normalized-js-taillard-15-95-0.xml.mzn_AND_NODATA,1,3.09,2.09
normalized-js-taillard-15-100-1.xml.mzn_AND_NODATA,1,3.1,2.09
normalized-jnh-217.xml.mzn_AND_NODATA,1,0.61,2.03
normalized-js-taillard-15-95-5.xml.mzn_AND_NODATA,1,3.13,2.09
normalized-js-taillard-15-95-6.xml.mzn_AND_NODATA,1,3.13,2.09
normalized-fischer-9-7-fair.xml.mzn_AND_NODATA,1,291.35,2.28
normalized-js-taillard-15-105-5.xml.mzn_AND_NODATA,1,3.16,2.1
normalized-js-taillard-15-95-8.xml.mzn_AND_NODATA,1,3.13,2.09
normalized-haystacks-33.xml.mzn_AND_NODATA,1,107.21,2.43
normalized-fischer-6-11-fair.xml.mzn_AND_NODATA,1,319.67,2.28
normalized-js-taillard-20-100-0.xml.mzn_AND_NODATA,1,15.03,2.18
normalized-js-taillard-20-100-1.xml.mzn_AND_NODATA,1,14.95,2.18
normalized-js-taillard-20-100-4.xml.mzn_AND_NODATA,1,14.87,2.17
normalized-js-taillard-20-100-2.xml.mzn_AND_NODATA,1,14.71,2.17
normalized-fischer-8-8-fair.xml.mzn_AND_NODATA,1,321.11,2.29
normalized-fischer-11-6-fair.xml.mzn_AND_NODATA,1,357.8,2.3
normalized-fischer-10-7-fair.xml.mzn_AND_NODATA,1,386.23,2.32
normalized-js-taillard-20-100-7.xml.mzn_AND_NODATA,1,15.04,2.16
normalized-frb45-21-3-mgd_ext.xml.mzn_AND_NODATA,1,331.06,2.24
normalized-js-taillard-20-105-0.xml.mzn_AND_NODATA,1,15.03,2.17
normalized-frb45-21-4-mgd_ext.xml.mzn_AND_NODATA,1,328.26,2.23
normalized-js-taillard-20-100-8.xml.mzn_AND_NODATA,1,14.77,2.17
normalized-js-taillard-20-105-1.xml.mzn_AND_NODATA,1,14.91,2.17
normalized-js-taillard-20-15-100-0.xml.mzn_AND_NODATA,1,7.87,2.14
normalized-js-taillard-20-100-9.xml.mzn_AND_NODATA,1,14.91,2.16
normalized-js-taillard-20-15-100-2.xml.mzn_AND_NODATA,1,7.7,2.13
normalized-geo50-20-d4-75-33_ext.xml.mzn_AND_NODATA,1,276.13,2.22
normalized-frb45-21-5-mgd_ext.xml.mzn_AND_NODATA,1,341.2,2.25
normalized-geo50-20-d4-75-11_ext.xml.mzn_AND_NODATA,1,292.41,2.24
normalized-js-taillard-20-100-3.xml.mzn_AND_NODATA,1,15.24,2.18
normalized-js-taillard-20-105-2.xml.mzn_AND_NODATA,1,14.84,2.17
normalized-js-taillard-20-105-4.xml.mzn_AND_NODATA,1,15.4,2.18
normalized-js-taillard-20-15-100-7.xml.mzn_AND_NODATA,1,7.95,2.14
normalized-js-taillard-20-105-5.xml.mzn_AND_NODATA,1,14.76,2.18
normalized-js-taillard-20-15-100-9.xml.mzn_AND_NODATA,1,7.91,2.14
normalized-js-taillard-20-15-105-1.xml.mzn_AND_NODATA,1,7.75,2.14
normalized-js-taillard-20-15-105-3.xml.mzn_AND_NODATA,1,7.71,2.14
normalized-js-taillard-20-105-6.xml.mzn_AND_NODATA,1,14.95,2.18
normalized-js-taillard-20-100-5.xml.mzn_AND_NODATA,1,14.75,2.18
normalized-fischer-7-10-fair.xml.mzn_AND_NODATA,1,368.68,2.31
normalized-js-taillard-15-95-7.xml.mzn_AND_NODATA,1,3.1,2.09
normalized-js-taillard-20-15-105-5.xml.mzn_AND_NODATA,1,7.87,2.14
normalized-js-taillard-20-105-3.xml.mzn_AND_NODATA,1,15.19,2.17
normalized-js-taillard-20-15-100-3.xml.mzn_AND_NODATA,1,7.8,2.15
normalized-haystacks-34.xml.mzn_AND_NODATA,1,130.68,2.48
normalized-frb45-21-2-mgd_ext.xml.mzn_AND_NODATA,1,349.62,2.24
normalized-knights-100-25.xml.mzn_AND_NODATA,1,0.11,2.03
normalized-js-taillard-20-15-100-8.xml.mzn_AND_NODATA,1,7.69,2.13
normalized-geo50-20-d4-75-13_ext.xml.mzn_AND_NODATA,1,297.36,2.23
normalized-knights-10-5.xml.mzn_AND_NODATA,1,0,2.03
normalized-knights-12-5.xml.mzn_AND_NODATA,1,0.01,2.02
normalized-js-taillard-20-15-100-6.xml.mzn_AND_NODATA,1,7.83,2.15
normalized-js-taillard-20-15-105-8.xml.mzn_AND_NODATA,1,7.77,2.14
normalized-js-taillard-20-15-105-6.xml.mzn_AND_NODATA,1,7.8,2.14
normalized-js-taillard-20-15-95-2.xml.mzn_AND_NODATA,1,7.86,2.14
normalized-knights-15-9.xml.mzn_AND_NODATA,1,0.02,2.03
normalized-knights-20-5.xml.mzn_AND_NODATA,1,0,2.03
normalized-knights-25-5.xml.mzn_AND_NODATA,1,0,2.04
normalized-frb45-21-1-mgd_ext.xml.mzn_AND_NODATA,1,353.41,2.25
normalized-js-taillard-20-15-105-9.xml.mzn_AND_NODATA,1,7.97,2.14
normalized-js-taillard-20-15-100-1.xml.mzn_AND_NODATA,1,7.68,2.14
normalized-knights-25-9.xml.mzn_AND_NODATA,1,0.02,2.03
normalized-knights-50-5.xml.mzn_AND_NODATA,1,0.01,2.03
normalized-js-taillard-20-105-8.xml.mzn_AND_NODATA,1,14.96,2.17
normalized-js-taillard-20-15-95-3.xml.mzn_AND_NODATA,1,7.93,2.14
normalized-knights-100-9.xml.mzn_AND_NODATA,1,0.03,2.03
normalized-knights-80-25.xml.mzn_AND_NODATA,1,0.1,2.04
normalized-js-taillard-20-15-95-0.xml.mzn_AND_NODATA,1,7.71,2.13
normalized-knights-80-9.xml.mzn_AND_NODATA,1,0.02,2.04
normalized-la03x3-590.xml.mzn_AND_NODATA,1,0.05,2.03
normalized-js-taillard-20-15-95-8.xml.mzn_AND_NODATA,1,7.77,2.14
normalized-js-taillard-20-105-7.xml.mzn_AND_NODATA,1,14.91,2.17
normalized-js-taillard-20-15-95-1.xml.mzn_AND_NODATA,1,7.76,2.13
normalized-js-taillard-20-100-6.xml.mzn_AND_NODATA,1,14.87,2.18
normalized-js-taillard-20-15-105-7.xml.mzn_AND_NODATA,1,7.71,2.13
normalized-knights-50-25.xml.mzn_AND_NODATA,1,0.1,2.03
normalized-langford-2-17.xml.mzn_AND_NODATA,1,0.14,2.03
normalized-js-taillard-20-15-95-5.xml.mzn_AND_NODATA,1,7.66,2.15
normalized-langford-2-18.xml.mzn_AND_NODATA,1,0.18,2.03
normalized-js-taillard-20-15-95-6.xml.mzn_AND_NODATA,1,8,2.13
normalized-langford-2-25.xml.mzn_AND_NODATA,1,0.68,2.03
normalized-knights-100-5.xml.mzn_AND_NODATA,1,0.02,2.03
normalized-js-taillard-20-15-105-0.xml.mzn_AND_NODATA,1,7.86,2.13
normalized-js-taillard-20-15-100-5.xml.mzn_AND_NODATA,1,7.72,2.14
normalized-la04x2-572.xml.mzn_AND_NODATA,1,0.03,2.03
normalized-la03x2-593.xml.mzn_AND_NODATA,1,0.04,2.03
normalized-langford-2-13.xml.mzn_AND_NODATA,1,0.05,2.03
normalized-langford-2-30.xml.mzn_AND_NODATA,1,1.52,2.03
normalized-knights-15-5.xml.mzn_AND_NODATA,1,0,2.04
normalized-langford-3-14.xml.mzn_AND_NODATA,1,0.34,2.03
normalized-fischer-9-8-fair.xml.mzn_AND_NODATA,1,390.29,2.33
normalized-knights-12-9.xml.mzn_AND_NODATA,1,0.02,2.03
normalized-langford-3-15.xml.mzn_AND_NODATA,1,0.46,2.03
normalized-js-taillard-20-15-95-9.xml.mzn_AND_NODATA,1,7.46,2.14
normalized-langford-2-21.xml.mzn_AND_NODATA,1,0.35,2.03
normalized-langford-3-18.xml.mzn_AND_NODATA,1,0.96,2.04
normalized-js-taillard-20-15-95-7.xml.mzn_AND_NODATA,1,7.62,2.15
normalized-knights-80-5.xml.mzn_AND_NODATA,1,0.01,2.04
normalized-langford-2-40.xml.mzn_AND_NODATA,1,4.31,2.04
normalized-langford-2-14.xml.mzn_AND_NODATA,1,0.08,2.03
normalized-knights-8-5.xml.mzn_AND_NODATA,1,0,2.03
normalized-langford-3-16.xml.mzn_AND_NODATA,1,0.58,2.04
normalized-langford-3-20.xml.mzn_AND_NODATA,1,1.54,2.05
normalized-geo50-20-d4-75-29_ext.xml.mzn_AND_NODATA,1,286.9,2.23
normalized-js-taillard-20-15-100-4.xml.mzn_AND_NODATA,1,7.76,2.13
normalized-fischer-8-9-fair.xml.mzn_AND_NODATA,1,383.72,2.32
normalized-frb45-21-3_ext.xml.mzn_AND_NODATA,1,376.64,2.26
normalized-langford-4-15.xml.mzn_AND_NODATA,1,1.57,2.04
normalized-langford-4-17.xml.mzn_AND_NODATA,1,2.8,2.04
normalized-knights-50-9.xml.mzn_AND_NODATA,1,0.02,2.02
normalized-js-taillard-20-15-95-4.xml.mzn_AND_NODATA,1,7.62,2.15
normalized-langford-4-18.xml.mzn_AND_NODATA,1,3.6,2.04
normalized-langford-3-25.xml.mzn_AND_NODATA,1,4.26,2.04
normalized-latinSquare-dg-10_all.xml.mzn_AND_NODATA,1,0.02,2.04
normalized-latinSquare-dg-12_all.xml.mzn_AND_NODATA,1,0.04,2.02
normalized-langford-3-30.xml.mzn_AND_NODATA,1,4.39,2.05
normalized-js-taillard-20-15-105-2.xml.mzn_AND_NODATA,1,7.68,2.15
normalized-latinSquare-dg-8_all.xml.mzn_AND_NODATA,1,0.01,2.03
normalized-langford-4-14.xml.mzn_AND_NODATA,1,1.15,2.05
normalized-langford-4-20.xml.mzn_AND_NODATA,1,4.29,2.05
normalized-js-taillard-20-15-105-4.xml.mzn_AND_NODATA,1,7.67,2.13
normalized-langford-4-21.xml.mzn_AND_NODATA,1,4.34,2.03
normalized-knights-20-9.xml.mzn_AND_NODATA,1,0.01,2.04
normalized-js-taillard-20-95-1.xml.mzn_AND_NODATA,1,14.61,2.18
normalized-geo50-20-d4-75-20_ext.xml.mzn_AND_NODATA,1,307.87,2.23
normalized-latinSquare-dg-11_all.xml.mzn_AND_NODATA,1,0.03,2.03
normalized-frb45-21-2_ext.xml.mzn_AND_NODATA,1,383.21,2.26
normalized-js-taillard-20-95-7.xml.mzn_AND_NODATA,1,14.31,2.19
normalized-langford-4-16.xml.mzn_AND_NODATA,1,2.08,2.05
normalized-latinSquare-dg-9_all.xml.mzn_AND_NODATA,1,0.02,2.03
normalized-lei450-15a-08.xml.mzn_AND_NODATA,1,5,2.05
normalized-lei450-15a-10.xml.mzn_AND_NODATA,1,4.98,2.07
normalized-langford-3-21.xml.mzn_AND_NODATA,1,1.94,2.03
normalized-lei450-15a-13.xml.mzn_AND_NODATA,1,5.01,2.05
normalized-lei450-15a-15.xml.mzn_AND_NODATA,1,4.99,2.06
normalized-langford-4-25.xml.mzn_AND_NODATA,1,4.51,2.04
normalized-js-taillard-20-95-3.xml.mzn_AND_NODATA,1,14.66,2.17
normalized-frb45-21-4_ext.xml.mzn_AND_NODATA,1,385.72,2.25
normalized-js-taillard-20-95-9.xml.mzn_AND_NODATA,1,14.91,2.16
normalized-lei450-15b-13.xml.mzn_AND_NODATA,1,5.01,2.05
normalized-js-taillard-20-105-9.xml.mzn_AND_NODATA,1,14.87,2.17
normalized-lei450-15b-08.xml.mzn_AND_NODATA,1,5,2.06
normalized-lei450-15b-15.xml.mzn_AND_NODATA,1,5.01,2.06
normalized-lei450-15a-14.xml.mzn_AND_NODATA,1,4.98,2.07
normalized-lei450-15a-12.xml.mzn_AND_NODATA,1,4.99,2.06
normalized-geo50-20-d4-75-38_ext.xml.mzn_AND_NODATA,1,296.72,2.22
normalized-langford-4-40.xml.mzn_AND_NODATA,1,5.73,2.07
normalized-lei450-15c-10.xml.mzn_AND_NODATA,1,6.37,2.08
normalized-js-taillard-20-95-5.xml.mzn_AND_NODATA,1,14.76,2.17
normalized-haystacks-35.xml.mzn_AND_NODATA,1,153.67,2.52
normalized-js-taillard-20-95-8.xml.mzn_AND_NODATA,1,14.57,2.17
normalized-js-taillard-20-95-2.xml.mzn_AND_NODATA,1,14.29,2.16
normalized-lei450-15c-08.xml.mzn_AND_NODATA,1,6.37,2.09
normalized-lei450-15b-10.xml.mzn_AND_NODATA,1,4.95,2.07
normalized-js-taillard-20-95-6.xml.mzn_AND_NODATA,1,15.25,2.17
normalized-lei450-15c-13.xml.mzn_AND_NODATA,1,6.35,2.08
normalized-lei450-15c-14.xml.mzn_AND_NODATA,1,6.34,2.08
normalized-lei450-15c-15.xml.mzn_AND_NODATA,1,6.37,2.08
normalized-lei450-15d-10.xml.mzn_AND_NODATA,1,6.37,2.09
normalized-geo50-20-d4-75-14_ext.xml.mzn_AND_NODATA,1,319.64,2.24
normalized-lei450-25a-10.xml.mzn_AND_NODATA,1,5.02,2.06
normalized-langford-3-13.xml.mzn_AND_NODATA,1,0.26,2.03
normalized-js-taillard-20-95-0.xml.mzn_AND_NODATA,1,14.52,2.19
normalized-langford-4-30.xml.mzn_AND_NODATA,1,4.8,2.05
normalized-fischer-11-7-fair.xml.mzn_AND_NODATA,1,463.81,2.34
normalized-lei450-25b-10.xml.mzn_AND_NODATA,1,4.99,2.06
normalized-lei450-15d-14.xml.mzn_AND_NODATA,1,6.35,2.07
normalized-js-taillard-20-95-4.xml.mzn_AND_NODATA,1,14.74,2.19
normalized-lei450-15c-12.xml.mzn_AND_NODATA,1,6.4,2.07
