@RELATION ALGORITHM_RUNS_CSP-MZN-2013

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE algorithm {bprolog, fzn2smt, g12cpx, g12fd, g12lazyfd, g12mip, gecode, izplus, minisatid, mistral, ortools}
@ATTRIBUTE runtime NUMERIC
@ATTRIBUTE solved NUMERIC
@ATTRIBUTE runstatus {ok, timeout, memout, not_applicable, crash, other}

@DATA
normalized-bqwh-18-141-84_glb.xml.mzn_AND_NODATA,1,g12lazyfd,1.26,1,ok
normalized-bqwh-18-141-84_glb.xml.mzn_AND_NODATA,1,ortools,10.12,1,ok
normalized-bqwh-18-141-84_glb.xml.mzn_AND_NODATA,1,g12fd,6.83,1,ok
normalized-bqwh-18-141-84_glb.xml.mzn_AND_NODATA,1,g12cpx,1.55,1,ok
normalized-bqwh-18-141-84_glb.xml.mzn_AND_NODATA,1,gecode,10.48,1,ok
normalized-bqwh-18-141-84_glb.xml.mzn_AND_NODATA,1,g12mip,1356.57,1,ok
normalized-bqwh-18-141-84_glb.xml.mzn_AND_NODATA,1,bprolog,0.68,1,ok
normalized-bqwh-18-141-84_glb.xml.mzn_AND_NODATA,1,minisatid,2.91,1,ok
normalized-bqwh-18-141-84_glb.xml.mzn_AND_NODATA,1,mistral,0.38,1,ok
normalized-bqwh-18-141-84_glb.xml.mzn_AND_NODATA,1,fzn2smt,0.13,1,ok
normalized-super-os-taillard-5-20.xml.mzn_AND_NODATA,1,izplus,4.12,1,ok
normalized-super-os-taillard-5-20.xml.mzn_AND_NODATA,1,g12lazyfd,9.33,1,ok
normalized-super-os-taillard-5-20.xml.mzn_AND_NODATA,1,ortools,1800,0,timeout
normalized-super-os-taillard-5-20.xml.mzn_AND_NODATA,1,g12fd,1800,0,timeout
normalized-super-os-taillard-5-20.xml.mzn_AND_NODATA,1,g12cpx,15.48,1,ok
normalized-super-os-taillard-5-20.xml.mzn_AND_NODATA,1,gecode,1800,0,timeout
normalized-super-os-taillard-5-20.xml.mzn_AND_NODATA,1,g12mip,157.46,1,ok
normalized-super-os-taillard-5-20.xml.mzn_AND_NODATA,1,bprolog,1800,0,timeout
normalized-super-os-taillard-5-20.xml.mzn_AND_NODATA,1,minisatid,0.19,1,ok
normalized-super-os-taillard-5-20.xml.mzn_AND_NODATA,1,mistral,1800,0,timeout
normalized-super-os-taillard-5-20.xml.mzn_AND_NODATA,1,fzn2smt,0.21,1,ok
normalized-par-32-3-c.xml.mzn_AND_NODATA,1,izplus,1800,0,timeout
normalized-par-32-3-c.xml.mzn_AND_NODATA,1,g12lazyfd,1800,0,timeout
normalized-par-32-3-c.xml.mzn_AND_NODATA,1,ortools,1800,0,timeout
normalized-par-32-3-c.xml.mzn_AND_NODATA,1,g12fd,1800,0,timeout
normalized-par-32-3-c.xml.mzn_AND_NODATA,1,g12cpx,1800,0,timeout
normalized-par-32-3-c.xml.mzn_AND_NODATA,1,gecode,1800,0,timeout
normalized-par-32-3-c.xml.mzn_AND_NODATA,1,g12mip,1800,0,timeout
normalized-par-32-3-c.xml.mzn_AND_NODATA,1,bprolog,1800,0,timeout
normalized-par-32-3-c.xml.mzn_AND_NODATA,1,minisatid,1800,0,timeout
normalized-par-32-3-c.xml.mzn_AND_NODATA,1,mistral,1800,0,timeout
normalized-par-32-3-c.xml.mzn_AND_NODATA,1,fzn2smt,1800,0,other
nsp/nsp_1.mzn_AND_nsp/period_14/76.dzn,1,izplus,1800,0,timeout
nsp/nsp_1.mzn_AND_nsp/period_14/76.dzn,1,g12lazyfd,1800,0,other
nsp/nsp_1.mzn_AND_nsp/period_14/76.dzn,1,ortools,1800,0,timeout
nsp/nsp_1.mzn_AND_nsp/period_14/76.dzn,1,g12fd,1800,0,timeout
nsp/nsp_1.mzn_AND_nsp/period_14/76.dzn,1,g12cpx,4.32,1,ok
nsp/nsp_1.mzn_AND_nsp/period_14/76.dzn,1,gecode,1800,0,timeout
nsp/nsp_1.mzn_AND_nsp/period_14/76.dzn,1,g12mip,1800,0,other
nsp/nsp_1.mzn_AND_nsp/period_14/76.dzn,1,bprolog,1800,0,timeout
nsp/nsp_1.mzn_AND_nsp/period_14/76.dzn,1,minisatid,75.11,1,ok
nsp/nsp_1.mzn_AND_nsp/period_14/76.dzn,1,mistral,1.07,1,ok
nsp/nsp_1.mzn_AND_nsp/period_14/76.dzn,1,fzn2smt,1.28,1,ok
normalized-haystacks-16.xml.mzn_AND_NODATA,1,izplus,1800,0,timeout
normalized-haystacks-16.xml.mzn_AND_NODATA,1,g12lazyfd,1800,0,timeout
normalized-haystacks-16.xml.mzn_AND_NODATA,1,ortools,1800,0,timeout
normalized-haystacks-16.xml.mzn_AND_NODATA,1,g12fd,1800,0,timeout
normalized-haystacks-16.xml.mzn_AND_NODATA,1,g12cpx,1800,0,other
normalized-haystacks-16.xml.mzn_AND_NODATA,1,gecode,1800,0,timeout
normalized-haystacks-16.xml.mzn_AND_NODATA,1,g12mip,1800,0,other
normalized-haystacks-16.xml.mzn_AND_NODATA,1,bprolog,1800,0,timeout
normalized-haystacks-16.xml.mzn_AND_NODATA,1,minisatid,1800,0,timeout
normalized-haystacks-16.xml.mzn_AND_NODATA,1,mistral,1800,0,timeout
normalized-haystacks-16.xml.mzn_AND_NODATA,1,fzn2smt,1800,0,other
normalized-rand-2-40-11-414-200-81_ext.xml.mzn_AND_NODATA,1,izplus,14.15,1,ok
normalized-rand-2-40-11-414-200-81_ext.xml.mzn_AND_NODATA,1,g12lazyfd,23.5,1,ok
normalized-rand-2-40-11-414-200-81_ext.xml.mzn_AND_NODATA,1,ortools,13.23,1,ok
normalized-rand-2-40-11-414-200-81_ext.xml.mzn_AND_NODATA,1,g12fd,17.7,1,ok
normalized-rand-2-40-11-414-200-81_ext.xml.mzn_AND_NODATA,1,g12cpx,50.17,1,ok
normalized-rand-2-40-11-414-200-81_ext.xml.mzn_AND_NODATA,1,gecode,18.07,1,ok
normalized-rand-2-40-11-414-200-81_ext.xml.mzn_AND_NODATA,1,g12mip,1800,0,timeout
normalized-rand-2-40-11-414-200-81_ext.xml.mzn_AND_NODATA,1,bprolog,32.44,1,ok
normalized-rand-2-40-11-414-200-81_ext.xml.mzn_AND_NODATA,1,minisatid,42.75,1,ok
normalized-rand-2-40-11-414-200-81_ext.xml.mzn_AND_NODATA,1,mistral,164.96,1,ok
normalized-rand-2-40-11-414-200-81_ext.xml.mzn_AND_NODATA,1,fzn2smt,11.9,1,ok
normalized-par-32-2.xml.mzn_AND_NODATA,1,izplus,1800,0,timeout
normalized-par-32-2.xml.mzn_AND_NODATA,1,g12lazyfd,1800,0,timeout
normalized-par-32-2.xml.mzn_AND_NODATA,1,ortools,1800,0,timeout
normalized-par-32-2.xml.mzn_AND_NODATA,1,g12fd,1800,0,timeout
normalized-par-32-2.xml.mzn_AND_NODATA,1,g12cpx,1800,0,timeout
normalized-par-32-2.xml.mzn_AND_NODATA,1,gecode,1800,0,timeout
normalized-par-32-2.xml.mzn_AND_NODATA,1,g12mip,1800,0,timeout
normalized-par-32-2.xml.mzn_AND_NODATA,1,bprolog,1800,0,timeout
normalized-par-32-2.xml.mzn_AND_NODATA,1,minisatid,1800,0,timeout
normalized-par-32-2.xml.mzn_AND_NODATA,1,mistral,1800,0,timeout
normalized-par-32-2.xml.mzn_AND_NODATA,1,fzn2smt,1800,0,other
normalized-super-js-taillard-20-19.xml.mzn_AND_NODATA,1,izplus,1800,0,timeout
normalized-super-js-taillard-20-19.xml.mzn_AND_NODATA,1,g12lazyfd,1800,0,timeout
normalized-super-js-taillard-20-19.xml.mzn_AND_NODATA,1,ortools,1800,0,timeout
normalized-super-js-taillard-20-19.xml.mzn_AND_NODATA,1,g12fd,1800,0,timeout
normalized-super-js-taillard-20-19.xml.mzn_AND_NODATA,1,g12cpx,1800,0,timeout
normalized-super-js-taillard-20-19.xml.mzn_AND_NODATA,1,gecode,1800,0,timeout
normalized-super-js-taillard-20-19.xml.mzn_AND_NODATA,1,g12mip,1800,0,timeout
normalized-super-js-taillard-20-19.xml.mzn_AND_NODATA,1,bprolog,1800,0,timeout
normalized-super-js-taillard-20-19.xml.mzn_AND_NODATA,1,minisatid,1800,0,timeout
normalized-super-js-taillard-20-19.xml.mzn_AND_NODATA,1,mistral,1800,0,timeout
normalized-super-js-taillard-20-19.xml.mzn_AND_NODATA,1,fzn2smt,1800,0,timeout
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex14400_2600_100.dzn,1,izplus,1800,0,other
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex14400_2600_100.dzn,1,g12lazyfd,1800,0,other
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex14400_2600_100.dzn,1,ortools,1800,0,other
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex14400_2600_100.dzn,1,g12fd,1800,0,other
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex14400_2600_100.dzn,1,g12cpx,0.88,1,ok
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex14400_2600_100.dzn,1,gecode,1800,0,other
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex14400_2600_100.dzn,1,g12mip,1800,0,other
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex14400_2600_100.dzn,1,bprolog,1800,0,other
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex14400_2600_100.dzn,1,minisatid,1800,0,other
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex14400_2600_100.dzn,1,mistral,1800,0,other
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex14400_2600_100.dzn,1,fzn2smt,1800,0,other
normalized-js-taillard-20-95-4.xml.mzn_AND_NODATA,1,izplus,1800,0,timeout
normalized-js-taillard-20-95-4.xml.mzn_AND_NODATA,1,g12lazyfd,1800,0,timeout
normalized-js-taillard-20-95-4.xml.mzn_AND_NODATA,1,ortools,1800,0,timeout
normalized-js-taillard-20-95-4.xml.mzn_AND_NODATA,1,g12fd,1800,0,timeout
normalized-js-taillard-20-95-4.xml.mzn_AND_NODATA,1,g12cpx,1800,0,timeout
normalized-js-taillard-20-95-4.xml.mzn_AND_NODATA,1,gecode,1800,0,timeout
normalized-js-taillard-20-95-4.xml.mzn_AND_NODATA,1,g12mip,1800,0,timeout
normalized-js-taillard-20-95-4.xml.mzn_AND_NODATA,1,bprolog,1800,0,timeout
normalized-js-taillard-20-95-4.xml.mzn_AND_NODATA,1,minisatid,1800,0,timeout
normalized-js-taillard-20-95-4.xml.mzn_AND_NODATA,1,mistral,1800,0,timeout
normalized-js-taillard-20-95-4.xml.mzn_AND_NODATA,1,fzn2smt,1800,0,other
normalized-scen3-f11.xml.mzn_AND_NODATA,1,izplus,1800,0,timeout
normalized-scen3-f11.xml.mzn_AND_NODATA,1,g12lazyfd,1800,0,other
normalized-scen3-f11.xml.mzn_AND_NODATA,1,ortools,1800,0,timeout
normalized-scen3-f11.xml.mzn_AND_NODATA,1,g12fd,1800,0,timeout
normalized-scen3-f11.xml.mzn_AND_NODATA,1,g12cpx,1800,0,other
normalized-scen3-f11.xml.mzn_AND_NODATA,1,gecode,1800,0,timeout
normalized-scen3-f11.xml.mzn_AND_NODATA,1,g12mip,1800,0,timeout
normalized-scen3-f11.xml.mzn_AND_NODATA,1,bprolog,1800,0,timeout
normalized-scen3-f11.xml.mzn_AND_NODATA,1,minisatid,1800,0,timeout
normalized-scen3-f11.xml.mzn_AND_NODATA,1,mistral,1800,0,timeout
normalized-scen3-f11.xml.mzn_AND_NODATA,1,fzn2smt,1800,0,other
normalized-rand-2-40-16-250-350-72_ext.xml.mzn_AND_NODATA,1,izplus,766.56,1,ok
normalized-rand-2-40-16-250-350-72_ext.xml.mzn_AND_NODATA,1,g12lazyfd,1800,0,timeout
normalized-rand-2-40-16-250-350-72_ext.xml.mzn_AND_NODATA,1,ortools,132.11,1,ok
normalized-rand-2-40-16-250-350-72_ext.xml.mzn_AND_NODATA,1,g12fd,350.87,1,ok
normalized-rand-2-40-16-250-350-72_ext.xml.mzn_AND_NODATA,1,g12cpx,1800,0,timeout
normalized-rand-2-40-16-250-350-72_ext.xml.mzn_AND_NODATA,1,gecode,413.59,1,ok
normalized-rand-2-40-16-250-350-72_ext.xml.mzn_AND_NODATA,1,g12mip,1800,0,other
normalized-rand-2-40-16-250-350-72_ext.xml.mzn_AND_NODATA,1,bprolog,1514.76,1,ok
normalized-rand-2-40-16-250-350-72_ext.xml.mzn_AND_NODATA,1,minisatid,123.5,1,ok
normalized-rand-2-40-16-250-350-72_ext.xml.mzn_AND_NODATA,1,mistral,1800,0,timeout
normalized-rand-2-40-16-250-350-72_ext.xml.mzn_AND_NODATA,1,fzn2smt,77.1,1,ok
normalized-qcp-20-187-8_ext.xml.mzn_AND_NODATA,1,izplus,1800,0,timeout
normalized-qcp-20-187-8_ext.xml.mzn_AND_NODATA,1,g12lazyfd,347.19,1,ok
normalized-qcp-20-187-8_ext.xml.mzn_AND_NODATA,1,ortools,1800,0,timeout
normalized-qcp-20-187-8_ext.xml.mzn_AND_NODATA,1,g12fd,1800,0,timeout
normalized-qcp-20-187-8_ext.xml.mzn_AND_NODATA,1,g12cpx,1389.48,1,ok
normalized-qcp-20-187-8_ext.xml.mzn_AND_NODATA,1,gecode,1800,0,timeout
normalized-qcp-20-187-8_ext.xml.mzn_AND_NODATA,1,g12mip,1800,0,other
normalized-qcp-20-187-8_ext.xml.mzn_AND_NODATA,1,bprolog,1800,0,timeout
normalized-qcp-20-187-8_ext.xml.mzn_AND_NODATA,1,minisatid,326.86,1,ok
normalized-qcp-20-187-8_ext.xml.mzn_AND_NODATA,1,mistral,1800,0,timeout
normalized-qcp-20-187-8_ext.xml.mzn_AND_NODATA,1,fzn2smt,189.89,1,ok
normalized-bqwh-18-141-14_ext.xml.mzn_AND_NODATA,1,izplus,4.79,1,ok
normalized-bqwh-18-141-14_ext.xml.mzn_AND_NODATA,1,g12lazyfd,0.61,1,ok
normalized-bqwh-18-141-14_ext.xml.mzn_AND_NODATA,1,ortools,6.5,1,ok
normalized-bqwh-18-141-14_ext.xml.mzn_AND_NODATA,1,g12fd,10.05,1,ok
normalized-bqwh-18-141-14_ext.xml.mzn_AND_NODATA,1,g12cpx,4.95,1,ok
normalized-bqwh-18-141-14_ext.xml.mzn_AND_NODATA,1,gecode,11.82,1,ok
normalized-bqwh-18-141-14_ext.xml.mzn_AND_NODATA,1,g12mip,1800,0,timeout
normalized-bqwh-18-141-14_ext.xml.mzn_AND_NODATA,1,bprolog,30.84,1,ok
normalized-bqwh-18-141-14_ext.xml.mzn_AND_NODATA,1,minisatid,0.99,1,ok
normalized-bqwh-18-141-14_ext.xml.mzn_AND_NODATA,1,mistral,0.77,1,ok
normalized-bqwh-18-141-14_ext.xml.mzn_AND_NODATA,1,fzn2smt,0.58,1,ok
normalized-rand-2-40-19-443-230-fcd-21_ext.xml.mzn_AND_NODATA,1,izplus,1800,0,timeout
normalized-rand-2-40-19-443-230-fcd-21_ext.xml.mzn_AND_NODATA,1,g12lazyfd,1800,0,timeout
normalized-rand-2-40-19-443-230-fcd-21_ext.xml.mzn_AND_NODATA,1,ortools,475.82,1,ok
normalized-rand-2-40-19-443-230-fcd-21_ext.xml.mzn_AND_NODATA,1,g12fd,1800,0,timeout
normalized-rand-2-40-19-443-230-fcd-21_ext.xml.mzn_AND_NODATA,1,g12cpx,1800,0,timeout
normalized-rand-2-40-19-443-230-fcd-21_ext.xml.mzn_AND_NODATA,1,gecode,1623.98,1,ok
normalized-rand-2-40-19-443-230-fcd-21_ext.xml.mzn_AND_NODATA,1,g12mip,1800,0,other
normalized-rand-2-40-19-443-230-fcd-21_ext.xml.mzn_AND_NODATA,1,bprolog,1800,0,timeout
normalized-rand-2-40-19-443-230-fcd-21_ext.xml.mzn_AND_NODATA,1,minisatid,1800,0,timeout
normalized-rand-2-40-19-443-230-fcd-21_ext.xml.mzn_AND_NODATA,1,mistral,1800,0,timeout
normalized-rand-2-40-19-443-230-fcd-21_ext.xml.mzn_AND_NODATA,1,fzn2smt,153.07,1,ok
nsp/nsp_2.mzn_AND_nsp/period_28/39.dzn,1,izplus,1800,0,other
nsp/nsp_2.mzn_AND_nsp/period_28/39.dzn,1,g12lazyfd,1800,0,other
nsp/nsp_2.mzn_AND_nsp/period_28/39.dzn,1,ortools,1800,0,other
nsp/nsp_2.mzn_AND_nsp/period_28/39.dzn,1,g12fd,1800,0,other
nsp/nsp_2.mzn_AND_nsp/period_28/39.dzn,1,g12cpx,1800,0,other
nsp/nsp_2.mzn_AND_nsp/period_28/39.dzn,1,gecode,1800,0,other
nsp/nsp_2.mzn_AND_nsp/period_28/39.dzn,1,g12mip,1800,0,other
nsp/nsp_2.mzn_AND_nsp/period_28/39.dzn,1,bprolog,1800,0,other
nsp/nsp_2.mzn_AND_nsp/period_28/39.dzn,1,minisatid,30.37,1,ok
nsp/nsp_2.mzn_AND_nsp/period_28/39.dzn,1,mistral,1800,0,other
nsp/nsp_2.mzn_AND_nsp/period_28/39.dzn,1,fzn2smt,1800,0,other
normalized-rand-2-40-11-414-200-46_ext.xml.mzn_AND_NODATA,1,izplus,1800,0,other
normalized-rand-2-40-11-414-200-46_ext.xml.mzn_AND_NODATA,1,g12lazyfd,1047.47,1,ok
normalized-rand-2-40-11-414-200-46_ext.xml.mzn_AND_NODATA,1,ortools,33.47,1,ok
normalized-rand-2-40-11-414-200-46_ext.xml.mzn_AND_NODATA,1,g12fd,74.35,1,ok
normalized-rand-2-40-11-414-200-46_ext.xml.mzn_AND_NODATA,1,g12cpx,909.52,1,ok
normalized-rand-2-40-11-414-200-46_ext.xml.mzn_AND_NODATA,1,gecode,80.36,1,ok
normalized-rand-2-40-11-414-200-46_ext.xml.mzn_AND_NODATA,1,g12mip,1800,0,other
normalized-rand-2-40-11-414-200-46_ext.xml.mzn_AND_NODATA,1,bprolog,1800,0,other
normalized-rand-2-40-11-414-200-46_ext.xml.mzn_AND_NODATA,1,minisatid,327.45,1,ok
normalized-rand-2-40-11-414-200-46_ext.xml.mzn_AND_NODATA,1,mistral,1800,0,other
normalized-rand-2-40-11-414-200-46_ext.xml.mzn_AND_NODATA,1,fzn2smt,1800,0,other
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp24_false.dzn,1,izplus,17.23,1,ok
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp24_false.dzn,1,g12lazyfd,1800,0,timeout
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp24_false.dzn,1,ortools,1800,0,timeout
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp24_false.dzn,1,g12fd,1800,0,timeout
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp24_false.dzn,1,g12cpx,1800,0,timeout
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp24_false.dzn,1,gecode,1800,0,timeout
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp24_false.dzn,1,g12mip,1800,0,timeout
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp24_false.dzn,1,bprolog,1800,0,timeout
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp24_false.dzn,1,minisatid,33.79,1,ok
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp24_false.dzn,1,mistral,1800,0,timeout
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp24_false.dzn,1,fzn2smt,7.49,1,ok
nsp/nsp_2.mzn_AND_nsp/period_14/31.dzn,1,izplus,1800,0,other
nsp/nsp_2.mzn_AND_nsp/period_14/31.dzn,1,g12lazyfd,1800,0,other
nsp/nsp_2.mzn_AND_nsp/period_14/31.dzn,1,ortools,1800,0,other
nsp/nsp_2.mzn_AND_nsp/period_14/31.dzn,1,g12fd,1800,0,other
nsp/nsp_2.mzn_AND_nsp/period_14/31.dzn,1,g12cpx,1800,0,other
nsp/nsp_2.mzn_AND_nsp/period_14/31.dzn,1,gecode,1800,0,other
nsp/nsp_2.mzn_AND_nsp/period_14/31.dzn,1,g12mip,1800,0,other
nsp/nsp_2.mzn_AND_nsp/period_14/31.dzn,1,bprolog,1800,0,other
nsp/nsp_2.mzn_AND_nsp/period_14/31.dzn,1,minisatid,20.34,1,ok
nsp/nsp_2.mzn_AND_nsp/period_14/31.dzn,1,mistral,1800,0,other
nsp/nsp_2.mzn_AND_nsp/period_14/31.dzn,1,fzn2smt,1800,0,other
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp22_false.dzn,1,izplus,11.06,1,ok
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp22_false.dzn,1,g12lazyfd,1800,0,timeout
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp22_false.dzn,1,ortools,1800,0,timeout
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp22_false.dzn,1,g12fd,1800,0,timeout
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp22_false.dzn,1,g12cpx,1021.91,1,ok
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp22_false.dzn,1,gecode,1800,0,timeout
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp22_false.dzn,1,g12mip,1800,0,timeout
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp22_false.dzn,1,bprolog,1800,0,timeout
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp22_false.dzn,1,minisatid,34.55,1,ok
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp22_false.dzn,1,mistral,1800,0,timeout
rectangle-packing/rect_packing.mzn_AND_rectangle-packing/data_square/rpp22_false.dzn,1,fzn2smt,5.57,1,ok
normalized-series-70.xml.mzn_AND_NODATA,1,izplus,1800,0,timeout
normalized-series-70.xml.mzn_AND_NODATA,1,g12lazyfd,19.2,1,ok
normalized-series-70.xml.mzn_AND_NODATA,1,ortools,20.75,1,ok
normalized-series-70.xml.mzn_AND_NODATA,1,g12fd,31.08,1,ok
normalized-series-70.xml.mzn_AND_NODATA,1,g12cpx,1800,0,other
normalized-series-70.xml.mzn_AND_NODATA,1,gecode,4.94,1,ok
normalized-series-70.xml.mzn_AND_NODATA,1,g12mip,1800,0,timeout
normalized-series-70.xml.mzn_AND_NODATA,1,bprolog,1.19,1,ok
normalized-series-70.xml.mzn_AND_NODATA,1,minisatid,1800,0,timeout
normalized-series-70.xml.mzn_AND_NODATA,1,mistral,0.53,1,ok
normalized-series-70.xml.mzn_AND_NODATA,1,fzn2smt,1800,0,other
normalized-fpga-15-14.xml.mzn_AND_NODATA,1,izplus,1800,0,timeout
normalized-fpga-15-14.xml.mzn_AND_NODATA,1,g12lazyfd,0.14,1,ok
normalized-fpga-15-14.xml.mzn_AND_NODATA,1,ortools,1800,0,timeout
normalized-fpga-15-14.xml.mzn_AND_NODATA,1,g12fd,1800,0,timeout
normalized-fpga-15-14.xml.mzn_AND_NODATA,1,g12cpx,0.14,1,ok
normalized-fpga-15-14.xml.mzn_AND_NODATA,1,gecode,1800,0,timeout
normalized-fpga-15-14.xml.mzn_AND_NODATA,1,g12mip,0.74,1,ok
normalized-fpga-15-14.xml.mzn_AND_NODATA,1,bprolog,1800,0,timeout
normalized-fpga-15-14.xml.mzn_AND_NODATA,1,minisatid,0.13,1,ok
normalized-fpga-15-14.xml.mzn_AND_NODATA,1,mistral,0.12,1,ok
normalized-fpga-15-14.xml.mzn_AND_NODATA,1,fzn2smt,0.2,1,ok
normalized-rand-2-40-11-414-200-40_ext.xml.mzn_AND_NODATA,1,izplus,1800,0,other
normalized-rand-2-40-11-414-200-40_ext.xml.mzn_AND_NODATA,1,g12lazyfd,1800,0,timeout
normalized-rand-2-40-11-414-200-40_ext.xml.mzn_AND_NODATA,1,ortools,36.26,1,ok
normalized-rand-2-40-11-414-200-40_ext.xml.mzn_AND_NODATA,1,g12fd,97.31,1,ok
normalized-rand-2-40-11-414-200-40_ext.xml.mzn_AND_NODATA,1,g12cpx,1310.84,1,ok
normalized-rand-2-40-11-414-200-40_ext.xml.mzn_AND_NODATA,1,gecode,104.77,1,ok
normalized-rand-2-40-11-414-200-40_ext.xml.mzn_AND_NODATA,1,g12mip,1800,0,other
normalized-rand-2-40-11-414-200-40_ext.xml.mzn_AND_NODATA,1,bprolog,295.6,1,ok
normalized-rand-2-40-11-414-200-40_ext.xml.mzn_AND_NODATA,1,minisatid,338.55,1,ok
normalized-rand-2-40-11-414-200-40_ext.xml.mzn_AND_NODATA,1,mistral,1800,0,other
normalized-rand-2-40-11-414-200-40_ext.xml.mzn_AND_NODATA,1,fzn2smt,1800,0,other
normalized-ppp:1-12-16.xml.mzn_AND_NODATA,1,izplus,1800,0,timeout
normalized-ppp:1-12-16.xml.mzn_AND_NODATA,1,g12lazyfd,1800,0,timeout
normalized-ppp:1-12-16.xml.mzn_AND_NODATA,1,ortools,1800,0,timeout
normalized-ppp:1-12-16.xml.mzn_AND_NODATA,1,g12fd,1800,0,timeout
normalized-ppp:1-12-16.xml.mzn_AND_NODATA,1,g12cpx,1800,0,timeout
normalized-ppp:1-12-16.xml.mzn_AND_NODATA,1,gecode,1800,0,timeout
normalized-ppp:1-12-16.xml.mzn_AND_NODATA,1,g12mip,1800,0,timeout
normalized-ppp:1-12-16.xml.mzn_AND_NODATA,1,bprolog,1800,0,timeout
normalized-ppp:1-12-16.xml.mzn_AND_NODATA,1,minisatid,47.08,1,ok
normalized-ppp:1-12-16.xml.mzn_AND_NODATA,1,mistral,1800,0,timeout
normalized-ppp:1-12-16.xml.mzn_AND_NODATA,1,fzn2smt,1800,0,timeout
normalized-zeroin-i-1-40.xml.mzn_AND_NODATA,1,izplus,1800,0,timeout
normalized-zeroin-i-1-40.xml.mzn_AND_NODATA,1,g12lazyfd,1800,0,timeout
normalized-zeroin-i-1-40.xml.mzn_AND_NODATA,1,ortools,1800,0,timeout
normalized-zeroin-i-1-40.xml.mzn_AND_NODATA,1,g12fd,1800,0,timeout
normalized-zeroin-i-1-40.xml.mzn_AND_NODATA,1,g12cpx,1800,0,timeout
normalized-zeroin-i-1-40.xml.mzn_AND_NODATA,1,gecode,1800,0,timeout
normalized-zeroin-i-1-40.xml.mzn_AND_NODATA,1,g12mip,1800,0,timeout
normalized-zeroin-i-1-40.xml.mzn_AND_NODATA,1,bprolog,1800,0,timeout
normalized-zeroin-i-1-40.xml.mzn_AND_NODATA,1,minisatid,1800,0,timeout
normalized-zeroin-i-1-40.xml.mzn_AND_NODATA,1,mistral,1800,0,timeout
normalized-zeroin-i-1-40.xml.mzn_AND_NODATA,1,fzn2smt,1800,0,other
normalized-queensKnights-15-5-mul.xml.mzn_AND_NODATA,1,izplus,1800,0,other
normalized-queensKnights-15-5-mul.xml.mzn_AND_NODATA,1,g12lazyfd,1800,0,other
normalized-queensKnights-15-5-mul.xml.mzn_AND_NODATA,1,ortools,1800,0,other
normalized-queensKnights-15-5-mul.xml.mzn_AND_NODATA,1,g12fd,1800,0,other
normalized-queensKnights-15-5-mul.xml.mzn_AND_NODATA,1,g12cpx,1800,0,other
normalized-queensKnights-15-5-mul.xml.mzn_AND_NODATA,1,gecode,1800,0,other
normalized-queensKnights-15-5-mul.xml.mzn_AND_NODATA,1,g12mip,1800,0,other
normalized-queensKnights-15-5-mul.xml.mzn_AND_NODATA,1,bprolog,1800,0,other
normalized-queensKnights-15-5-mul.xml.mzn_AND_NODATA,1,minisatid,1.47,1,ok
normalized-queensKnights-15-5-mul.xml.mzn_AND_NODATA,1,mistral,1800,0,other
