@RELATION FEATURE_VALUES_CSP-Minizinc-Time-2016

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE c_avg_deg_cons NUMERIC
@ATTRIBUTE c_avg_dom_cons NUMERIC
@ATTRIBUTE c_avg_domdeg_cons NUMERIC
@ATTRIBUTE c_bounds_d NUMERIC
@ATTRIBUTE c_bounds_r NUMERIC
@ATTRIBUTE c_bounds_z NUMERIC
@ATTRIBUTE c_cv_deg_cons NUMERIC
@ATTRIBUTE c_cv_dom_cons NUMERIC
@ATTRIBUTE c_cv_domdeg_cons NUMERIC
@ATTRIBUTE c_domain NUMERIC
@ATTRIBUTE c_ent_deg_cons NUMERIC
@ATTRIBUTE c_ent_dom_cons NUMERIC
@ATTRIBUTE c_ent_domdeg_cons NUMERIC
@ATTRIBUTE c_logprod_deg_cons NUMERIC
@ATTRIBUTE c_logprod_dom_cons NUMERIC
@ATTRIBUTE c_max_deg_cons NUMERIC
@ATTRIBUTE c_max_dom_cons NUMERIC
@ATTRIBUTE c_max_domdeg_cons NUMERIC
@ATTRIBUTE c_min_deg_cons NUMERIC
@ATTRIBUTE c_min_dom_cons NUMERIC
@ATTRIBUTE c_min_domdeg_cons NUMERIC
@ATTRIBUTE c_num_cons NUMERIC
@ATTRIBUTE c_priority NUMERIC
@ATTRIBUTE c_ratio_cons NUMERIC
@ATTRIBUTE c_sum_ari_cons NUMERIC
@ATTRIBUTE c_sum_dom_cons NUMERIC
@ATTRIBUTE c_sum_domdeg_cons NUMERIC
@ATTRIBUTE d_array_cons NUMERIC
@ATTRIBUTE d_bool_cons NUMERIC
@ATTRIBUTE d_bool_vars NUMERIC
@ATTRIBUTE d_float_cons NUMERIC
@ATTRIBUTE d_float_vars NUMERIC
@ATTRIBUTE d_int_cons NUMERIC
@ATTRIBUTE d_int_vars NUMERIC
@ATTRIBUTE d_ratio_array_cons NUMERIC
@ATTRIBUTE d_ratio_bool_cons NUMERIC
@ATTRIBUTE d_ratio_bool_vars NUMERIC
@ATTRIBUTE d_ratio_float_cons NUMERIC
@ATTRIBUTE d_ratio_float_vars NUMERIC
@ATTRIBUTE d_ratio_int_cons NUMERIC
@ATTRIBUTE d_ratio_int_vars NUMERIC
@ATTRIBUTE d_ratio_set_cons NUMERIC
@ATTRIBUTE d_ratio_set_vars NUMERIC
@ATTRIBUTE d_set_cons NUMERIC
@ATTRIBUTE d_set_vars NUMERIC
@ATTRIBUTE gc_diff_globs NUMERIC
@ATTRIBUTE gc_global_cons NUMERIC
@ATTRIBUTE gc_ratio_diff NUMERIC
@ATTRIBUTE gc_ratio_globs NUMERIC
@ATTRIBUTE o_deg NUMERIC
@ATTRIBUTE o_deg_avg NUMERIC
@ATTRIBUTE o_deg_cons NUMERIC
@ATTRIBUTE o_deg_std NUMERIC
@ATTRIBUTE o_dom NUMERIC
@ATTRIBUTE o_dom_avg NUMERIC
@ATTRIBUTE o_dom_deg NUMERIC
@ATTRIBUTE o_dom_std NUMERIC
@ATTRIBUTE s_bool_search NUMERIC
@ATTRIBUTE s_first_fail NUMERIC
@ATTRIBUTE s_goal NUMERIC
@ATTRIBUTE s_indomain_max NUMERIC
@ATTRIBUTE s_indomain_min NUMERIC
@ATTRIBUTE s_input_order NUMERIC
@ATTRIBUTE s_int_search NUMERIC
@ATTRIBUTE s_labeled_vars NUMERIC
@ATTRIBUTE s_other_val NUMERIC
@ATTRIBUTE s_other_var NUMERIC
@ATTRIBUTE s_set_search NUMERIC
@ATTRIBUTE v_avg_deg_vars NUMERIC
@ATTRIBUTE v_avg_dom_vars NUMERIC
@ATTRIBUTE v_avg_domdeg_vars NUMERIC
@ATTRIBUTE v_cv_deg_vars NUMERIC
@ATTRIBUTE v_cv_dom_vars NUMERIC
@ATTRIBUTE v_cv_domdeg_vars NUMERIC
@ATTRIBUTE v_def_vars NUMERIC
@ATTRIBUTE v_ent_deg_vars NUMERIC
@ATTRIBUTE v_ent_dom_vars NUMERIC
@ATTRIBUTE v_ent_domdeg_vars NUMERIC
@ATTRIBUTE v_intro_vars NUMERIC
@ATTRIBUTE v_logprod_deg_vars NUMERIC
@ATTRIBUTE v_logprod_dom_vars NUMERIC
@ATTRIBUTE v_max_deg_vars NUMERIC
@ATTRIBUTE v_max_dom_vars NUMERIC
@ATTRIBUTE v_max_domdeg_vars NUMERIC
@ATTRIBUTE v_min_deg_vars NUMERIC
@ATTRIBUTE v_min_dom_vars NUMERIC
@ATTRIBUTE v_min_domdeg_vars NUMERIC
@ATTRIBUTE v_num_aliases NUMERIC
@ATTRIBUTE v_num_consts NUMERIC
@ATTRIBUTE v_num_vars NUMERIC
@ATTRIBUTE v_ratio_bounded NUMERIC
@ATTRIBUTE v_ratio_vars NUMERIC
@ATTRIBUTE v_sum_deg_vars NUMERIC
@ATTRIBUTE v_sum_dom_vars NUMERIC
@ATTRIBUTE v_sum_domdeg_vars NUMERIC

@DATA
j30_37_4,1,5.59763,10.4205,2.21837,0,0,0,2.78946,2.02309,0.771102,0,1.89972,3.33892,1.732,1568.11,2363.15,92,318.646,7.94251,1,1,1,1014,0,1.10458,3010,10566.4,2249.43,296,121,583,0,0,475,335,0.291913,0.119329,0.635076,0,0,0.468442,0.364924,0,0,0,0,1,2,0.5,0.00197239,4,0.646934,0.00394477,-0.230855,236,21.215,59,4.97799,0,0,2,0,5,0,5,5,0,5,0,6.18301,11.1242,2.03681,1.52938,4.06089,4.5308,758,1.70171,0.892915,1.37173,857,1547.86,1223.85,41,246,123,0,1,0.0645161,320,471,918,0.861656,0.905325,5676,10212,1869.79
j30_53_3,1,8.90909,12.4313,1.86824,0,0,0,2.64251,2.4744,0.876352,0,1.65494,3.10138,1.38076,621.76,865.671,92,312.381,7.94251,1,1,1,429,0,0.934641,1140,5333.02,801.477,181,1,124,0,0,125,335,0.421911,0.002331,0.270153,0,0,0.291375,0.729847,0,0,0,0,1,2,0.5,0.004662,4,0.480377,0.00932401,-0.382833,236,11.693,59,3.44822,0,0,2,0,5,0,5,5,0,5,0,8.3268,20.183,4.66298,1.35731,3.10102,3.3197,290,2.08624,1.38969,2.07605,398,931.982,743.566,31,246,123,0,1,0.0645161,304,487,459,1.72331,1.06993,3822,9264,2140.31
j30_17_10,1,5.13006,10.021,2.22451,0,0,0,2.72975,1.89824,0.760528,0,1.90044,3.14621,1.59082,1973.8,2961.77,92,310.664,7.87652,1,1,1,1261,0,1.12791,3798,12636.5,2805.11,343,174,783,0,0,622,335,0.272006,0.137986,0.700358,0,0,0.493259,0.299642,0,0,0,0,1,2,0.5,0.00158604,4,0.691297,0.00317209,-0.193758,225,24.6811,56.25,5.51093,0,0,2,0,5,0,5,5,0,5,0,5.78623,9.11628,1.59914,1.59324,4.29712,4.66671,949,1.63615,0.757836,1.18764,1057,1793.26,1397.25,51,235,117.5,0,1,0.0645161,302,489,1118,0.707513,0.886598,6469,10192,1787.84
rat99_6,1,2.88255,6.71664,2.56761,0,0,0,0.871095,0.887901,0.561151,15,1.29551,2.84316,1.75166,387.244,739.638,14,60.2025,9.34207,2,2,1,298,0,1.04561,852,2001.56,765.146,54,14,236,0,0,228,49,0.181208,0.0469799,0.82807,0,0,0.765101,0.17193,0,0,0,0,1,2,0.5,0.00671141,1,0.331781,0.0033557,-0.531786,649,26.9786,649,7.89506,0,5,2,0,5,0,5,5,0,0,0,3.01404,24.0561,12.8525,1.25656,3.29048,4.00707,269,0.735642,1.03036,0.876457,283,348.62,534.311,28,649,649,0,2,0.25,28,211,285,0.838596,0.956376,859,6856,3662.95
st70_5,1,2.84052,6.60212,2.51199,0,0,0,0.764866,0.907869,0.606708,13,1.35743,3.03073,1.78463,303.941,566.049,12,55.2309,9.34873,2,2,1,232,0,1.04977,660,1531.69,582.783,46,12,178,0,0,172,43,0.198276,0.0517241,0.80543,0,0,0.741379,0.19457,0,0,0,0,1,2,0.5,0.00862069,1,0.335357,0.00431034,-0.569137,652,24.3358,652,7.34619,0,5,2,0,5,0,5,5,0,0,0,2.9819,26.7919,14.5776,1.16781,3.17658,3.89189,207,0.788973,1.13574,0.94526,219,271.997,437.547,24,652,652,0,2,0.285714,24,210,221,1.05882,0.952586,659,5921,3221.65
rat99_5,1,2.84052,6.57405,2.50349,0,0,0,0.764866,0.891515,0.598602,13,1.35743,3.03073,1.78463,303.941,565.639,12,53.6526,9.14975,2,2,1,232,0,1.04977,660,1525.18,580.81,46,12,178,0,0,172,43,0.198276,0.0517241,0.80543,0,0,0.741379,0.19457,0,0,0,0,1,2,0.5,0.00862069,1,0.335357,0.00431034,-0.569137,568,22.8191,568,7.1213,0,5,2,0,5,0,5,5,0,0,0,2.9819,24.8914,13.4373,1.16781,3.06393,3.7371,207,0.788973,1.13574,0.94526,219,271.997,434.191,24,568,568,0,2,0.285714,24,210,221,1.05882,0.952586,659,5501,2969.65
ulysses22_5,1,2.84052,7.32346,2.73057,0,0,0,0.764866,1.31886,0.818779,13,1.35743,3.03073,1.84366,303.941,574.676,12,95.798,14.4308,2,2,1,232,0,1.04977,660,1699.04,633.492,46,12,178,0,0,172,43,0.198276,0.0517241,0.80543,0,0,0.741379,0.19457,0,0,0,0,1,2,0.5,0.00862069,1,0.335357,0.00431034,-0.569137,22086,43.16,22086,8.15877,0,5,2,0,5,0,5,5,0,0,0,2.9819,511.724,305.537,1.16781,5.16744,6.01328,207,0.788973,1.13574,0.94526,219,271.997,523.763,24,22086,22086,0,2,0.285714,24,210,221,1.05882,0.952586,659,113091,67523.6
att48_6,1,2.88255,7.53884,2.81203,0,0,0,0.871095,1.4102,0.814154,15,1.29551,2.84316,1.79854,387.244,751.52,14,119.797,15.9773,2,2,1,298,0,1.04561,852,2246.57,837.984,54,14,236,0,0,228,49,0.181208,0.0469799,0.82807,0,0,0.765101,0.17193,0,0,0,0,1,2,0.5,0.00671141,1,0.331781,0.0033557,-0.531786,64513,56.369,64513,9.32762,0,5,2,0,5,0,5,5,0,0,0,3.01404,1144.48,685.105,1.25656,5.93602,6.90035,269,0.735642,1.03036,0.876457,283,348.62,660.135,28,64513,64513,0,2,0.25,28,211,285,0.838596,0.956376,859,326176,195255
j30_27_5-wet,1,2.77143,15.5127,5.65173,0,0,0,1.79707,1.68945,0.0949574,0,0.432602,2.63299,0.934466,192.935,628.154,54,261.292,5.88264,1,2,1,175,0,1.23239,530,2714.73,989.054,1,0,2,0,0,170,140,0.00571429,0,0.0140845,0,0,0.971429,0.985915,0,0,0,0,1,4,0.25,0.0228571,1,0.292784,0.00571429,-0.872446,4001,53.1421,4001,11.8584,0,1,2,0,1,0,1,1,0,0,0,3.41549,75.2887,46.764,0.810614,4.39706,7.12427,57,1.45361,2.68902,3.50755,200,205.686,769.199,12,4001,4001,0,2,1,123,184,142,2.16197,0.811429,485,10691,6640.49
j30_44_8-wet,1,2.73077,15.363,5.69283,0,0,0,1.78778,1.65587,0.0731359,0,0.321191,2.61178,0.786858,198.777,654.615,54,256.893,5.88264,1,5.88264,3.44132,182,0,1.3,550,2796.06,1036.1,0,0,0,0,0,178,140,0,0,0,0,0,0.978022,1,0,0,0,0,1,4,0.25,0.021978,1,0.28169,0.00549451,-0.86501,3968,52.137,3968,11.7742,0,1,2,0,1,0,1,1,0,0,0,3.55,76.1071,47.0661,0.830406,4.34314,7.0694,55,1.3677,2.89225,3.47403,198,206.742,762.801,11,3968,3968,0,2,1,123,184,140,2.19286,0.769231,497,10655,6589.25
j90_19_7-wet,1,2.48312,14.9305,6.11686,0,0,0,2.86457,2.51538,0.0603253,0,0.148196,2.81466,0.367529,491.86,1728.91,151,784.361,6.30378,1,6.30378,3.65189,474,0,1.20305,1426,7077.06,2899.39,0,0,0,0,0,470,394,0,0,0,0,0,0.991561,1,0,0,0,0,1,4,0.25,0.00843882,1,0.334749,0.0021097,-1.06383,14030,140.718,14030,19.8149,0,1,2,0,1,0,1,1,0,0,0,2.98731,99.703,61.4825,0.625335,7.05117,11.4622,152,1.30004,3.11866,3.77284,391,541.993,2316.18,9,14030,14030,0,2,1,182,182,394,0.923858,0.831224,1177,39283,24224.1
j60_36_8-wet,1,2.45125,14.6133,6.05387,0,0,0,2.22332,1.98856,0.133018,0,0.398112,2.89522,0.629819,381.157,1303.69,102,536.245,6.37504,1,2,1,359,0,1.29137,1087,5246.16,2173.34,6,0,12,0,0,349,266,0.0167131,0,0.0431655,0,0,0.972145,0.956835,0,0,0,0,1,4,0.25,0.0111421,1,0.315909,0.00278552,-0.937131,9605,97.0766,9605,16.6256,0,1,2,0,1,0,1,1,0,0,0,3.16547,98.9424,60.1444,0.729984,5.77884,9.53827,115,1.2912,3.21421,3.79576,265,390.304,1593.75,14,9605,9605,0,2,1,112,122,278,0.841727,0.774373,880,27506,16720.1
j90_10_10-wet,1,2.91928,18.1593,6.28698,0,0,0,3.21214,3.0325,0.0630091,0,0.156111,3.0464,0.356751,470.552,1652.06,151,807.387,6.49185,1,6.49185,4.03841,446,0,1.13198,1342,8099.05,2803.99,0,0,0,0,0,442,394,0,0,0,0,0,0.991031,1,0,0,0,0,1,4,0.25,0.00896861,1,0.302611,0.00224215,-0.936989,17129,147.062,17129,19.8157,0,1,2,0,1,0,1,1,0,0,0,3.30457,116.475,72.3319,0.744287,7.37103,11.8969,152,1.37509,3.22311,3.85872,572,567.897,2384.91,10,17129,17129,0,3,1.5,363,544,394,2.30203,0.883408,1302,45891,28498.8
12__6__8__3,1,4.04709,19.0514,3.30295,0,0,0,1.12012,2.03343,0.834725,0,1.74751,2.24067,1.34785,1929.68,3250.27,49,588.017,12.0004,2,2,1,1168,0,1.95973,2837,22252.1,3857.84,90,449,347,0,0,365,249,0.0770548,0.384418,0.582215,0,0,0.3125,0.417785,0,0,0,0,1,264,0.00378788,0.226027,1,0.126084,0.000856164,-1.13865,11701,16.0437,11701,6.80612,0,0,2,0,5,5,5,5,0,0,0,7.93121,729.322,69.803,0.7675,2.21032,7.08564,353,2.80482,0.68154,1.54102,1297,1525.74,1741.55,57,11701,11701,0,2,0.0350877,880,793,596,2.80705,0.510274,4727,434676,41602.6
12__8__6__3,1,4.13267,19.7907,3.35485,0,0,0,1.11432,2.00204,0.826173,0,1.761,2.22793,1.35766,1859.25,3138.55,49,588.017,12.0004,2,2,1,1108,0,1.97857,2681,21928.1,3717.17,78,425,311,0,0,341,249,0.0703971,0.383574,0.555357,0,0,0.307762,0.444643,0,0,0,0,1,264,0.00378788,0.238267,1,0.122297,0.000902527,-1.21516,11701,15.0771,11701,6.61266,0,0,2,0,5,5,5,5,0,0,0,8.17679,776.079,74.4285,0.722293,2.12881,6.85176,317,2.82678,0.706948,1.58106,1261,1462.51,1705.55,45,11701,11701,0,2,0.0444444,880,793,560,2.9875,0.505415,4579,434604,41680
14__8__6__3,1,4.28881,21.0451,3.41669,0,0,0,1.13495,1.98919,0.809639,0,1.72778,2.13055,1.33666,2311.58,3901.85,57,684.02,12.0004,2,2,1,1340,0,2.17532,3185,28200.5,4578.36,78,525,327,0,0,373,289,0.058209,0.391791,0.530844,0,0,0.278358,0.469156,0,0,0,0,1,364,0.00274725,0.271642,1,0.107186,0.000746269,-1.23095,13651,16.7448,13651,7.56283,0,0,2,0,5,5,5,5,0,0,0,9.32955,815.237,72.0998,0.725305,2.08187,7.78988,333,2.79616,0.724961,1.59454,1381,1692.87,1937.78,45,13651,13651,0,2,0.0444444,1024,817,616,2.98864,0.459701,5747,502186,44413.5
14__10__8__3,1,4.17528,20.0702,3.35361,0,0,0,1.14073,2.0278,0.822701,0,1.73184,2.16537,1.33611,2422.26,4076.87,57,684.02,12.0004,2,2,1,1432,0,2.14371,3421,28740.5,4802.36,98,565,379,0,0,405,289,0.0684358,0.394553,0.567365,0,0,0.282821,0.432635,0,0,0,0,1,364,0.00274725,0.25419,1,0.111724,0.000698324,-1.14794,13651,18.1546,13651,7.84463,0,0,2,0,5,5,5,5,0,0,0,8.9506,751.931,66.1474,0.7738,2.18679,8.15645,385,2.81304,0.691781,1.55293,1433,1790.97,1989.78,57,13651,13651,0,2,0.0350877,1024,817,668,2.75599,0.46648,5979,502290,44186.4
14__6__8__3,1,4.21071,20.3746,3.37074,0,0,0,1.14049,2.01686,0.817423,0,1.72205,2.15069,1.32999,2382,4013.57,57,684.02,12.0004,2,2,1,1400,0,2.14724,3341,28524.5,4719.03,90,549,363,0,0,397,289,0.0642857,0.392143,0.556748,0,0,0.283571,0.443252,0,0,0,0,1,364,0.00274725,0.26,1,0.110602,0.000714286,-1.16388,13651,17.7209,13651,7.75888,0,0,2,0,5,5,5,5,0,0,0,9.04141,770.334,68.0001,0.764165,2.15506,8.03137,369,2.79624,0.701652,1.56049,1417,1756.1,1973.78,57,13651,13651,0,2,0.0350877,1024,817,652,2.82362,0.465714,5895,502258,44336.1
18_3_5,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
24_4_10,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
12_2_10,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
18_3_10,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
12_2_5,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
30-5-6-8,1,2.81409,6.9027,2.18635,0,0,0,1.64715,2.69967,0.579477,30,0.442448,1.80348,1.39047,2533.68,4517.5,31,306.298,9.88059,2,2,1,2243,0,1.02701,5742,15482.7,4903.97,118,59,1105,0,0,1137,1079,0.0526081,0.0263041,0.505952,0,0,0.50691,0.494048,0.0129291,0,29,0,0,0,?,0,1,0.346008,0.000445831,-0.369791,136,7.64186,136,1.01182,0,0,3,5,0,0,5,5,0,5,0,2.89011,17.7967,8.463,1.76855,6.56429,6.90781,2096,0.417112,0.55347,0.420193,3055,2468.76,3043.05,35,1009,504.5,0,2,0.5,1020,994,2184,0.922161,0.973696,6312,38868,18483.2
30-5-6-2,1,2.81409,6.9029,2.18636,0,0,0,1.64715,2.70002,0.579512,30,0.442448,1.80512,1.39047,2533.68,4517.5,31,306.708,9.89381,2,2,1,2243,0,1.02701,5742,15483.2,4904.02,118,59,1105,0,0,1137,1079,0.0526081,0.0263041,0.505952,0,0,0.50691,0.494048,0.0129291,0,29,0,0,0,?,0,1,0.346008,0.000445831,-0.369791,174,9.75801,174,1.33489,0,0,3,5,0,0,5,5,0,5,0,2.89011,17.8315,8.4891,1.76855,6.56087,6.90036,2096,0.417112,0.556806,0.423202,3055,2468.76,3043.46,35,1010,505,0,2,0.5,1020,994,2184,0.922161,0.973696,6312,38944,18540.2
32-4-8-2,1,2.82348,6.99339,2.20169,0,0,0,1.71188,2.80266,0.580135,32,0.424993,1.7745,1.37799,2836.87,5083.12,33,326.811,9.90335,2,2,1,2521,0,1.02563,6446,17630.3,5550.46,126,63,1243,0,0,1277,1215,0.0499802,0.0249901,0.505696,0,0,0.506545,0.494304,0.0122967,0,31,0,0,0,?,0,1,0.345322,0.000396668,-0.357847,192,11.2019,192,1.53392,0,0,3,5,0,0,5,5,0,5,0,2.89585,17.14,8.13662,1.82949,6.65085,7.01556,2364,0.399467,0.534068,0.405426,3451,2767.47,3389.36,37,1010,505,0,2,0.5,1152,1124,2458,0.925956,0.97501,7118,42130,19999.8
32-4-8-5,1,2.82348,6.99335,2.20169,0,0,0,1.71188,2.80258,0.580126,32,0.424993,1.77242,1.37799,2836.87,5083.12,33,326.71,9.90029,2,2,1,2521,0,1.02563,6446,17630.2,5550.45,126,63,1243,0,0,1277,1215,0.0499802,0.0249901,0.505696,0,0,0.506545,0.494304,0.0122967,0,31,0,0,0,?,0,1,0.345322,0.000396668,-0.357847,181,10.5656,181,1.43808,0,0,3,5,0,0,5,5,0,5,0,2.89585,17.131,8.12991,1.82949,6.65167,7.01724,2364,0.399467,0.531286,0.407076,3451,2767.47,3389.26,37,1010,505,0,2,0.5,1152,1124,2458,0.925956,0.97501,7118,42108,19983.3
28-4-7-1,1,2.80363,6.8064,2.17015,0,0,0,1.57996,2.59449,0.579017,28,0.461561,1.83747,1.4069,2246.87,3985,29,286.364,9.87461,2,2,1,1981,0,1.02856,5078,13483.5,4299.06,110,55,975,0,0,1005,951,0.0555275,0.0277638,0.506231,0,0,0.50732,0.493769,0.0136295,0,27,0,0,0,?,0,1,0.346777,0.000504796,-0.383003,136,7.31869,136,0.977289,0,0,3,5,0,0,5,5,0,5,0,2.8837,18.5826,8.86668,1.70553,6.46553,6.78209,1844,0.436553,0.579357,0.442607,2683,2186.43,2714.3,33,1009,504.5,0,2,0.5,896,872,1926,0.917965,0.972236,5554,35790,17077.2
tpp_5_3_30_1,1,6.73832,26.4606,3.92671,0,0,0,1.15246,1.17308,0.0239363,0,0.999709,3.0674,0,207.054,418.156,46,195.95,4.25977,2,7.22882,3.61441,107,0,0.884298,319,2831.28,420.158,75,0,0,0,0,31,121,0.700935,0,0,0,0,0.28972,1,0,0,0,0,1,1,1,0.00934579,1,0.167822,0.00934579,-0.505684,901,39.0197,901,10.9507,0,0,2,0,5,5,5,5,0,0,0,5.95868,23.0909,13.8223,1.64565,3.47189,5.86286,76,1.35712,2.6148,2.45113,121,197.549,485.881,32,901,901,0,10,0.4375,91,693,121,6.47934,1.13084,721,2794,1672.5
tpp_7_3_20_1,1,7.77108,33.8696,4.30745,0,0,0,1.26467,1.26917,0.0260503,0,0.974876,3.23214,0,161.256,336.08,42,179.073,4.39232,2,7.32193,3.66096,83,0,0.805825,247,2811.17,357.518,61,0,0,0,0,21,103,0.73494,0,0,0,0,0.253012,1,0,0,0,0,1,1,1,0.0120482,1,0.15969,0.0120482,-0.659876,821,30.0936,821,10.0956,0,0,2,0,5,5,5,5,0,0,0,6.26214,27.2816,15.0372,1.27344,2.88182,5.31195,62,1.43939,2.36244,2.61906,103,186.347,445.526,22,821,821,0,8,0.909091,83,885,103,9.39806,1.24096,645,2810,1548.83
tpp_6_3_20_1,1,7.1625,29.8181,4.14001,0,0,0,1.20638,1.2139,0.0181646,0,0.99441,2.84019,0,153.894,317.845,39,166.751,4.28112,2,7.49185,3.74593,80,0,0.824742,238,2385.45,331.201,58,0,0,0,0,21,97,0.725,0,0,0,0,0.2625,1,0,0,0,0,1,1,1,0.0125,1,0.169284,0.0125,-0.637909,761,30.0191,761,9.79613,0,0,2,0,5,5,5,5,0,0,0,5.90722,25.3505,14.5002,1.30225,2.9623,5.25894,59,1.43228,2.05451,2.33976,97,169.969,406.875,22,761,761,0,10,0.772727,77,705,97,8.06186,1.2125,573,2459,1406.52
tpp_7_3_30_1,1,8.18584,35.7065,4.31501,0,0,0,1.24661,1.24901,0.0240313,0,0.97297,3.09178,-8.88178e-16,226.8,465.108,52,221.467,4.39232,2,7.32193,3.66096,113,0,0.849624,337,4034.84,487.596,81,0,0,0,0,31,133,0.716814,0,0,0,0,0.274336,1,0,0,0,0,1,1,1,0.00884956,1,0.143784,0.00884956,-0.548686,1021,37.6575,1021,11.4858,0,0,2,0,5,5,5,5,0,0,0,6.95489,27.1128,15.0921,1.56048,3.19154,5.80542,82,1.39383,2.3234,2.54114,133,233.549,575.063,32,1021,1021,0,8,0.625,103,1095,133,9.00752,1.17699,925,3606,2007.25
tpp_4_5_20_1,1,7.57317,32.5479,4.25778,0,0,0,1.24572,1.25086,0.0207947,0,0.981308,2.92439,0,158.868,330.23,41,175.401,4.35712,2,7.64386,3.82193,82,0,0.811881,244,2668.93,349.138,60,0,0,0,0,21,101,0.731707,0,0,0,0,0.256098,1,0,0,0,0,1,1,1,0.0121951,1,0.162641,0.0121951,-0.65278,801,30.0189,801,9.99733,0,0,2,0,5,5,5,5,0,0,0,6.14851,26.6832,14.8842,1.28276,2.90267,5.28637,61,1.43751,2.14428,2.36991,101,180.888,433.163,22,801,801,0,10,0.863636,81,823,101,8.9505,1.23171,621,2695,1503.3
fir_1_3,1,3.03846,18.797,6.62428,0,0,0,1.18481,1.01649,0.0895145,0,0.468167,0.698827,0.468167,31.9069,102.649,16,99.8732,8.31272,2,13.3164,4.12159,26,0,0.787879,79,488.722,172.231,0,0,0,0,0,23,33,0,0,0,0,0,0.884615,1,0,0,0,0,2,3,0.666667,0.115385,1,0.417722,0.0384615,-1.26803,1001,9.57756,1001,5.4699,0,0,2,0,5,0,5,5,0,5,0,2.39394,104.515,58.351,0.459199,1.56814,2.87109,1,1.99257,0.982603,2.12982,48,35.6797,182.444,4,1001,1001,0,3,3,86,63,33,4.51515,1.26923,79,3449,1925.58
ar_1_3,1,3.16216,18.9499,6.60754,0,0,0,1.61002,1.15943,0.0647728,0,0.534488,0.534488,0.179256,44.9069,145.552,32,131.891,7.32001,2,13.3164,4.12159,37,0,0.755102,112,701.148,244.479,0,0,0,0,0,34,49,0,0,0,0,0,0.918919,1,0,0,0,0,2,3,0.666667,0.0810811,1,0.418803,0.027027,-1.04976,1001,11.4574,1001,6.54589,0,0,2,0,5,0,5,5,0,5,0,2.38776,87.3673,45.0435,0.553646,1.59755,3.08982,4,2.1758,1.04328,2.28778,64,49.9674,248.389,5,1001,1001,0,3,3,120,70,49,3.87755,1.32432,117,4281,2207.13
ewf_1_2,1,2.78947,17.8368,6.61503,0,0,0,1.33078,1.26808,0.0567495,0,0.380891,0.380891,0.127419,65.8704,221.052,26,173.113,7.02588,2,13.3164,3.82911,57,0,1.11765,172,1016.7,377.057,0,0,0,0,0,54,51,0,0,0,0,0,0.947368,1,0,0,0,0,2,3,0.666667,0.0526316,1,0.320755,0.0175439,-1.51767,1001,9.70736,1001,6.80384,0,0,2,0,5,0,5,5,0,5,0,3.11765,103.118,45.7193,0.447558,1.27977,2.97139,8,2.34733,0.761105,2.43614,84,74.1553,297.612,6,1001,1001,0,2,2,126,96,51,4.35294,0.894737,159,5259,2331.68
