@RELATION ALGORITHM_RUNS_CSP-Minizinc-Obj-2016

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE algorithm STRING
@ATTRIBUTE obj NUMERIC
@ATTRIBUTE time NUMERIC
@ATTRIBUTE runstatus {ok, timeout, memout, not_applicable, crash, other}

@DATA
n60f7d50m30k10,1,iZplus-free,0.0,1200.0,ok
n60f7d50m30k10,1,MZN/SCIP-free,1,1200,timeout
n60f7d50m30k10,1,Chuffed-free,0.0,5.662,ok
n60f7d50m30k10,1,LCG-Glucose-UC-free,0.0,4.003,ok
n60f7d50m30k10,1,Concrete-free,0.22945205479452055,1200.0,ok
n60f7d50m30k10,1,JaCoP-fd,0.16727549467275496,1200.0,ok
n60f7d50m30k10,1,Mistral-free,0.15205479452054796,1200.0,ok
n60f7d50m30k10,1,OscaR/CBLS-free,0.9,1200.0,ok
n60f7d50m30k10,1,HaifaCSP-free,0.0,56.752,ok
n60f7d50m30k10,1,Gecode-free,0.16727549467275496,1200.0,ok
n60f7d50m30k10,1,OR-Tools-free,0.17480974124809742,1200.0,ok
n60f7d50m30k10,1,SICStus-Prolog-fd,0.17488584474885846,1200.0,ok
n60f7d50m30k10,1,Picat-CP-fd,0.16727549467275496,1200.0,ok
n60f7d50m30k10,1,Picat-SAT-free,0.0,69.41,ok
n60f7d50m30k10,1,MZN/Gurobi-free,0.0,186.373,ok
n60f7d50m30k10,1,MZN/CPLEX-free,0.0,255.24800000000002,ok
n60f7d50m30k10,1,LCG-Glucose-free,0.0,37.86,ok
n60f7d50m30k10,1,MZN/Cbc-free,1,1200,timeout
n60f7d50m30k10,1,Yuck-free,0.208675799086758,1200.0,ok
n60f7d50m30k10,1,Choco-free,0.1671993911719939,1200.0,ok
n60f7d50m30k10,1,MinisatID-free,0.0,223.42600000000002,ok
n60f7d50m30k10,1,G12FD-free,0.1671993911719939,1200.0,ok
n55f2d50m30k3,1,iZplus-free,0.0001314828341855369,1200.0,ok
n55f2d50m30k3,1,MZN/SCIP-free,1,1200,timeout
n55f2d50m30k3,1,Chuffed-free,0.0,1.685,ok
n55f2d50m30k3,1,LCG-Glucose-UC-free,0.0,1.434,ok
n55f2d50m30k3,1,Concrete-free,0.9,1200.0,ok
n55f2d50m30k3,1,JaCoP-fd,0.3547406866325786,1200.0,ok
n55f2d50m30k3,1,Mistral-free,0.0,1200.0,ok
n55f2d50m30k3,1,OscaR/CBLS-free,0.8033601168736304,1200.0,ok
n55f2d50m30k3,1,HaifaCSP-free,0.0,8.294,ok
n55f2d50m30k3,1,Gecode-free,0.3547406866325786,1200.0,ok
n55f2d50m30k3,1,OR-Tools-free,0.3547406866325786,1200.0,ok
n55f2d50m30k3,1,SICStus-Prolog-fd,1,1200,timeout
n55f2d50m30k3,1,Picat-CP-fd,0.3547406866325786,1200.0,ok
n55f2d50m30k3,1,Picat-SAT-free,0.0,46.119,ok
n55f2d50m30k3,1,MZN/Gurobi-free,0.0,44.294000000000004,ok
n55f2d50m30k3,1,MZN/CPLEX-free,0.0,34.698,ok
n55f2d50m30k3,1,LCG-Glucose-free,0.0,8.333,ok
n55f2d50m30k3,1,MZN/Cbc-free,1,1200,timeout
n55f2d50m30k3,1,Yuck-free,0.45335281227173124,1200.0,ok
n55f2d50m30k3,1,Choco-free,0.3547406866325786,1200.0,ok
n55f2d50m30k3,1,MinisatID-free,0.0,38.875,ok
n55f2d50m30k3,1,G12FD-free,1,1200,timeout
n180f7d50m30k18,1,iZplus-free,1.5170670037926676e-05,1200.0,ok
n180f7d50m30k18,1,MZN/SCIP-free,1,1200,timeout
n180f7d50m30k18,1,Chuffed-free,0.0,68.519,ok
n180f7d50m30k18,1,LCG-Glucose-UC-free,0.0,17.583000000000002,ok
n180f7d50m30k18,1,Concrete-free,1,1200,timeout
n180f7d50m30k18,1,JaCoP-fd,0.15163084702907711,1200.0,ok
n180f7d50m30k18,1,Mistral-free,0.13486725663716814,1200.0,ok
n180f7d50m30k18,1,OscaR/CBLS-free,0.30913274336283186,1200.0,ok
n180f7d50m30k18,1,HaifaCSP-free,0.0,503.553,ok
n180f7d50m30k18,1,Gecode-free,0.14707964601769913,1200.0,ok
n180f7d50m30k18,1,OR-Tools-free,0.1607180783817952,1200.0,ok
n180f7d50m30k18,1,SICStus-Prolog-fd,0.1622503160556258,1200.0,ok
n180f7d50m30k18,1,Picat-CP-fd,0.15163084702907711,1200.0,ok
n180f7d50m30k18,1,Picat-SAT-free,0.5472970922882427,1200.0,ok
n180f7d50m30k18,1,MZN/Gurobi-free,1,1200,timeout
n180f7d50m30k18,1,MZN/CPLEX-free,1,1200,timeout
n180f7d50m30k18,1,LCG-Glucose-free,0.0,196.93200000000002,ok
n180f7d50m30k18,1,MZN/Cbc-free,1,1200,timeout
n180f7d50m30k18,1,Yuck-free,0.9,1200.0,ok
n180f7d50m30k18,1,Choco-free,0.1652692793931732,1200.0,ok
n180f7d50m30k18,1,MinisatID-free,0.4347458912768647,1200.0,ok
n180f7d50m30k18,1,G12FD-free,0.18043994943109987,1200.0,ok
n25f5d20m10k3,1,iZplus-free,0.0,3.642,ok
n25f5d20m10k3,1,MZN/SCIP-free,0.0,105.303,ok
n25f5d20m10k3,1,Chuffed-free,0.0,0.518,ok
n25f5d20m10k3,1,LCG-Glucose-UC-free,0.0,0.484,ok
n25f5d20m10k3,1,Concrete-free,0.243609022556391,1200.0,ok
n25f5d20m10k3,1,JaCoP-fd,0.9,1200.0,ok
n25f5d20m10k3,1,Mistral-free,0.0,4.474,ok
n25f5d20m10k3,1,OscaR/CBLS-free,0.11390977443609024,1200.0,ok
n25f5d20m10k3,1,HaifaCSP-free,0.0,2.2,ok
n25f5d20m10k3,1,Gecode-free,0.9,1200.0,ok
n25f5d20m10k3,1,OR-Tools-free,0.9,1200.0,ok
n25f5d20m10k3,1,SICStus-Prolog-fd,1,1200,timeout
n25f5d20m10k3,1,Picat-CP-fd,0.9,1200.0,ok
n25f5d20m10k3,1,Picat-SAT-free,0.0,9.125,ok
n25f5d20m10k3,1,MZN/Gurobi-free,0.0,3.436,ok
n25f5d20m10k3,1,MZN/CPLEX-free,0.0,5.904,ok
n25f5d20m10k3,1,LCG-Glucose-free,0.0,1.095,ok
n25f5d20m10k3,1,MZN/Cbc-free,0.0,64.306,ok
n25f5d20m10k3,1,Yuck-free,0.022556390977443608,1200.0,ok
n25f5d20m10k3,1,Choco-free,0.9,1200.0,ok
n25f5d20m10k3,1,MinisatID-free,0.0,4.761,ok
n25f5d20m10k3,1,G12FD-free,0.6766917293233082,1200.0,ok
j30_15_5,1,iZplus-free,0.0,9.836,ok
j30_15_5,1,MZN/SCIP-free,0.0,904.807,ok
j30_15_5,1,Chuffed-free,0.0,2.0260000000000002,ok
j30_15_5,1,LCG-Glucose-UC-free,0.0,1.706,ok
j30_15_5,1,Concrete-free,0.21951219512195122,1200.0,ok
j30_15_5,1,JaCoP-fd,0.021951219512195124,1200.0,ok
j30_15_5,1,Mistral-free,1,1200,timeout
j30_15_5,1,OscaR/CBLS-free,0.0,1200.0,ok
j30_15_5,1,HaifaCSP-free,0.0,48.378,ok
j30_15_5,1,Gecode-free,0.0,43.835,ok
j30_15_5,1,OR-Tools-free,0.0,323.188,ok
j30_15_5,1,SICStus-Prolog-fd,0.0,11.124,ok
j30_15_5,1,Picat-CP-fd,0.04390243902439025,1200.0,ok
j30_15_5,1,Picat-SAT-free,0.0,62.718,ok
j30_15_5,1,MZN/Gurobi-free,0.0,315.692,ok
j30_15_5,1,MZN/CPLEX-free,0.0,82.791,ok
j30_15_5,1,LCG-Glucose-free,0.0,3.731,ok
j30_15_5,1,MZN/Cbc-free,0.06585365853658537,1200.0,ok
j30_15_5,1,Yuck-free,0.8999999999999999,1200.0,ok
j30_15_5,1,Choco-free,0.0,2.487,ok
j30_15_5,1,MinisatID-free,0.0,188.494,ok
j30_15_5,1,G12FD-free,0.0,495.262,ok
j30_1_10,1,iZplus-free,1,65.745,ok
j30_1_10,1,MZN/SCIP-free,1,14.506,ok
j30_1_10,1,Chuffed-free,1,27.707,ok
j30_1_10,1,LCG-Glucose-UC-free,1,5.219,ok
j30_1_10,1,Concrete-free,1,16.959,ok
j30_1_10,1,JaCoP-fd,1,1200,timeout
j30_1_10,1,Mistral-free,1,5.347,ok
j30_1_10,1,OscaR/CBLS-free,1,1200,timeout
j30_1_10,1,HaifaCSP-free,1,15.079,ok
j30_1_10,1,Gecode-free,1,389.21500000000003,ok
j30_1_10,1,OR-Tools-free,1,897.653,ok
j30_1_10,1,SICStus-Prolog-fd,1,1200,timeout
j30_1_10,1,Picat-CP-fd,1,1200,timeout
j30_1_10,1,Picat-SAT-free,1,104.85900000000001,ok
j30_1_10,1,MZN/Gurobi-free,1,2.701,ok
j30_1_10,1,MZN/CPLEX-free,1,3.0580000000000003,ok
j30_1_10,1,LCG-Glucose-free,1,2.136,ok
j30_1_10,1,MZN/Cbc-free,1,16.839,ok
j30_1_10,1,Yuck-free,1,1200,timeout
j30_1_10,1,Choco-free,1,244.25900000000001,ok
j30_1_10,1,MinisatID-free,1,73.031,ok
j30_1_10,1,G12FD-free,1,5.699,ok
j30_37_4,1,iZplus-free,0.03461538461538462,1200.0,ok
j30_37_4,1,MZN/SCIP-free,0.45000000000000007,1200.0,ok
j30_37_4,1,Chuffed-free,0.0,1200.0,ok
j30_37_4,1,LCG-Glucose-UC-free,0.0,241.4,ok
j30_37_4,1,Concrete-free,0.34615384615384615,1200.0,ok
j30_37_4,1,JaCoP-fd,0.2076923076923077,1200.0,ok
j30_37_4,1,Mistral-free,1,1200,timeout
j30_37_4,1,OscaR/CBLS-free,0.01730769230769231,1200.0,ok
j30_37_4,1,HaifaCSP-free,0.10384615384615385,1200.0,ok
j30_37_4,1,Gecode-free,0.03461538461538462,1200.0,ok
j30_37_4,1,OR-Tools-free,0.1903846153846154,1200.0,ok
j30_37_4,1,SICStus-Prolog-fd,0.051923076923076926,1200.0,ok
j30_37_4,1,Picat-CP-fd,0.2076923076923077,1200.0,ok
j30_37_4,1,Picat-SAT-free,0.01730769230769231,1200.0,ok
j30_37_4,1,MZN/Gurobi-free,0.17307692307692307,1200.0,ok
j30_37_4,1,MZN/CPLEX-free,0.13846153846153847,1200.0,ok
j30_37_4,1,LCG-Glucose-free,0.0,162.23,ok
j30_37_4,1,MZN/Cbc-free,0.27692307692307694,1200.0,ok
j30_37_4,1,Yuck-free,0.9000000000000001,1200.0,ok
j30_37_4,1,Choco-free,0.01730769230769231,1200.0,ok
j30_37_4,1,MinisatID-free,0.01730769230769231,1200.0,ok
j30_37_4,1,G12FD-free,0.45000000000000007,1200.0,ok
j30_53_3,1,iZplus-free,0.0,254.38500000000002,ok
j30_53_3,1,MZN/SCIP-free,0.0,1200.0,ok
j30_53_3,1,Chuffed-free,0.0,18.959,ok
j30_53_3,1,LCG-Glucose-UC-free,0.0,4.3260000000000005,ok
j30_53_3,1,Concrete-free,0.4411764705882353,1200.0,ok
j30_53_3,1,JaCoP-fd,0.10588235294117648,1200.0,ok
j30_53_3,1,Mistral-free,1,1200,timeout
j30_53_3,1,OscaR/CBLS-free,0.0,1200.0,ok
j30_53_3,1,HaifaCSP-free,0.0,161.141,ok
j30_53_3,1,Gecode-free,0.05294117647058824,1200.0,ok
j30_53_3,1,OR-Tools-free,0.07058823529411765,1200.0,ok
j30_53_3,1,SICStus-Prolog-fd,0.01764705882352941,1200.0,ok
j30_53_3,1,Picat-CP-fd,0.10588235294117648,1200.0,ok
j30_53_3,1,Picat-SAT-free,0.0,109.011,ok
j30_53_3,1,MZN/Gurobi-free,0.0,1200.0,ok
j30_53_3,1,MZN/CPLEX-free,0.0,723.1320000000001,ok
j30_53_3,1,LCG-Glucose-free,0.0,7.165,ok
j30_53_3,1,MZN/Cbc-free,0.05294117647058824,1200.0,ok
j30_53_3,1,Yuck-free,0.9,1200.0,ok
j30_53_3,1,Choco-free,0.0,1200.0,ok
j30_53_3,1,MinisatID-free,0.0,335.363,ok
j30_53_3,1,G12FD-free,0.24705882352941175,1200.0,ok
j30_17_10,1,iZplus-free,0.0,12.002,ok
j30_17_10,1,MZN/SCIP-free,0.0,166.719,ok
j30_17_10,1,Chuffed-free,0.0,1.73,ok
j30_17_10,1,LCG-Glucose-UC-free,0.0,1.712,ok
j30_17_10,1,Concrete-free,0.0,164.105,ok
j30_17_10,1,JaCoP-fd,0.0,918.142,ok
j30_17_10,1,Mistral-free,0.1875,1200.0,ok
j30_17_10,1,OscaR/CBLS-free,0.0,1200.0,ok
j30_17_10,1,HaifaCSP-free,0.0,52.152,ok
j30_17_10,1,Gecode-free,0.0,166.228,ok
j30_17_10,1,OR-Tools-free,0.0,281.243,ok
j30_17_10,1,SICStus-Prolog-fd,0.0,814.842,ok
j30_17_10,1,Picat-CP-fd,0.13125,1200.0,ok
j30_17_10,1,Picat-SAT-free,0.0,52.666000000000004,ok
j30_17_10,1,MZN/Gurobi-free,0.0,4.189,ok
j30_17_10,1,MZN/CPLEX-free,0.0,6.493,ok
j30_17_10,1,LCG-Glucose-free,0.0,4.072,ok
j30_17_10,1,MZN/Cbc-free,0.0,784.471,ok
j30_17_10,1,Yuck-free,0.9,1200.0,ok
j30_17_10,1,Choco-free,0.0,1.8900000000000001,ok
j30_17_10,1,MinisatID-free,0.0,68.815,ok
j30_17_10,1,G12FD-free,0.0,2.676,ok
rat99_6,1,iZplus-free,0.0,8.754,ok
rat99_6,1,MZN/SCIP-free,0.0,224.215,ok
rat99_6,1,Chuffed-free,0.0,11.184000000000001,ok
rat99_6,1,LCG-Glucose-UC-free,0.0,2.977,ok
rat99_6,1,Concrete-free,1,1200,timeout
rat99_6,1,JaCoP-fd,0.0,853.624,ok
rat99_6,1,Mistral-free,0.0,6.647,ok
rat99_6,1,OscaR/CBLS-free,0.0,1200.0,ok
rat99_6,1,HaifaCSP-free,0.0,105.002,ok
rat99_6,1,Gecode-free,0.0,492.481,ok
rat99_6,1,OR-Tools-free,0.0,232.635,ok
rat99_6,1,SICStus-Prolog-fd,0.0,740.399,ok
rat99_6,1,Picat-CP-fd,0.03829787234042553,1200.0,ok
rat99_6,1,Picat-SAT-free,0.0,19.990000000000002,ok
rat99_6,1,MZN/Gurobi-free,0.0,988.429,ok
rat99_6,1,MZN/CPLEX-free,0.0,568.744,ok
rat99_6,1,LCG-Glucose-free,0.0,1.992,ok
rat99_6,1,MZN/Cbc-free,0.9000000000000001,1200.0,ok
rat99_6,1,Yuck-free,0.0,1200.0,ok
rat99_6,1,Choco-free,0.0,213.353,ok
rat99_6,1,MinisatID-free,0.0,26.019000000000002,ok
rat99_6,1,G12FD-free,0.0,1073.225,ok
st70_5,1,iZplus-free,0.0,1200.0,ok
st70_5,1,MZN/SCIP-free,0.0,400.789,ok
st70_5,1,Chuffed-free,0.0,5.023,ok
st70_5,1,LCG-Glucose-UC-free,0.0,9.289,ok
st70_5,1,Concrete-free,0.9,1200.0,ok
st70_5,1,JaCoP-fd,0.0,112.849,ok
st70_5,1,Mistral-free,0.0,46.932,ok
st70_5,1,OscaR/CBLS-free,0.0,1200.0,ok
st70_5,1,HaifaCSP-free,0.0,57.297000000000004,ok
st70_5,1,Gecode-free,0.0,62.884,ok
st70_5,1,OR-Tools-free,0.0,65.413,ok
st70_5,1,SICStus-Prolog-fd,0.0,111.881,ok
st70_5,1,Picat-CP-fd,0.0,264.04,ok
st70_5,1,Picat-SAT-free,0.0,13.796000000000001,ok
st70_5,1,MZN/Gurobi-free,0.0,257.371,ok
st70_5,1,MZN/CPLEX-free,0.0,309.115,ok
st70_5,1,LCG-Glucose-free,0.0,1.002,ok
st70_5,1,MZN/Cbc-free,0.15254237288135594,1200.0,ok
st70_5,1,Yuck-free,0.0,1200.0,ok
st70_5,1,Choco-free,0.0,100.837,ok
st70_5,1,MinisatID-free,0.0,12.83,ok
st70_5,1,G12FD-free,0.0,666.714,ok
rat99_5,1,iZplus-free,0.0,4.7250000000000005,ok
rat99_5,1,MZN/SCIP-free,0.0,71.495,ok
rat99_5,1,Chuffed-free,0.0,3.152,ok
rat99_5,1,LCG-Glucose-UC-free,0.0,1.715,ok
rat99_5,1,Concrete-free,0.9,1200.0,ok
rat99_5,1,JaCoP-fd,0.0,45.27,ok
rat99_5,1,Mistral-free,0.0,1.6,ok
rat99_5,1,OscaR/CBLS-free,0.0,1200.0,ok
rat99_5,1,HaifaCSP-free,0.0,8.026,ok
rat99_5,1,Gecode-free,0.0,26.164,ok
rat99_5,1,OR-Tools-free,0.0,25.516000000000002,ok
rat99_5,1,SICStus-Prolog-fd,0.0,45.339,ok
rat99_5,1,Picat-CP-fd,0.0,67.361,ok
rat99_5,1,Picat-SAT-free,0.0,10.438,ok
rat99_5,1,MZN/Gurobi-free,0.0,75.922,ok
rat99_5,1,MZN/CPLEX-free,0.0,209.18800000000002,ok
rat99_5,1,LCG-Glucose-free,0.0,0.272,ok
rat99_5,1,MZN/Cbc-free,0.8526315789473684,1200.0,ok
rat99_5,1,Yuck-free,0.0,1200.0,ok
rat99_5,1,Choco-free,0.0,12.112,ok
rat99_5,1,MinisatID-free,0.0,6.678,ok
rat99_5,1,G12FD-free,0.0,194.769,ok
ulysses22_5,1,iZplus-free,0.0,1200.0,ok
ulysses22_5,1,MZN/SCIP-free,0.0,65.607,ok
ulysses22_5,1,Chuffed-free,0.0,9.159,ok
ulysses22_5,1,LCG-Glucose-UC-free,0.0,110.028,ok
ulysses22_5,1,Concrete-free,0.9,1200.0,ok
ulysses22_5,1,JaCoP-fd,0.0,741.254,ok
ulysses22_5,1,Mistral-free,0.0,1.834,ok
ulysses22_5,1,OscaR/CBLS-free,0.0,1200.0,ok
ulysses22_5,1,HaifaCSP-free,0.0,5.779,ok
ulysses22_5,1,Gecode-free,0.0,416.002,ok
ulysses22_5,1,OR-Tools-free,0.0,416.935,ok
ulysses22_5,1,SICStus-Prolog-fd,0.0,678.476,ok
ulysses22_5,1,Picat-CP-fd,0.0,1078.34,ok
ulysses22_5,1,Picat-SAT-free,0.0,17.942,ok
ulysses22_5,1,MZN/Gurobi-free,0.0,38.858000000000004,ok
ulysses22_5,1,MZN/CPLEX-free,0.0,1200.0,ok
ulysses22_5,1,LCG-Glucose-free,0.0,2.982,ok
ulysses22_5,1,MZN/Cbc-free,0.13638360175695463,1200.0,ok
ulysses22_5,1,Yuck-free,0.0,1200.0,ok
ulysses22_5,1,Choco-free,0.0,277.434,ok
ulysses22_5,1,MinisatID-free,0.0,2.5180000000000002,ok
ulysses22_5,1,G12FD-free,0.6568814055636897,1200.0,ok
att48_6,1,iZplus-free,0.0,1200.0,ok
att48_6,1,MZN/SCIP-free,0.028116551516972066,1200.0,ok
att48_6,1,Chuffed-free,0.0,59.808,ok
att48_6,1,LCG-Glucose-UC-free,1,1200,timeout
att48_6,1,Concrete-free,0.9,1200.0,ok
att48_6,1,JaCoP-fd,0.0,1200.0,ok
att48_6,1,Mistral-free,0.0,1200.0,ok
att48_6,1,OscaR/CBLS-free,0.0,1200.0,ok
att48_6,1,HaifaCSP-free,1,1200,timeout
att48_6,1,Gecode-free,0.0,1200.0,ok
att48_6,1,OR-Tools-free,0.0,1200.0,ok
att48_6,1,SICStus-Prolog-fd,0.036565034544908386,1200.0,ok
att48_6,1,Picat-CP-fd,0.27055422048663264,1200.0,ok
att48_6,1,Picat-SAT-free,0.0,88.888,ok
att48_6,1,MZN/Gurobi-free,0.0,1200.0,ok
att48_6,1,MZN/CPLEX-free,0.04764944427756083,1200.0,ok
att48_6,1,LCG-Glucose-free,0.0,147.968,ok
att48_6,1,MZN/Cbc-free,0.42560078101531995,1200.0,ok
att48_6,1,Yuck-free,0.0,1200.0,ok
att48_6,1,Choco-free,0.0,1106.9470000000001,ok
att48_6,1,MinisatID-free,0.0,914.5310000000001,ok
att48_6,1,G12FD-free,0.0814433763893061,1200.0,ok
j30_27_5-wet,1,iZplus-free,0.0,5.804,ok
j30_27_5-wet,1,MZN/SCIP-free,0.0,38.77,ok
j30_27_5-wet,1,Chuffed-free,0.0,1.042,ok
j30_27_5-wet,1,LCG-Glucose-UC-free,0.0,0.076,ok
j30_27_5-wet,1,Concrete-free,0.0,1200.0,ok
j30_27_5-wet,1,JaCoP-fd,0.0,328.345,ok
j30_27_5-wet,1,Mistral-free,0.0,4.343,ok
j30_27_5-wet,1,OscaR/CBLS-free,0.0,1200.0,ok
j30_27_5-wet,1,HaifaCSP-free,0.0,5.2410000000000005,ok
j30_27_5-wet,1,Gecode-free,0.0,232.171,ok
j30_27_5-wet,1,OR-Tools-free,0.0,202.209,ok
j30_27_5-wet,1,SICStus-Prolog-fd,0.0,213.75900000000001,ok
j30_27_5-wet,1,Picat-CP-fd,0.9000000000000001,1200.0,ok
j30_27_5-wet,1,Picat-SAT-free,0.0,32.63,ok
j30_27_5-wet,1,MZN/Gurobi-free,0.0,1.3980000000000001,ok
j30_27_5-wet,1,MZN/CPLEX-free,0.0,1.881,ok
j30_27_5-wet,1,LCG-Glucose-free,0.0,0.363,ok
j30_27_5-wet,1,MZN/Cbc-free,0.0,9.323,ok
j30_27_5-wet,1,Yuck-free,0.0,1200.0,ok
j30_27_5-wet,1,Choco-free,0.0,5.66,ok
j30_27_5-wet,1,MinisatID-free,0.0,21.506,ok
j30_27_5-wet,1,G12FD-free,0.0,1200.0,ok
j30_44_8-wet,1,iZplus-free,0.0,8.523,ok
j30_44_8-wet,1,MZN/SCIP-free,0.0,11.539,ok
j30_44_8-wet,1,Chuffed-free,0.0,1.193,ok
j30_44_8-wet,1,LCG-Glucose-UC-free,0.0,0.053,ok
j30_44_8-wet,1,Concrete-free,0.0,52.348,ok
j30_44_8-wet,1,JaCoP-fd,0.0,152.887,ok
j30_44_8-wet,1,Mistral-free,0.0,15.933,ok
j30_44_8-wet,1,OscaR/CBLS-free,0.0,1200.0,ok
j30_44_8-wet,1,HaifaCSP-free,0.0,5.353,ok
j30_44_8-wet,1,Gecode-free,0.0,127.10900000000001,ok
j30_44_8-wet,1,OR-Tools-free,0.0,142.873,ok
j30_44_8-wet,1,SICStus-Prolog-fd,0.0,108.697,ok
j30_44_8-wet,1,Picat-CP-fd,0.9,1200.0,ok
j30_44_8-wet,1,Picat-SAT-free,0.0,31.07,ok
j30_44_8-wet,1,MZN/Gurobi-free,0.0,1.416,ok
j30_44_8-wet,1,MZN/CPLEX-free,0.0,1.172,ok
j30_44_8-wet,1,LCG-Glucose-free,0.0,0.335,ok
j30_44_8-wet,1,MZN/Cbc-free,0.0,6.905,ok
j30_44_8-wet,1,Yuck-free,0.007258064516129033,1200.0,ok
j30_44_8-wet,1,Choco-free,0.0,7.299,ok
j30_44_8-wet,1,MinisatID-free,0.0,35.856,ok
j30_44_8-wet,1,G12FD-free,0.0,84.394,ok
j90_19_7-wet,1,iZplus-free,0.0,1200.0,ok
j90_19_7-wet,1,MZN/SCIP-free,0.8012779552715654,1200.0,ok
j90_19_7-wet,1,Chuffed-free,0.04888178913738019,1200.0,ok
j90_19_7-wet,1,LCG-Glucose-UC-free,0.0,13.254,ok
j90_19_7-wet,1,Concrete-free,0.11405750798722046,1200.0,ok
j90_19_7-wet,1,JaCoP-fd,0.8980830670926518,1200.0,ok
j90_19_7-wet,1,Mistral-free,1,1200,timeout
j90_19_7-wet,1,OscaR/CBLS-free,0.010543130990415336,1200.0,ok
j90_19_7-wet,1,HaifaCSP-free,0.10447284345047925,1200.0,ok
j90_19_7-wet,1,Gecode-free,0.8961661341853036,1200.0,ok
j90_19_7-wet,1,OR-Tools-free,0.8942492012779554,1200.0,ok
j90_19_7-wet,1,SICStus-Prolog-fd,0.8961661341853036,1200.0,ok
j90_19_7-wet,1,Picat-CP-fd,0.9,1200.0,ok
j90_19_7-wet,1,Picat-SAT-free,0.07284345047923323,1200.0,ok
j90_19_7-wet,1,MZN/Gurobi-free,0.0,27.663,ok
j90_19_7-wet,1,MZN/CPLEX-free,0.0,25.061,ok
j90_19_7-wet,1,LCG-Glucose-free,0.05559105431309905,1200.0,ok
j90_19_7-wet,1,MZN/Cbc-free,0.010543130990415336,1200.0,ok
j90_19_7-wet,1,Yuck-free,0.021086261980830672,1200.0,ok
j90_19_7-wet,1,Choco-free,0.46773162939297125,1200.0,ok
j90_19_7-wet,1,MinisatID-free,0.6853035143769968,1200.0,ok
j90_19_7-wet,1,G12FD-free,0.6220447284345049,1200.0,ok
j60_36_8-wet,1,iZplus-free,0.0,1200.0,ok
j60_36_8-wet,1,MZN/SCIP-free,0.0,250.28900000000002,ok
j60_36_8-wet,1,Chuffed-free,0.026153846153846156,1200.0,ok
j60_36_8-wet,1,LCG-Glucose-UC-free,0.0,0.149,ok
j60_36_8-wet,1,Concrete-free,0.20615384615384616,1200.0,ok
j60_36_8-wet,1,JaCoP-fd,0.8876923076923078,1200.0,ok
j60_36_8-wet,1,Mistral-free,1,1200,timeout
j60_36_8-wet,1,OscaR/CBLS-free,0.0,1200.0,ok
j60_36_8-wet,1,HaifaCSP-free,0.07384615384615385,1200.0,ok
j60_36_8-wet,1,Gecode-free,0.8815384615384616,1200.0,ok
j60_36_8-wet,1,OR-Tools-free,0.8738461538461538,1200.0,ok
j60_36_8-wet,1,SICStus-Prolog-fd,0.8415384615384616,1200.0,ok
j60_36_8-wet,1,Picat-CP-fd,0.9,1200.0,ok
j60_36_8-wet,1,Picat-SAT-free,0.0,281.496,ok
j60_36_8-wet,1,MZN/Gurobi-free,0.0,3.989,ok
j60_36_8-wet,1,MZN/CPLEX-free,0.0,3.476,ok
j60_36_8-wet,1,LCG-Glucose-free,0.010769230769230769,1200.0,ok
j60_36_8-wet,1,MZN/Cbc-free,0.0,42.688,ok
j60_36_8-wet,1,Yuck-free,0.012307692307692308,1200.0,ok
j60_36_8-wet,1,Choco-free,0.5907692307692308,1200.0,ok
j60_36_8-wet,1,MinisatID-free,0.04153846153846154,1200.0,ok
j60_36_8-wet,1,G12FD-free,0.5492307692307693,1200.0,ok
j90_10_10-wet,1,iZplus-free,0.00472027972027972,1200.0,ok
j90_10_10-wet,1,MZN/SCIP-free,0.2727272727272727,1200.0,ok
j90_10_10-wet,1,Chuffed-free,0.018356643356643356,1200.0,ok
j90_10_10-wet,1,LCG-Glucose-UC-free,0.0,46.2,ok
j90_10_10-wet,1,Concrete-free,0.17832167832167833,1200.0,ok
j90_10_10-wet,1,JaCoP-fd,0.6047202797202798,1200.0,ok
j90_10_10-wet,1,Mistral-free,1,1200,timeout
j90_10_10-wet,1,OscaR/CBLS-free,0.005244755244755245,1200.0,ok
j90_10_10-wet,1,HaifaCSP-free,0.15629370629370629,1200.0,ok
j90_10_10-wet,1,Gecode-free,0.5931818181818181,1200.0,ok
j90_10_10-wet,1,OR-Tools-free,0.5979020979020979,1200.0,ok
j90_10_10-wet,1,SICStus-Prolog-fd,0.5989510489510489,1200.0,ok
j90_10_10-wet,1,Picat-CP-fd,0.7667832167832167,1200.0,ok
j90_10_10-wet,1,Picat-SAT-free,1,1200,timeout
j90_10_10-wet,1,MZN/Gurobi-free,0.007867132867132868,1200.0,ok
j90_10_10-wet,1,MZN/CPLEX-free,0.016783216783216783,1200.0,ok
j90_10_10-wet,1,LCG-Glucose-free,0.09860139860139862,1200.0,ok
j90_10_10-wet,1,MZN/Cbc-free,1,1200,timeout
j90_10_10-wet,1,Yuck-free,0.03251748251748252,1200.0,ok
j90_10_10-wet,1,Choco-free,0.493006993006993,1200.0,ok
j90_10_10-wet,1,MinisatID-free,0.3267482517482518,1200.0,ok
j90_10_10-wet,1,G12FD-free,0.9,1200.0,ok
12__6__8__3,1,iZplus-free,0,0.6940000000000001,ok
12__6__8__3,1,MZN/SCIP-free,0,15.627,ok
12__6__8__3,1,Chuffed-free,0,0.20500000000000002,ok
