@RELATION FEATURE_VALUES_MIP-2016

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE probtype NUMERIC
@ATTRIBUTE n_vars NUMERIC
@ATTRIBUTE n_constr NUMERIC
@ATTRIBUTE n_nzcnt NUMERIC
@ATTRIBUTE nq_vars NUMERIC
@ATTRIBUTE nq_constr NUMERIC
@ATTRIBUTE nq_nzcnt NUMERIC
@ATTRIBUTE lp_avg NUMERIC
@ATTRIBUTE lp_l2_avg NUMERIC
@ATTRIBUTE lp_linf NUMERIC
@ATTRIBUTE lp_objval NUMERIC
@ATTRIBUTE num_b_variables NUMERIC
@ATTRIBUTE num_i_variables NUMERIC
@ATTRIBUTE num_c_variables NUMERIC
@ATTRIBUTE num_s_variables NUMERIC
@ATTRIBUTE num_n_variables NUMERIC
@ATTRIBUTE ratio_b_variables NUMERIC
@ATTRIBUTE ratio_i_variables NUMERIC
@ATTRIBUTE ratio_c_variables NUMERIC
@ATTRIBUTE ratio_s_variables NUMERIC
@ATTRIBUTE ratio_n_variables NUMERIC
@ATTRIBUTE num_i+_variables NUMERIC
@ATTRIBUTE ratio_i+_variables NUMERIC
@ATTRIBUTE num_unbounded_disc NUMERIC
@ATTRIBUTE ratio_unbounded_disc NUMERIC
@ATTRIBUTE support_size_avg NUMERIC
@ATTRIBUTE support_size_median NUMERIC
@ATTRIBUTE support_size_varcoef NUMERIC
@ATTRIBUTE support_size_q90mq10 NUMERIC
@ATTRIBUTE rhs_c_0_avg NUMERIC
@ATTRIBUTE rhs_c_0_varcoef NUMERIC
@ATTRIBUTE rhs_c_1_avg NUMERIC
@ATTRIBUTE rhs_c_1_varcoef NUMERIC
@ATTRIBUTE rhs_c_2_avg NUMERIC
@ATTRIBUTE rhs_c_2_varcoef NUMERIC
@ATTRIBUTE vcg_constr_deg0_avg NUMERIC
@ATTRIBUTE vcg_constr_deg0_median NUMERIC
@ATTRIBUTE vcg_constr_deg0_varcoef NUMERIC
@ATTRIBUTE vcg_constr_deg0_q90mq10 NUMERIC
@ATTRIBUTE vcg_var_deg0_avg NUMERIC
@ATTRIBUTE vcg_var_deg0_median NUMERIC
@ATTRIBUTE vcg_var_deg0_varcoef NUMERIC
@ATTRIBUTE vcg_var_deg0_q90mq10 NUMERIC
@ATTRIBUTE vcg_constr_weight0_avg NUMERIC
@ATTRIBUTE vcg_constr_weight0_varcoef NUMERIC
@ATTRIBUTE vcg_var_weight0_avg NUMERIC
@ATTRIBUTE vcg_var_weight0_varcoef NUMERIC
@ATTRIBUTE A_ij_normalized0_avg NUMERIC
@ATTRIBUTE A_ij_normalized0_varcoef NUMERIC
@ATTRIBUTE a_normalized_varcoefs0_avg NUMERIC
@ATTRIBUTE a_normalized_varcoefs0_varcoef NUMERIC
@ATTRIBUTE obj_coefs0_avg NUMERIC
@ATTRIBUTE obj_coefs0_std NUMERIC
@ATTRIBUTE obj_coef_per_constr0_avg NUMERIC
@ATTRIBUTE obj_coef_per_constr0_std NUMERIC
@ATTRIBUTE obj_coef_per_sqr_constr0_avg NUMERIC
@ATTRIBUTE obj_coef_per_sqr_constr0_std NUMERIC
@ATTRIBUTE vcg_constr_deg1_avg NUMERIC
@ATTRIBUTE vcg_constr_deg1_median NUMERIC
@ATTRIBUTE vcg_constr_deg1_varcoef NUMERIC
@ATTRIBUTE vcg_constr_deg1_q90mq10 NUMERIC
@ATTRIBUTE vcg_var_deg1_avg NUMERIC
@ATTRIBUTE vcg_var_deg1_median NUMERIC
@ATTRIBUTE vcg_var_deg1_varcoef NUMERIC
@ATTRIBUTE vcg_var_deg1_q90mq10 NUMERIC
@ATTRIBUTE vcg_constr_weight1_avg NUMERIC
@ATTRIBUTE vcg_constr_weight1_varcoef NUMERIC
@ATTRIBUTE vcg_var_weight1_avg NUMERIC
@ATTRIBUTE vcg_var_weight1_varcoef NUMERIC
@ATTRIBUTE A_ij_normalized1_avg NUMERIC
@ATTRIBUTE A_ij_normalized1_varcoef NUMERIC
@ATTRIBUTE a_normalized_varcoefs1_avg NUMERIC
@ATTRIBUTE a_normalized_varcoefs1_varcoef NUMERIC
@ATTRIBUTE obj_coefs1_avg NUMERIC
@ATTRIBUTE obj_coefs1_std NUMERIC
@ATTRIBUTE obj_coef_per_constr1_avg NUMERIC
@ATTRIBUTE obj_coef_per_constr1_std NUMERIC
@ATTRIBUTE obj_coef_per_sqr_constr1_avg NUMERIC
@ATTRIBUTE obj_coef_per_sqr_constr1_std NUMERIC
@ATTRIBUTE vcg_constr_deg2_avg NUMERIC
@ATTRIBUTE vcg_constr_deg2_median NUMERIC
@ATTRIBUTE vcg_constr_deg2_varcoef NUMERIC
@ATTRIBUTE vcg_constr_deg2_q90mq10 NUMERIC
@ATTRIBUTE vcg_var_deg2_avg NUMERIC
@ATTRIBUTE vcg_var_deg2_median NUMERIC
@ATTRIBUTE vcg_var_deg2_varcoef NUMERIC
@ATTRIBUTE vcg_var_deg2_q90mq10 NUMERIC
@ATTRIBUTE vcg_constr_weight2_avg NUMERIC
@ATTRIBUTE vcg_constr_weight2_varcoef NUMERIC
@ATTRIBUTE vcg_var_weight2_avg NUMERIC
@ATTRIBUTE vcg_var_weight2_varcoef NUMERIC
@ATTRIBUTE A_ij_normalized2_avg NUMERIC
@ATTRIBUTE A_ij_normalized2_varcoef NUMERIC
@ATTRIBUTE a_normalized_varcoefs2_avg NUMERIC
@ATTRIBUTE a_normalized_varcoefs2_varcoef NUMERIC
@ATTRIBUTE obj_coefs2_avg NUMERIC
@ATTRIBUTE obj_coefs2_std NUMERIC
@ATTRIBUTE obj_coef_per_constr2_avg NUMERIC
@ATTRIBUTE obj_coef_per_constr2_std NUMERIC
@ATTRIBUTE obj_coef_per_sqr_constr2_avg NUMERIC
@ATTRIBUTE obj_coef_per_sqr_constr2_std NUMERIC
@ATTRIBUTE mipgap NUMERIC
@ATTRIBUTE nodecnt NUMERIC
@ATTRIBUTE clqcnt NUMERIC
@ATTRIBUTE covcnt NUMERIC
@ATTRIBUTE itcnt_max NUMERIC
@ATTRIBUTE numnewsolution_sum NUMERIC
@ATTRIBUTE newin_sum NUMERIC
@ATTRIBUTE nodeleft_avg NUMERIC
@ATTRIBUTE nodeleft_varcoef NUMERIC
@ATTRIBUTE diffObj_avg NUMERIC
@ATTRIBUTE diffObj_median NUMERIC
@ATTRIBUTE diffObj_varcoef NUMERIC
@ATTRIBUTE diffObj_q90mq10 NUMERIC
@ATTRIBUTE numfeas NUMERIC
@ATTRIBUTE iinf_avg NUMERIC
@ATTRIBUTE iinf_median NUMERIC
@ATTRIBUTE iinf_varcoef NUMERIC
@ATTRIBUTE iinf_q90mq10 NUMERIC
@ATTRIBUTE diffBestInt_avg NUMERIC
@ATTRIBUTE diffBestInt_median NUMERIC
@ATTRIBUTE diffBestInt_varcoef NUMERIC
@ATTRIBUTE diffBestInt_q90mq10 NUMERIC
@ATTRIBUTE diffBestObjUp_avg NUMERIC
@ATTRIBUTE diffBestObjUp_median NUMERIC
@ATTRIBUTE diffBestObjUp_varcoef NUMERIC
@ATTRIBUTE diffBestObjUp_q90mq10 NUMERIC
@ATTRIBUTE numcuts_sum NUMERIC
@ATTRIBUTE diffGap_avg NUMERIC
@ATTRIBUTE diffGap_median NUMERIC
@ATTRIBUTE diffGap_varcoef NUMERIC
@ATTRIBUTE diffGap_q90mq10 NUMERIC
@ATTRIBUTE pre_t NUMERIC
@ATTRIBUTE rel_t NUMERIC
@ATTRIBUTE new_row NUMERIC
@ATTRIBUTE new_col NUMERIC
@ATTRIBUTE new_nonzero NUMERIC
@ATTRIBUTE clique_table NUMERIC
@ATTRIBUTE cliqueCuts NUMERIC
@ATTRIBUTE impliedBoundCuts NUMERIC
@ATTRIBUTE flowCuts NUMERIC
@ATTRIBUTE mixedIntegerRoundingCuts NUMERIC
@ATTRIBUTE gomoryFractionalCuts NUMERIC

@DATA
danoint,1,1,521,664,3232,0,0,0,0.103914,0.17266,0.495484,62.6373,56,0,465,0,0,0.107486,0,0.892514,0,0,56,0.107486,0,0,2,2,0,0,0,0,4.05556,1.23177,64.7867,0.533552,1.01205,1,1.21253,1,12,12,0,0,-29.7204,-1.35893,-352.399,-0.0204244,0.51709,0.638124,0.00661175,14.9979,0,0,0,0,0,0,3.85542,1,1.65672,7,5.50538,6,0.537134,3,-0.885542,-6.51089,-1.26452,-2.55201,0.00742456,14.6033,0.0403742,8.59352,0.00215054,0.046324,3.36022e-05,0.000723812,0.000268817,0.0057905,4.86747,2,1.25588,6,6.20345,6,0.55494,9,-30.606,-1.28694,-39.0064,-2.78993,0.113922,2.40372,0.836745,0.587606,0.00191939,0.0437687,2.99904e-05,0.000683886,0.000239923,0.00547109,0.0579097,2046,0,0,-512,0,0,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,0,-512,600,457,3367,-512,0,0,85,4,0
dfn-gwin-UUM,1,1,938,158,2632,0,0,0,0.0628171,0.126835,0.494373,27467.3,0,90,848,0,0,0,0.0959488,0.904051,0,0,90,0.0959488,90,1,-512,-512,-512,-512,26.4681,4.74342,0.00900901,15521.2,-512,-512,0.56962,0,1.58465,2,1,1,0,0,-221.297,-1.58465,-388.5,-0.60103,-512,-512,0.171179,1.58465,3330.49,1998.46,3330.49,1998.46,3330.49,1998.46,16.0886,17,0.253433,10,2.99764,3,0.0228979,0,5.36709,1.60037,1,0,0.011171,7.80118,0.203408,2.53579,2.83019,82.3677,2.83019,82.3677,2.83019,82.3677,16.6582,17,0.265884,11,2.80597,3,0.210963,0,-215.93,-1.58719,-36.3721,-3.72851,0.011171,7.80118,1.18009,1.29496,322.115,1161.84,322.115,1161.84,322.115,1161.84,0.0491209,2420,0,0,-512,0,0,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,0,-512,156,936,2629,-512,0,0,0,405,15
eil33-2,1,1,4516,32,44243,0,0,0,0.000800627,0.0135922,0.449761,811.279,4516,0,0,0,0,1,0,0,0,0,4516,1,0,0,2,2,0,0,-512,-512,1,0,-512,-512,1382.59,1232,0.466192,1783,9.79694,10,0.272223,7,1382.59,0.466192,9.79694,0.272223,1,0,0.376959,1.43857,269.742,50.7569,29.5959,13.162,87.6812,14.1772,0,0,0,0,-512,-512,-512,-512,0,0,-512,-512,-512,-512,0,0,-512,-512,-512,-512,-512,-512,1382.59,1232,0.466192,1783,9.79694,10,0.272223,7,1382.59,0.466192,9.79694,0.272223,1,0,0.376959,1.43857,269.742,50.7569,29.5959,13.162,87.6812,14.1772,0.198054,997,42,0,-512,0,0,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,0.01,-512,32,4516,44243,73,42,0,0,0,0
eilA101-2,1,1,65832,100,959373,0,0,0,0.000112539,0.00462611,0.44995,803.374,65832,0,0,0,0,1,0,0,0,0,65832,1,0,0,2,2,0,0,-512,-512,1,0,-512,-512,9593.73,7913,0.539065,14064,14.573,15,0.227622,8,9593.73,0.539065,14.573,0.227622,1,0,0.393459,1.31499,167.881,60.2419,11.8409,4.47165,44.1379,14.2434,0,0,0,0,-512,-512,-512,-512,0,0,-512,-512,-512,-512,0,0,-512,-512,-512,-512,-512,-512,9593.73,7913,0.539065,14064,14.573,15,0.227622,8,9593.73,0.539065,14.573,0.227622,1,0,0.393459,1.31499,167.881,60.2419,11.8409,4.47165,44.1379,14.2434,1,0,0,0,-512,0,0,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,0.41,-512,100,65832,959373,791,0,0,0,0,0
eilB101,1,1,2818,100,24120,0,0,0,0.00454472,0.0341843,0.493113,1075.25,2818,0,0,0,0,1,0,0,0,0,2818,1,0,0,2,2,0,0,-512,-512,1,0,-512,-512,241.2,171,0.728346,416,8.55926,8,0.343424,6,241.2,0.728346,8.55926,0.343424,1,0,0.440182,1.35171,125.052,56.7461,15.6849,8.70702,42.6938,14.5908,0,0,0,0,-512,-512,-512,-512,0,0,-512,-512,-512,-512,0,0,-512,-512,-512,-512,-512,-512,241.2,171,0.728346,416,8.55926,8,0.343424,6,241.2,0.728346,8.55926,0.343424,1,0,0.440182,1.35171,125.052,56.7461,15.6849,8.70702,42.6938,14.5908,0.0764475,588,188,0,-512,0,0,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,0.01,-512,100,2815,24098,193,188,0,0,0,0
enlight13,1,1,338,169,962,0,0,0,0.00147929,0.0271964,0.5,0,169,169,0,0,0,0.5,0.5,0,0,0,338,1,169,0.5,2,2,0,0,-512,-512,-0.00591716,-12.9615,-512,-512,5.69231,6,0.0896385,1,2.84615,3,0.66092,4,2.69231,0.189521,1.34615,2.50012,-512,-512,0.323694,0.0217073,0.5,0.5,0.108087,0.109944,0.232018,0.232925,0,0,0,0,-512,-512,-512,-512,0,0,-512,-512,-512,-512,0,0,-512,-512,-512,-512,-512,-512,5.69231,6,0.0896385,1,2.84615,3,0.66092,4,2.69231,0.189521,1.34615,2.50012,-512,-512,0.323694,0.0217073,0.5,0.5,0.108087,0.109944,0.232018,0.232925,0,0,0,0,-512,0,0,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,0,-512,169,338,962,6,0,0,0,0,0
enlight14,1,1,392,196,1120,0,0,0,0.00127551,0.0252538,0.5,0,196,196,0,0,0,0.5,0.5,0,0,0,392,1,196,0.5,2,2,0,0,-512,-512,-0.00510204,-13.9642,-512,-512,5.71429,6,0.0866025,1,2.85714,3,0.661438,4,2.71429,0.182321,1.35714,2.48709,-512,-512,0.323392,0.0210864,0.5,0.5,0.107483,0.109216,0.231398,0.232245,0,0,0,0,-512,-512,-512,-512,0,0,-512,-512,-512,-512,0,0,-512,-512,-512,-512,-512,-512,5.71429,6,0.0866025,1,2.85714,3,0.661438,4,2.71429,0.182321,1.35714,2.48709,-512,-512,0.323392,0.0210864,0.5,0.5,0.107483,0.109216,0.231398,0.232245,1,0,0,0,-512,0,0,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,0,-512,196,392,1120,-512,0,0,0,0,0
enlight15,1,1,450,225,1290,0,0,0,0.00111111,0.0235702,0.5,0,225,225,0,0,0,0.5,0.5,0,0,0,450,1,225,0.5,2,2,0,0,-512,-512,-0.00444444,-14.9666,-512,-512,5.73333,6,0.08385,1,2.86667,3,0.661872,4,2.73333,0.175881,1.36667,2.47594,-512,-512,0.323129,0.0205123,0.5,0.5,0.106963,0.108586,0.230863,0.231657,0,0,0,0,-512,-512,-512,-512,0,0,-512,-512,-512,-512,0,0,-512,-512,-512,-512,-512,-512,5.73333,6,0.08385,1,2.86667,3,0.661872,4,2.73333,0.175881,1.36667,2.47594,-512,-512,0.323129,0.0205123,0.5,0.5,0.106963,0.108586,0.230863,0.231657,0,0,0,0,-512,0,0,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,0,-512,225,450,1290,7,0,0,0,0,0
enlight16,1,1,512,256,1472,0,0,0,0.000976562,0.0220971,0.5,0,256,256,0,0,0,0.5,0.5,0,0,0,512,1,256,0.5,2,2,0,0,-512,-512,-0.00390625,-15.9687,-512,-512,5.75,6,0.0813404,1,2.875,3,0.662241,4,2.75,0.170075,1.375,2.4663,-512,-512,0.322899,0.0199802,0.5,0.5,0.10651,0.108037,0.230397,0.231144,0,0,0,0,-512,-512,-512,-512,0,0,-512,-512,-512,-512,0,0,-512,-512,-512,-512,-512,-512,5.75,6,0.0813404,1,2.875,3,0.662241,4,2.75,0.170075,1.375,2.4663,-512,-512,0.322899,0.0199802,0.5,0.5,0.10651,0.108037,0.230397,0.231144,1,0,0,0,-512,0,0,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,0,-512,256,512,1472,-512,0,0,0,0,0
enlight9,1,1,162,81,450,0,0,0,0.00308642,0.0392837,0.5,0,81,81,0,0,0,0.5,0.5,0,0,0,162,1,81,0.5,2,2,0,0,-512,-512,-0.0123457,-8.94427,-512,-512,5.55556,6,0.10583,1,2.77778,3,0.657267,4,2.55556,0.230065,1.27778,2.58577,-512,-512,0.325573,0.0247682,0.5,0.5,0.111934,0.114523,0.235944,0.237202,0,0,0,0,-512,-512,-512,-512,0,0,-512,-512,-512,-512,0,0,-512,-512,-512,-512,-512,-512,5.55556,6,0.10583,1,2.77778,3,0.657267,4,2.55556,0.230065,1.27778,2.58577,-512,-512,0.325573,0.0247682,0.5,0.5,0.111934,0.114523,0.235944,0.237202,1,0,0,0,-512,0,0,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,0,-512,81,162,450,-512,0,0,0,0,0
ex10,1,1,17680,69608,1.162e+06,0,0,0,0.00565611,0.0183507,0.272742,100,17680,0,0,0,0,1,0,0,0,0,17680,1,0,0,2,2,0,0,0,0,1,0,-512,-512,16.6935,18,0.74991,21,65.724,67,0.261603,42,-13.6833,-1.00046,-53.8724,-0.313001,1,0,0.450154,1.74462,1,0,0.0169319,0.0075475,0.127918,0.0238518,0,0,0,0,-512,-512,-512,-512,0,0,-512,-512,-512,-512,0,0,-512,-512,-512,-512,-512,-512,16.6935,18,0.74991,21,65.724,67,0.261603,42,-13.6833,-1.00046,-53.8724,-0.313001,1,0,0.450154,1.74462,1,0,0.0169319,0.0075475,0.127918,0.0238518,1,0,0,0,-512,0,0,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,1.27,-512,60374,15884,969968,-512,0,0,0,0,0
ex9,1,1,10404,40962,517112,0,0,0,0.00778547,0.0224441,0.322626,81,10404,0,0,0,0,1,0,0,0,0,10404,1,0,0,2,2,0,0,0,0,1,0,-512,-512,12.6242,13,0.821829,15,49.7032,51,0.241261,30,-9.61613,-1.18596,-37.8601,-0.307471,1,0,0.442344,1.80497,1,0,0.0219912,0.00862752,0.146239,0.0246026,0,0,0,0,-512,-512,-512,-512,0,0,-512,-512,-512,-512,0,0,-512,-512,-512,-512,-512,-512,12.6242,13,0.821829,15,49.7032,51,0.241261,30,-9.61613,-1.18596,-37.8601,-0.307471,1,0,0.442344,1.80497,1,0,0.0219912,0.00862752,0.146239,0.0246026,1,0,0,0,-512,0,0,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,0.48,-512,32269,8464,369148,-512,0,0,0,0,0
glass4,1,1,322,396,1815,0,0,0,0.00681962,0.0166669,0.0857143,8.00002e+08,302,0,20,0,0,0.937888,0,0.0621118,0,0,302,0.937888,0,0,2,2,0,0,-512,-512,1,0,-8.03223e+06,-0.160887,1.64899,1,1.32842,0,2.16225,2,0.174612,1,-7.44545e+06,-0.358058,-9.76291e+06,-0.324849,1,0,0.245692,3.18241,0,0,0,0,0,0,2.93434,4,0.447329,2,58.1,62,0.356532,36,3.53536e-11,33.2176,7.0001e-10,3.03042e+09,0,4.54927e+07,0.298822,1.37394,50001.3,217945,5555.58,24216.1,16666.8,72648.3,4.58333,5,0.353282,2,5.63665,2,2.56518,1,-7.44545e+06,-0.358058,-9.15652e+06,-0.422777,0.94375,0.244139,1.44312,0.346675,3105.67,55641.2,345.067,6182.36,1035.21,18547.1,1,18837,3,1,-512,0,0,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,0,-512,392,317,1799,192,3,68,16,179,42
gmu-35-40,1,1,1205,424,4843,0,0,0,0.00191695,0.0248544,0.38932,-2.40694e+06,1200,0,5,0,0,0.995851,0,0.00414938,0,0,1200,0.995851,0,0,2,2,0,0,0.980535,0.140894,0,0,0,0,11.3726,8,2.37162,14,4.01833,2,0.985265,10,-231.017,-34.2908,-81.6258,-6.10686,1,0,0.3069,1.67291,21101.7,26036.7,3386.02,4224.42,8183.46,9766.24,0.0495283,0,5.87994,0,4.2,5,0.233285,2,-0.015566,-7.12624,-1.32,-0.121212,-512,-512,0.00400229,12.5123,0,0,0,0,0,0,11.4222,8,2.36421,14,4.01909,2,0.983164,10,-231.032,-34.2883,-81.2926,-6.11949,1,0,0.313618,1.6615,21014.2,26018,3371.97,4221.26,8149.5,9760.15,0.000138974,14278,0,133,-512,0,0,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,0.01,-512,356,652,4310,554,0,0,0,67,2
gmu-35-50,1,1,1919,435,8643,0,0,0,0.00179947,0.0212588,0.456635,-2.60807e+06,1914,0,5,0,0,0.997394,0,0.00260552,0,0,1914,0.997394,0,0,2,2,0,0,0.981043,0.13901,0,0,0,0,19.8207,14,2.16753,25,4.5047,2,1.06705,12,-740.418,-25.868,-168.277,-2.9518,1,0,0.379497,1.59137,25528,33249.9,3269.16,4193.32,8869.24,11140.4,0.0482759,0,5.9579,0,4.2,5,0.233285,2,-0.0151724,-7.21988,-1.32,-0.121212,-512,-512,0.00390108,12.6746,0,0,0,0,0,0,19.869,14,2.1637,25,4.50391,2,1.06591,12,-740.433,-25.8674,-167.842,-2.95602,1,0,0.389639,1.6067,25461.5,33232,3260.64,4191.17,8846.13,11135,0.000544743,20522,3,3,-512,0,0,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,0.01,-512,358,954,7702,657,3,0,0,8,3
go19,1,1,441,441,1885,0,0,0,0.173538,0.21218,0.482701,76.5302,441,0,0,0,0,1,0,0,0,0,441,1,0,0,2,2,0,0,-512,-512,0,0,1,0,4.27438,5,0.360618,4,4.27438,5,0.272842,3,4.27438,0.360618,4.27438,0.272842,1,0,0.00453515,20.9762,0.818594,0.385354,0.172638,0.0839898,0.375406,0.178068,0,0,0,0,-512,-512,-512,-512,0,0,-512,-512,-512,-512,0,0,-512,-512,-512,-512,-512,-512,4.27438,5,0.360618,4,4.27438,5,0.272842,3,4.27438,0.360618,4.27438,0.272842,1,0,0.00453515,20.9762,0.818594,0.385354,0.172638,0.0839898,0.375406,0.178068,0.0772443,2478,0,0,-512,0,0,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,0,-512,361,361,1729,-512,0,0,0,0,4
ic97_potential,1,1,728,1046,3138,0,0,0,0.13993,0.221393,0.766667,3868,450,73,205,0,0,0.618132,0.100275,0.281593,0,0,523,0.718407,0,0,2.13958,2,0.161971,1,47.0076,0.472931,-512,-512,15.6119,0.909774,1,1,0,0,2,2,0,0,60,0,120,0,5.65729,1.3427,0,0,22.2562,28.9833,11.1281,14.4917,15.7375,20.4943,2,2,0,0,10.2049,10,0.394079,10,0,0,0,5.80328e+10,0,1.57854e+09,0,0,0.507317,0.652347,0.0655459,0.0944611,0.175407,0.226488,3,3,0,0,4.31044,2,0.988986,10,60,0,86.2088,0.627093,1.88576,2.72272,1.34578,0,16.1319,26.4442,8.01296,13.2526,11.3553,18.7283,0.00969141,2839,36,3,-512,0,0,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,0,-512,998,726,2994,840,36,16,39,137,24
iis-100-0-cov,1,1,100,3831,22986,0,0,0,0.166667,0.166667,0.166667,16.6667,100,0,0,0,0,1,0,0,0,0,100,1,0,0,2,2,0,0,-512,-512,-512,-512,1,0,6,6,0,0,229.86,223,0.593981,348,6,0,229.86,0.593981,1,0,0,0,1,0,0.00936073,0.0207224,0.082605,0.05037,0,0,0,0,-512,-512,-512,-512,0,0,-512,-512,-512,-512,0,0,-512,-512,-512,-512,-512,-512,6,6,0,0,229.86,223,0.593981,348,6,0,229.86,0.593981,1,0,0,0,1,0,0.00936073,0.0207224,0.082605,0.05037,0.509402,125,0,0,-512,0,0,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,0,-512,3831,100,22986,-512,0,0,0,0,2
iis-bupa-cov,1,1,345,4803,38392,0,0,0,0.0767242,0.136136,0.486317,26.4972,345,0,0,0,0,1,0,0,0,0,345,1,0,0,2,2,0,0,-512,-512,-512,-512,1,0,7.99334,8,0.0101774,0,111.281,40,1.42349,325,7.99334,0.0101774,111.281,1.42349,1,0,0.00157387,15.4645,1,0,0.0446361,0.104037,0.169115,0.126634,0,0,0,0,-512,-512,-512,-512,0,0,-512,-512,-512,-512,0,0,-512,-512,-512,-512,-512,-512,7.99334,8,0.0101774,0,111.281,40,1.42349,325,7.99334,0.0101774,111.281,1.42349,1,0,0.00157387,15.4645,1,0,0.0446361,0.104037,0.169115,0.126634,0.337212,41,0,0,-512,0,0,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,0.01,-512,4801,339,38376,-512,0,0,0,0,2
iis-pima-cov,1,1,768,7201,71941,0,0,0,0.0345228,0.101379,0.499972,26.6204,768,0,0,0,0,1,0,0,0,0,768,1,0,0,2,2,0,0,-512,-512,-512,-512,1,0,9.99042,10,0.0110865,0,93.6732,22,2.03867,304,9.99042,0.0110865,93.6732,2.03867,1,0,0.00152757,15.7152,1,0,0.0694056,0.135776,0.210939,0.15783,0,0,0,0,-512,-512,-512,-512,0,0,-512,-512,-512,-512,0,0,-512,-512,-512,-512,-512,-512,9.99042,10,0.0110865,0,93.6732,22,2.03867,304,9.99042,0.0110865,93.6732,2.03867,1,0,0.00152757,15.7152,1,0,0.0694056,0.135776,0.210939,0.15783,0.260149,0,0,0,-512,0,0,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,0.01,-512,7201,736,71941,-512,0,0,0,0,2
k16x240,1,1,480,256,960,0,0,0,0.00471667,0.0230973,0.164,2769.84,240,0,240,0,0,0.5,0,0.5,0,0,240,0.5,0,0,2,2,0,0,0,0,0,1.544e+12,-512,-512,0.9375,1,0.258199,0,1,1,0,0,-937.5,-0.258199,-1000,-0,-512,-512,0,0,731.054,139.407,731.054,139.407,731.054,139.407,2.8125,1,2.49592,0,3,3,0,0,0.9375,0.258199,1,0,0,1.71093e+08,0,0,4.87083,2.59887,1.62361,0.866292,2.81218,1.50046,3.75,2,1.80739,0,2,3,0.5,2,-936.562,-0.258199,-499.5,-1.002,0,1.71093e+08,0.935627,0.258199,367.962,376.239,366.339,377.803,366.933,377.23,0.0924938,9654,0,44,-512,0,0,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,0,-512,256,480,960,-512,0,0,159,10,15
