@relation R_data_frame

@attribute instance_id string
@attribute repetition numeric
@attribute default {crash,ok}

@data
preproc_track_set/stmt31_276_328,1,ok
preproc_track_set/filesys_fastfat_easup.c,1,ok
preproc_track_set/BLOCKS4iii.7,1,ok
preproc_track_set/irst.dme4.B-d4,1,ok
preproc_track_set/ev-pr-4x4-7-3-0-0-1-s,1,ok
preproc_track_set/s3330_d6_s,1,ok
preproc_track_set/stmt17_82_86,1,ok
preproc_track_set/s510_d26_s,1,ok
preproc_track_set/test2_quant_squaring2,1,ok
preproc_track_set/c4_Debug_s3_f1_e2_v3,1,ok
preproc_track_set/c3_BMC_p1_k256,1,ok
preproc_track_set/Umbrella_tbm_25.tex.module.000099,1,ok
preproc_track_set/k_ph_p-11,1,crash
preproc_track_set/cube_c5_ser---14_,1,ok
preproc_track_set/cmu.dme1.B-f4,1,ok
preproc_track_set/test1_quant_squaring3,1,ok
preproc_track_set/s386_d12_u,1,ok
preproc_track_set/ethernet-fixpoint-3,1,ok
preproc_track_set/W5-Umbrella_tbm_25.tex.moduleQ3.7S.000003,1,ok
preproc_track_set/biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.with-IOC.unfold-004,1,ok
preproc_track_set/k_branch_p-21,1,ok
preproc_track_set/vis.prodcell.24.E-f3,1,ok
preproc_track_set/stmt17_74_78,1,ok
preproc_track_set/s1196_d2_s,1,ok
preproc_track_set/test4_quant_squaring4,1,ok
preproc_track_set/k_ph_n-20,1,crash
preproc_track_set/ii8a3-90,1,ok
preproc_track_set/ring_r7_ser---19_,1,ok
preproc_track_set/test1_quant3,1,ok
preproc_track_set/audio_ac97_wavepcistream3.cpp,1,ok
preproc_track_set/ev-pr-8x8-7-7-0-1-2-lg,1,ok
preproc_track_set/emptyroom_e4_par---21_,1,ok
preproc_track_set/W4-Umbrella_tbm_26.tex.moduleQ3.7S.000003,1,ok
preproc_track_set/ev-pr-6x6-15-5-0-1-2-lg,1,ok
preproc_track_set/sortnetsort10.AE.stepl.010,1,ok
preproc_track_set/C880.blif_0.10_1.00_0_0_inp_exact,1,ok
preproc_track_set/uclid-pipe3a,1,ok
applications/hardness/arbiter-09-comp-error01-qbf-hardness-depth-19,1,ok
applications/hardness/arbiter-06-comp-error01-qbf-hardness-depth-8,1,ok
applications/hardness/arbiter-09-comp-error01-qbf-hardness-depth-15,1,ok
applications/hardness/arbiter-10-comp-error02-qbf-hardness-depth-4,1,ok
applications/hardness/arbiter-08-comp-error02-qbf-hardness-depth-4,1,ok
applications/hardness/arbiter-08-comp-error02-qbf-hardness-depth-8,1,ok
applications/hardness/arbiter-10-comp-error02-qbf-hardness-depth-8,1,ok
applications/hardness/arbiter-08-comp-error01-qbf-hardness-depth-19,1,ok
applications/hardness/arbiter-10-comp-error01-qbf-hardness-depth-13,1,ok
applications/hardness/arbiter-08-comp-error01-qbf-hardness-depth-15,1,ok
applications/hardness/arbiter-06-comp-error02-qbf-hardness-depth-5,1,ok
applications/hardness/arbiter-08-comp-error01-qbf-hardness-depth-11,1,ok
applications/hardness/arbiter-10-comp-error01-qbf-hardness-depth-30,1,ok
applications/hardness/arbiter-10-comp-error01-qbf-hardness-depth-5,1,ok
applications/hardness/arbiter-08-comp-error01-qbf-hardness-depth-5,1,ok
applications/hardness/arbiter-10-comp-error01-qbf-hardness-depth-9,1,ok
applications/hardness/arbiter-07-comp-error01-qbf-hardness-depth-13,1,ok
applications/hardness/arbiter-07-comp-error02-qbf-hardness-depth-8,1,ok
applications/hardness/arbiter-07-comp-error02-qbf-hardness-depth-4,1,ok
applications/hardness/arbiter-08-comp-error01-qbf-hardness-depth-23,1,ok
applications/hardness/arbiter-10-comp-error01-qbf-hardness-depth-25,1,ok
applications/hardness/arbiter-10-comp-error01-qbf-hardness-depth-21,1,ok
applications/hardness/arbiter-06-comp-error01-qbf-hardness-depth-13,1,ok
applications/hardness/arbiter-05-comp-error01-qbf-hardness-depth-6,1,ok
applications/hardness/arbiter-07-comp-error01-qbf-hardness-depth-9,1,ok
applications/hardness/arbiter-09-comp-error01-qbf-hardness-depth-27,1,ok
applications/hardness/arbiter-09-comp-error01-qbf-hardness-depth-23,1,ok
applications/hardness/arbiter-09-comp-error02-qbf-hardness-depth-9,1,ok
applications/hardness/arbiter-07-comp-error02-qbf-hardness-depth-5,1,ok
applications/hardness/arbiter-07-comp-error01-qbf-hardness-depth-12,1,ok
applications/hardness/arbiter-07-comp-error01-qbf-hardness-depth-16,1,ok
applications/hardness/arbiter-10-comp-error01-qbf-hardness-depth-24,1,ok
applications/hardness/arbiter-09-comp-error01-qbf-hardness-depth-9,1,ok
applications/hardness/arbiter-10-comp-error01-qbf-hardness-depth-28,1,ok
applications/hardness/arbiter-09-comp-error01-qbf-hardness-depth-5,1,ok
applications/hardness/arbiter-08-comp-error01-qbf-hardness-depth-22,1,ok
applications/hardness/arbiter-07-comp-error01-qbf-hardness-depth-4,1,ok
applications/hardness/arbiter-06-comp-error01-qbf-hardness-depth-12,1,ok
applications/hardness/arbiter-06-comp-error01-qbf-hardness-depth-16,1,ok
applications/hardness/arbiter-05-comp-error01-qbf-hardness-depth-7,1,ok
applications/hardness/arbiter-07-comp-error01-qbf-hardness-depth-8,1,ok
applications/hardness/arbiter-09-comp-error02-qbf-hardness-depth-8,1,ok
applications/hardness/arbiter-09-comp-error02-qbf-hardness-depth-4,1,ok
applications/hardness/arbiter-09-comp-error01-qbf-hardness-depth-26,1,ok
applications/hardness/arbiter-09-comp-error01-qbf-hardness-depth-22,1,ok
applications/hardness/arbiter-09-comp-error01-qbf-hardness-depth-14,1,ok
applications/hardness/arbiter-09-comp-error01-qbf-hardness-depth-10,1,ok
applications/hardness/arbiter-06-comp-error01-qbf-hardness-depth-5,1,ok
applications/hardness/arbiter-09-comp-error01-qbf-hardness-depth-18,1,ok
applications/hardness/arbiter-05-comp-error01-qbf-hardness-depth-12,1,ok
applications/hardness/arbiter-06-comp-error01-qbf-hardness-depth-9,1,ok
applications/hardness/arbiter-08-comp-error02-qbf-hardness-depth-9,1,ok
applications/hardness/arbiter-08-comp-error02-qbf-hardness-depth-5,1,ok
applications/hardness/arbiter-08-comp-error01-qbf-hardness-depth-14,1,ok
applications/hardness/arbiter-06-comp-error02-qbf-hardness-depth-4,1,ok
applications/hardness/arbiter-10-comp-error01-qbf-hardness-depth-16,1,ok
applications/hardness/arbiter-10-comp-error01-qbf-hardness-depth-12,1,ok
applications/hardness/arbiter-07-comp-error01-qbf-hardness-depth-20,1,ok
applications/hardness/arbiter-10-comp-error01-qbf-hardness-depth-8,1,ok
applications/hardness/arbiter-08-comp-error01-qbf-hardness-depth-8,1,ok
applications/hardness/arbiter-08-comp-error01-qbf-hardness-depth-4,1,ok
applications/hardness/arbiter-10-comp-error01-qbf-hardness-depth-4,1,ok
applications/hardness/arbiter-10-comp-error01-qbf-hardness-depth-26,1,ok
applications/hardness/arbiter-10-comp-error01-qbf-hardness-depth-22,1,ok
applications/hardness/arbiter-08-comp-error01-qbf-hardness-depth-24,1,ok
applications/hardness/arbiter-08-comp-error01-qbf-hardness-depth-20,1,ok
applications/hardness/arbiter-09-comp-error01-qbf-hardness-depth-7,1,ok
applications/hardness/arbiter-07-comp-error02-qbf-hardness-depth-7,1,ok
applications/hardness/arbiter-07-comp-error01-qbf-hardness-depth-18,1,ok
applications/hardness/arbiter-07-comp-error01-qbf-hardness-depth-14,1,ok
applications/hardness/arbiter-09-comp-error01-qbf-hardness-depth-24,1,ok
applications/hardness/arbiter-09-comp-error01-qbf-hardness-depth-20,1,ok
applications/hardness/arbiter-07-comp-error01-qbf-hardness-depth-6,1,ok
applications/hardness/arbiter-06-comp-error01-qbf-hardness-depth-18,1,ok
applications/hardness/arbiter-06-comp-error01-qbf-hardness-depth-14,1,ok
applications/hardness/arbiter-05-comp-error01-qbf-hardness-depth-5,1,ok
applications/hardness/arbiter-10-comp-error02-qbf-hardness-depth-7,1,ok
applications/hardness/arbiter-08-comp-error02-qbf-hardness-depth-7,1,ok
applications/hardness/arbiter-09-comp-error02-qbf-hardness-depth-10,1,ok
applications/hardness/arbiter-09-comp-error01-qbf-hardness-depth-16,1,ok
applications/hardness/arbiter-06-comp-error01-qbf-hardness-depth-7,1,ok
applications/hardness/arbiter-09-comp-error01-qbf-hardness-depth-12,1,ok
applications/hardness/arbiter-05-comp-error01-qbf-hardness-depth-14,1,ok
applications/hardness/arbiter-05-comp-error01-qbf-hardness-depth-10,1,ok
applications/hardness/arbiter-06-comp-error02-qbf-hardness-depth-6,1,ok
applications/hardness/arbiter-08-comp-error01-qbf-hardness-depth-16,1,ok
applications/hardness/arbiter-10-comp-error01-qbf-hardness-depth-18,1,ok
applications/hardness/arbiter-08-comp-error01-qbf-hardness-depth-12,1,ok
applications/hardness/arbiter-10-comp-error01-qbf-hardness-depth-14,1,ok
applications/hardness/arbiter-10-comp-error01-qbf-hardness-depth-10,1,ok
applications/hardness/arbiter-10-comp-error02-qbf-hardness-depth-6,1,ok
applications/hardness/arbiter-05-comp-error01-qbf-hardness-depth-15,1,ok
applications/hardness/arbiter-05-comp-error01-qbf-hardness-depth-11,1,ok
applications/hardness/arbiter-09-comp-error01-qbf-hardness-depth-17,1,ok
applications/hardness/arbiter-06-comp-error01-qbf-hardness-depth-6,1,ok
applications/hardness/arbiter-09-comp-error01-qbf-hardness-depth-13,1,ok
applications/hardness/arbiter-08-comp-error01-qbf-hardness-depth-7,1,ok
applications/hardness/arbiter-10-comp-error01-qbf-hardness-depth-7,1,ok
applications/hardness/arbiter-10-comp-error01-qbf-hardness-depth-15,1,ok
applications/hardness/arbiter-06-comp-error02-qbf-hardness-depth-7,1,ok
applications/hardness/arbiter-08-comp-error01-qbf-hardness-depth-17,1,ok
applications/hardness/arbiter-10-comp-error01-qbf-hardness-depth-19,1,ok
applications/hardness/arbiter-08-comp-error01-qbf-hardness-depth-13,1,ok
applications/hardness/arbiter-08-comp-error01-qbf-hardness-depth-21,1,ok
applications/hardness/arbiter-10-comp-error01-qbf-hardness-depth-27,1,ok
applications/hardness/arbiter-10-comp-error01-qbf-hardness-depth-23,1,ok
applications/hardness/arbiter-07-comp-error01-qbf-hardness-depth-11,1,ok
applications/hardness/arbiter-05-comp-error02-qbf-hardness-depth-5,1,ok
applications/hardness/arbiter-07-comp-error01-qbf-hardness-depth-15,1,ok
applications/hardness/arbiter-07-comp-error02-qbf-hardness-depth-6,1,ok
applications/hardness/arbiter-09-comp-error01-qbf-hardness-depth-25,1,ok
applications/hardness/arbiter-09-comp-error01-qbf-hardness-depth-21,1,ok
applications/hardness/arbiter-06-comp-error01-qbf-hardness-depth-15,1,ok
applications/hardness/arbiter-05-comp-error01-qbf-hardness-depth-8,1,ok
applications/bomb/p10-1.pddl_planlen=11,1,ok
applications/bomb/p10-10.pddl_planlen=14,1,ok
applications/bomb/p10-10.pddl_planlen=10,1,ok
applications/bomb/p10-10.pddl_planlen=18,1,ok
applications/bomb/p5-5.pddl_planlen=10,1,ok
applications/bomb/p20-10.pddl_planlen=16,1,ok
applications/bomb/p20-1.pddl_planlen=26,1,ok
applications/bomb/p20-1.pddl_planlen=22,1,ok
applications/bomb/p20-1.pddl_planlen=4,1,ok
applications/bomb/p20-5.pddl_planlen=43,1,ok
applications/bomb/p20-10.pddl_planlen=35,1,ok
applications/bomb/p20-1.pddl_planlen=8,1,ok
applications/bomb/p20-10.pddl_planlen=31,1,ok
applications/bomb/p20-20.pddl_planlen=12,1,ok
applications/bomb/p20-10.pddl_planlen=5,1,ok
applications/bomb/p20-1.pddl_planlen=43,1,ok
applications/bomb/p20-10.pddl_planlen=9,1,ok
applications/bomb/p20-5.pddl_planlen=26,1,ok
applications/bomb/p10-5.pddl_planlen=19,1,ok
applications/bomb/p20-20.pddl_planlen=4,1,ok
applications/bomb/p20-20.pddl_planlen=8,1,ok
applications/bomb/p10-1.pddl_planlen=4,1,ok
applications/bomb/p10-5.pddl_planlen=11,1,ok
applications/bomb/p10-10.pddl_planlen=8,1,ok
applications/bomb/p10-10.pddl_planlen=4,1,ok
applications/bomb/p20-5.pddl_planlen=10,1,ok
applications/bomb/p20-5.pddl_planlen=6,1,ok
applications/bomb/p20-20.pddl_planlen=20,1,ok
applications/bomb/p20-5.pddl_planlen=18,1,ok
applications/bomb/p20-20.pddl_planlen=24,1,ok
applications/bomb/p5-5.pddl_planlen=3,1,ok
applications/bomb/p10-5.pddl_planlen=6,1,ok
applications/bomb/p20-10.pddl_planlen=20,1,ok
applications/bomb/p10-5.pddl_planlen=2,1,ok
applications/bomb/p5-10.pddl_planlen=9,1,ok
applications/bomb/p10-1.pddl_planlen=23,1,ok
applications/bomb/p20-10.pddl_planlen=28,1,ok
applications/bomb/p10-10.pddl_planlen=5,1,ok
applications/bomb/p10-10.pddl_planlen=9,1,ok
applications/bomb/p20-5.pddl_planlen=32,1,ok
applications/bomb/p20-5.pddl_planlen=7,1,ok
applications/bomb/p20-5.pddl_planlen=19,1,ok
applications/bomb/p20-5.pddl_planlen=11,1,ok
applications/bomb/p20-5.pddl_planlen=15,1,ok
applications/bomb/p5-5.pddl_planlen=6,1,ok
applications/bomb/p20-1.pddl_planlen=11,1,ok
applications/bomb/p5-5.pddl_planlen=2,1,ok
applications/bomb/p20-1.pddl_planlen=19,1,ok
applications/bomb/p20-1.pddl_planlen=32,1,ok
applications/bomb/p10-1.pddl_planlen=26,1,ok
applications/bomb/p20-10.pddl_planlen=21,1,ok
applications/bomb/p20-10.pddl_planlen=25,1,ok
applications/bomb/p20-10.pddl_planlen=13,1,ok
applications/bomb/p5-5.pddl_planlen=15,1,ok
applications/bomb/p5-5.pddl_planlen=11,1,ok
applications/bomb/p10-1.pddl_planlen=18,1,ok
applications/bomb/p5-10.pddl_planlen=11,1,ok
applications/bomb/p10-10.pddl_planlen=15,1,ok
applications/bomb/p10-10.pddl_planlen=11,1,ok
applications/bomb/p20-1.pddl_planlen=9,1,ok
applications/bomb/p20-10.pddl_planlen=38,1,ok
applications/bomb/p20-1.pddl_planlen=27,1,ok
applications/bomb/p20-1.pddl_planlen=42,1,ok
applications/bomb/p20-5.pddl_planlen=23,1,ok
applications/bomb/p20-5.pddl_planlen=27,1,ok
applications/bomb/p10-1.pddl_planlen=5,1,ok
applications/bomb/p10-5.pddl_planlen=18,1,ok
applications/bomb/p10-1.pddl_planlen=9,1,ok
applications/bomb/p20-20.pddl_planlen=23,1,ok
applications/bomb/p20-20.pddl_planlen=27,1,ok
applications/bomb/p20-5.pddl_planlen=13,1,ok
applications/bomb/p20-5.pddl_planlen=17,1,ok
applications/bomb/p10-10.pddl_planlen=7,1,ok
applications/bomb/p10-5.pddl_planlen=24,1,ok
applications/bomb/p20-5.pddl_planlen=30,1,ok
applications/bomb/p5-10.pddl_planlen=6,1,ok
applications/bomb/p10-1.pddl_planlen=24,1,ok
applications/bomb/p10-5.pddl_planlen=5,1,ok
applications/bomb/p10-1.pddl_planlen=28,1,ok
applications/bomb/p20-10.pddl_planlen=27,1,ok
applications/bomb/p5-5.pddl_planlen=8,1,ok
applications/bomb/p20-1.pddl_planlen=25,1,ok
applications/bomb/p20-5.pddl_planlen=40,1,ok
applications/bomb/p5-10.pddl_planlen=13,1,ok
applications/bomb/p10-1.pddl_planlen=12,1,ok
applications/bomb/p10-10.pddl_planlen=17,1,ok
applications/bomb/p10-10.pddl_planlen=13,1,ok
applications/bomb/p10-5.pddl_planlen=16,1,ok
applications/bomb/p10-5.pddl_planlen=12,1,ok
applications/bomb/p10-1.pddl_planlen=7,1,ok
applications/bomb/p20-20.pddl_planlen=3,1,ok
applications/bomb/p20-1.pddl_planlen=44,1,ok
applications/bomb/p20-10.pddl_planlen=6,1,ok
applications/bomb/p20-1.pddl_planlen=24,1,ok
applications/bomb/p20-1.pddl_planlen=20,1,ok
applications/bomb/p20-5.pddl_planlen=41,1,ok
applications/bomb/p20-1.pddl_planlen=6,1,ok
applications/bomb/p20-10.pddl_planlen=37,1,ok
applications/bomb/p20-1.pddl_planlen=28,1,ok
applications/bomb/p20-10.pddl_planlen=33,1,ok
applications/bomb/p10-10.pddl_planlen=16,1,ok
applications/bomb/p20-10.pddl_planlen=18,1,ok
applications/bomb/p10-1.pddl_planlen=17,1,ok
applications/bomb/p20-10.pddl_planlen=10,1,ok
applications/bomb/p5-5.pddl_planlen=12,1,ok
applications/bomb/p20-20.pddl_planlen=6,1,ok
applications/bomb/p20-20.pddl_planlen=2,1,ok
applications/bomb/p10-5.pddl_planlen=17,1,ok
applications/bomb/p10-5.pddl_planlen=13,1,ok
applications/bomb/p10-1.pddl_planlen=6,1,ok
applications/bomb/p20-20.pddl_planlen=10,1,ok
applications/bomb/p20-1.pddl_planlen=49,1,ok
applications/bomb/p20-20.pddl_planlen=14,1,ok
applications/bomb/p20-1.pddl_planlen=41,1,ok
applications/bomb/p20-20.pddl_planlen=18,1,ok
applications/bomb/p20-5.pddl_planlen=24,1,ok
applications/bomb/p20-1.pddl_planlen=45,1,ok
applications/bomb/p20-20.pddl_planlen=26,1,ok
applications/bomb/p10-5.pddl_planlen=25,1,ok
applications/bomb/p20-5.pddl_planlen=39,1,ok
applications/bomb/p10-10.pddl_planlen=6,1,ok
applications/bomb/p20-10.pddl_planlen=22,1,ok
applications/bomb/p10-5.pddl_planlen=4,1,ok
applications/bomb/p10-1.pddl_planlen=21,1,ok
applications/bomb/p10-5.pddl_planlen=8,1,ok
applications/bomb/p5-10.pddl_planlen=3,1,ok
applications/bomb/p5-10.pddl_planlen=7,1,ok
applications/bomb/p10-10.pddl_planlen=20,1,ok
applications/bomb/p10-1.pddl_planlen=25,1,ok
applications/bomb/p5-5.pddl_planlen=9,1,ok
applications/bomb/p5-5.pddl_planlen=5,1,ok
applications/bomb/p20-1.pddl_planlen=16,1,ok
applications/planning/pipesnotankage14_9,1,ok
applications/planning/driverlog07_7,1,ok
applications/planning/pipesnotankage19_8,1,ok
applications/planning/freecell01_4,1,ok
applications/planning/pipesnotankage15_9,1,ok
applications/planning/depots07_7,1,ok
applications/planning/depots13_9,1,ok
applications/planning/driverlog12_9,1,ok
applications/planning/pipesnotankage18_8,1,ok
applications/planning/driverlog05_7,1,ok
applications/planning/depots04_7,1,ok
applications/planning/pipesnotankage16_9,1,ok
applications/planning/driverlog08_6,1,ok
applications/planning/pipesnotankage02_7,1,ok
applications/planning/pipesnotankage16_10,1,ok
applications/planning/driverlog11_9,1,ok
applications/planning/driverlog10_5,1,ok
applications/planning/depots05_7,1,ok
applications/planning/depots09_11,1,ok
applications/planning/driverlog04_7,1,ok
applications/planning/depots08_6,1,ok
applications/planning/pipesnotankage03_7,1,ok
applications/planning/freecell02_4,1,ok
applications/planning/pipesnotankage17_5,1,ok
applications/planning/pipesnotankage04_7,1,ok
applications/planning/pipesnotankage10_5,1,ok
applications/planning/depots16_5,1,ok
applications/planning/depots02_7,1,ok
applications/planning/pipesnotankage09_6,1,ok
applications/planning/driverlog03_7,1,ok
applications/planning/freecell04_8,1,ok
applications/planning/pipesnotankage08_6,1,ok
applications/planning/depots03_7,1,ok
applications/planning/driverlog01_7,1,ok
applications/planning/pipesnotankage12_9,1,ok
applications/planning/pipesnotankage13_5,1,ok
applications/planning/driverlog14_9,1,ok
applications/planning/pipesnotankage14_11,1,ok
applications/planning/depots06_16,1,ok
applications/planning/pipesnotankage09_7,1,ok
applications/planning/driverlog03_6,1,ok
applications/planning/pipesnotankage04_6,1,ok
applications/planning/freecell04_9,1,ok
applications/planning/pipesnotankage11_8,1,ok
applications/planning/pipesnotankage05_6,1,ok
applications/planning/driverlog01_6,1,ok
applications/planning/pipesnotankage12_8,1,ok
applications/planning/pipesnotankage06_6,1,ok
applications/planning/driverlog15_8,1,ok
applications/planning/depots01_6,1,ok
applications/planning/depots06_17,1,ok
applications/planning/driverlog14_8,1,ok
applications/planning/pipesnotankage14_10,1,ok
applications/planning/pipesnotankage07_6,1,ok
applications/planning/pipesnotankage19_9,1,ok
applications/planning/driverlog13_8,1,ok
applications/planning/freecell01_5,1,ok
applications/planning/driverlog07_6,1,ok
applications/planning/depots13_8,1,ok
applications/planning/driverlog12_8,1,ok
applications/planning/pipesnotankage18_9,1,ok
applications/planning/driverlog06_6,1,ok
applications/planning/pipesnotankage15_8,1,ok
applications/planning/driverlog08_7,1,ok
applications/planning/pipesnotankage02_6,1,ok
applications/planning/depots10_8,1,ok
applications/planning/freecell03_5,1,ok
applications/planning/driverlog11_8,1,ok
applications/planning/pipesnotankage16_8,1,ok
applications/planning/depots08_7,1,ok
applications/planning/pipesnotankage03_6,1,ok
applications/planning/freecell02_5,1,ok
applications/planning/driverlog04_6,1,ok
applications/planning/pipesnotankage08_5,1,ok
applications/planning/pipesnotankage05_4,1,ok
applications/planning/freecell04_7,1,ok
applications/planning/pipesnotankage11_6,1,ok
applications/planning/depots03_8,1,ok
applications/planning/driverlog02_8,1,ok
applications/planning/depots16_6,1,ok
applications/planning/pipesnotankage09_5,1,ok
applications/planning/driverlog03_8,1,ok
applications/planning/pipesnotankage10_6,1,ok
applications/planning/depots02_8,1,ok
applications/planning/depots01_4,1,ok
applications/planning/depots06_15,1,ok
applications/planning/pipesnotankage13_6,1,ok
applications/planning/pipesnotankage07_4,1,ok
applications/planning/driverlog15_6,1,ok
applications/planning/pipesnotankage06_4,1,ok
applications/planning/depots07_8,1,ok
applications/planning/pipesnotankage01_4,1,ok
applications/planning/pipesnotankage18_7,1,ok
applications/planning/pipesnotankage19_7,1,ok
applications/planning/driverlog13_6,1,ok
applications/planning/driverlog04_8,1,ok
applications/planning/pipesnotankage15_10,1,ok
applications/planning/depots05_8,1,ok
applications/planning/pipesnotankage17_6,1,ok
applications/planning/driverlog09_9,1,ok
applications/planning/driverlog10_6,1,ok
applications/planning/depots09_12,1,ok
applications/planning/freecell03_7,1,ok
applications/planning/driverlog08_5,1,ok
applications/planning/depots04_8,1,ok
applications/planning/driverlog05_8,1,ok
applications/planning/depots10_6,1,ok
applications/planning/driverlog06_5,1,ok
applications/planning/driverlog12_7,1,ok
applications/planning/depots13_7,1,ok
applications/planning/depots07_9,1,ok
applications/planning/driverlog07_5,1,ok
applications/planning/driverlog13_7,1,ok
applications/planning/freecell01_6,1,ok
applications/planning/driverlog09_8,1,ok
applications/planning/driverlog10_7,1,ok
applications/planning/depots08_8,1,ok
applications/planning/depots09_13,1,ok
applications/planning/freecell02_6,1,ok
applications/planning/pipesnotankage03_5,1,ok
applications/planning/depots05_9,1,ok
applications/planning/pipesnotankage17_7,1,ok
applications/planning/driverlog11_7,1,ok
applications/planning/depots10_7,1,ok
applications/planning/freecell03_6,1,ok
applications/planning/pipesnotankage02_5,1,ok
applications/planning/depots04_9,1,ok
applications/planning/driverlog05_9,1,ok
applications/planning/pipesnotankage05_5,1,ok
applications/planning/driverlog09_10,1,ok
applications/planning/pipesnotankage11_7,1,ok
applications/planning/depots03_9,1,ok
applications/planning/driverlog02_9,1,ok
applications/planning/pipesnotankage08_4,1,ok
applications/planning/pipesnotankage04_5,1,ok
applications/planning/pipesnotankage10_7,1,ok
applications/planning/depots02_9,1,ok
applications/planning/depots16_7,1,ok
applications/planning/pipesnotankage13_7,1,ok
applications/planning/pipesnotankage07_5,1,ok
applications/planning/depots01_5,1,ok
applications/planning/driverlog14_7,1,ok
applications/planning/pipesnotankage12_7,1,ok
applications/planning/pipesnotankage06_5,1,ok
applications/planning/driverlog01_5,1,ok
applications/planning/driverlog02_10,1,ok
applications/planning/driverlog15_7,1,ok
applications/testing/b14_PR_1_2,1,ok
applications/testing/b22_PR_4_5,1,ok
applications/testing/b14_PR_0_2,1,ok
applications/testing/s38584_PR_7_10,1,ok
applications/testing/b14_PR_4_90,1,ok
applications/testing/s00349_PR_3_20,1,ok
applications/testing/b21_PR_0_75,1,ok
applications/testing/b15_PR_4_10,1,ok
applications/testing/s13207_PR_2_75,1,ok
applications/testing/b14_PR_3_10,1,ok
applications/testing/s09234_PR_3_50,1,ok
applications/testing/b14_PR_8_75,1,ok
applications/testing/s15850_PR_5_90,1,ok
applications/testing/s01423_PR_0_10,1,ok
applications/testing/b15_PR_3_75,1,ok
applications/testing/s05378_PR_6_50,1,ok
applications/testing/b15_PR_8_10,1,ok
applications/testing/s15850_PR_5_75,1,ok
applications/testing/s15850_PR_8_50,1,ok
applications/testing/b15_PR_2_20,1,ok
applications/testing/b20_PR_7_90,1,ok
applications/testing/s15850_PR_0_2,1,ok
applications/testing/b17_PR_7_50,1,ok
applications/testing/b17_PR_1_75,1,ok
applications/testing/b18_PR_9_2,1,ok
applications/testing/s09234_PR_8_2,1,ok
applications/testing/b17_PR_6_90,1,ok
applications/testing/s15850_PR_2_2,1,ok
applications/testing/s01423_PR_6_20,1,ok
applications/testing/b18_PR_1_90,1,ok
applications/testing/b14_PR_3_90,1,ok
applications/testing/b15_PR_9_20,1,ok
applications/testing/b17_PR_5_5,1,ok
applications/testing/b14_PR_6_2,1,ok
applications/testing/b20_PR_6_50,1,ok
applications/testing/s09234_PR_2_75,1,ok
applications/testing/b15_PR_8_75,1,ok
applications/testing/s38584_PR_5_10,1,ok
applications/testing/s05378_PR_6_5,1,ok
applications/testing/b15_PR_6_10,1,ok
applications/testing/s38584_PR_9_90,1,ok
applications/testing/b14_PR_1_75,1,ok
applications/testing/b20_PR_5_10,1,ok
applications/testing/b17_PR_9_50,1,ok
applications/testing/b15_PR_1_5,1,ok
applications/testing/b18_PR_8_75,1,ok
applications/testing/b15_PR_3_5,1,ok
applications/testing/b20_PR_4_20,1,ok
applications/testing/b15_PR_4_5,1,ok
applications/testing/s01423_PR_5_10,1,ok
applications/testing/s09234_PR_2_2,1,ok
applications/testing/s38584_PR_5_90,1,ok
applications/testing/s15850_PR_6_20,1,ok
applications/testing/b14_PR_7_20,1,ok
applications/testing/s38584_PR_1_2,1,ok
applications/testing/b20_PR_4_50,1,ok
applications/testing/s01423_PR_6_5,1,ok
applications/testing/s01423_PR_4_20,1,ok
applications/testing/b22_PR_7_90,1,ok
applications/testing/b17_PR_2_20,1,ok
applications/testing/b18_PR_3_50,1,ok
applications/testing/b21_PR_2_5,1,ok
applications/testing/b17_PR_2_10,1,ok
applications/testing/b17_PR_6_2,1,ok
applications/testing/s15850_PR_3_5,1,ok
applications/testing/b22_PR_0_20,1,ok
applications/testing/s09234_PR_9_5,1,ok
applications/testing/b21_PR_0_5,1,ok
applications/testing/b17_PR_2_75,1,ok
applications/testing/s01238_PR_8_2,1,ok
applications/testing/b22_PR_2_2,1,ok
applications/testing/b20_PR_5_50,1,ok
applications/testing/s05378_PR_9_2,1,ok
applications/testing/s09234_PR_8_5,1,ok
applications/testing/b20_PR_8_75,1,ok
applications/testing/b17_PR_4_2,1,ok
applications/testing/b20_PR_9_20,1,ok
applications/testing/s38584_PR_8_75,1,ok
applications/testing/s01423_PR_8_10,1,ok
applications/testing/b17_PR_2_2,1,ok
applications/testing/b21_PR_8_10,1,ok
applications/testing/b14_PR_7_90,1,ok
applications/testing/b18_PR_3_20,1,ok
applications/testing/s01423_PR_8_2,1,ok
applications/testing/s38584_PR_4_10,1,ok
applications/testing/b22_PR_4_2,1,ok
applications/testing/b14_PR_1_5,1,ok
applications/testing/b17_PR_1_2,1,ok
applications/testing/b20_PR_5_20,1,ok
applications/testing/b18_PR_2_10,1,ok
applications/testing/b12_PR_9_2,1,ok
applications/testing/b17_PR_0_10,1,ok
applications/testing/s38584_PR_2_5,1,ok
applications/testing/b17_PR_6_50,1,ok
applications/testing/s38584_PR_3_5,1,ok
applications/testing/b20_PR_2_2,1,ok
applications/testing/s09234_PR_9_20,1,ok
applications/testing/b18_PR_2_5,1,ok
applications/testing/s09234_PR_3_5,1,ok
