@relation R_data_frame

@attribute instance_id string
@attribute repetition numeric
@attribute EXIST_VARS numeric
@attribute FORALL_VARS numeric
@attribute TOTAL_VARS numeric
@attribute CLAUSES numeric
@attribute LITERALS numeric
@attribute EXIST_SET numeric
@attribute FORALL_SET numeric
@attribute TOTAL_SET numeric
@attribute UNARY_CLAUSES numeric
@attribute BINARY_CLAUSES numeric
@attribute TERNARY_MORE_CLAUSES numeric
@attribute POS_HORN numeric
@attribute NEG_HORN numeric
@attribute EXIST_LIT_PER_CLAUSE numeric
@attribute FORALL_LIT_PER_CLAUSE numeric
@attribute EXIST_VARS_PER_SET numeric
@attribute FORALL_POS_LITS_PER_CLAUSE numeric
@attribute FORALL_NEG_LITS_PER_CLAUSE numeric
@attribute OCCS_POS_NO_PER_VAR numeric
@attribute OCCS_FORALL_NO_PER_VAR numeric
@attribute OCCS_FORALL_POS_NO_PER_VAR numeric
@attribute W_OCCS_POS_NO_PER_VAR numeric
@attribute W_OCCS_FORALL_NO_PER_VAR numeric
@attribute W_OCCS_FORALL_POS_NO_PER_VAR numeric
@attribute W_PRODUCTS numeric
@attribute LITN_LIT numeric
@attribute LITEP_LIT numeric
@attribute LITEN_LITE numeric
@attribute LITEN_LITN numeric
@attribute LITFN_LIT numeric
@attribute LITFP_LITFN numeric
@attribute OCCP_OCCN numeric
@attribute OCCE_OCC numeric
@attribute OCCEN_OCC numeric
@attribute OCCFP_OCCF numeric
@attribute OCCEN_OCCE numeric
@attribute OCCEN_OCCN numeric
@attribute OCCFP_OCCFN numeric
@attribute TERMORE_CLAUSE numeric
@attribute NEG_HORN_CLAUSE numeric
@attribute WOCCN_WOCC numeric
@attribute WOCCEP_WOCC numeric
@attribute WOCCFN_WOCC numeric
@attribute WOCCEP_WOCCE numeric
@attribute WOCCEP_WOCCP numeric
@attribute WOCCFN_WOCCN numeric

@data
preproc_track_set/s3330_d11_u,1,43014,17248,60262,106536,3142477,2,1,3,0,94898,11638,46568,96045,27.266323,2.230532,21507,1.240811,0.989722,4.147755,13.777365,7.664135,9.670788,27.554731,15.32827,470.596108,0.92046,0.037474,0.95946,0.963547,0.033553,1.253696,0.086413,1.295044,1.242544,0.556285,0.95946,1.349916,1.253696,0.10924,0.901526,0.936128,0.048889,0.080752,0.036814,0.76542,0.086261
preproc_track_set/C5315.blif_0.10_0.20_0_1_inp_exact,1,430,95,525,9877,83246,15,14,29,0,132,9745,1325,1412,7.734535,0.693733,28.666667,0.366913,0.32682,88.632381,72.126316,38.147368,2191.222857,1211.578947,649.515789,286723.872093,0.44103,0.515436,0.438333,0.912077,0.038777,1.122677,1.267418,1.120435,0.491124,0.528897,0.438333,1.113583,1.122677,0.986636,0.142958,0.435342,0.65243,0.144839,0.566369,1.155443,0.332701
preproc_track_set/uclid-pipe3b,1,274,264,538,17075,227584,3,3,6,0,241,16834,591,3242,4.085037,9.243455,91.333333,4.621728,4.621728,186.864312,597.848485,298.924242,630.888476,1652.492424,826.257576,78390.240876,0.55826,0.094985,0.690088,0.378864,0.346755,1,0.791281,0.601792,0.41529,0.5,0.690088,0.7439,1,0.985886,0.189868,0.594937,0.284204,0.530486,0.301947,0.701629,0.891668
preproc_track_set/Umbrella_tbm_26.tex.moduleQ3.2S.000020,1,891,100,991,19085,3116226,9,9,18,0,1549,17536,5210,1864,147.721195,15.560231,99,12.421116,3.139114,265.008073,2969.67,2370.57,2571.982846,30100.37,22811.43,801325.995511,0.915724,0.008204,0.990932,0.979005,0.019225,3.956885,0.092032,1.006241,0.997116,0.79826,0.990932,1.088883,3.956885,0.918837,0.097668,0.934714,0.007626,0.185019,0.007429,0.116813,0.197942
preproc_track_set/s820_d8_s,1,5477,1836,7313,17937,1776869,2,1,3,0,12306,5631,6663,12306,77.740927,21.320734,2738.5,14.169984,7.15075,37.069329,208.295207,138.435185,76.262956,416.590414,276.87037,2946.553588,0.847435,0.009523,0.987865,0.91482,0.072185,1.981608,0.180031,1.047845,1.03513,0.664611,0.987865,1.221485,1.981608,0.313932,0.686068,0.887245,0.013329,0.206577,0.011809,0.118214,0.23283
preproc_track_set/C499.blif_0.10_0.20_0_0_out_exact,1,144,11,155,6920,55674,2,1,3,0,31,6889,416,501,7.895376,0.15,72,0.089162,0.060838,188.135484,94.363636,56.090909,356.877419,188.727273,112.181818,94041.458333,0.476219,0.512699,0.477561,0.984121,0.007562,1.465558,1.099876,1.05632,0.504457,0.594412,0.477561,1.059297,1.465558,0.99552,0.072399,0.462346,0.565815,0.11532,0.536485,1.052377,0.249423
preproc_track_set/adder-16-unsat,1,1242,632,1874,9008,187946,2,1,3,0,0,9008,272,113,16.522869,4.341474,621,2.531306,1.810169,33.758271,61.879747,36.079114,61.385806,123.759494,72.158228,95583.332528,0.663398,0.21528,0.728154,0.86922,0.086759,1.398381,0.507391,1.194892,0.870066,0.583052,0.728154,1.311529,1.398381,1,0.012544,0.726487,0.249089,0.229917,0.202799,0.910702,0.316478
preproc_track_set/s298_d21_u,1,5900,2000,7900,14175,390126,2,1,3,0,12469,1706,6559,12538,24.243457,3.27866,2950,1.675132,1.603527,4.882658,23.2375,11.8725,11.223038,46.475,23.745,388.370169,0.901127,0.038008,0.956852,0.935344,0.058263,1.044655,0.109722,1.179472,1.12858,0.51092,0.956852,1.25241,1.044655,0.120353,0.884515,0.920462,0.049456,0.161089,0.040295,0.621784,0.175009
preproc_track_set/k14_3_3,1,9872,14,9886,80619,988678,2,1,3,0,602,80017,5523,6143,7.515896,4.74769,4936,2.457746,2.289944,66.011835,27339.571429,14152.928571,119.329759,54679.142857,28305.857143,69922.786062,0.339934,0.459656,0.249985,0.450696,0.186727,1.073278,1.94175,0.613732,0.153424,0.517672,0.249985,0.451335,1.073278,0.992533,0.076198,0.404215,0.39621,131.675429,0.645017,0.665022,325.755587
preproc_track_set/C6288.blif_0.10_1.00_0_0_inp_exact,1,995,34,1029,20216,132084,2,1,3,0,923,19293,2336,10260,6.486595,0.047042,497.5,0.03057,0.016472,86.530612,27.970588,18.176471,249.451895,55.941176,36.352941,20245.807035,0.325884,0.669438,0.325707,0.992264,0.002521,1.855856,2.068581,1.026725,0.334412,0.649842,0.325707,1.02617,1.855856,0.954343,0.507519,0.3123,0.707774,0.054002,0.687894,1.029191,0.172916
preproc_track_set/s641_d7_u,1,3001,1816,4817,9543,1074606,2,1,3,0,6441,3102,3067,6440,92.374725,20.232003,1500.5,10.89804,9.333962,23.476853,106.318282,57.268722,48.481628,212.636564,114.537445,2525.49117,0.894763,0.008457,0.989691,0.907361,0.08289,1.167569,0.117614,1.316738,1.303164,0.538654,0.989691,1.456434,1.167569,0.325055,0.67484,0.922882,0.013535,0.156044,0.009665,0.175513,0.169083
preproc_track_set/s3330_d10_u,1,39132,15497,54629,95350,2793078,2,1,3,0,85299,10051,41644,86106,26.852858,2.440042,19566,1.456592,0.98345,4.420198,15.013099,8.962122,10.219279,30.026199,17.924243,466.303613,0.913547,0.036728,0.959934,0.96325,0.033573,1.481103,0.094635,1.279733,1.22846,0.596953,0.959934,1.344715,1.481103,0.105412,0.903052,0.931034,0.048374,0.081672,0.036765,0.701416,0.087721
preproc_track_set/b20_C_3_2,1,2240,36,2276,131909,288651,2,1,3,0,126625,5284,129072,4694,2.14582,0.042438,1120,0.020218,0.02222,12.426626,155.5,74.083333,16.281195,311,148.166667,1171.827679,0.902017,0.088744,0.909501,0.988743,0.010154,0.909928,0.108627,0.996366,0.906196,0.47642,0.909501,1.004633,0.909928,0.040058,0.035585,0.879521,0.104795,1.204953,0.107033,0.869814,1.370012
preproc_track_set/C5315.blif_0.10_0.20_0_0_out_exact,1,435,95,530,11353,91896,2,1,3,0,109,11244,1640,1145,7.269708,0.824716,217.5,0.439884,0.384832,96.766038,98.557895,52.568421,230.543396,197.115789,105.136842,29004.606897,0.441913,0.503743,0.439109,0.892416,0.047543,1.143053,1.262891,1.094253,0.480496,0.533376,0.439109,1.087311,1.143053,0.990399,0.100854,0.431808,0.635691,0.226689,0.571513,1.118796,0.524977
preproc_track_set/s713_d3_s,1,1386,614,2000,3530,127611,2,1,3,0,2993,537,1442,2984,31.766856,4.383569,693,2.791501,1.592068,6.849,25.201954,16.04886,15.296,50.403909,32.09772,627.695527,0.892658,0.030123,0.965721,0.950664,0.04404,1.753381,0.12025,1.268024,1.224557,0.63681,0.965721,1.37181,1.753381,0.152125,0.845326,0.916463,0.042887,0.099976,0.032464,0.51339,0.109089
preproc_track_set/adder-6-sat,1,63,18,81,13567,213600,2,2,4,0,0,13567,228,1776,1.289821,14.454264,31.5,7.230191,7.224073,1318.888889,10894.5,5449.555556,1508.123457,11122.055556,5563.333333,134186.380952,0.49986,0.040908,0.500657,0.082055,0.458844,1.000847,1.000562,0.105331,0.052735,0.500212,0.500657,0.105499,1.000847,1,0.130906,0.499404,0.116008,1.845124,0.502373,0.23174,3.694655
preproc_track_set/Umbrella_tbm_05.tex.module.000025,1,654,121,775,13273,3078973,9,9,18,0,1659,11614,1725,1893,214.403601,17.56905,72.666667,13.645596,3.923454,251.449032,1927.22314,1496.842975,3054.474839,23296.876033,18328.677686,248706.422018,0.936708,0.004467,0.995167,0.981944,0.016913,3.477955,0.067568,1.095265,1.089971,0.776684,0.995167,1.163618,3.477955,0.875009,0.14262,0.937346,0.004687,0.101908,0.004274,0.074813,0.10872
preproc_track_set/adder-10-sat,1,774,237,1011,68171,1388632,2,2,4,0,0,68171,12251,186,2.507694,17.862141,387,9.791466,8.070675,721.331355,5137.890295,2816.43038,1372.18002,8482.649789,4983.080169,38141.036176,0.474831,0.044484,0.638659,0.165583,0.396207,1.213215,1.106011,0.160804,0.102699,0.548169,0.638659,0.216285,1.213215,1,0.002728,0.468685,0.103197,1.355052,0.343446,0.194229,2.891181
preproc_track_set/k6_4_3,1,3686,6,3692,12635,161889,2,1,3,0,832,11803,3370,3230,11.435615,1.377127,1843,0.701148,0.675979,34.640303,2900,1476.5,83.993229,5800,2953,5920.845903,0.210002,0.735275,0.17618,0.748772,0.052758,1.037232,3.761861,0.893972,0.1575,0.509138,0.17618,0.749991,1.037232,0.934151,0.255639,0.211313,0.744835,26.733006,0.815831,0.944399,126.508967
preproc_track_set/nusmv.tcas-t.6.B-f3,1,940,223,1163,19845,154388,2,1,3,0,1263,18582,2905,4359,5.470899,2.308793,470,1.322046,0.986747,89.302666,205.461883,117.650224,224.879622,410.923767,235.300448,7601.918085,0.327286,0.502779,0.285042,0.61246,0.126836,1.339802,2.055434,0.870058,0.248003,0.572613,0.285042,0.757757,1.339802,0.936357,0.219652,0.303361,0.688981,0.544051,0.736687,0.989007,1.793412
preproc_track_set/ev-pr-8x8-13-7-0-1-2-lg,1,5043,48,5091,51206,280099,7,6,13,0,120,51086,14439,21366,4.817248,0.652795,720.428571,0.33211,0.320685,35.591043,696.395833,354.291667,390.991161,6001.708333,3054.291667,32806.312512,0.353107,0.586178,0.334387,0.833972,0.058626,1.035625,1.832,0.889042,0.297285,0.50875,0.334387,0.84191,1.035625,0.997657,0.417256,0.315262,0.640344,5.161778,0.70408,0.935166,16.373
preproc_track_set/filesys_fastfat_allocsup.c,1,3199,96,3295,69925,362803,2,1,3,0,371,69554,16013,17581,4.464312,0.724147,1599.5,0.343711,0.380436,55.310774,527.458333,250.354167,155.179059,1054.916667,500.708333,12477.753048,0.497664,0.436091,0.493172,0.852665,0.073324,0.903466,1.009388,0.886252,0.437075,0.474643,0.493172,0.878253,0.903466,0.994694,0.251427,0.495086,0.471176,1.803257,0.508278,0.93318,3.642311
preproc_track_set/Core1108_tbm_02.tex.moduleQ3.2S.000098,1,689,93,782,17152,2537212,9,9,18,0,1430,15722,4148,1680,130.821245,17.103895,76.555556,13.797225,3.30667,327.604859,3154.473118,2544.623656,3488.409207,34716.88172,27112.83871,748194.20029,0.899028,0.0077,0.991293,0.975136,0.022354,4.172544,0.112312,1.003746,0.995006,0.806672,0.991293,1.106758,4.172544,0.916628,0.097948,0.913018,0.007471,0.189604,0.007338,0.085892,0.207667
preproc_track_set/s1269_d9_s,1,12264,4427,16691,42359,3075208,2,1,3,0,26123,16236,14015,27846,66.807644,5.791048,6132,3.52971,2.261338,12.885268,55.410662,33.773436,25.784015,110.821324,67.546871,2116.950995,0.930064,0.021317,0.976836,0.966509,0.031148,1.560895,0.075195,1.252413,1.223402,0.609512,0.976836,1.315395,1.560895,0.383295,0.657381,0.951408,0.020181,0.081555,0.015698,0.415322,0.08572
preproc_track_set/k_ph_n-19,1,1679,11,1690,6727,24229,2,1,3,0,5922,805,1419,4972,2.914078,0.687677,839.5,0.288836,0.39884,8.788757,420.545455,176.636364,16.310059,841.090909,353.272727,89.304348,0.386974,0.532833,0.341427,0.713844,0.110735,0.724189,1.584151,0.814372,0.278049,0.420017,0.341427,0.718521,0.724189,0.119667,0.739111,0.350656,0.561453,19.421252,0.713257,0.864647,55.38547
preproc_track_set/s09234_PR_9_20,1,831,15,846,21922,132353,2,1,3,0,1552,20370,8063,8790,5.886187,0.151264,415.5,0.060213,0.09105,72.884161,221.066667,88,99.085106,442.133333,176,10056.155235,0.534125,0.455902,0.532382,0.971765,0.015081,0.661323,0.872222,0.992544,0.528413,0.39807,0.532382,0.989306,0.661323,0.929204,0.400967,0.520635,0.472648,1.287528,0.482569,0.985988,2.472994
preproc_track_set/C6288.blif_0.10_0.20_0_0_out_exact,1,1174,66,1240,26631,164225,2,1,3,0,676,25955,4065,7090,6.041493,0.125192,587,0.076039,0.049153,70.324194,50.515152,30.681818,168.454032,101.030303,61.363636,32108.101363,0.469009,0.51866,0.470592,0.983005,0.007971,1.546982,1.132155,1.034775,0.486957,0.607379,0.470592,1.038268,1.546982,0.974616,0.266231,0.422514,0.598125,0.135983,0.576924,1.035739,0.321843
preproc_track_set/s713_d4_s,1,1257,595,1852,2946,25807,2,1,3,0,2657,289,1333,2678,5.002376,3.757637,628.5,1.915139,1.842498,4.655508,18.605042,9.482353,10.850972,37.210084,18.964706,60.708035,0.665905,0.115473,0.797788,0.684143,0.210331,1.039425,0.501717,0.841351,0.67122,0.509666,0.797788,1.007982,1.039425,0.098099,0.909029,0.695971,0.19642,0.51121,0.20046,0.646057,0.734527
preproc_track_set/C5315.blif_0.10_1.00_0_0_inp_exact,1,328,1,329,6690,60387,2,1,3,0,86,6604,1160,897,9.016891,0.009567,164,0.004783,0.004783,97.513678,64,32,290.559271,128,64,25448.506098,0.468727,0.530743,0.468694,0.998869,0.00053,1,1.133439,1.001986,0.469624,0.5,0.468694,1.001915,1,0.987145,0.134081,0.46853,0.532734,0.117064,0.531493,1.002377,0.249855
preproc_track_set/stmt41_160_235,1,354,89,443,4762,52759,1,1,2,0,894,3868,1405,927,5.238765,5.840403,354,2.314574,3.525829,66.390519,312.494382,123.842697,107.900677,312.494382,123.842697,1075.20904,0.442541,0.348547,0.262877,0.280881,0.31824,0.656462,1.25968,0.591728,0.155552,0.396304,0.262877,0.351497,0.656462,0.812264,0.194666,0.384861,0.592289,1.075499,0.737123,0.962855,2.794513
preproc_track_set/emptyroom_e3_ser---19_,1,229,6,235,4106,21190,2,1,3,0,148,3958,1075,1247,4.790794,0.369946,114.5,0.191184,0.178763,53.212766,253.166667,130.833333,98.859574,506.333333,261.666667,3479.052402,0.409863,0.553091,0.404199,0.915486,0.034639,1.069482,1.439839,0.952638,0.385055,0.516787,0.404199,0.939473,1.069482,0.963955,0.303702,0.445762,0.530323,1.371679,0.557165,0.956851,3.077156
preproc_track_set/k_branch_n-21,1,1373,95,1468,14220,126380,22,21,43,0,358,13862,2339,930,8.292335,0.595148,62.409091,0.255415,0.339733,25.22752,89.084211,38.231579,965.490463,2814.8,1145.873684,28574.462491,0.706963,0.264298,0.716733,0.945929,0.038226,0.751811,0.414501,0.997593,0.715008,0.429162,0.716733,1.01138,0.751811,0.974824,0.065401,0.715697,0.280627,0.49144,0.277343,0.987073,0.686658
preproc_track_set/connect_9x8_3_R,1,21379,323,21702,132204,858351,37,36,73,0,455,131749,14268,81578,6.331019,0.161606,577.810811,0.101026,0.060581,29.626763,66.145511,41.349845,1146.854391,2536.941176,1579.250774,8058.028112,0.250936,0.733504,0.247772,0.962816,0.009331,1.667624,2.985083,0.989841,0.245255,0.625135,0.247772,0.977363,1.667624,0.996558,0.617062,0.254269,0.741483,0.622729,0.748832,0.994304,2.44909
preproc_track_set/cube_c11_ser--opt-42_,1,947,11,958,33022,214233,2,1,3,0,667,32355,5661,6951,3.973896,2.513688,473.5,1.667949,0.845739,134.839248,7546.090909,5007.181818,247.32881,15092.181818,10014.363636,10618.767687,0.39703,0.345871,0.435348,0.671655,0.130363,1.972178,1.518699,0.619654,0.269765,0.663546,0.435348,0.679457,1.972178,0.979801,0.210496,0.443157,0.301418,11.432335,0.488578,0.541298,25.797461
preproc_track_set/s1269_d8_s,1,11065,3804,14869,37269,2416060,2,1,3,0,23143,14126,12130,24640,60.17159,4.656014,5532.5,3.031259,1.624755,11.625059,45.616456,29.698212,22.972426,91.232913,59.396425,1848.911794,0.928457,0.024785,0.973298,0.973006,0.025063,1.865671,0.077056,1.247274,1.213969,0.651042,0.973298,1.307513,1.865671,0.379028,0.661139,0.950888,0.022342,0.068063,0.017499,0.454908,0.071578
preproc_track_set/C6288.blif_0.10_0.20_0_1_inp_exact,1,1230,67,1297,26085,158095,7,6,13,0,736,25349,4341,7084,5.916465,0.144297,175.714286,0.082385,0.061913,63.915189,56.179104,32.074627,733.897456,368.865672,212.358209,238304.182927,0.475644,0.510763,0.47678,0.978523,0.010215,1.33065,1.102411,1.029366,0.490782,0.570935,0.47678,1.031825,1.33065,0.971785,0.271574,0.45661,0.564424,0.115881,0.542927,1.03871,0.253785
preproc_track_set/s713_d5_s,1,3507,1065,4572,7803,1560875,2,1,3,0,4002,3801,1975,4020,176.368192,23.667051,1753.5,13.308599,10.358452,24.326772,173.402817,97.50892,50.220254,346.805634,195.01784,3470.471913,0.928744,0.004725,0.994641,0.944244,0.051783,1.284806,0.076723,1.149434,1.143275,0.562326,0.994641,1.23099,1.284806,0.48712,0.515186,0.948948,0.006352,0.154302,0.005308,0.124419,0.162603
preproc_track_set/cube_c5_ser--opt-15_,1,472,6,478,5261,26963,2,1,3,0,505,4756,1421,1800,4.766964,0.358107,236,0.191599,0.166508,33.991632,314,168,64.811715,628,336,1778.313559,0.397396,0.565219,0.39232,0.918245,0.032489,1.150685,1.516379,0.94195,0.369546,0.535032,0.39232,0.929918,1.150685,0.904011,0.34214,0.421659,0.547579,2.605634,0.581618,0.94681,6.179484
preproc_track_set/nusmv.tcas.2.B-f2,1,521,289,810,10754,111602,2,1,3,0,384,10370,1267,1871,5.690813,4.686907,260.5,2.655663,2.031244,70.008642,174.404844,98.820069,149.11358,348.809689,197.640138,7161.119002,0.491882,0.252218,0.540058,0.602077,0.195731,1.307407,1.033008,0.85255,0.460426,0.566613,0.540058,0.93605,1.307407,0.964292,0.173982,0.503594,0.406795,0.50325,0.446743,0.819481,0.999317
preproc_track_set/ring_r6_ser--opt-17_,1,324,12,336,25708,241916,2,1,3,0,115,25593,1487,3060,1.700988,7.709157,162,3.746305,3.962852,366.883929,16515.583333,8025.833333,772.741071,33031.166667,16051.666667,84159.095679,0.490431,0.111456,0.383407,0.141315,0.421126,0.945356,1.039025,0.187456,0.071872,0.485955,0.383407,0.146549,0.945356,0.995527,0.119029,0.491437,0.136137,11.174684,0.587054,0.26769,22.73877
preproc_track_set/ken.flash.14.C-d4,1,203,90,293,2550,29159,2,1,3,0,273,2277,357,1013,8.48902,2.945882,101.5,1.767059,1.178824,79.443686,83.466667,50.066667,220.255973,166.933333,100.133333,5084.128079,0.201722,0.643746,0.132859,0.488949,0.10309,1.499002,3.957327,1.071511,0.14236,0.59984,0.132859,0.705725,1.499002,0.892941,0.397255,0.176734,1.022326,0.249683,0.876241,1.241793,1.412762
preproc_track_set/k12_4_2,1,8168,12,8180,48401,557368,2,1,3,0,412,47989,4727,5014,9.07128,2.44435,4084,1.252226,1.192124,46.911491,9859.083333,5050.75,84.16467,19718.166667,10101.5,50842.278404,0.311521,0.579737,0.264047,0.667688,0.103522,1.050416,2.210053,0.788894,0.208305,0.512294,0.264047,0.668669,1.050416,0.991488,0.103593,0.391268,0.50229,69.553826,0.634246,0.825141,177.765274
preproc_track_set/s38584_3_238,1,653,34,687,16489,69896,2,1,3,0,12721,3768,14826,886,3.875735,0.363212,326.5,0.148341,0.214871,51.775837,176.147059,71.941176,62.992722,352.294118,143.882353,2987.300153,0.491101,0.473904,0.481684,0.896784,0.05069,0.690375,1.036241,0.961922,0.463343,0.408415,0.481684,0.943477,0.690375,0.228516,0.053733,0.500444,0.466155,1.652782,0.514179,0.93314,3.302629
preproc_track_set/adder-12-sat,1,1249,399,1648,81804,1553269,2,2,4,0,2,81802,2067,19503,3.097428,15.890262,624.5,8.708449,7.181813,469.536408,3257.862155,1785.428571,884.90534,5399.075188,3168.937343,29590.58767,0.501827,0.039536,0.757639,0.246284,0.378235,1.21257,0.992717,0.21524,0.163074,0.548037,0.757639,0.324961,1.21257,0.999976,0.238411,0.523788,0.083552,1.200148,0.213539,0.175452,2.291284
preproc_track_set/TOILET10.1.iv.20,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
preproc_track_set/s298_d24_u,1,6943,2263,9206,19775,2160501,2,1,3,0,12355,7420,6902,12577,95.026498,14.227661,3471.5,7.625841,6.60182,18.714534,124.327,66.637649,38.788725,248.653999,133.275298,2596.511738,0.920256,0.009944,0.988567,0.934338,0.060426,1.155112,0.086654,1.153269,1.140083,0.535987,0.988567,1.238875,1.155112,0.375221,0.636005,0.942118,0.011926,0.172174,0.009897,0.206034,0.182752
preproc_track_set/s1269_d10_s,1,13570,4835,18405,45329,2604214,2,1,3,0,29259,16070,15651,31157,52.739063,4.712325,6785,2.686999,2.025326,10.328443,44.178904,25.191107,20.752187,88.357808,50.382213,1496.787915,0.927005,0.026225,0.971432,0.961971,0.035253,1.3267,0.078743,1.245053,1.209484,0.570207,0.971432,1.304722,1.3267,0.354519,0.687352,0.948892,0.025108,0.093526,0.019635,0.491273,0.098563
preproc_track_set/stmt17_94_98,1,138,191,329,9402,84429,1,1,2,0,99,9303,1010,733,3.286109,5.693789,138,2.471495,3.222293,105.364742,280.277487,121.659686,140.100304,280.277487,121.659686,16467.898551,0.589418,0.135356,0.630114,0.391206,0.358834,0.766999,0.696588,0.872424,0.549726,0.434069,0.630114,0.932659,0.766999,0.98947,0.077962,0.600321,0.472491,0.452506,0.369886,1.182176,0.753774
preproc_track_set/ev-pr-6x6-11-5-0-1-2-lg,1,2054,34,2088,21042,115592,6,5,11,0,49,20993,6708,8554,4.856668,0.636727,342.333333,0.325017,0.31171,34.473659,394.058824,201.147059,331.10728,3313.411765,1693.588235,38797.25073,0.377284,0.563551,0.362565,0.849602,0.056743,1.042689,1.650524,0.898727,0.325847,0.510449,0.362565,0.863666,1.042689,0.997671,0.40652,0.338527,0.616417,3.23602,0.679636,0.931885,9.559128
preproc_track_set/C432.blif_0.10_0.20_0_0_out_exact,1,389,8,397,5798,44853,2,1,3,0,766,5032,1501,1306,7.49724,0.238703,194.5,0.179027,0.059676,40.97733,173,129.75,86.367758,346,259.5,7027.645244,0.637304,0.339554,0.649635,0.987896,0.007714,3,0.56911,0.989075,0.642538,0.75,0.649635,1.008212,3,0.867885,0.22525,0.674931,0.311668,0.325567,0.313618,0.958774,0.482371
preproc_track_set/b20_PR_5_10,1,4134,152,4286,81289,559919,2,1,3,0,6320,74969,20506,36276,6.881251,0.006754,2067,0.003445,0.003309,79.221185,3.611842,1.842105,92.779748,7.223684,3.684211,4614.107402,0.393587,0.605913,0.393493,0.998779,0.00048,1.040892,1.540732,1.035752,0.407561,0.510018,0.393493,1.035503,1.040892,0.922253,0.44626,0.405861,0.615118,0.022666,0.594278,1.035308,0.055847
preproc_track_set/vis.prodcell.23.E-f4,1,889,61,950,11211,84405,2,1,3,0,1154,10057,2694,3373,6.781465,0.747302,444.5,0.36705,0.380252,61.974737,137.344262,67.459016,174.777895,274.688525,134.918033,4903.024747,0.302458,0.648789,0.279716,0.833013,0.050506,0.965283,2.30624,0.962546,0.26924,0.491167,0.279716,0.890172,0.965283,0.897065,0.300865,0.2831,0.728118,0.573307,0.734504,1.015649,2.025103
preproc_track_set/s3330_d14_u,1,56950,22373,79323,134750,2181481,2,1,3,0,124316,10434,61269,125550,14.764586,1.424512,28475,0.782256,0.642256,3.175611,8.579672,4.711438,7.735436,17.159344,9.422876,248.719491,0.884528,0.067152,0.926369,0.955149,0.039672,1.217982,0.130546,1.270293,1.176761,0.54914,0.926369,1.330382,1.217982,0.077432,0.931725,0.90235,0.089282,0.097663,0.068271,0.914301,0.108232
preproc_track_set/test3_quant_squaring4,1,226,55,281,14085,224923,4,3,7,0,52,14033,234,731,5.318211,10.650763,56.5,5.324885,5.325879,386.758007,2727.563636,1363.654545,1963.800712,13484.8,6744.618182,785657.292035,0.516817,0.149731,0.550402,0.354676,0.333514,0.999813,0.934921,0.414082,0.227912,0.499953,0.550402,0.440991,0.999813,0.996308,0.051899,0.508881,0.200151,1.685626,0.473555,0.40754,3.312418
preproc_track_set/W3-Umbrella_tbm_21.tex.moduleQ3.6S.000001,1,748,118,866,12680,3082118,9,9,18,0,1729,10951,2460,1980,221.328943,21.7403,83.111111,18.282729,3.457571,284.946882,2336.161017,1964.618644,3513.336028,28768.415254,24409.483051,342466.034759,0.919937,0.004847,0.994677,0.984537,0.014225,5.287738,0.087031,1.054204,1.048592,0.84096,0.994677,1.139852,5.287738,0.863644,0.156151,0.926628,0.004529,0.091031,0.004261,0.061732,0.098239
preproc_track_set/biu.mv.xl_ao.bb-b003-p020-IPF01-c05.blif-biu.inv.prop.bb-bmc.with-IOC.unfold-009,1,2023,402,2425,52856,1126844,10,9,19,0,193,52663,7125,1816,8.244116,13.075015,202.3,6.536628,6.538387,296.990103,1719.136816,859.452736,4177.644124,15450.288557,7724.238806,32604.294118,0.360869,0.332523,0.140103,0.150132,0.306691,0.999731,1.771089,0.463543,0.064944,0.499933,0.140103,0.179965,0.999731,0.996349,0.034357,0.292103,0.588476,1.30917,0.867354,0.831302,4.481877
preproc_track_set/ev-pr-4x4-9-3-0-0-1-lg,1,592,24,616,3925,19068,5,4,9,0,6,3919,1123,1858,4.436178,0.421911,118.4,0.228535,0.193376,20.150974,69,37.375,153.603896,448.666667,240.916667,2872.128378,0.349014,0.603944,0.338617,0.88595,0.039805,1.181818,1.865214,0.950173,0.321745,0.541667,0.338617,0.921867,1.181818,0.998471,0.473376,0.303363,0.680583,0.942205,0.710386,0.976956,3.105864
preproc_track_set/k_ph_p-10,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
preproc_track_set/k_ph_p-18,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
preproc_track_set/C880.blif_0.10_0.20_0_0_inp_exact,1,250,12,262,4265,26442,9,8,17,0,189,4076,1038,1209,5.989918,0.209848,27.777778,0.104572,0.105275,60.007634,74.583333,37.166667,773.770992,627,310,44150.204,0.405416,0.577717,0.402043,0.958116,0.016981,0.993318,1.466604,1.012528,0.40708,0.498324,0.402043,1.004105,0.993318,0.955686,0.28347,0.414049,0.602809,0.240054,0.587986,1.02877,0.579771
