@relation FEATURE_COST_GRAPHS-2015

@attribute instance_id string
@attribute repetition numeric
@attribute cheap_pattern numeric
@attribute cheap_target numeric
@attribute distance_pattern numeric
@attribute distance_target numeric
@attribute lad_features numeric

@data
g17-g60-normed,1,0,0,6,6,0
g17-g61,1,0,0,5,5,0
g17-g62,1,0,0,8,8,0
g17-g63,1,0,0,23,23,0
g17-g64,1,0,0,50,50,2
g17-g65,1,0,0,27,27,0
g17-g66-normed,1,0,0,27,27,0
g17-g67,1,0,0,13,13,0
g17-g68,1,0,0,57,57,1
g17-g69,1,0,0,23,23,0
g17-g70,1,0,0,17,17,0
g17-g71,1,0,0,22,22,0
g17-g72,1,0,0,7,7,0
g17-g73-normed,1,0,0,29,29,1
g17-g74,1,0,0,19,19,0
g17-g75,1,0,0,32,32,5
g17-g76,1,0,0,155,155,19
g17-g77,1,0,0,318,318,19
g17-g78,1,0,0,67,67,1
g17-g79,1,0,0,42,42,1
g17-g80,1,0,1,21,21,0
g17-g81,1,0,1,208,208,1
g17-g82-normed,1,0,1,205,205,0
g17-g83,1,0,1,163,163,2
g17-g84,1,0,1,792,792,14
g17-g85,1,0,1,88,88,0
g17-g86-normed,1,0,1,89,89,0
g17-g87,1,0,1,129,129,2
g17-g88,1,0,1,141,141,2
g17-g89,1,0,1,110,110,0
g17-g90,1,0,2,265,265,2
g17-g91,1,0,2,164,164,16
g17-g92,1,0,3,228,228,15
g17-g93-normed,1,0,3,5586,5586,51
g17-g94,1,0,4,467,467,3
g17-g95,1,0,5,151,151,1
g17-g96,1,0,5,176,176,2
g17-g97,1,0,5,178,178,2
g17-g98,1,0,5,267,267,1
g17-g99,1,0,5,267,267,2
g18-g100,1,0,5,131,131,1
g18-g101,1,0,6,706,706,2
g18-g102,1,0,6,826,826,2
g18-g103,1,0,6,1142,1142,4
g18-g104,1,0,14,1345,1345,5
g18-g105,1,0,14,1403,1403,6
g18-g106,1,0,25,4969,4969,11
g18-g107,1,0,25,2974,2974,9
g18-g108,1,0,29,3673,3673,9
g18-g109,1,0,31,4230,4230,3
g18-g110,1,0,36,9858,9858,26
g18-g111,1,0,41,5703,5703,13
g18-g112,1,0,54,5971,5971,116
g18-g19,1,0,0,0,0,0
g18-g20,1,0,0,0,0,0
g18-g21,1,0,0,0,0,0
g18-g22,1,0,0,0,0,0
g18-g23,1,0,0,0,0,0
g18-g24,1,0,0,0,0,0
g18-g25,1,0,0,0,0,0
g18-g26,1,0,0,0,0,0
g18-g27,1,0,0,0,0,0
g18-g28,1,0,0,0,0,0
g18-g29,1,0,0,1,1,0
g18-g30,1,0,0,1,1,0
g18-g31,1,0,0,1,1,0
g18-g32,1,0,0,3,3,0
g18-g33,1,0,0,0,0,0
g18-g34,1,0,0,0,0,0
g18-g35,1,0,0,0,0,0
g18-g36,1,0,0,1,1,0
g18-g37,1,0,0,1,1,0
g18-g38,1,0,0,0,0,0
g18-g39,1,0,0,0,0,0
g18-g40,1,0,0,3,3,0
g18-g41,1,0,0,1,1,0
g18-g42,1,0,0,1,1,0
g18-g43,1,0,0,1,1,0
g18-g44,1,0,0,1,1,0
g18-g45,1,0,0,1,1,0
g18-g46,1,0,0,2,2,0
g18-g47,1,0,0,2,2,0
g18-g48,1,0,0,2,2,0
g18-g49,1,0,0,1,1,0
g18-g50,1,0,0,3,3,0
g18-g51,1,0,0,1,1,0
g18-g52,1,0,0,1,1,0
g18-g53,1,0,0,2,2,0
g18-g54,1,0,0,5,5,0
g18-g55,1,0,0,5,5,0
g18-g56,1,0,0,5,5,0
g18-g57,1,0,0,1,1,0
g18-g58-normed,1,0,0,3,3,0
g18-g59-normed,1,0,0,3,3,0
g18-g60-normed,1,0,0,5,5,0
g18-g61,1,0,0,5,5,0
g18-g62,1,0,0,8,8,0
g18-g63,1,0,0,23,23,0
g18-g64,1,0,0,51,51,2
g18-g65,1,0,0,27,27,0
g18-g66-normed,1,0,0,27,27,0
g18-g67,1,0,0,13,13,0
g18-g68,1,0,0,57,57,1
g18-g69,1,0,0,22,22,0
g18-g70,1,0,0,17,17,0
g18-g71,1,0,0,21,21,0
g18-g72,1,0,0,8,8,0
g18-g73-normed,1,0,0,29,29,2
g18-g74,1,0,0,20,20,0
g18-g75,1,0,0,33,33,5
g18-g76,1,0,0,155,155,19
g18-g77,1,0,0,318,318,18
g18-g78,1,0,0,67,67,1
g18-g79,1,0,0,43,43,0
g18-g80,1,0,1,22,22,0
g18-g81,1,0,1,204,204,2
g18-g82-normed,1,0,1,207,207,2
g18-g83,1,0,1,162,162,2
g18-g84,1,0,1,789,789,13
g18-g85,1,0,1,88,88,0
g18-g86-normed,1,0,1,88,88,1
g18-g87,1,0,1,128,128,2
g18-g88,1,0,1,143,143,2
g18-g89,1,0,1,110,110,1
g18-g90,1,0,2,264,264,1
g18-g91,1,0,2,163,163,15
g18-g92,1,0,3,228,228,13
g18-g93-normed,1,0,3,5665,5665,49
g18-g94,1,0,4,470,470,3
g18-g95,1,0,5,150,150,0
g18-g96,1,0,5,178,178,1
g18-g97,1,0,5,181,181,2
g18-g98,1,0,5,265,265,3
g18-g99,1,0,5,267,267,2
g19-g100,1,0,5,130,130,0
g19-g101,1,0,6,702,702,1
g19-g102,1,0,6,830,830,2
g19-g103,1,0,6,1137,1137,3
g19-g104,1,0,14,1395,1395,4
g19-g105,1,0,14,1353,1353,6
g19-g106,1,0,25,4938,4938,11
g19-g107,1,0,25,2980,2980,11
g19-g108,1,0,29,3604,3604,7
g19-g109,1,0,31,4227,4227,6
g19-g110,1,0,36,9790,9790,23
g19-g111,1,0,40,5704,5704,10
g19-g112,1,0,54,5993,5993,77
g19-g20,1,0,0,0,0,0
g19-g21,1,0,0,0,0,0
g19-g22,1,0,0,0,0,0
g19-g23,1,0,0,0,0,0
g19-g25,1,0,0,0,0,0
g19-g26,1,0,0,0,0,0
g19-g27,1,0,0,0,0,0
g19-g28,1,0,0,0,0,0
g19-g29,1,0,0,1,1,0
g19-g30,1,0,0,1,1,0
g19-g31,1,0,0,1,1,0
g19-g32,1,0,0,3,3,0
g19-g33,1,0,0,0,0,0
g19-g35,1,0,0,0,0,0
g19-g37,1,0,0,1,1,0
g19-g38,1,0,0,0,0,0
g19-g40,1,0,0,3,3,0
g19-g41,1,0,0,1,1,0
g19-g42,1,0,0,1,1,0
g19-g43,1,0,0,1,1,0
g19-g44,1,0,0,1,1,0
g19-g45,1,0,0,1,1,0
g19-g46,1,0,0,2,2,0
g19-g47,1,0,0,2,2,0
g19-g48,1,0,0,2,2,0
g19-g49,1,0,0,1,1,0
g19-g50,1,0,0,3,3,0
g19-g51,1,0,0,1,1,0
g19-g52,1,0,0,1,1,0
g19-g53,1,0,0,2,2,0
g19-g54,1,0,0,5,5,0
g19-g55,1,0,0,5,5,0
g19-g56,1,0,0,5,5,0
g19-g57,1,0,0,1,1,0
g19-g58-normed,1,0,0,3,3,0
g19-g59-normed,1,0,0,3,3,0
g19-g60-normed,1,0,0,6,6,0
g19-g61,1,0,0,5,5,0
g19-g62,1,0,0,8,8,0
g19-g63,1,0,0,23,23,0
g19-g64,1,0,0,51,51,6
g19-g65,1,0,0,27,27,0
g19-g66-normed,1,0,0,28,28,0
g19-g67,1,0,0,12,12,0
g19-g68,1,0,0,56,56,0
g19-g69,1,0,0,22,22,0
g19-g70,1,0,0,17,17,0
g19-g71,1,0,0,22,22,0
g19-g72,1,0,0,7,7,0
g19-g73-normed,1,0,0,30,30,1
g19-g74,1,0,0,19,19,0
g19-g75,1,0,0,32,32,5
g19-g76,1,0,0,154,154,17
g19-g77,1,0,0,318,318,17
g19-g78,1,0,0,66,66,1
g19-g79,1,0,0,42,42,0
g19-g80,1,0,1,22,22,0
g19-g81,1,0,1,209,209,0
g19-g82-normed,1,0,1,208,208,0
g19-g83,1,0,1,164,164,0
g19-g84,1,0,1,788,788,15
g19-g85,1,0,1,88,88,0
g19-g86-normed,1,0,1,89,89,0
g19-g87,1,0,1,129,129,1
g19-g88,1,0,1,142,142,1
g19-g89,1,0,1,112,112,1
g19-g90,1,0,2,263,263,0
g19-g91,1,0,2,163,163,10
g19-g92,1,0,3,234,234,9
g19-g93-normed,1,0,3,5656,5656,50
g19-g94,1,0,4,486,486,3
g19-g95,1,0,5,146,146,0
g19-g96,1,0,5,174,174,0
g19-g97,1,0,5,180,180,1
g19-g98,1,0,5,271,271,1
g19-g99,1,0,5,268,268,1
g20-g100,1,0,5,128,128,1
g20-g101,1,0,6,703,703,2
g20-g102,1,0,6,826,826,2
g20-g103,1,0,6,1148,1148,4
g20-g104,1,0,14,1397,1397,2
g20-g105,1,0,14,1401,1401,1
g20-g106,1,0,25,4961,4961,4
g20-g107,1,0,25,2994,2994,4
g20-g108,1,0,29,3677,3677,4
g20-g109,1,0,31,4224,4224,5
g20-g110,1,0,36,9959,9959,13
g20-g111,1,0,40,5788,5788,6
g20-g112,1,0,54,5997,5997,8
g20-g21,1,0,0,0,0,0
g20-g23,1,0,0,0,0,0
g20-g26,1,0,0,0,0,0
g20-g27,1,0,0,0,0,0
g20-g29,1,0,0,1,1,0
g20-g30,1,0,0,1,1,0
g20-g31,1,0,0,1,1,0
g20-g32,1,0,0,3,3,0
g20-g38,1,0,0,0,0,0
g20-g40,1,0,0,3,3,0
g20-g43,1,0,0,1,1,0
g20-g44,1,0,0,1,1,0
g20-g45,1,0,0,1,1,0
g20-g48,1,0,0,2,2,0
g20-g50,1,0,0,3,3,0
g20-g51,1,0,0,1,1,0
g20-g52,1,0,0,1,1,0
g20-g53,1,0,0,2,2,0
g20-g54,1,0,0,5,5,0
g20-g55,1,0,0,5,5,0
g20-g56,1,0,0,5,5,0
g20-g57,1,0,0,1,1,0
g20-g58-normed,1,0,0,3,3,0
g20-g59-normed,1,0,0,3,3,0
g20-g60-normed,1,0,0,6,6,0
g20-g61,1,0,0,5,5,0
g20-g62,1,0,0,8,8,0
g20-g63,1,0,0,23,23,0
g20-g64,1,0,0,51,51,5
g20-g65,1,0,0,27,27,0
g20-g66-normed,1,0,0,27,27,0
g20-g67,1,0,0,13,13,0
g20-g68,1,0,0,57,57,1
g20-g69,1,0,0,23,23,0
g20-g70,1,0,0,18,18,0
g20-g71,1,0,0,22,22,0
g20-g72,1,0,0,7,7,0
g20-g73-normed,1,0,0,29,29,0
g20-g74,1,0,0,19,19,0
g20-g75,1,0,0,32,32,4
g20-g76,1,0,0,154,154,17
g20-g77,1,0,0,318,318,18
g20-g78,1,0,0,67,67,0
g20-g79,1,0,0,42,42,0
g20-g80,1,0,1,22,22,0
g20-g81,1,0,1,206,206,2
g20-g82-normed,1,0,1,209,209,1
g20-g83,1,0,1,162,162,1
g20-g84,1,0,1,793,793,14
g20-g85,1,0,1,87,87,0
g20-g86-normed,1,0,1,89,89,1
g20-g87,1,0,1,127,127,0
g20-g88,1,0,1,141,141,1
g20-g89,1,0,1,110,110,1
g20-g90,1,0,2,260,260,2
g20-g91,1,0,2,163,163,0
g20-g92,1,0,3,227,227,2
g20-g93-normed,1,0,3,5649,5649,48
g20-g94,1,0,4,450,450,2
g20-g95,1,0,5,148,148,1
g20-g96,1,0,5,176,176,1
g20-g97,1,0,5,180,180,1
g20-g98,1,0,5,266,266,1
g20-g99,1,0,5,269,269,1
g21-g100,1,0,5,131,131,1
g21-g101,1,0,6,707,707,2
g21-g102,1,0,6,822,822,4
g21-g103,1,0,6,1137,1137,4
g21-g104,1,0,14,1397,1397,1
g21-g105,1,0,14,1403,1403,2
g21-g106,1,0,26,4904,4904,4
g21-g107,1,0,26,2989,2989,5
g21-g108,1,0,30,3664,3664,3
g21-g109,1,0,33,4165,4165,5
g21-g110,1,0,38,9894,9894,13
g21-g111,1,0,42,5779,5779,6
g21-g112,1,0,54,5928,5928,9
g21-g27,1,0,0,0,0,0
g21-g32,1,0,0,3,3,0
g21-g40,1,0,0,3,3,0
g21-g50,1,0,0,3,3,0
g21-g51,1,0,0,1,1,0
g21-g52,1,0,0,1,1,0
g21-g53,1,0,0,2,2,0
g21-g54,1,0,0,5,5,0
g21-g55,1,0,0,5,5,0
g21-g56,1,0,0,5,5,0
g21-g57,1,0,0,1,1,0
g21-g58-normed,1,0,0,3,3,0
g21-g59-normed,1,0,0,3,3,0
g21-g60-normed,1,0,0,6,6,0
g21-g61,1,0,0,5,5,0
g21-g62,1,0,0,8,8,0
g21-g63,1,0,0,23,23,0
g21-g64,1,0,0,51,51,3
g21-g65,1,0,0,27,27,0
g21-g66-normed,1,0,0,27,27,0
g21-g67,1,0,0,13,13,0
g21-g68,1,0,0,56,56,1
g21-g69,1,0,0,23,23,0
g21-g70,1,0,0,17,17,0
g21-g71,1,0,0,22,22,0
g21-g72,1,0,0,7,7,0
g21-g73-normed,1,0,0,29,29,0
g21-g74,1,0,0,19,19,1
g21-g75,1,0,0,32,32,1
g21-g76,1,0,0,154,154,14
g21-g77,1,0,0,318,318,19
g21-g78,1,0,0,66,66,1
g21-g79,1,0,0,42,42,0
g21-g80,1,0,1,22,22,0
g21-g81,1,0,1,206,206,2
g21-g82-normed,1,0,1,208,208,1
g21-g83,1,0,1,163,163,0
g21-g84,1,0,1,792,792,15
g21-g85,1,0,1,88,88,1
g21-g86-normed,1,0,1,88,88,0
g21-g87,1,0,1,129,129,1
g21-g88,1,0,1,142,142,1
g21-g89,1,0,1,110,110,0
g21-g90,1,0,2,264,264,1
g21-g91,1,0,2,161,161,1
g21-g92,1,0,3,226,226,2
g21-g93-normed,1,0,4,5671,5671,47
g21-g94,1,0,4,468,468,1
g21-g95,1,0,5,148,148,0
g21-g96,1,0,5,174,174,0
g21-g97,1,0,5,182,182,1
g21-g98,1,0,5,268,268,3
g21-g99,1,0,5,268,268,1
g22-g100,1,0,5,130,130,1
g22-g101,1,0,6,626,626,2
g22-g102,1,0,5,824,824,3
g22-g103,1,0,6,1147,1147,3
g22-g104,1,0,14,1400,1400,4
g22-g105,1,0,14,1403,1403,5
g22-g106,1,0,25,4936,4936,9
g22-g107,1,0,25,2984,2984,7
g22-g108,1,0,29,3662,3662,9
g22-g109,1,0,31,4189,4189,5
g22-g110,1,0,36,9845,9845,26
g22-g111,1,0,40,5746,5746,12
g22-g112,1,0,55,5931,5931,48
g22-g23,1,0,0,0,0,0
g22-g25,1,0,0,0,0,0
g22-g26,1,0,0,0,0,0
g22-g27,1,0,0,0,0,0
g22-g28,1,0,0,0,0,0
g22-g29,1,0,0,1,1,0
g22-g30,1,0,0,1,1,0
g22-g31,1,0,0,1,1,0
g22-g32,1,0,0,3,3,0
g22-g33,1,0,0,0,0,0
g22-g37,1,0,0,1,1,0
g22-g38,1,0,0,0,0,0
g22-g40,1,0,0,3,3,0
g22-g43,1,0,0,1,1,0
g22-g44,1,0,0,1,1,0
g22-g45,1,0,0,1,1,0
g22-g46,1,0,0,2,2,0
g22-g47,1,0,0,2,2,0
g22-g48,1,0,0,2,2,0
g22-g49,1,0,0,2,2,0
g22-g50,1,0,0,3,3,0
g22-g51,1,0,0,1,1,0
g22-g52,1,0,0,1,1,0
g22-g53,1,0,0,2,2,0
g22-g54,1,0,0,5,5,0
g22-g55,1,0,0,5,5,0
g22-g56,1,0,0,5,5,0
g22-g57,1,0,0,1,1,0
g22-g58-normed,1,0,0,3,3,0
g22-g59-normed,1,0,0,3,3,0
g22-g60-normed,1,0,0,6,6,0
g22-g61,1,0,0,5,5,0
g22-g62,1,0,0,7,7,0
g22-g63,1,0,0,23,23,1
g22-g64,1,0,0,51,51,6
g22-g65,1,0,0,27,27,0
g22-g66-normed,1,0,0,27,27,0
g22-g67,1,0,0,13,13,0
g22-g68,1,0,0,57,57,1
g22-g69,1,0,0,23,23,0
g22-g70,1,0,0,17,17,0
g22-g71,1,0,0,22,22,0
g22-g72,1,0,0,7,7,0
g22-g73-normed,1,0,0,29,29,1
g22-g74,1,0,0,19,19,1
g22-g75,1,0,0,32,32,5
g22-g76,1,0,0,155,155,19
g22-g77,1,0,0,318,318,18
g22-g78,1,0,0,66,66,1
g22-g79,1,0,0,42,42,0
g22-g80,1,0,1,22,22,0
g22-g81,1,0,1,205,205,1
g22-g82-normed,1,0,1,207,207,1
g22-g83,1,0,1,162,162,0
g22-g84,1,0,1,788,788,14
g22-g85,1,0,1,90,90,0
g22-g86-normed,1,0,1,88,88,1
g22-g87,1,0,1,128,128,1
g22-g88,1,0,1,142,142,2
g22-g89,1,0,1,110,110,1
g22-g90,1,0,2,266,266,0
g22-g91,1,0,2,164,164,1
g22-g92,1,0,3,227,227,1
g22-g93-normed,1,0,4,5661,5661,50
g22-g94,1,0,4,469,469,2
g22-g95,1,0,5,151,151,0
g22-g96,1,0,5,178,178,0
g22-g97,1,0,5,182,182,2
g22-g98,1,0,5,270,270,2
g22-g99,1,0,5,270,270,0
g23-g100,1,0,5,131,131,0
g23-g101,1,0,6,700,700,2
g23-g102,1,0,6,826,826,2
g23-g103,1,0,6,1071,1071,2
g23-g104,1,0,14,1398,1398,2
g23-g105,1,0,14,1414,1414,1
g23-g106,1,0,25,4956,4956,4
g23-g107,1,0,25,2953,2953,8
g23-g108,1,0,29,3662,3662,4
g23-g109,1,0,31,4211,4211,4
g23-g110,1,0,36,9771,9771,12
g23-g111,1,0,40,5654,5654,4
g23-g112,1,0,54,5965,5965,8
g23-g27,1,0,0,0,0,0
g23-g32,1,0,0,3,3,0
g23-g40,1,0,0,3,3,0
g23-g50,1,0,0,3,3,1
g23-g51,1,0,0,1,1,0
g23-g52,1,0,0,1,1,0
g23-g53,1,0,0,2,2,0
g23-g54,1,0,0,5,5,0
g23-g55,1,0,0,5,5,0
g23-g56,1,0,0,5,5,0
g23-g57,1,0,0,1,1,0
g23-g58-normed,1,0,0,3,3,0
g23-g59-normed,1,0,0,3,3,0
g23-g60-normed,1,0,0,5,5,0
g23-g61,1,0,0,5,5,0
g23-g62,1,0,0,8,8,0
g23-g63,1,0,0,23,23,0
g23-g64,1,0,0,51,51,7
g23-g65,1,0,0,27,27,0
g23-g66-normed,1,0,0,27,27,0
g23-g67,1,0,0,12,12,0
g23-g68,1,0,0,57,57,1
g23-g69,1,0,0,22,22,0
g23-g70,1,0,0,18,18,0
g23-g71,1,0,0,22,22,0
g23-g72,1,0,0,8,8,0
g23-g73-normed,1,0,0,29,29,1
g23-g74,1,0,0,19,19,0
g23-g75,1,0,0,33,33,4
g23-g76,1,0,0,154,154,19
g23-g77,1,0,0,319,319,19
g23-g78,1,0,0,67,67,0
g23-g79,1,0,0,42,42,0
g23-g80,1,0,1,22,22,0
g23-g81,1,0,1,207,207,2
g23-g82-normed,1,0,1,207,207,1
g23-g83,1,0,1,162,162,0
g23-g84,1,0,1,788,788,15
g23-g85,1,0,1,89,89,1
g23-g86-normed,1,0,1,89,89,0
g23-g87,1,0,1,128,128,0
g23-g88,1,0,1,141,141,0
g23-g89,1,0,1,110,110,0
g23-g90,1,0,2,262,262,1
g23-g91,1,0,2,162,162,0
g23-g92,1,0,3,230,230,1
g23-g93-normed,1,0,3,5731,5731,49
g23-g94,1,0,4,467,467,1
g23-g95,1,0,5,150,150,0
g23-g96,1,0,5,174,174,0
g23-g97,1,0,5,181,181,1
g23-g98,1,0,5,268,268,1
g23-g99,1,0,5,270,270,0
g24-g100,1,0,5,129,129,1
g24-g101,1,0,6,706,706,1
g24-g102,1,0,6,829,829,2
g24-g103,1,0,6,1147,1147,2
g24-g104,1,0,14,1370,1370,7
g24-g105,1,0,14,1401,1401,7
g24-g106,1,0,25,4969,4969,13
g24-g107,1,0,25,2996,2996,12
g24-g108,1,0,29,3680,3680,15
g24-g109,1,0,31,4232,4232,5
g24-g110,1,0,36,9762,9762,28
g24-g111,1,0,41,5691,5691,15
g24-g112,1,0,55,5987,5987,177
g24-g25,1,0,0,0,0,0
g24-g26,1,0,0,0,0,0
g24-g27,1,0,0,0,0,0
g24-g28,1,0,0,0,0,0
g24-g29,1,0,0,1,1,0
g24-g30,1,0,0,1,1,0
g24-g31,1,0,0,1,1,0
g24-g32,1,0,0,3,3,0
g24-g33,1,0,0,0,0,0
g24-g35,1,0,0,0,0,0
g24-g36,1,0,0,0,0,0
g24-g37,1,0,0,1,1,0
g24-g38,1,0,0,0,0,0
g24-g39,1,0,0,0,0,0
g24-g40,1,0,0,3,3,0
g24-g41,1,0,0,1,1,0
g24-g42,1,0,0,1,1,0
g24-g43,1,0,0,1,1,0
g24-g44,1,0,0,1,1,0
g24-g45,1,0,0,1,1,0
g24-g46,1,0,0,2,2,0
g24-g47,1,0,0,2,2,0
g24-g48,1,0,0,2,2,0
g24-g49,1,0,0,1,1,0
g24-g50,1,0,0,3,3,0
g24-g51,1,0,0,1,1,0
g24-g52,1,0,0,1,1,0
g24-g53,1,0,0,2,2,0
g24-g54,1,0,0,5,5,0
g24-g55,1,0,0,5,5,0
g24-g56,1,0,0,5,5,0
g24-g57,1,0,0,1,1,0
g24-g58-normed,1,0,0,3,3,0
g24-g59-normed,1,0,0,3,3,0
g24-g60-normed,1,0,0,6,6,1
g24-g61,1,0,0,5,5,0
g24-g62,1,0,0,7,7,2
g24-g63,1,0,0,23,23,1
g24-g64,1,0,0,50,50,1
g24-g65,1,0,0,27,27,0
g24-g66-normed,1,0,0,27,27,0
g24-g67,1,0,0,13,13,0
g24-g68,1,0,0,57,57,0
g24-g69,1,0,0,23,23,0
g24-g70,1,0,0,17,17,0
g24-g71,1,0,0,22,22,0
g24-g72,1,0,0,7,7,0
g24-g73-normed,1,0,0,29,29,2
g24-g74,1,0,0,19,19,4
g24-g75,1,0,0,32,32,7
g24-g76,1,0,0,155,155,21
g24-g77,1,0,0,318,318,19
g24-g78,1,0,0,67,67,1
g24-g79,1,0,0,42,42,1
g24-g80,1,0,1,22,22,0
g24-g81,1,0,1,205,205,0
g24-g82-normed,1,0,1,206,206,0
g24-g83,1,0,1,163,163,0
g24-g84,1,0,1,791,791,14
g24-g85,1,0,1,88,88,1
g24-g86-normed,1,0,1,88,88,0
g24-g87,1,0,1,128,128,2
g24-g88,1,0,1,142,142,3
g24-g89,1,0,1,109,109,0
g24-g90,1,0,2,261,261,0
g24-g91,1,0,2,161,161,21
g24-g92,1,0,3,227,227,21
g24-g93-normed,1,0,3,5605,5605,47
g24-g94,1,0,4,470,470,1
g24-g95,1,0,5,149,149,2
g24-g96,1,0,5,172,172,2
g24-g97,1,0,5,179,179,2
g24-g98,1,0,5,264,264,2
g24-g99,1,0,5,271,271,3
g25-g100,1,0,5,131,131,1
g25-g101,1,0,6,704,704,1
g25-g102,1,0,6,824,824,1
g25-g103,1,0,6,1137,1137,3
g25-g104,1,0,14,1393,1393,7
g25-g105,1,0,14,1406,1406,8
g25-g106,1,0,25,4934,4934,13
g25-g107,1,0,25,2978,2978,10
g25-g108,1,0,29,3662,3662,12
g25-g109,1,0,31,4219,4219,7
g25-g110,1,0,36,9915,9915,28
g25-g111,1,0,40,5740,5740,16
g25-g112,1,0,54,5981,5981,145
g25-g26,1,0,0,0,0,0
g25-g27,1,0,0,0,0,0
g25-g29,1,0,0,1,1,0
g25-g30,1,0,0,1,1,0
g25-g31,1,0,0,1,1,0
g25-g32,1,0,0,3,3,0
g25-g38,1,0,0,0,0,0
g25-g40,1,0,0,3,3,0
g25-g43,1,0,0,1,1,0
g25-g44,1,0,0,1,1,0
g25-g45,1,0,0,1,1,0
g25-g46,1,0,0,1,1,0
g25-g47,1,0,0,1,1,0
g25-g48,1,0,0,2,2,0
g25-g49,1,0,0,1,1,0
g25-g50,1,0,0,3,3,1
g25-g51,1,0,0,1,1,0
g25-g52,1,0,0,1,1,0
g25-g53,1,0,0,2,2,0
g25-g54,1,0,0,5,5,0
g25-g55,1,0,0,5,5,0
g25-g56,1,0,0,5,5,0
g25-g57,1,0,0,1,1,0
g25-g58-normed,1,0,0,3,3,0
g25-g59-normed,1,0,0,3,3,0
g25-g60-normed,1,0,0,5,5,0
g25-g61,1,0,0,5,5,0
g25-g62,1,0,0,8,8,0
g25-g63,1,0,0,23,23,1
g25-g64,1,0,0,51,51,7
g25-g65,1,0,0,27,27,0
g25-g66-normed,1,0,0,27,27,0
g25-g67,1,0,0,12,12,0
g25-g68,1,0,0,57,57,1
g25-g69,1,0,0,23,23,0
g25-g70,1,0,0,17,17,0
g25-g71,1,0,0,22,22,0
g25-g72,1,0,0,7,7,0
g25-g73-normed,1,0,0,29,29,3
g25-g74,1,0,0,19,19,4
g25-g75,1,0,0,32,32,6
g25-g76,1,0,0,155,155,20
g25-g77,1,0,0,318,318,19
g25-g78,1,0,0,67,67,0
g25-g79,1,0,0,42,42,0
g25-g80,1,0,1,22,22,0
g25-g81,1,0,1,205,205,1
g25-g82-normed,1,0,1,208,208,2
g25-g83,1,0,1,161,161,2
g25-g84,1,0,1,764,764,14
g25-g85,1,0,1,91,91,1
g25-g86-normed,1,0,1,89,89,1
g25-g87,1,0,1,128,128,3
g25-g88,1,0,1,141,141,2
g25-g89,1,0,1,110,110,0
g25-g90,1,0,2,264,264,0
g25-g91,1,0,2,163,163,3
g25-g92,1,0,3,229,229,1
g25-g93-normed,1,0,3,5693,5693,50
g25-g94,1,0,4,466,466,0
g25-g95,1,0,5,149,149,0
g25-g96,1,0,5,177,177,0
g25-g97,1,0,5,181,181,1
g25-g98,1,0,5,270,270,1
g25-g99,1,0,5,270,270,0
g26-g100,1,0,5,129,129,1
g26-g101,1,0,6,705,705,1
g26-g102,1,0,6,827,827,2
g26-g103,1,0,6,1135,1135,3
g26-g104,1,0,13,1394,1394,2
g26-g105,1,0,14,1404,1404,3
g26-g106,1,0,25,4955,4955,5
g26-g107,1,0,25,2991,2991,3
g26-g108,1,0,29,3687,3687,5
g26-g109,1,0,31,4230,4230,6
g26-g110,1,0,36,9954,9954,21
g26-g111,1,0,40,5730,5730,4
g26-g112,1,0,54,5970,5970,23
g26-g27,1,0,0,0,0,0
g26-g32,1,0,0,3,3,0
g26-g40,1,0,0,3,3,0
g26-g50,1,0,0,3,3,1
g26-g51,1,0,0,1,1,0
g26-g52,1,0,0,1,1,0
g26-g53,1,0,0,2,2,0
g26-g54,1,0,0,5,5,0
g26-g55,1,0,0,5,5,0
g26-g56,1,0,0,5,5,0
g26-g57,1,0,0,1,1,0
g26-g58-normed,1,0,0,3,3,0
g26-g59-normed,1,0,0,3,3,0
g26-g60-normed,1,0,0,6,6,0
g26-g61,1,0,0,5,5,0
g26-g62,1,0,0,8,8,0
g26-g63,1,0,0,23,23,0
g26-g64,1,0,0,51,51,7
g26-g65,1,0,0,27,27,0
g26-g66-normed,1,0,0,27,27,0
g26-g67,1,0,0,13,13,0
g26-g68,1,0,0,57,57,1
g26-g69,1,0,0,23,23,0
g26-g70,1,0,0,17,17,0
g26-g71,1,0,0,22,22,0
g26-g72,1,0,0,7,7,0
g26-g73-normed,1,0,0,29,29,2
g26-g74,1,0,0,19,19,0
g26-g75,1,0,0,32,32,6
g26-g76,1,0,0,154,154,22
g26-g77,1,0,0,317,317,19
g26-g78,1,0,0,67,67,0
g26-g79,1,0,0,42,42,0
g26-g80,1,0,1,22,22,0
g26-g81,1,0,1,204,204,1
g26-g82-normed,1,0,1,206,206,2
g26-g83,1,0,1,162,162,1
g26-g84,1,0,1,787,787,14
g26-g85,1,0,1,89,89,0
g26-g86-normed,1,0,1,88,88,1
g26-g87,1,0,1,129,129,0
g26-g88,1,0,1,144,144,0
g26-g89,1,0,1,109,109,1
g26-g90,1,0,2,262,262,0
g26-g91,1,0,2,135,135,2
g26-g92,1,0,3,228,228,2
g26-g93-normed,1,0,3,5715,5715,49
g26-g94,1,0,4,468,468,0
g26-g95,1,0,5,148,148,0
g26-g96,1,0,5,176,176,3
g26-g97,1,0,5,180,180,1
g26-g98,1,0,5,269,269,0
g26-g99,1,0,5,268,268,1
g27-g100,1,0,5,130,130,0
