@RELATION Feature_CSP_2010

@attribute instance_id string
@attribute repetition numeric
@attribute stats_varcount numeric
@attribute stats_var_bool numeric
@attribute stats_var_discrete numeric
@attribute stats_var_bound numeric
@attribute stats_var_sparsebound numeric
@attribute stats_dom_0 numeric
@attribute stats_dom_25 numeric
@attribute stats_dom_50 numeric
@attribute stats_dom_75 numeric
@attribute stats_dom_100 numeric
@attribute stats_dom_mean numeric
@attribute stats_dom_not2_2_ratio numeric
@attribute stats_discrete_bool_ratio numeric
@attribute stats_branchingvars numeric
@attribute stats_auxvars numeric
@attribute stats_auxvar_branching_ratio numeric
@attribute stats_conscount numeric
@attribute stats_arity_0 numeric
@attribute stats_arity_25 numeric
@attribute stats_arity_50 numeric
@attribute stats_arity_75 numeric
@attribute stats_arity_100 numeric
@attribute stats_arity_mean numeric
@attribute stats_arity_mean_normalised numeric
@attribute stats_cts_per_var_mean numeric
@attribute stats_cts_per_var_mean_normalised numeric
@attribute stats_alldiff_count numeric
@attribute stats_alldiff_proportion numeric
@attribute stats_sums_count numeric
@attribute stats_sums_proportion numeric
@attribute stats_or_atleastk_count numeric
@attribute stats_or_atleastk_proportion numeric
@attribute stats_ternary_count numeric
@attribute stats_ternary_proportion numeric
@attribute stats_binary_count numeric
@attribute stats_binary_proportion numeric
@attribute stats_reify_count numeric
@attribute stats_reify_proportion numeric
@attribute stats_table_count numeric
@attribute stats_table_proportion numeric
@attribute stats_lex_count numeric
@attribute stats_lex_proportion numeric
@attribute stats_unary_count numeric
@attribute stats_unary_proportion numeric
@attribute stats_nullary_count numeric
@attribute stats_nullary_proportion numeric
@attribute stats_element_count numeric
@attribute stats_element_proportion numeric
@attribute stats_minmax_count numeric
@attribute stats_minmax_proportion numeric
@attribute stats_occurrence_count numeric
@attribute stats_occurrence_proportion numeric
@attribute stats_multi_shared_vars numeric
@attribute stats_edge_density numeric
@attribute stats_Local_Variance numeric
@attribute stats_tightness_0 numeric
@attribute stats_tightness_25 numeric
@attribute stats_tightness_50 numeric
@attribute stats_tightness_75 numeric
@attribute stats_tightness_100 numeric
@attribute stats_tightness_mean numeric
@attribute stats_tightness_mean_normalised numeric
@attribute standard_deviation_of_node_degree numeric
@attribute normalised_standard_deviation_of_node_degree numeric
@attribute clustering_coefficient numeric
@attribute minimum_degree numeric
@attribute normalised_minimum_degree numeric
@attribute maximum_degree numeric
@attribute normalised_maximum_degree numeric
@attribute median_degree numeric
@attribute normalised_median_degree numeric
@attribute mean_degree numeric
@attribute normalised_mean_degree numeric
@attribute width_of_ordering numeric
@attribute normalised_width_of_ordering numeric
@attribute width_of_graph numeric
@attribute normalised_width_of_graph numeric
@attribute SAC_literals numeric
@attribute normalised_SAC_literals numeric
@attribute stats_literal_tightness_0 numeric
@attribute stats_literal_tightness_25 numeric
@attribute stats_literal_tightness_50 numeric
@attribute stats_literal_tightness_75 numeric
@attribute stats_literal_tightness_100 numeric
@attribute stats_literal_tightness_mean numeric
@attribute stats_literal_tightness_coeff_of_variation numeric

@DATA
ehi-85-297-39_ext.xml.minion.gz,1,297,0,297,0,0,7,7,7,7,7,7.000000,0,0,297,0,0.000000,4127,2,2,2,2,2,2.000000,0.006734,27.791246,0.006734,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,4127,1.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0.000000,0.093889,0.840372,464,485,501,515,877,506.412648,0.122707,1.243240632199975,.004185995394612711,.3588636052332992,23,.07744107744107744,30,0.101010101010101,28.0,.09427609427609428,27.79124579124579,.09357321815234274,29,.09764309764309764,23,.07744107744107744,193,0.10830527497194165,43.178571,49.178571,50.655172,52.153846,57.440000,50.684265,0.043806
ehi-85-297-3_ext.xml.minion.gz,1,297,0,297,0,0,7,7,7,7,7,7.000000,0,0,297,0,0.000000,4109,2,2,2,2,2,2.000000,0.006734,27.670034,0.006734,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,4109,1.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0.000000,0.093480,0.840273,464,485,501,515,881,507.854953,0.123596,1.460666444987627,.004918068838342181,.3616292247992294,20,.06734006734006734,30,0.101010101010101,28.0,.09427609427609428,27.67003367003367,0.0931650965320999,30,0.101010101010101,21,0.0707070707070707,196,0.10998877665544332,42.571429,49.310345,50.714286,52.250000,60.200000,50.831978,0.044310
ehi-85-297-40_ext.xml.minion.gz,1,297,0,297,0,0,7,7,7,7,7,7.000000,0,0,297,0,0.000000,4137,2,2,2,2,2,2.000000,0.006734,27.858586,0.006734,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,4137,1.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0.000000,0.094117,0.840389,464,485,501,515,877,506.094271,0.122334,1.276649399968429,0.00429848282817653,.3582103121960971,23,.07744107744107744,30,0.101010101010101,28.0,.09427609427609428,27.85858585858586,.09379995238581097,30,0.101010101010101,23,.07744107744107744,184,0.10325476992143659,43.821429,49.137931,50.592593,52.000000,59.695652,50.628902,0.043598
ehi-85-297-41_ext.xml.minion.gz,1,297,0,297,0,0,7,7,7,7,7,7.000000,0,0,297,0,0.000000,4087,2,2,2,2,2,2.000000,0.006734,27.521886,0.006734,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,4087,1.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0.000000,0.092979,0.840082,464,485,501,515,777,509.406411,0.124641,1.414341816808635,.004762093659288332,.3658257476668978,21,0.0707070707070707,30,0.101010101010101,28.0,.09427609427609428,27.52188552188552,.09266628121846977,30,0.101010101010101,21,0.0707070707070707,132,0.07407407407407407,44.892857,49.482759,50.862069,52.379310,59.857143,50.984271,0.042474
ehi-85-297-42_ext.xml.minion.gz,1,297,0,297,0,0,7,7,7,7,7,7.000000,0,0,297,0,0.000000,4131,2,2,2,2,2,2.000000,0.006734,27.818182,0.006734,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,4131,1.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0.000000,0.093980,0.840437,464,485,501,515,896,506.288792,0.122558,1.310642552186553,.004412937886150012,.3575746177073796,23,.07744107744107744,30,0.101010101010101,28.0,.09427609427609428,27.81818181818182,.09366391184573003,30,0.101010101010101,23,.07744107744107744,240,0.13468013468013468,44.068966,49.185185,50.566667,52.037037,58.120000,50.663289,0.043023
ehi-85-297-43_ext.xml.minion.gz,1,297,0,297,0,0,7,7,7,7,7,7.000000,0,0,297,0,0.000000,4111,2,2,2,2,2,2.000000,0.006734,27.683502,0.006734,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,4111,1.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0.000000,0.093525,0.840302,464,485,501,515,885,507.667477,0.123490,1.331120838882633,0.00448188834640617,.3624835052400058,23,.07744107744107744,30,0.101010101010101,28.0,.09427609427609428,27.68350168350169,.09321044337879354,30,0.101010101010101,23,.07744107744107744,214,0.12008978675645342,43.666667,49.259259,50.633333,52.148148,58.826087,50.800970,0.044717
ehi-85-297-44_ext.xml.minion.gz,1,297,0,297,0,0,7,7,7,7,7,7.000000,0,0,297,0,0.000000,4130,2,2,2,2,2,2.000000,0.006734,27.811448,0.006734,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,4130,1.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0.000000,0.093958,0.840296,464,485,501,515,885,506.314770,0.122594,1.337671072090596,.004503943003672042,.3577358487693219,23,.07744107744107744,30,0.101010101010101,28.0,.09427609427609428,27.81144781144781,0.0936412384223832,30,0.101010101010101,23,.07744107744107744,142,0.07968574635241302,44.928571,49.266667,50.703704,52.071429,57.695652,50.685441,0.039559
ehi-85-297-45_ext.xml.minion.gz,1,297,0,297,0,0,7,7,7,7,7,7.000000,0,0,297,0,0.000000,4086,2,2,2,2,2,2.000000,0.006734,27.515152,0.006734,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,4086,1.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0.000000,0.092957,0.840377,464,485,501,515,886,508.906510,0.124549,1.550694227264282,.005221192684391524,.3667673072510553,22,.07407407407407407,30,0.101010101010101,28.0,.09427609427609428,27.51515151515152,.09264360779512294,30,0.101010101010101,22,.07407407407407407,229,0.12850729517396184,43.800000,49.444444,50.862069,52.346154,60.444444,50.963776,0.045498
ehi-85-297-46_ext.xml.minion.gz,1,297,0,297,0,0,7,7,7,7,7,7.000000,0,0,297,0,0.000000,4107,2,2,2,2,2,2.000000,0.006734,27.656566,0.006734,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,4107,1.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0.000000,0.093434,0.840401,464,485,501,515,777,507.668615,0.123611,1.410601630331515,.004749500438826651,.3641638040675895,22,.07407407407407407,30,0.101010101010101,28.0,.09427609427609428,27.65656565656566,.09311974968540625,30,0.101010101010101,22,.07407407407407407,196,0.10998877665544332,44.629630,49.259259,50.740741,52.275862,59.608696,50.824556,0.044391
ehi-85-297-47_ext.xml.minion.gz,1,297,0,297,0,0,7,7,7,7,7,7.000000,0,0,297,0,0.000000,4103,2,2,2,2,2,2.000000,0.006734,27.629630,0.006734,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,4103,1.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0.000000,0.093343,0.839840,464,485,501,515,868,508.738728,0.123992,1.389304090576207,0.00467779155076164,.3620214393517641,22,.07407407407407407,30,0.101010101010101,28.0,.09427609427609428,27.62962962962963,.09302905599201895,29,.09764309764309764,22,.07407407407407407,207,0.11616161616161616,44.888889,49.592593,50.807692,52.000000,60.909091,50.910786,0.039879
ehi-85-297-48_ext.xml.minion.gz,1,297,0,297,0,0,7,7,7,7,7,7.000000,0,0,297,0,0.000000,4112,2,2,2,2,2,2.000000,0.006734,27.690236,0.006734,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,4112,1.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0.000000,0.093548,0.840415,464,485,501,515,872,507.850195,0.123504,1.446581577702561,.004870645042769565,.3625772606636215,21,0.0707070707070707,30,0.101010101010101,28.0,.09427609427609428,27.69023569023569,.09323311680214037,29,.09764309764309764,21,0.0707070707070707,287,0.1610549943883277,42.724138,49.214286,50.703704,52.285714,61.238095,50.791110,0.045808
ehi-85-297-49_ext.xml.minion.gz,1,297,0,297,0,0,7,7,7,7,7,7.000000,0,0,297,0,0.000000,4124,2,2,2,2,2,2.000000,0.006734,27.771044,0.006734,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,4124,1.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0.000000,0.093821,0.840442,464,485,501,515,886,506.732299,0.122874,1.529101512586569,0.00514848994136892,.3636354086494699,20,.06734006734006734,30,0.101010101010101,28.0,.09427609427609428,27.77104377104377,.09350519788230226,30,0.101010101010101,21,0.0707070707070707,286,0.16049382716049382,43.107143,49.133333,50.655172,52.240000,61.200000,50.723071,0.046121
ehi-85-297-4_ext.xml.minion.gz,1,297,0,297,0,0,7,7,7,7,7,7.000000,0,0,297,0,0.000000,4119,2,2,2,2,2,2.000000,0.006734,27.737374,0.006734,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,4119,1.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0.000000,0.093707,0.840146,464,485,501,515,875,507.379461,0.123180,1.396864154590912,0.00470324631175391,.3600056166078205,23,.07744107744107744,30,0.101010101010101,28.0,.09427609427609428,27.73737373737374,.09339183076556815,30,0.101010101010101,23,.07744107744107744,195,0.10942760942760943,43.666667,49.310345,50.733333,52.100000,57.192308,50.771655,0.041142
ehi-85-297-50_ext.xml.minion.gz,1,297,0,297,0,0,7,7,7,7,7,7.000000,0,0,297,0,0.000000,4115,2,2,2,2,2,2.000000,0.006734,27.710438,0.006734,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,4115,1.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0.000000,0.093616,0.840413,464,485,501,515,885,506.977157,0.123202,1.329663691433024,.004476982126037119,.3624357977416802,23,.07744107744107744,30,0.101010101010101,28.0,.09427609427609428,27.71043771043771,.09330113707218084,29,.09764309764309764,23,.07744107744107744,267,0.14983164983164984,44.241379,49.233333,50.740741,52.250000,59.040000,50.755026,0.043167
ehi-85-297-51_ext.xml.minion.gz,1,297,0,297,0,0,7,7,7,7,7,7.000000,0,0,297,0,0.000000,4109,2,2,2,2,2,2.000000,0.006734,27.670034,0.006734,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,4109,1.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0.000000,0.093480,0.840323,464,485,501,515,896,507.789730,0.123580,1.54141840716174,.005189960966874546,0.369949674981452,21,0.0707070707070707,30,0.101010101010101,28.0,.09427609427609428,27.67003367003367,0.0931650965320999,29,.09764309764309764,22,.07407407407407407,224,0.12570145903479238,43.928571,49.285714,50.689655,52.285714,59.714286,50.822523,0.046654
ehi-85-297-52_ext.xml.minion.gz,1,297,0,297,0,0,7,7,7,7,7,7.000000,0,0,297,0,0.000000,4098,2,2,2,2,2,2.000000,0.006734,27.595960,0.006734,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,4098,1.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0.000000,0.093230,0.840163,464,485,501,515,880,508.123231,0.123993,1.357750109054267,.004571549188734906,.3655281919270632,23,.07744107744107744,30,0.101010101010101,28.0,.09427609427609428,27.5959595959596,.09291568887528484,30,0.101010101010101,23,.07744107744107744,208,0.11672278338945005,44.750000,49.433333,50.758621,52.280000,58.708333,50.905683,0.042369
ehi-85-297-53_ext.xml.minion.gz,1,297,0,297,0,0,7,7,7,7,7,7.000000,0,0,297,0,0.000000,4112,2,2,2,2,2,2.000000,0.006734,27.690236,0.006734,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,4112,1.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0.000000,0.093548,0.840350,464,485,501,515,876,507.300340,0.123371,1.451229228763135,.004886293699539175,.3607175775192272,21,0.0707070707070707,30,0.101010101010101,28.0,.09427609427609428,27.69023569023569,.09323311680214037,30,0.101010101010101,22,.07407407407407407,161,0.09034792368125702,43.724138,49.172414,50.750000,52.275862,59.190476,50.796871,0.043973
ehi-85-297-54_ext.xml.minion.gz,1,297,0,297,0,0,7,7,7,7,7,7.000000,0,0,297,0,0.000000,4106,2,2,2,2,2,2.000000,0.006734,27.649832,0.006734,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,4106,1.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0.000000,0.093412,0.840330,464,485,501,515,875,507.521432,0.123605,1.399353496207608,0.00471162793335895,.3636416814426294,22,.07407407407407407,30,0.101010101010101,28.0,.09427609427609428,27.64983164983165,.09309707626205943,30,0.101010101010101,22,.07407407407407407,192,0.10774410774410774,43.481481,49.285714,50.740741,52.185185,60.739130,50.834421,0.044897
ehi-85-297-55_ext.xml.minion.gz,1,297,0,297,0,0,7,7,7,7,7,7.000000,0,0,297,0,0.000000,4121,2,2,2,2,2,2.000000,0.006734,27.750842,0.006734,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,4121,1.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0.000000,0.093753,0.840404,464,485,501,515,866,506.710750,0.122958,1.375057133263323,.004629821997519607,.3638097253514797,23,.07744107744107744,30,0.101010101010101,28.0,.09427609427609428,27.75084175084175,0.0934371776122618,29,.09764309764309764,23,.07744107744107744,182,0.10213243546576879,44.310345,49.214286,50.633333,52.206897,59.346154,50.732093,0.043781
ehi-85-297-56_ext.xml.minion.gz,1,297,0,297,0,0,7,7,7,7,7,7.000000,0,0,297,0,0.000000,4102,2,2,2,2,2,2.000000,0.006734,27.622896,0.006734,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,4102,1.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0.000000,0.093321,0.840401,464,485,501,515,777,508.568991,0.123981,1.409162310280419,.004744654243368414,.3624500995515488,22,.07407407407407407,30,0.101010101010101,28.0,.09427609427609428,27.62289562289562,.09300638256867214,30,0.101010101010101,22,.07407407407407407,248,0.13916947250280584,43.321429,49.310345,50.807692,52.333333,59.409091,50.856960,0.043837
ehi-85-297-57_ext.xml.minion.gz,1,297,0,297,0,0,7,7,7,7,7,7.000000,0,0,297,0,0.000000,4115,2,2,2,2,2,2.000000,0.006734,27.710438,0.006734,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,4115,1.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0.000000,0.093616,0.840380,464,485,501,515,891,506.877764,0.123178,1.319495928519398,.004442747234072049,.3624186208388552,23,.07744107744107744,30,0.101010101010101,28.0,.09427609427609428,27.71043771043771,.09330113707218084,29,.09764309764309764,23,.07744107744107744,221,0.12401795735129069,43.857143,49.250000,50.642857,52.250000,58.423077,50.773482,0.043823
ehi-85-297-58_ext.xml.minion.gz,1,297,0,297,0,0,7,7,7,7,7,7.000000,0,0,297,0,0.000000,4123,2,2,2,2,2,2.000000,0.006734,27.764310,0.006734,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,4123,1.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0.000000,0.093798,0.840353,464,485,501,515,878,506.693185,0.122894,1.347777424077935,.004537971124841531,.3586643435016219,23,.07744107744107744,30,0.101010101010101,28.0,.09427609427609428,27.76430976430976,.09348252445895544,30,0.101010101010101,23,.07744107744107744,213,0.11952861952861953,43.964286,49.172414,50.666667,52.200000,57.217391,50.720202,0.042660
ehi-85-297-59_ext.xml.minion.gz,1,297,0,297,0,0,7,7,7,7,7,7.000000,0,0,297,0,0.000000,4106,2,2,2,2,2,2.000000,0.006734,27.649832,0.006734,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,4106,1.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0.000000,0.093412,0.840508,464,485,501,515,873,507.413785,0.123579,1.478900414600214,.004979462675421598,.3622702004095412,20,.06734006734006734,30,0.101010101010101,28.0,.09427609427609428,27.64983164983165,.09309707626205943,30,0.101010101010101,21,0.0707070707070707,266,0.14927048260381592,42.448276,48.931034,50.689655,52.444444,60.900000,50.763375,0.051873
ehi-85-297-5_ext.xml.minion.gz,1,297,0,297,0,0,7,7,7,7,7,7.000000,0,0,297,0,0.000000,4098,2,2,2,2,2,2.000000,0.006734,27.595960,0.006734,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,4098,1.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0.000000,0.093230,0.840454,464,485,501,515,880,508.583699,0.124105,1.394451669885685,.004695123467628568,.3667577119630386,23,.07744107744107744,30,0.101010101010101,28.0,.09427609427609428,27.5959595959596,.09291568887528484,30,0.101010101010101,23,.07744107744107744,253,0.1419753086419753,43.620690,49.333333,50.814815,52.423077,59.166667,50.873737,0.044781
ehi-85-297-60_ext.xml.minion.gz,1,297,0,297,0,0,7,7,7,7,7,7.000000,0,0,297,0,0.000000,4119,2,2,2,2,2,2.000000,0.006734,27.737374,0.006734,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,4119,1.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0.000000,0.093707,0.840502,464,485,501,515,873,506.890507,0.123062,1.332721010300658,.004487276128958444,.3628541048586076,22,.07407407407407407,30,0.101010101010101,28.0,.09427609427609428,27.73737373737374,.09339183076556815,30,0.101010101010101,22,.07407407407407407,186,0.10437710437710437,43.551724,49.142857,50.607143,52.172414,60.695652,50.720270,0.046051
ehi-85-297-61_ext.xml.minion.gz,1,297,0,297,0,0,7,7,7,7,7,7.000000,0,0,297,0,0.000000,4120,2,2,2,2,2,2.000000,0.006734,27.744108,0.006734,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,4120,1.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0.000000,0.093730,0.840327,464,485,501,515,777,507.222330,0.123112,1.373819895851099,.004625656214986867,.3632337931367204,23,.07744107744107744,30,0.101010101010101,28.0,.09427609427609428,27.74410774410774,.09341450418891496,29,.09764309764309764,23,.07744107744107744,270,0.15151515151515152,44.518519,49.250000,50.703704,52.166667,58.434783,50.760420,0.041235
ehi-85-297-62_ext.xml.minion.gz,1,297,0,297,0,0,7,7,7,7,7,7.000000,0,0,297,0,0.000000,4103,2,2,2,2,2,2.000000,0.006734,27.629630,0.006734,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,4103,1.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0.000000,0.093343,0.840532,464,485,501,515,777,508.355837,0.123899,1.352462847948764,0.00455374696279045,.3639253079019055,22,.07407407407407407,30,0.101010101010101,28.0,.09427609427609428,27.62962962962963,.09302905599201895,30,0.101010101010101,22,.07407407407407407,229,0.12850729517396184,43.884615,49.172414,50.793103,52.357143,60.227273,50.830236,0.047931
ehi-85-297-63_ext.xml.minion.gz,1,297,0,297,0,0,7,7,7,7,7,7.000000,0,0,297,0,0.000000,4120,2,2,2,2,2,2.000000,0.006734,27.744108,0.006734,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,4120,1.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0.000000,0.093730,0.840193,464,485,501,515,777,506.960922,0.123049,1.282558717490971,.004318379520171617,.3605567326417508,23,.07744107744107744,30,0.101010101010101,28.0,.09427609427609428,27.74410774410774,.09341450418891496,30,0.101010101010101,23,.07744107744107744,206,0.11560044893378227,43.964286,49.250000,50.714286,52.148148,60.173913,50.765076,0.042937
ehi-85-297-64_ext.xml.minion.gz,1,297,0,297,0,0,7,7,7,7,7,7.000000,0,0,297,0,0.000000,4113,2,2,2,2,2,2.000000,0.006734,27.696970,0.006734,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,4113,1.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0.000000,0.093571,0.840090,464,485,501,515,882,507.854364,0.123475,1.282788514455559,.004319153247325115,.3619933061242205,22,.07407407407407407,30,0.101010101010101,28.0,.09427609427609428,27.6969696969697,.09325579022548719,29,.09764309764309764,22,.07407407407407407,240,0.13468013468013468,44.222222,49.344828,50.724138,52.148148,58.416667,50.811209,0.042547
ehi-85-297-65_ext.xml.minion.gz,1,297,0,297,0,0,7,7,7,7,7,7.000000,0,0,297,0,0.000000,4116,2,2,2,2,2,2.000000,0.006734,27.717172,0.006734,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,4116,1.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0.000000,0.093639,0.840365,464,485,501,515,878,507.376093,0.123269,1.356171110746843,.004566232696117314,.3620035172763859,23,.07744107744107744,30,0.101010101010101,28.0,.09427609427609428,27.71717171717172,.09332381049552767,30,0.101010101010101,23,.07744107744107744,246,0.13804713804713806,44.724138,49.285714,50.714286,52.178571,58.583333,50.774034,0.042361
ehi-85-297-66_ext.xml.minion.gz,1,297,0,297,0,0,7,7,7,7,7,7.000000,0,0,297,0,0.000000,4102,2,2,2,2,2,2.000000,0.006734,27.622896,0.006734,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,4102,1.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0.000000,0.093321,0.840439,464,485,501,515,873,508.282301,0.123911,1.43520468602528,.004832339010186128,.3655902456411293,23,.07744107744107744,30,0.101010101010101,28.0,.09427609427609428,27.62289562289562,.09300638256867214,30,0.101010101010101,23,.07744107744107744,257,0.1442199775533109,43.793103,49.230769,50.769231,52.413793,59.222222,50.846208,0.045939
ehi-85-297-67_ext.xml.minion.gz,1,297,0,297,0,0,7,7,7,7,7,7.000000,0,0,297,0,0.000000,4096,2,2,2,2,2,2.000000,0.006734,27.582492,0.006734,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,4096,1.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0.000000,0.093184,0.840302,464,485,501,515,891,508.957520,0.124257,1.423975745344638,.004794531129106527,.3647841992999717,22,.07407407407407407,30,0.101010101010101,28.0,.09427609427609428,27.58249158249158,0.0928703420285912,29,.09764309764309764,22,.07407407407407407,241,0.13524130190796857,43.928571,49.413793,50.793103,52.285714,59.318182,50.921029,0.042756
ehi-85-297-68_ext.xml.minion.gz,1,297,0,297,0,0,7,7,7,7,7,7.000000,0,0,297,0,0.000000,4126,2,2,2,2,2,2.000000,0.006734,27.784512,0.006734,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,4126,1.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0.000000,0.093867,0.840284,464,485,501,515,777,506.835676,0.122839,1.250196959848053,.004209417373225767,.3583141472109614,23,.07744107744107744,30,0.101010101010101,28.0,.09427609427609428,27.78451178451179,0.0935505447289959,29,.09764309764309764,23,.07744107744107744,195,0.10942760942760943,44.068966,49.285714,50.571429,52.111111,57.875000,50.700528,0.042567
ehi-85-297-69_ext.xml.minion.gz,1,297,0,297,0,0,7,7,7,7,7,7.000000,0,0,297,0,0.000000,4114,2,2,2,2,2,2.000000,0.006734,27.703704,0.006734,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,4114,1.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0.000000,0.093594,0.840534,464,485,501,515,891,507.257414,0.123300,1.368139051557647,.004606528793123389,.3609817839151657,22,.07407407407407407,30,0.101010101010101,28.0,.09427609427609428,27.7037037037037,.09327846364883402,30,0.101010101010101,22,.07407407407407407,207,0.11616161616161616,44.000000,49.148148,50.678571,52.200000,58.681818,50.747014,0.046193
