@RELATION SAT11-HAND-Ground-Truth

@ATTRIBUTE instance_id STRING
@ATTRIBUTE satunsat {SAT,UNSAT}

@DATA
./SAT09/CRAFTED/parity-games/instance_n8_i8_pp_ci_ce.cnf,SAT
./SAT11/crafted/skvortsov/battleship/battleship-12-12-unsat.cnf,UNSAT
./SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v760c43649g9.cnf,SAT
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v1560c133795gyes1.cnf,SAT
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v2100c215164gyes2.cnf,?
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m42-q663-n40-p15-s72490337.cnf,SAT
./SAT11/crafted/spence/sgen/sgen3-n120-s12930489-sat.cnf,SAT
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-23_507.cnf,UNSAT
./SAT11/crafted/spence/sgen/sgen3-n200-s00813792-unsat.cnf,?
./SAT11/crafted/skvortsov/battleship/battleship-17-33-sat.cnf,SAT
./SAT04/handmade/andrew/composite/Composite-024BitPrimes-1.used-as.sat04-861.cnf,SAT
./SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-250-3.shuffled-as.sat05-2535.cnf,SAT
./SAT02/handmade/pehoushek/plainoldcnf/5cnf_4300_4300_170.shuffled.cnf,SAT
./SAT03/handmade/anton/UNSAT/SGI_30_70_18_80_10-dir.shuffled-as.sat03-140.cnf,UNSAT
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v1150c84314g1.cnf,?
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-13_160.cnf,UNSAT
