@RELATION FEATURES

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE nvarsOrig NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE nvars NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE reducedClauses NUMERIC
@ATTRIBUTE Pre-featuretime NUMERIC
@ATTRIBUTE vars-clauses-ratio NUMERIC
@ATTRIBUTE POSNEG-RATIO-CLAUSE-mean NUMERIC
@ATTRIBUTE POSNEG-RATIO-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE POSNEG-RATIO-CLAUSE-min NUMERIC
@ATTRIBUTE POSNEG-RATIO-CLAUSE-max NUMERIC
@ATTRIBUTE POSNEG-RATIO-CLAUSE-entropy NUMERIC
@ATTRIBUTE VCG-CLAUSE-mean NUMERIC
@ATTRIBUTE VCG-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE VCG-CLAUSE-min NUMERIC
@ATTRIBUTE VCG-CLAUSE-max NUMERIC
@ATTRIBUTE VCG-CLAUSE-entropy NUMERIC
@ATTRIBUTE UNARY NUMERIC
@ATTRIBUTE BINARY+ NUMERIC
@ATTRIBUTE TRINARY+ NUMERIC
@ATTRIBUTE Basic-featuretime NUMERIC
@ATTRIBUTE VCG-VAR-mean NUMERIC
@ATTRIBUTE VCG-VAR-coeff-variation NUMERIC
@ATTRIBUTE VCG-VAR-min NUMERIC
@ATTRIBUTE VCG-VAR-max NUMERIC
@ATTRIBUTE VCG-VAR-entropy NUMERIC
@ATTRIBUTE POSNEG-RATIO-VAR-mean NUMERIC
@ATTRIBUTE POSNEG-RATIO-VAR-stdev NUMERIC
@ATTRIBUTE POSNEG-RATIO-VAR-min NUMERIC
@ATTRIBUTE POSNEG-RATIO-VAR-max NUMERIC
@ATTRIBUTE POSNEG-RATIO-VAR-entropy NUMERIC
@ATTRIBUTE HORNY-VAR-mean NUMERIC
@ATTRIBUTE HORNY-VAR-coeff-variation NUMERIC
@ATTRIBUTE HORNY-VAR-min NUMERIC
@ATTRIBUTE HORNY-VAR-max NUMERIC
@ATTRIBUTE HORNY-VAR-entropy NUMERIC
@ATTRIBUTE horn-clauses-fraction NUMERIC
@ATTRIBUTE VG-mean NUMERIC
@ATTRIBUTE VG-coeff-variation NUMERIC
@ATTRIBUTE VG-min NUMERIC
@ATTRIBUTE VG-max NUMERIC
@ATTRIBUTE KLB-featuretime NUMERIC
@ATTRIBUTE CG-mean NUMERIC
@ATTRIBUTE CG-coeff-variation NUMERIC
@ATTRIBUTE CG-min NUMERIC
@ATTRIBUTE CG-max NUMERIC
@ATTRIBUTE CG-entropy NUMERIC
@ATTRIBUTE cluster-coeff-mean NUMERIC
@ATTRIBUTE cluster-coeff-coeff-variation NUMERIC
@ATTRIBUTE cluster-coeff-min NUMERIC
@ATTRIBUTE cluster-coeff-max NUMERIC
@ATTRIBUTE cluster-coeff-entropy NUMERIC
@ATTRIBUTE CG-featuretime NUMERIC

@DATA
mrpp_8x8#22_24.cnf,1,22022.000000000,171614.000000000,10939.000000000,129284.000000000,1.013163909,0.327418706,0.600000000,0.084612172,0.382623011,0.729427037,0.000000000,1.000000000,1.815997139,0.000366748,0.232505335,0.000182832,0.000548496,1.317591300,0.000000000,0.026654497,0.333722657,0.020000000,0.000366748,0.600776000,0.000046409,0.000827635,3.759637229,0.264259987,0.172484904,0.000000000,0.782178218,3.699672231,0.000092228,0.464389487,0.000015470,0.000278457,2.671801532,0.313959964,0.000342539,0.290410963,0.000038675,0.000533709,0.160000000,-1.000000000,-0.000000000,-1.000000000,0.000000000,-512.000000000,-1.000000000,-0.000000000,-1.000000000,0.000000000,-0.000000000,20.020000000
jgiraldezlevy.2200.9086.08.40.180.cnf,1,2200.000000000,9086.000000000,2123.000000000,8979.000000000,0.036269430,0.011916695,0.020000000,0.236440584,0.493882021,0.591066377,0.000000000,1.000000000,0.748839165,0.001436387,0.079524336,0.001413095,0.002826189,0.197229531,0.000000000,0.000000000,0.955228867,-0.000000000,0.001436387,0.291074185,0.000556855,0.003452500,2.698577072,0.228250778,0.170375693,0.000000000,1.000000000,3.350017003,0.000708357,0.391793715,0.000000000,0.001781936,2.306571901,0.497160040,0.002503565,0.262834283,0.000890968,0.006125404,-0.000000000,0.002160962,0.249809964,0.000668226,0.005011694,2.961893704,0.139346599,0.273311244,0.046511628,0.428571429,2.680499961,0.120000000
6s165-nonopt.cnf,1,3295.000000000,9586.000000000,832.000000000,4127.000000000,2.960336538,1.322752605,0.020000000,0.201599225,0.384120818,0.565356793,0.000000000,1.000000000,1.252462361,0.004046989,0.558964280,0.002403846,0.058894231,1.089141812,0.000000000,0.147322510,0.585897747,-0.000000000,0.004046989,0.481382882,0.001696147,0.019626848,2.235970908,0.052555744,0.100704017,0.000000000,0.866666667,1.330138263,0.002352880,0.746568932,0.000484614,0.015507633,1.716659957,0.621274534,0.002617612,1.124909064,0.001211534,0.017688394,-0.000000000,0.006472238,0.469730684,0.000969227,0.041676763,3.321541297,0.314242584,0.467965760,0.031543052,1.000000000,3.320450936,0.060000000
62bits_11.dimacs.cnf,1,1162.000000000,28910.000000000,1161.000000000,28910.000000000,0.000861326,0.000000000,0.060000000,0.040159114,0.346828135,0.658098586,0.000000000,1.000000000,2.581965157,0.005959956,0.297183424,0.001722653,0.025839793,2.091208440,0.000000000,0.006710481,0.050294016,0.000000000,0.005959956,1.028578409,0.000311311,0.034175026,5.210430067,0.081860680,0.101928344,0.000000000,0.785714286,2.958152868,0.000501512,0.549243622,0.000034590,0.001487375,3.262742074,0.110895884,0.001274799,0.406198287,0.000138360,0.003631961,0.020000000,-1.000000000,-0.000000000,-1.000000000,0.000000000,-512.000000000,-1.000000000,-0.000000000,-1.000000000,0.000000000,-0.000000000,20.040000000
gss-18-s100.cnf,1,31364.000000000,94269.000000000,13582.000000000,56442.000000000,1.309232808,0.670192410,0.440000000,0.240636406,0.188958736,1.551596236,0.000000000,1.000000000,1.129913980,0.000219152,1.081874961,0.000147254,0.002429686,0.980556871,0.000000000,0.661829843,0.940097800,-0.000000000,0.000219152,0.801665528,0.000124021,0.001895751,2.462592293,0.182672320,0.151998028,0.000000000,0.777777778,2.358443814,0.000150381,0.944029846,0.000053152,0.001576840,1.876576717,0.894936395,0.000410172,0.758301432,0.000070869,0.002179228,0.220000000,0.000444428,0.909657297,0.000088587,0.003756068,3.788599780,0.172018470,0.465697148,0.018578107,0.527777778,3.223673517,1.740000000
manthey_DimacsSorter_28_0.cnf,1,3986.000000000,13057.000000000,2202.000000000,11015.000000000,0.810172570,0.185383568,0.020000000,0.199909215,0.285242418,1.177398976,0.000000000,1.000000000,1.406215734,0.001229559,0.423202354,0.000908265,0.010899183,1.137487312,0.000000000,0.571674989,0.844757149,-0.000000000,0.001229559,0.617717763,0.000635497,0.021152973,2.501441234,0.192188450,0.155907512,0.000000000,0.714285714,2.919336870,0.000773736,0.731575615,0.000090785,0.014798003,2.237743277,0.744439401,0.001043742,0.559478539,0.000453926,0.014616432,-0.000000000,0.001798117,1.125564260,0.000453926,0.038492964,3.453196330,0.176462030,0.484222061,0.004716981,0.571428571,3.410868933,0.200000000
manthey_single-ordered-initialized-w42-b8.cnf,1,9072.000000000,73350.000000000,5495.000000000,60812.000000000,0.650955414,0.206176413,0.160000000,0.090360455,0.546999864,0.568538262,0.000000000,1.000000000,0.997300339,0.000668987,0.845539824,0.000363967,0.008917197,0.887320027,0.000000000,0.215270012,0.894708281,-0.000000000,0.000668987,2.469880091,0.000147997,0.014421496,1.148786886,0.614979443,0.163845599,0.000000000,0.860962567,1.243710708,0.000317615,3.232028271,0.000016444,0.009323818,0.845237811,0.653522331,0.000700020,2.146153385,0.000147997,0.013122410,0.060000000,-1.000000000,-0.000000000,-1.000000000,0.000000000,-512.000000000,-1.000000000,-0.000000000,-1.000000000,0.000000000,-0.000000000,20.020000000
aaai10-planning-ipc5-pathways-17-step20.cnf,1,50277.000000000,283903.000000000,37813.000000000,249569.000000000,0.329622088,0.137573176,0.640000000,0.151513209,0.490927635,0.971768400,0.000000000,1.000000000,1.080670719,0.000060542,0.932208721,0.000052892,0.001613202,0.473634065,0.000000000,0.893844989,0.960239453,0.020000000,0.000060542,0.693797188,0.000008014,0.000304525,2.693071414,0.384713492,0.292452602,0.000000000,1.000000000,3.041001044,0.000047810,0.920309157,0.000000000,0.000292504,2.718521025,0.900560566,0.000160021,0.839363574,0.000008014,0.000536926,1.700000000,0.000078648,1.373662440,0.000008014,0.003562141,3.043186057,0.226878241,0.606435896,0.009984639,0.733333333,3.101827986,4.440000000
40bits_10.dimacs.cnf,1,446.000000000,12980.000000000,446.000000000,12980.000000000,0.000000000,0.000000000,0.020000000,0.034360555,0.325051478,0.694805451,0.000000000,1.000000000,2.587668338,0.016223821,0.287485404,0.004484305,0.042600897,2.088378627,0.000000000,0.005624037,0.046533128,-0.000000000,0.016223821,1.134491834,0.000693374,0.079198767,5.202259986,0.103594170,0.119541079,0.000000000,0.785714286,3.198442744,0.001150615,0.603404993,0.000077042,0.003697997,3.346723675,0.098844376,0.002545828,0.409844466,0.000462250,0.005238829,-0.000000000,-1.000000000,-0.000000000,-1.000000000,0.000000000,-512.000000000,-1.000000000,-0.000000000,-1.000000000,0.000000000,-0.000000000,20.040000000
mrpp_6x6#10_8.cnf,1,3893.000000000,25742.000000000,1630.000000000,17009.000000000,1.388343558,0.513434064,0.060000000,0.095831619,0.400770180,0.777049474,0.000000000,1.000000000,1.814906543,0.002366376,0.244339938,0.001226994,0.003680982,1.344416846,0.000000000,0.065671115,0.369275090,0.000000000,0.002366376,0.575553819,0.000470339,0.005291316,3.831920291,0.263605463,0.158365807,0.000000000,0.741176471,3.771064830,0.000596977,0.467220415,0.000117585,0.001352225,2.697155178,0.319595508,0.002136220,0.292083632,0.000293962,0.003409959,0.000000000,0.004124988,0.402835835,0.000235170,0.009818331,4.618692303,0.373112868,0.278564113,0.048625793,0.679955703,3.605023426,2.160000000
manthey_DimacsSorter_35_1.cnf,1,6945.000000000,23459.000000000,3799.000000000,19124.000000000,0.828112661,0.226678519,0.040000000,0.198650910,0.294722787,1.181622872,0.000000000,1.000000000,1.364410637,0.000684991,0.403097261,0.000526454,0.007896815,1.044151926,0.000000000,0.607665760,0.871052081,-0.000000000,0.000684991,0.639227307,0.000313742,0.011451579,2.263556560,0.190807170,0.155942861,0.000000000,0.736842105,2.745193018,0.000468438,0.758063722,0.000052290,0.009778289,2.237951257,0.778707383,0.000581126,0.581973358,0.000209161,0.006693160,0.020000000,0.000933788,1.227296464,0.000261452,0.031374190,3.290372571,0.173488711,0.459560942,0.003338880,0.549450549,3.277594243,0.280000000
dated-10-17-u.cnf,1,229544.000000000,1070757.000000000,62370.000000000,393294.000000000,2.680359147,1.722535813,2.580000000,0.158583655,0.346280960,1.049870403,0.000000000,1.000000000,1.305242794,0.000041834,0.378509473,0.000032067,0.000192400,0.971554531,0.000000000,0.567308426,0.927674971,0.040000000,0.000041834,0.553648755,0.000015256,0.000104248,2.866164098,0.239777697,0.158491042,0.000000000,0.809523810,3.130810935,0.000026755,0.505438991,0.000007628,0.000071194,2.608284499,0.745020265,0.000040771,0.555959790,0.000010171,0.000101705,4.580000000,0.000063205,0.654135198,0.000007628,0.000205953,3.628911466,0.140332816,0.718074315,0.027401385,0.611111111,3.208696954,8.740000000
manthey_DimacsSorterHalf_30_0.cnf,1,3612.000000000,11612.000000000,1947.000000000,9266.000000000,0.855161787,0.253183682,0.020000000,0.210123030,0.278621792,1.187580702,0.000000000,1.000000000,1.330607222,0.001343392,0.365979871,0.001027221,0.008217771,1.058136803,0.000000000,0.583639111,0.864234837,-0.000000000,0.001343392,0.484641887,0.000647529,0.011979279,2.257043734,0.185461357,0.143887776,0.000000000,0.666666667,2.717937790,0.000905997,0.568603894,0.000107921,0.009928772,2.234239413,0.764947118,0.001132981,0.451713937,0.000431686,0.007554500,-0.000000000,0.001688378,0.844004545,0.000539607,0.024174401,3.193782769,0.182666653,0.447457083,0.008888889,0.549450549,3.283202099,0.080000000
gss-19-s100.cnf,1,31435.000000000,94548.000000000,13682.000000000,56829.000000000,1.297544219,0.663728026,0.440000000,0.240757360,0.189879469,1.548930087,0.000000000,1.000000000,1.131973514,0.000217475,1.081900916,0.000146177,0.002411928,0.980914641,0.000000000,0.661440462,0.940083408,-0.000000000,0.000217475,0.799328470,0.000123177,0.001865245,2.460904486,0.182015329,0.152301284,0.000000000,0.777777778,2.354194573,0.000149127,0.939773223,0.000052790,0.001566102,1.876013738,0.893997783,0.000406984,0.759141038,0.000070387,0.002164388,0.240000000,0.000439569,0.911200787,0.000087983,0.003730490,3.780412828,0.172360286,0.466100066,0.018378002,0.527777778,3.226942610,1.760000000
manthey_single-ordered-initialized-w28-b8.cnf,1,4480.000000000,34024.000000000,2640.000000000,26923.000000000,0.696969697,0.263752182,0.060000000,0.098057423,0.558341198,0.563652349,0.000000000,1.000000000,1.005616846,0.001377835,0.811481739,0.000757576,0.013257576,0.921005161,0.000000000,0.228577796,0.898116852,0.000000000,0.001377835,2.000493199,0.000334287,0.021134346,1.445591988,0.592061784,0.180439852,0.000000000,0.866666667,1.578665013,0.000649861,2.671040033,0.000037143,0.013780039,1.066244313,0.648070423,0.001434281,1.766316939,0.000334287,0.019240055,0.020000000,-1.000000000,-0.000000000,-1.000000000,0.000000000,-512.000000000,-1.000000000,-0.000000000,-1.000000000,0.000000000,-0.000000000,20.020000000
6s17-opt.cnf,1,47657.000000000,139163.000000000,15646.000000000,75909.000000000,2.045954238,0.833287225,0.480000000,0.206115217,0.471903422,0.776447885,0.000000000,1.000000000,1.655187061,0.000211560,0.585965209,0.000127828,0.003131791,1.447586652,0.000000000,0.274987156,0.717372117,0.000000000,0.000211560,2.241553311,0.000039521,0.052088685,3.046627938,0.166245684,0.138696380,0.000000000,1.000000000,3.092822566,0.000086042,2.128746475,0.000000000,0.019220382,2.480289571,0.517659303,0.000241467,1.537585626,0.000039521,0.033922196,0.300000000,-1.000000000,-0.000000000,-1.000000000,0.000000000,-512.000000000,-1.000000000,-0.000000000,-1.000000000,0.000000000,-0.000000000,20.160000000
manthey_DimacsSorterHalf_37_6.cnf,1,7665.000000000,26841.000000000,4819.000000000,24472.000000000,0.590578958,0.096804511,0.060000000,0.196918928,0.309337641,1.158556623,0.000000000,1.000000000,1.393539907,0.000555327,0.520914710,0.000415024,0.008715501,1.060361387,0.000000000,0.603710363,0.871404054,0.000000000,0.000555327,0.647303080,0.000326904,0.007151030,2.366858896,0.213446865,0.178005352,0.000000000,0.833333333,2.871864880,0.000359890,0.821521228,0.000040863,0.004740111,2.375818767,0.765773128,0.000459694,0.643981650,0.000245178,0.005434783,0.040000000,0.000750439,1.308921096,0.000204315,0.042252370,3.347461383,0.181538886,0.489824086,0.001941711,0.571428571,3.353477800,0.400000000
jgiraldezlevy.2200.9086.08.40.149.cnf,1,2200.000000000,9086.000000000,2133.000000000,8981.000000000,0.031411158,0.011691348,0.000000000,0.237501392,0.497724826,0.587551119,0.000000000,1.000000000,0.720552639,0.001424636,0.065012450,0.001406470,0.002344116,0.165295143,0.000000000,0.000000000,0.962142300,0.000000000,0.001424636,0.280758051,0.000111346,0.003563078,2.656817116,0.224099741,0.168021773,0.000000000,1.000000000,3.293921576,0.000693656,0.400491137,0.000000000,0.002449616,2.295286640,0.488809709,0.002473315,0.251832013,0.000222692,0.005790001,0.000000000,0.002131459,0.236934610,0.000668077,0.004899232,2.907123071,0.140728336,0.266747400,0.057142857,0.378787879,2.669138140,0.100000000
jgiraldezlevy.2200.9086.08.40.35.cnf,1,2200.000000000,9086.000000000,2140.000000000,9018.000000000,0.028037383,0.007540475,0.000000000,0.237303171,0.491820064,0.586579430,0.000000000,1.000000000,0.702808861,0.001418658,0.064739164,0.001401869,0.002803738,0.155910229,0.000000000,0.000000000,0.965956975,0.000000000,0.001418658,0.284854193,0.000221779,0.003548459,2.674805609,0.231419278,0.174834179,0.000000000,1.000000000,3.359518671,0.000703733,0.401653520,0.000000000,0.002328676,2.317641462,0.497782213,0.002441120,0.258681841,0.000443557,0.005544467,0.000000000,0.002108102,0.243176120,0.000443557,0.004768241,2.926564861,0.142667266,0.278178188,0.056410256,0.454545455,2.708340348,0.100000000
bjrb07amba10andenv.cnf,1,196289.000000000,588610.000000000,45996.000000000,280393.000000000,3.267523263,1.099232149,5.120000000,0.164041185,0.500855226,0.715793974,0.000000000,1.000000000,1.850920445,0.000079636,0.406851704,0.000043482,0.001065310,1.664221288,0.000000000,0.221753039,0.544892348,0.020000000,0.000079636,14.294272450,0.000021399,0.113890147,2.936980751,0.179937444,0.134662102,0.000000000,0.750000000,3.202916008,0.000024227,13.184525754,0.000003566,0.038139326,2.163755136,0.416839935,0.000074924,10.505195009,0.000017832,0.070308460,2.500000000,-1.000000000,-0.000000000,-1.000000000,0.000000000,-512.000000000,-1.000000000,-0.000000000,-1.000000000,0.000000000,-0.000000000,20.760000000
manthey_DimacsSorter_35_7.cnf,1,6838.000000000,23203.000000000,3734.000000000,18865.000000000,0.831280129,0.229949642,0.060000000,0.197932680,0.297371378,1.180366116,0.000000000,1.000000000,1.371143268,0.000695282,0.403457259,0.000535619,0.009373326,1.040580847,0.000000000,0.611396766,0.871296051,0.000000000,0.000695282,0.672990413,0.000318049,0.013994169,2.266618583,0.190495876,0.157948348,0.000000000,0.804878049,2.763390602,0.000476776,0.797301937,0.000053008,0.011237742,2.251937376,0.780386960,0.000590359,0.614363455,0.000212033,0.009064405,0.020000000,0.000969040,1.326941061,0.000265041,0.040286244,3.288967101,0.175238067,0.460186006,0.002635037,0.549450549,3.268821029,0.320000000
jgiraldezlevy.2200.9086.08.40.83.cnf,1,2200.000000000,9086.000000000,2136.000000000,9015.000000000,0.029962547,0.007875763,0.000000000,0.236938436,0.493318543,0.587840578,0.000000000,1.000000000,0.734099815,0.001424488,0.069622150,0.001404494,0.002340824,0.178160645,0.000000000,0.000000000,0.959290072,0.000000000,0.001424488,0.284935498,0.000443705,0.003771492,2.680811116,0.228466211,0.172451671,0.000000000,1.000000000,3.318135354,0.000699677,0.396836590,0.000000000,0.001885746,2.301757838,0.493843594,0.002456268,0.256540655,0.000776484,0.006100943,0.000000000,0.002125969,0.243106295,0.000665557,0.004547976,2.933938953,0.141813790,0.272998918,0.058974359,0.476190476,2.696919482,0.120000000
complete-500-0.1-15-98765432150015.cnf,1,1000.000000000,74037.000000000,1000.000000000,74037.000000000,0.000000000,0.000000000,0.380000000,0.013506760,0.642976862,0.725082089,0.000000000,1.000000000,1.369576719,0.017541540,1.313760484,0.002000000,0.070000000,1.656924856,0.000000000,0.681848265,0.681848265,-0.000000000,0.017541540,0.938965452,0.001040021,0.048178613,5.475547746,0.459592244,0.384073955,0.000000000,0.876863253,3.081171143,0.001707997,0.218249141,0.001026514,0.002620311,4.470426583,0.688601645,0.007408458,0.013186333,0.007050529,0.007739374,0.260000000,-1.000000000,-0.000000000,-1.000000000,0.000000000,-512.000000000,-1.000000000,-0.000000000,-1.000000000,0.000000000,-0.000000000,24.900000000
manthey_single-ordered-initialized-w48-b8.cnf,1,11520.000000000,94764.000000000,7004.000000000,79420.000000000,0.644774415,0.193200705,0.200000000,0.088189373,0.544183813,0.569617575,0.000000000,1.000000000,0.996559790,0.000526537,0.860181971,0.000285551,0.008138207,0.879914123,0.000000000,0.212087635,0.893553261,0.020000000,0.000526537,2.640962599,0.000113322,0.012704608,1.019014423,0.621534731,0.157726354,0.000000000,0.876777251,1.102858437,0.000250391,3.437828553,0.000012591,0.008196928,0.783596934,0.655275749,0.000553272,2.286615164,0.000113322,0.011558801,0.060000000,-1.000000000,-0.000000000,-1.000000000,0.000000000,-512.000000000,-1.000000000,-0.000000000,-1.000000000,0.000000000,-0.000000000,20.020000000
UCG-20-5p0.cnf,1,224587.000000000,1190673.000000000,120843.000000000,820631.000000000,0.858502354,0.450923740,3.220000000,0.147256197,0.403271332,0.908299302,0.000000000,1.000000000,1.406719911,0.000023188,0.431787759,0.000016550,0.000082752,1.087668851,0.000000000,0.519406408,0.867023059,0.080000000,0.000023188,0.739115597,0.000008530,0.000081644,3.045544179,0.226451381,0.146959094,0.000000000,0.833333333,2.926259995,0.000012903,0.852276641,0.000003656,0.000056054,2.698059977,0.692746192,0.000025378,0.656174807,0.000006093,0.000088956,16.880000000,-1.000000000,-0.000000000,-1.000000000,0.000000000,-512.000000000,-1.000000000,-0.000000000,-1.000000000,0.000000000,-0.000000000,20.040000000
48bits_12.dimacs.cnf,1,685.000000000,18047.000000000,685.000000000,18047.000000000,0.000000000,0.000000000,0.040000000,0.037956447,0.335121417,0.683407340,0.000000000,1.000000000,2.586072733,0.010341934,0.298923382,0.002919708,0.033576642,2.100389913,0.000000000,0.005873552,0.048706156,-0.000000000,0.010341934,1.244060077,0.000554109,0.059899152,5.222930571,0.085657365,0.104197359,0.000000000,0.785714286,3.033848935,0.000826310,0.639796216,0.000166233,0.002936776,3.338533386,0.109436471,0.001864232,0.417898127,0.000332465,0.004155815,-0.000000000,-1.000000000,-0.000000000,-1.000000000,0.000000000,-512.000000000,-1.000000000,-0.000000000,-1.000000000,0.000000000,-0.000000000,20.080000000
bob12m02-opt.cnf,1,26256.000000000,77806.000000000,6306.000000000,36931.000000000,3.163653663,1.106793751,0.160000000,0.170750860,0.484998968,0.750372008,0.000000000,1.000000000,1.471675621,0.000563243,0.322171256,0.000317158,0.007770377,0.936728656,0.000000000,0.038829168,0.460588665,-0.000000000,0.000563243,1.201498533,0.000189543,0.017789933,2.764919801,0.042320289,0.080501574,0.000000000,0.862068966,1.566124540,0.000201630,1.095099978,0.000054155,0.004088706,2.635588251,0.386287942,0.000346142,1.570573388,0.000135388,0.010587311,0.040000000,0.001989347,1.415672568,0.000135388,0.018900111,4.601001737,0.202863254,0.685855481,0.006448138,0.733333333,3.782454849,10.880000000
E02F22.cnf,1,13574.000000000,1301188.000000000,11448.000000000,1262053.000000000,0.185709294,0.031008999,11.860000000,0.009070934,0.966448319,0.173290526,0.000000000,1.000000000,0.205696234,0.000723407,0.427897245,0.000174703,0.005852551,2.204110153,0.000000000,0.023642430,0.044865786,0.120000000,0.000723407,4.033201404,0.000005547,0.016201380,1.608575446,0.373302988,0.228168779,0.189873418,0.998850310,1.110715913,0.000674487,4.311791490,0.000001585,0.016179194,1.617097601,0.974911513,0.000030550,1.293370734,0.000019809,0.000463530,1.060000000,-1.000000000,-0.000000000,-1.000000000,0.000000000,-512.000000000,-1.000000000,-0.000000000,-1.000000000,0.000000000,-0.000000000,36.620000000
50bits_10.dimacs.cnf,1,842.000000000,19430.000000000,842.000000000,19430.000000000,0.000000000,0.000000000,0.020000000,0.043335049,0.344030018,0.671043921,0.000000000,1.000000000,2.566258469,0.008110361,0.308810212,0.002375297,0.028503563,2.105484183,0.000000000,0.007720021,0.057025219,-0.000000000,0.008110361,1.235112276,0.000514668,0.055635615,5.128374046,0.084974611,0.104345784,0.000000000,0.785714286,3.004342610,0.000726036,0.586510974,0.000154400,0.002573340,3.264262172,0.120586722,0.001725299,0.427609575,0.000308801,0.004168811,0.020000000,-1.000000000,-0.000000000,-1.000000000,0.000000000,-512.000000000,-1.000000000,-0.000000000,-1.000000000,0.000000000,-0.000000000,20.080000000
manthey_single-ordered-initialized-w52-b6.cnf,1,9672.000000000,80015.000000000,4890.000000000,64924.000000000,0.977914110,0.232441008,0.140000000,0.075318834,0.528466705,0.590669497,0.000000000,1.000000000,1.035619501,0.000764890,0.761147755,0.000408998,0.011451943,0.954743269,0.000000000,0.205486415,0.848484382,-0.000000000,0.000764890,2.524324429,0.000138624,0.013785349,1.048862989,0.621049588,0.178208817,0.001117318,0.917808219,0.945411297,0.000355602,3.035036213,0.000015403,0.007778325,0.886668245,0.648127041,0.000690800,2.194729709,0.000107818,0.010751032,0.040000000,-1.000000000,-0.000000000,-1.000000000,0.000000000,-512.000000000,-1.000000000,-0.000000000,-1.000000000,0.000000000,-0.000000000,20.040000000
008-80-8.cnf,1,13408.000000000,478484.000000000,12698.000000000,306923.000000000,0.055914317,0.558970817,0.600000000,0.041371940,0.375423126,0.589520554,0.000000000,1.000000000,2.190098171,0.000453186,0.201316525,0.000157505,0.001575051,1.444261219,0.000000000,0.001111028,0.038139859,0.020000000,0.000453186,0.440466106,0.000052130,0.000882958,3.726415250,0.117433640,0.068549042,0.000000000,0.672727273,2.815587539,0.000073741,0.497857267,0.000003258,0.000188972,3.286863260,0.193572981,0.000063581,0.418564736,0.000016291,0.000136842,0.240000000,-1.000000000,-0.000000000,-1.000000000,0.000000000,-512.000000000,-1.000000000,-0.000000000,-1.000000000,0.000000000,-0.000000000,20.020000000
dated-5-13-u.cnf,1,138808.000000000,626501.000000000,44244.000000000,248601.000000000,2.137329355,1.520106516,1.560000000,0.177971931,0.370975790,1.041604591,0.000000000,1.000000000,1.375095464,0.000060101,0.446414561,0.000045204,0.000271223,1.013198461,0.000000000,0.615331394,0.892003652,0.020000000,0.000060101,0.445125461,0.000024135,0.000156878,2.732985984,0.249896725,0.156515862,0.000000000,0.764705882,3.082899933,0.000037321,0.457102661,0.000012068,0.000112630,2.453619708,0.755206134,0.000061686,0.451072472,0.000016090,0.000160900,2.320000000,0.000081487,0.563262280,0.000012068,0.000329846,3.483942687,0.155451754,0.613145094,0.026447252,0.611111111,3.271775987,3.620000000
UCG-15-10p1.cnf,1,200003.000000000,1019221.000000000,102501.000000000,667154.000000000,0.951229744,0.527714741,2.740000000,0.153639190,0.409499037,0.920769164,0.000000000,1.000000000,1.423081413,0.000027111,0.440736044,0.000019512,0.000097560,1.083214714,0.000000000,0.549660198,0.863024129,0.040000000,0.000027111,0.711710348,0.000010492,0.000101925,3.000460273,0.229293059,0.147811494,0.000000000,0.800000000,2.896474982,0.000015281,0.842726504,0.000004497,0.000068950,2.669966707,0.705202997,0.000029667,0.632541834,0.000007495,0.000115416,12.280000000,0.000046019,0.585763691,0.000004497,0.000274299,3.755070498,0.113756141,0.700997337,0.013538947,0.500000000,2.864917897,18.740000000
manthey_single-ordered-initialized-w18-b8.cnf,1,2160.000000000,15054.000000000,1195.000000000,10964.000000000,0.807531381,0.373039037,0.020000000,0.108993068,0.577403310,0.553642820,0.000000000,1.000000000,1.028808870,0.002998478,0.783341501,0.001673640,0.020920502,0.978085436,0.000000000,0.251641737,0.901587012,-0.000000000,0.002998478,1.561353319,0.000820868,0.031740241,1.843912950,0.557216225,0.192432724,0.008645533,0.800000000,1.994543001,0.001400933,2.151785210,0.000091208,0.021068953,1.350546046,0.641919008,0.003100600,1.420804783,0.000820868,0.029004013,-0.000000000,0.015228689,0.830902713,0.000456038,0.106165633,4.568387947,0.124126882,0.909991074,0.012124663,0.802298851,2.728302134,11.380000000
manthey_single-ordered-initialized-w12-b6.cnf,1,792.000000000,5055.000000000,350.000000000,3144.000000000,1.262857143,0.607824427,0.000000000,0.111323155,0.586057814,0.561970227,0.000000000,1.000000000,1.176680336,0.010210832,0.678701458,0.005714286,0.045714286,1.169912623,0.000000000,0.280216285,0.861005089,0.000000000,0.010210832,1.089398920,0.002862595,0.055661578,2.157516283,0.509667624,0.226875869,0.005714286,0.694915254,2.283473705,0.004649218,1.467422338,0.000318066,0.033396947,1.883127782,0.635814249,0.009045802,1.029489201,0.002226463,0.043893130,0.000000000,0.031929229,0.770316809,0.001590331,0.155534351,4.604331770,0.184458616,0.747833940,0.024853114,0.861471861,3.293464525,1.200000000
