@relation R_data_frame

@attribute instance_id string
@attribute repetition numeric
@attribute CfsSubsetEval_DecisionStumpAUC numeric
@attribute CfsSubsetEval_DecisionStumpErrRate numeric
@attribute CfsSubsetEval_DecisionStumpKappa numeric
@attribute CfsSubsetEval_kNN1NAUC numeric
@attribute CfsSubsetEval_kNN1NErrRate numeric
@attribute CfsSubsetEval_kNN1NKappa numeric
@attribute CfsSubsetEval_NaiveBayesAUC numeric
@attribute CfsSubsetEval_NaiveBayesErrRate numeric
@attribute CfsSubsetEval_NaiveBayesKappa numeric
@attribute ClassEntropy numeric
@attribute DecisionStumpAUC numeric
@attribute DecisionStumpErrRate numeric
@attribute DecisionStumpKappa numeric
@attribute DefaultAccuracy numeric
@attribute Dimensionality numeric
@attribute EquivalentNumberOfAtts numeric
@attribute HoeffdingAdwin.changes numeric
@attribute HoeffdingAdwin.warnings numeric
@attribute HoeffdingDDM.changes numeric
@attribute HoeffdingDDM.warnings numeric
@attribute J48.00001.AUC numeric
@attribute J48.00001.ErrRate numeric
@attribute J48.00001.Kappa numeric
@attribute J48.0001.AUC numeric
@attribute J48.0001.ErrRate numeric
@attribute J48.0001.Kappa numeric
@attribute J48.001.AUC numeric
@attribute J48.001.ErrRate numeric
@attribute J48.001.Kappa numeric
@attribute kNN1NAUC numeric
@attribute kNN1NErrRate numeric
@attribute kNN1NKappa numeric
@attribute MajorityClassPercentage numeric
@attribute MajorityClassSize numeric
@attribute MaxAttributeEntropy numeric
@attribute MaxKurtosisOfNumericAtts numeric
@attribute MaxMeansOfNumericAtts numeric
@attribute MaxMutualInformation numeric
@attribute MaxNominalAttDistinctValues numeric
@attribute MaxSkewnessOfNumericAtts numeric
@attribute MaxStdDevOfNumericAtts numeric
@attribute MeanAttributeEntropy numeric
@attribute MeanKurtosisOfNumericAtts numeric
@attribute MeanMeansOfNumericAtts numeric
@attribute MeanMutualInformation numeric
@attribute MeanNominalAttDistinctValues numeric
@attribute MeanSkewnessOfNumericAtts numeric
@attribute MeanStdDevOfNumericAtts numeric
@attribute MinAttributeEntropy numeric
@attribute MinKurtosisOfNumericAtts numeric
@attribute MinMeansOfNumericAtts numeric
@attribute MinMutualInformation numeric
@attribute MinNominalAttDistinctValues numeric
@attribute MinorityClassPerentage numeric
@attribute MinorityClassSize numeric
@attribute MinSkewnessOfNumericAtts numeric
@attribute MinStdDevOfNumericAtts numeric
@attribute NaiveBayesAdwin.changes numeric
@attribute NaiveBayesAdwin.warnings numeric
@attribute NaiveBayesAUC numeric
@attribute NaiveBayesDdm.changes numeric
@attribute NaiveBayesDdm.warnings numeric
@attribute NaiveBayesErrRate numeric
@attribute NaiveBayesKappa numeric
@attribute NoiseToSignalRatio numeric
@attribute NumberOfBinaryFeatures numeric
@attribute NumberOfClasses numeric
@attribute NumberOfFeatures numeric
@attribute NumberOfInstances numeric
@attribute NumberOfInstancesWithMissingValues numeric
@attribute NumberOfMissingValues numeric
@attribute NumberOfNumericFeatures numeric
@attribute NumberOfSymbolicFeatures numeric
@attribute PercentageOfBinaryFeatures numeric
@attribute PercentageOfInstancesWithMissingValues numeric
@attribute PercentageOfMissingValues numeric
@attribute PercentageOfNumericFeatures numeric
@attribute PercentageOfSymbolicFeatures numeric
@attribute Quartile1AttributeEntropy numeric
@attribute Quartile1KurtosisOfNumericAtts numeric
@attribute Quartile1MeansOfNumericAtts numeric
@attribute Quartile1MutualInformation numeric
@attribute Quartile1SkewnessOfNumericAtts numeric
@attribute Quartile1StdDevOfNumericAtts numeric
@attribute Quartile2AttributeEntropy numeric
@attribute Quartile2KurtosisOfNumericAtts numeric
@attribute Quartile2MeansOfNumericAtts numeric
@attribute Quartile2MutualInformation numeric
@attribute Quartile2SkewnessOfNumericAtts numeric
@attribute Quartile2StdDevOfNumericAtts numeric
@attribute Quartile3AttributeEntropy numeric
@attribute Quartile3KurtosisOfNumericAtts numeric
@attribute Quartile3MeansOfNumericAtts numeric
@attribute Quartile3MutualInformation numeric
@attribute Quartile3SkewnessOfNumericAtts numeric
@attribute Quartile3StdDevOfNumericAtts numeric
@attribute RandomTreeDepth1AUC numeric
@attribute RandomTreeDepth1ErrRate numeric
@attribute RandomTreeDepth1Kappa numeric
@attribute RandomTreeDepth2AUC numeric
@attribute RandomTreeDepth2ErrRate numeric
@attribute RandomTreeDepth2Kappa numeric
@attribute RandomTreeDepth3AUC numeric
@attribute RandomTreeDepth3ErrRate numeric
@attribute RandomTreeDepth3Kappa numeric
@attribute REPTreeDepth1AUC numeric
@attribute REPTreeDepth1ErrRate numeric
@attribute REPTreeDepth1Kappa numeric
@attribute REPTreeDepth2AUC numeric
@attribute REPTreeDepth2ErrRate numeric
@attribute REPTreeDepth2Kappa numeric
@attribute REPTreeDepth3AUC numeric
@attribute REPTreeDepth3ErrRate numeric
@attribute REPTreeDepth3Kappa numeric
@attribute StdvNominalAttDistinctValues numeric

@data
X734_ailerons,1,0.90732,0.152145,0.6883,0.90732,0.152145,0.6883,0.90732,0.152145,0.6883,0.983205,0.772506,0.246836,0.52129,0.576145,0.002982,?,57,0,48,106,0.851615,0.1432,0.70646,0.851615,0.1432,0.70646,0.851615,0.1432,0.70646,0.821807,0.174182,0.643454,57.614545,7922,?,6871.5,65772.421053,?,-1,60.780756,29164.753824,-1,110.373602,124.6098,?,-1,2.466959,66.075413,?,-1.999762,-52.936,?,-1,42.385455,5828,-75.962778,0,54,0,0.845072,40,91,0.287782,0.371413,?,1,2,41,13750,0,0,40,1,2.439024,0,0,97.560976,2.439024,?,-1.187028,-0,?,-0.022059,0.322487,?,0,0,?,0.093669,1,?,14.585462,0.244462,?,2.797746,1,0.788231,0.207855,0.575287,0.788231,0.207855,0.575287,0.788231,0.207855,0.575287,0.9268,0.139491,0.713914,0.9268,0.139491,0.713914,0.9268,0.139491,0.713914,-1
X735_cpu_small,1,0.904888,0.099365,0.763118,0.904888,0.099365,0.763118,0.904888,0.099365,0.763118,0.884166,0.772584,0.161133,0.591328,0.697632,0.001587,?,0,0,0,3,0.894245,0.104248,0.747469,0.894245,0.104248,0.747469,0.894245,0.104248,0.747469,0.870024,0.105713,0.747054,69.763184,5715,?,6871.5,1328125.959839,?,-1,60.780756,422019.426957,-1,109.834784,2310.383537,?,-1,2.509049,1151.076861,?,-1.999762,-52.936,?,-1,30.236816,2477,-75.962778,0,0,0,0.949595,0,21,0.109741,0.727636,?,1,2,13,8192,0,0,12,1,7.692308,0,0,92.307692,7.692308,?,-1.185391,-0,?,-0.021672,0.334134,?,0,0,?,0.098295,1,?,15.005862,0.337611,?,2.896036,1,0.855765,0.119385,0.715457,0.855765,0.119385,0.715457,0.855765,0.119385,0.715457,0.938296,0.102051,0.750576,0.938296,0.102051,0.750576,0.938296,0.102051,0.750576,-1
X736_visualizing_environmental,1,0.691282,0.315315,0.380679,0.691282,0.315315,0.380679,0.691282,0.315315,0.380679,0.998536,0.691282,0.315315,0.380679,0.522523,0.036036,?,0,0,0,0,0.691282,0.315315,0.380679,0.691282,0.315315,0.380679,0.691282,0.315315,0.380679,0.606864,0.387387,0.22554,52.252252,58,?,6871.5,1328125.959839,?,-1,60.780756,422019.426957,-1,109.392458,2301.500887,?,-1,2.499676,1146.627434,?,-1.999762,-52.936,?,-1,47.747748,53,-75.962778,0,0,0,0.719258,0,0,0.315315,0.375703,?,1,2,4,111,0,0,3,1,25,0,0,75,25,?,-1.185173,-0,?,-0.022022,0.338228,?,0,0,?,0.09806,1,?,14.983166,0.360738,?,2.884126,1,0.53676,0.459459,0.073941,0.53676,0.459459,0.073941,0.53676,0.459459,0.073941,0.703969,0.261261,0.484383,0.703969,0.261261,0.484383,0.703969,0.261261,0.484383,-1
X737_space_ga,1,0.72282,0.271001,0.457204,0.683993,0.317026,0.365831,0.79965,0.270357,0.459004,0.999953,0.72282,0.271001,0.457204,0.504023,0.002253,?,16,0,20,18,0.816469,0.215642,0.568455,0.816469,0.215642,0.568455,0.816469,0.215642,0.568455,0.765356,0.230126,0.53965,50.402317,1566,?,6871.5,1328125.959839,?,-1,60.780756,11475690.492291,-1,108.535224,-119576.979603,?,-1,2.479998,16397.712947,?,-1.999762,-91638847.147731,?,-1,49.597683,1541,-75.962778,0,18,0,0.803749,18,19,0.26907,0.462349,?,1,2,7,3107,0,0,6,1,14.285714,0,0,85.714286,14.285714,?,-1.183434,-0,?,-0.022047,0.341038,?,0,0,?,0.098624,1,?,14.78558,0.402858,?,2.86243,1,0.739982,0.260058,0.47991,0.739982,0.260058,0.47991,0.739982,0.260058,0.47991,0.828193,0.21532,0.569213,0.828193,0.21532,0.569213,0.828193,0.21532,0.569213,-1
X739_sleep,1,0.513584,0.483871,0.032258,0.559561,0.435484,0.108626,0.603971,0.370968,0.237433,0.996995,0.513584,0.483871,0.032258,0.532258,0.129032,?,0,0,0,0,0.512539,0.483871,0.028213,0.512539,0.483871,0.028213,0.512539,0.483871,0.028213,0.622257,0.370968,0.247096,53.225806,33,?,6871.5,1328125.959839,?,-1,60.780756,11475690.492291,-1,107.483459,-118317.337062,?,-1,2.475009,16227.750426,?,-1.999762,-91638847.147731,?,-1,46.774194,29,-75.962778,0,0,0,0.63065,0,1,0.370968,0.230852,?,1,2,8,62,7,8,7,1,12.5,11.290323,1.612903,87.5,12.5,?,-1.184755,-0,?,-0.021925,0.357952,?,0,0,?,0.101455,1,?,14.78558,0.490785,?,2.86243,1,0.620167,0.387097,0.209352,0.620167,0.387097,0.209352,0.620167,0.387097,0.209352,0.512539,0.483871,0.028213,0.512539,0.483871,0.028213,0.512539,0.483871,0.028213,-1
X740_fri_c3_1000_10,1,0.855574,0.15,0.695617,0.855574,0.15,0.695617,0.855574,0.15,0.695617,0.989588,0.665998,0.317,0.357519,0.56,0.011,?,0,0,0,8,0.848693,0.144,0.707222,0.848693,0.144,0.707222,0.848693,0.144,0.707222,0.724919,0.271,0.449947,56,560,?,6871.5,1328125.959839,?,-1,60.780756,11475690.492291,-1,106.078381,-116780.748269,?,-1,2.445835,16017.013407,?,-1.999762,-91638847.147731,?,-1,44,440,-75.962778,0,0,0,0.712812,0,8,0.338,0.316122,?,1,2,11,1000,0,0,10,1,9.090909,0,0,90.909091,9.090909,?,-1.185411,-0,?,-0.02053,0.369886,?,0,0,?,0.098624,1,?,14.581478,0.437686,?,2.805467,1,0.824838,0.173,0.649201,0.824838,0.173,0.649201,0.824838,0.173,0.649201,0.864907,0.177,0.637206,0.864907,0.177,0.637206,0.864907,0.177,0.637206,-1
X741_rmftsa_sleepdata,1,0.757316,0.273438,0.453006,0.757316,0.273438,0.453006,0.757316,0.273438,0.453006,0.999975,0.7119,0.280273,0.438721,0.50293,0.00293,27.652898,5,0,6,3,0.757316,0.273438,0.453006,0.757316,0.273438,0.453006,0.757316,0.273438,0.453006,0.73606,0.31543,0.369545,50.292969,515,1.84938,6871.5,1328125.959839,0.036162,4,60.780756,11475690.492291,1.84938,105.940625,-116629.107701,0.036162,4,2.443602,15996.258706,1.84938,-1.999762,-91638847.147731,0.036162,4,49.707031,509,-75.962778,0,4,0,0.755662,6,3,0.308594,0.383511,50.141994,1,2,3,1024,0,0,1,2,33.333333,0,0,33.333333,66.666667,1.84938,-1.185391,-0,0.036162,-0.020149,0.370312,1.84938,0,0,0.036162,0.098954,1,1.84938,14.58015,0.453264,0.036162,2.797746,1,0.73316,0.313477,0.37342,0.73316,0.313477,0.37342,0.73316,0.313477,0.37342,0.770759,0.282227,0.435495,0.770759,0.282227,0.435495,0.770759,0.282227,0.435495,0
X742_fri_c4_500_100,1,0.872254,0.138,0.718955,0.872254,0.138,0.718955,0.872254,0.138,0.718955,0.987394,0.728265,0.254,0.484929,0.566,0.202,?,0,0,0,0,0.790494,0.22,0.559768,0.790494,0.22,0.559768,0.790494,0.22,0.559768,0.526852,0.462,0.054023,56.6,283,?,6871.5,1328125.959839,?,-1,60.780756,11475690.492291,-1,93.647662,-103238.854233,?,-1,2.167094,14159.834055,?,-1.999762,-91638847.147731,?,-1,43.4,217,-75.962778,0,0,0,0.690023,0,0,0.342,0.291303,?,1,2,101,500,0,0,100,1,0.990099,0,0,99.009901,0.990099,?,-1.194579,-0,?,-0.025272,0.47853,?,-0.462256,0,?,0.060694,1,?,8.406698,0.209796,?,2.345563,1,0.664262,0.332,0.327118,0.664262,0.332,0.327118,0.664262,0.332,0.327118,0.86605,0.172,0.648388,0.86605,0.172,0.648388,0.86605,0.172,0.648388,-1
X743_fri_c1_1000_5,1,0.879394,0.147,0.702106,0.879394,0.147,0.702106,0.879394,0.147,0.702106,0.994658,0.692534,0.303,0.392118,0.543,0.006,?,0,0,0,18,0.879477,0.137,0.723335,0.879477,0.137,0.723335,0.879477,0.137,0.723335,0.850323,0.149,0.700039,54.3,543,?,6871.5,1328125.959839,?,-1,60.780756,11475690.492291,-1,93.106893,-102649.591367,?,-1,2.154736,14079.018793,?,-1.999762,-91638847.147731,?,-1,45.7,457,-75.962778,0,0,0,0.716822,0,18,0.338,0.315404,?,1,2,6,1000,0,0,5,1,16.666667,0,0,83.333333,16.666667,?,-1.194766,-0,?,-0.024469,0.479246,?,-0.485645,0,?,0.059147,1,?,8.346155,0.205401,?,2.343269,1,0.833976,0.166,0.666336,0.833976,0.166,0.666336,0.833976,0.166,0.666336,0.876073,0.153,0.6922,0.876073,0.153,0.6922,0.876073,0.153,0.6922,-1
X744_fri_c3_250_5,1,0.810267,0.184,0.624306,0.810267,0.184,0.624306,0.810267,0.184,0.624306,0.988149,0.720834,0.256,0.483771,0.564,0.024,?,0,0,0,0,0.815961,0.188,0.616539,0.815961,0.188,0.616539,0.815961,0.188,0.616539,0.818986,0.176,0.64064,56.4,141,?,6871.5,1328125.959839,?,-1,60.780756,11475690.492291,-1,92.576996,-102067.017068,?,-1,2.144871,13999.120843,?,-1.999762,-91638847.147731,?,-1,43.6,109,-75.962778,0,0,0,0.686707,0,0,0.284,0.424337,?,1,2,6,250,0,0,5,1,16.666667,0,0,83.333333,16.666667,?,-1.194704,-0,?,-0.022942,0.485445,?,-0.492842,0,?,0.058917,1,?,8.091689,0.202872,?,2.337468,1,0.786453,0.208,0.575302,0.786453,0.208,0.575302,0.786453,0.208,0.575302,0.750797,0.252,0.488138,0.750797,0.252,0.488138,0.750797,0.252,0.488138,-1
X745_auto_price,1,0.947619,0.056604,0.872084,0.890653,0.050314,0.883644,0.985185,0.056604,0.874375,0.924457,0.947619,0.056604,0.872084,0.660377,0.100629,4.744182,0,0,0,0,0.975309,0.037736,0.91736,0.975309,0.037736,0.91736,0.975309,0.037736,0.91736,0.924339,0.062893,0.854555,66.037736,105,2.266703,6871.5,1328125.959839,0.194861,7,60.780756,11475690.492291,2.266703,91.143949,-100461.078638,0.194861,7,2.121598,13781.349614,2.266703,-1.999762,-91638847.147731,0.194861,7,33.962264,54,-75.962778,0,0,0,0.987831,0,1,0.056604,0.875489,10.632396,1,2,16,159,0,0,14,2,6.25,0,0,87.5,12.5,2.266703,-1.193709,-0,0.194861,-0.022059,0.490389,2.266703,-0.429153,0,0.194861,0.061427,1,2.266703,7.569067,0.247267,0.194861,2.283042,1,0.920899,0.062893,0.85722,0.920899,0.062893,0.85722,0.920899,0.062893,0.85722,0.940653,0.037736,0.915109,0.940653,0.037736,0.915109,0.940653,0.037736,0.915109,0
X746_fri_c1_250_25,1,0.848213,0.168,0.658492,0.848213,0.168,0.658492,0.848213,0.168,0.658492,0.98499,0.623195,0.44,0.167927,0.572,0.104,?,0,0,1,7,0.767597,0.26,0.469613,0.767597,0.26,0.469613,0.767597,0.26,0.469613,0.563493,0.424,0.127888,57.2,143,?,6871.5,1328125.959839,?,-1,60.780756,11475690.492291,-1,88.63448,-97731.158023,?,-1,2.064562,13406.883592,?,-1.999762,-91638847.147731,?,-1,42.8,107,-75.962778,0,0,0,0.610483,1,8,0.432,0.119776,?,1,2,26,250,0,0,25,1,3.846154,0,0,96.153846,3.846154,?,-1.197974,-0,?,-0.022976,0.656329,?,-0.636918,0,?,0.060213,1,?,7.043202,0.212697,?,2.119584,1,0.66842,0.308,0.348738,0.66842,0.308,0.348738,0.66842,0.308,0.348738,0.7392,0.276,0.432976,0.7392,0.276,0.432976,0.7392,0.276,0.432976,-1
X747_servo,1,0.953488,0.071856,0.816079,0.953488,0.071856,0.816079,0.953488,0.071856,0.816079,0.773707,0.953488,0.071856,0.816079,0.772455,0.02994,4.027743,0,0,0,2,0.953488,0.071856,0.816079,0.953488,0.071856,0.816079,0.953488,0.071856,0.816079,0.9629,0.107784,0.698979,77.245509,129,2.307833,0,0,0.535671,5,0,0,2.177763,0,0,0.192094,4.75,0,0,1.878131,0,0,0.003182,4,22.754491,38,0,0,0,0,0.950952,0,2,0.071856,0.816079,10.336941,1,2,5,167,0,0,0,5,20,0,0,0,100,1.965927,0,0,0.005036,0,0,2.262544,0,0,0.114763,0,0,2.304819,0,0,0.456485,0,0,0.844349,0.149701,0.570164,0.844349,0.149701,0.570164,0.844349,0.149701,0.570164,0.971542,0.077844,0.780596,0.971542,0.077844,0.780596,0.971542,0.077844,0.780596,0.5
X748_analcatdata_wildcat,1,0.624725,0.319018,0.181221,0.624725,0.319018,0.181221,0.624725,0.319018,0.181221,0.866572,0.717993,0.319018,0.181221,0.711656,0.03681,9.29089,1,0,1,0,0.776412,0.257669,0.416468,0.776412,0.257669,0.416468,0.776412,0.257669,0.416468,0.710473,0.245399,0.402054,71.165644,116,0.9978,6871.5,1328125.959839,0.184829,2,60.780756,11475690.492291,0.968483,88.357791,-97413.238604,0.093271,2,2.061614,13363.561534,0.939166,-1.999762,-91638847.147731,0.001714,2,28.834356,47,-75.962778,0,1,0,0.807685,1,0,0.269939,0.366319,9.38352,3,2,6,163,0,0,3,3,50,0,0,50,50,0.939166,-1.197412,-0,0.001714,-0.023034,0.691644,0.968483,-0.590188,0,0.093271,0.060694,1,0.9978,7.059621,0.225568,0.184829,2.120178,1,0.758254,0.226994,0.482895,0.758254,0.226994,0.482895,0.758254,0.226994,0.482895,0.742938,0.282209,0.285224,0.742938,0.282209,0.285224,0.742938,0.282209,0.285224,0
X749_fri_c3_500_5,1,0.843545,0.184,0.63284,0.843545,0.184,0.63284,0.843545,0.184,0.63284,0.998049,0.682141,0.304,0.386513,0.526,0.012,?,0,0,0,6,0.849505,0.14,0.718772,0.849505,0.14,0.718772,0.849505,0.14,0.718772,0.863214,0.136,0.727035,52.6,263,?,6871.5,1328125.959839,?,-1,60.780756,11475690.492291,-1,87.880266,-96888.382792,?,-1,2.052767,13291.564974,?,-1.999762,-91638847.147731,?,-1,47.4,237,-75.962778,0,0,0,0.669827,0,3,0.358,0.284,?,1,2,6,500,0,0,5,1,16.666667,0,0,83.333333,16.666667,?,-1.197974,-0,?,-0.022765,0.772952,?,-0.603424,0,?,0.060213,1,?,6.993712,0.214658,?,2.111771,1,0.834071,0.166,0.667447,0.834071,0.166,0.667447,0.834071,0.166,0.667447,0.857791,0.154,0.690843,0.857791,0.154,0.690843,0.857791,0.154,0.690843,-1
X750_pm10,1,0.5,0.492,0,0.5,0.492,0,0.5,0.492,0,0.999815,0.526383,0.474,0.047917,0.508,0.016,?,0,0,0,5,0.52319,0.48,0.031196,0.52319,0.48,0.031196,0.52319,0.48,0.031196,0.555886,0.444,0.111773,50.8,254,?,6871.5,1328125.959839,?,-1,60.780756,11475690.492291,-1,87.225896,-96162.835569,?,-1,2.037059,13192.166718,?,-1.999762,-91638847.147731,?,-1,49.2,246,-75.962778,0,0,0,0.510163,0,3,0.482,0.032843,?,1,2,8,500,0,0,7,1,12.5,0,0,87.5,12.5,?,-1.197291,-0,?,-0.0234,0.804494,?,-0.572368,0,?,0.059377,1,?,6.982113,0.244462,?,2.048824,1,0.534489,0.466,0.068894,0.534489,0.466,0.068894,0.534489,0.466,0.068894,0.545372,0.452,0.092981,0.545372,0.452,0.092981,0.545372,0.452,0.092981,-1
X751_fri_c4_1000_10,1,0.878931,0.159,0.676645,0.878931,0.159,0.676645,0.878931,0.159,0.676645,0.989588,0.70767,0.282,0.424959,0.56,0.011,?,0,0,0,4,0.828127,0.174,0.646571,0.828127,0.174,0.646571,0.828127,0.174,0.646571,0.727841,0.271,0.453144,56,560,?,6871.5,1328125.959839,?,-1,60.780756,11475690.492291,-1,86.296612,-95145.239426,?,-1,2.018736,13052.577652,?,-1.999762,-91638847.147731,?,-1,44,440,-75.962778,0,0,0,0.698616,0,4,0.347,0.287006,?,1,2,11,1000,0,0,10,1,9.090909,0,0,90.909091,9.090909,?,-1.198309,-0,?,-0.022918,0.81496,?,-0.616661,0,?,0.057827,1,?,6.951644,0.226539,?,1.963703,1,0.80349,0.192,0.609057,0.80349,0.192,0.609057,0.80349,0.192,0.609057,0.860112,0.164,0.669461,0.860112,0.164,0.669461,0.860112,0.164,0.669461,-1
X752_puma32H,1,0.649471,0.344971,0.310124,0.649471,0.344971,0.310124,0.649471,0.344971,0.310124,0.999956,0.649471,0.344971,0.310124,0.503906,0.004028,?,1,0,0,10,0.869867,0.133911,0.732198,0.869867,0.133911,0.732198,0.869867,0.133911,0.732198,0.558726,0.441284,0.117443,50.390625,4128,?,6871.5,1328125.959839,?,-1,60.780756,11475690.492291,-1,83.430903,-92028.894696,?,-1,1.952528,12625.310811,?,-1.999762,-91638847.147731,?,-1,49.609375,4064,-75.962778,0,0,0,0.661881,0,1,0.358765,0.282272,?,1,2,33,8192,0,0,32,1,3.030303,0,0,96.969697,3.030303,?,-1.200347,-0,?,-0.021786,0.654332,?,-0.837324,0,?,0.043672,1,?,6.814173,0.289906,?,1.823268,1,0.769621,0.230347,0.539262,0.769621,0.230347,0.539262,0.769621,0.230347,0.539262,0.923922,0.125122,0.74978,0.923922,0.125122,0.74978,0.923922,0.125122,0.74978,-1
X753_wisconsin,1,0.543162,0.489691,0.069098,0.521368,0.474227,0.053659,0.601122,0.407216,0.191581,0.99624,0.543162,0.489691,0.069098,0.536082,0.170103,?,0,0,1,1,0.581197,0.43299,0.146091,0.581197,0.43299,0.146091,0.581197,0.43299,0.146091,0.563248,0.43299,0.126875,53.608247,104,?,6871.5,1328125.959839,?,-1,60.780756,11475690.492291,-1,80.870577,-89107.461415,?,-1,1.926367,12225.962516,?,-1.999762,-91638847.147731,?,-1,46.391753,90,-75.962778,0,0,0,0.599441,0,0,0.427835,0.15315,?,1,2,33,194,0,0,32,1,3.030303,0,0,96.969697,3.030303,?,-1.1982,-0,?,-0.018603,0.646741,?,-0.616661,0,?,0.056344,1,?,6.078227,0.364709,?,1.804579,1,0.516987,0.479381,0.034051,0.516987,0.479381,0.034051,0.516987,0.479381,0.034051,0.47516,0.505155,0.003773,0.47516,0.505155,0.003773,0.47516,0.505155,0.003773,-1
X754_fri_c0_100_5,1,0.721618,0.31,0.36683,0.721618,0.31,0.36683,0.721618,0.31,0.36683,0.995378,0.688205,0.31,0.354167,0.54,0.06,?,0,0,0,0,0.777778,0.34,0.31562,0.777778,0.34,0.31562,0.777778,0.34,0.31562,0.818841,0.18,0.637681,54,54,?,6871.5,1328125.959839,?,-1,60.780756,11475690.492291,-1,80.46642,-88668.075511,?,-1,1.916945,12165.681636,?,-1.999762,-91638847.147731,?,-1,46,46,-75.962778,0,0,0,0.957729,0,0,0.11,0.778226,?,1,2,6,100,0,0,5,1,16.666667,0,0,83.333333,16.666667,?,-1.198181,-0,?,-0.019559,0.647477,?,-0.666381,0,?,0.052998,1,?,5.904243,0.360667,?,1.797249,1,0.690419,0.31,0.379006,0.690419,0.31,0.379006,0.690419,0.31,0.379006,0.724839,0.27,0.444901,0.724839,0.27,0.444901,0.724839,0.27,0.444901,-1
X755_sleuth_ex1605,1,0.762227,0.306452,0.387097,0.762227,0.306452,0.387097,0.762227,0.306452,0.387097,1,0.78564,0.274194,0.451613,0.5,0.096774,?,0,0,0,0,0.722685,0.274194,0.451613,0.722685,0.274194,0.451613,0.722685,0.274194,0.451613,0.66129,0.33871,0.322581,50,31,?,6871.5,1328125.959839,?,-1,60.780756,11475690.492291,-1,80.07138,-88232.569284,?,-1,1.90701,12106.044896,?,-1.999762,-91638847.147731,?,-1,50,31,-75.962778,0,0,0,0.817898,0,0,0.290323,0.419355,?,1,2,6,62,0,0,5,1,16.666667,0,0,83.333333,16.666667,?,-1.197412,-0,?,-0.019676,0.648562,?,-0.616661,0,?,0.052697,1,?,5.691847,0.405043,?,1.764168,1,0.66129,0.33871,0.322581,0.66129,0.33871,0.322581,0.66129,0.33871,0.322581,0.706035,0.33871,0.322581,0.706035,0.33871,0.322581,0.706035,0.33871,0.322581,-1
X756_autoPrice,1,0.963845,0.056604,0.876585,0.963845,0.056604,0.876585,0.963845,0.056604,0.876585,0.924457,0.947619,0.056604,0.872084,0.660377,0.100629,?,0,0,0,0,0.975309,0.037736,0.91736,0.975309,0.037736,0.91736,0.975309,0.037736,0.91736,0.95388,0.050314,0.88472,66.037736,105,?,6871.5,1328125.959839,?,-1,60.780756,11475690.492291,-1,78.922314,-86944.497783,?,-1,1.888332,11931.473293,?,-1.999762,-91638847.147731,?,-1,33.962264,54,-75.962778,0,0,0,0.98836,0,0,0.056604,0.874375,?,1,2,16,159,0,0,15,1,6.25,0,0,93.75,6.25,?,-1.19638,-0,?,-0.018844,0.65059,?,-0.510956,0,?,0.059555,1,?,5.456291,0.524477,?,1.725058,1,0.920899,0.062893,0.85722,0.920899,0.062893,0.85722,0.920899,0.062893,0.85722,0.940653,0.037736,0.915109,0.940653,0.037736,0.915109,0.940653,0.037736,0.915109,-1
X757_meta,1,0.648676,0.102273,0,0.709154,0.11553,0.320678,0.803075,0.17803,0.232083,0.476159,0.648676,0.102273,0,0.897727,0.041667,4.105736,0,0,3,3,0.5,0.102273,0,0.5,0.102273,0,0.5,0.102273,0,0.725387,0.102273,0,89.772727,474,4.584963,6871.5,1328125.959839,0.117921,24,60.780756,11475690.492291,4.522197,77.564974,-85361.045314,0.115974,23,1.88201,11735.188266,4.459432,-1.999762,-91638847.147731,0.114027,22,10.227273,54,-75.962778,0,2,0,0.778454,7,6,0.263258,0.256052,37.993176,1,2,22,528,264,504,19,3,4.545455,50,4.338843,86.363636,13.636364,4.459432,-1.195267,-0,0.114027,-0.018603,0.647326,4.522197,-0.462256,0,0.115974,0.061427,1,4.584963,5.456291,0.62932,0.117921,1.798848,1,0.715053,0.102273,0,0.715053,0.102273,0,0.715053,0.102273,0,0.64053,0.104167,0.165805,0.64053,0.104167,0.165805,0.64053,0.104167,0.165805,1.414214
X761_cpu_act,1,0.906368,0.09082,0.781782,0.906368,0.09082,0.781782,0.906368,0.09082,0.781782,0.884166,0.81427,0.142944,0.652145,0.697632,0.002686,?,0,0,1,39,0.900788,0.087158,0.788867,0.900788,0.087158,0.788867,0.900788,0.087158,0.788867,0.887311,0.09021,0.783674,69.763184,5715,?,6871.5,1328125.959839,?,-1,60.780756,11475690.492291,-1,75.221475,-78548.077565,?,-1,1.965879,13372.809873,?,-1.999762,-91638847.147731,?,-1,30.236816,2477,-75.962778,0,0,0,0.956851,0,15,0.10498,0.747992,?,1,2,22,8192,0,0,21,1,4.545455,0,0,95.454545,4.545455,?,-1.192263,-0,?,-0.014071,0.682372,?,-0.199952,0,?,0.080645,1,?,6.831919,1.285929,?,2.104152,1.122381,0.880561,0.100586,0.76147,0.880561,0.100586,0.76147,0.880561,0.100586,0.76147,0.943913,0.088867,0.785029,0.943913,0.088867,0.785029,0.943913,0.088867,0.785029,-1
