@RELATION FEATURE_COSTS_BNSL-2016

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE basic NUMERIC
@ATTRIBUTE basic_extended NUMERIC
@ATTRIBUTE lower_bounding NUMERIC
@ATTRIBUTE greedy_probing NUMERIC
@ATTRIBUTE A*_probing NUMERIC
@ATTRIBUTE ILP_probing NUMERIC
@ATTRIBUTE CP_probing NUMERIC

@DATA
mildew_100_bdeu-0.1-2,1,0,0,0,0,5,0,0
mildew_100_bdeu-0.1-3,1,0,0,0,0,5,5,6
mildew_100_bdeu-0.1-4,1,0,0,0,0,5,10,6
mildew_100_bdeu-0.1-5,1,0,0,0,1,5,2,10
mildew_100_bdeu-1-2,1,0,0,0,0,6,0,0
mildew_100_bdeu-1-3,1,0,0,0,0,5,1,1
mildew_100_bdeu-1-4,1,0,0,0,0,5,6,6
mildew_100_bdeu-1-5,1,0,0,0,1,5,10,7
mildew_100_bdeu-10-2,1,0,0,0,0,5,0,0
mildew_100_bdeu-10-3,1,0,0,0,1,5,0,0
mildew_100_bdeu-10-4,1,0,0,0,1,5,6,6
mildew_100_bdeu-10-5,1,0,0,0,1,5,10,6
mildew_100_bdeu-100-2,1,0,0,0,1,5,4,6
mildew_100_bdeu-100-3,1,0,0,0,2,5,5,6
mildew_100_bdeu-100-4,1,0,0,0,2,5,5,6
mildew_100_bdeu-100-5,1,0,0,0,2,5,6,6
mildew_100_bdeu-100-6,1,0,0,0,2,5,10,6
mildew_100_bic,1,0,0,0,0,5,0,0
mildew_1000_bdeu-0.1-3,1,0,0,0,1,5,0,0
mildew_1000_bdeu-0.1-4,1,0,0,0,1,5,0,0
mildew_1000_bdeu-0.1-5,1,0,0,0,1,5,0,3
mildew_1000_bdeu-1-3,1,0,0,0,1,5,0,0
mildew_1000_bdeu-1-4,1,0,0,0,1,5,0,1
mildew_1000_bdeu-1-5,1,0,0,0,1,5,0,1
mildew_1000_bdeu-10-4,1,0,0,0,1,5,0,1
mildew_1000_bdeu-10-5,1,0,0,0,1,5,0,0
mildew_1000_bdeu-100-2,1,0,0,0,2,5,0,6
mildew_1000_bdeu-100-4,1,0,0,0,1,5,0,6
mildew_1000_bdeu-100-5,1,0,0,0,2,5,0,6
mildew_1000_bic,1,0,0,0,0,5,0,0
mildew_10000_bdeu-0.1-2,1,0,0,0,1,5,0,2
mildew_10000_bdeu-0.1-4,1,0,0,0,1,5,0,2
mildew_10000_bdeu-1-2,1,0,0,0,2,6,0,5
mildew_10000_bdeu-1-4,1,0,0,0,2,5,0,5
mildew_10000_bdeu-10-2,1,0,0,0,2,5,0,6
mildew_10000_bdeu-10-4,1,0,0,0,2,5,0,6
mildew_10000_bdeu-100-2,1,0,0,0,2,5,4,6
mildew_10000_bdeu-100-4,1,0,0,0,2,5,3,6
mushroom_bdeu-0.1-2,1,0,0,0,1,0,5,2
mushroom_bdeu-0.1-3,1,0,0,0,2,0,5,5
mushroom_bdeu-0.1-4,1,0,0,0,3,4,5,6
mushroom_bdeu-0.1-5,1,0,0,0,3,5,10,6
mushroom_bdeu-0.1-6,1,0,0,0,3,5,10,6
mushroom_bdeu-1-2,1,0,0,0,1,0,5,2
mushroom_bdeu-1-3,1,0,0,0,2,0,5,5
mushroom_bdeu-1-4,1,0,0,0,3,4,6,6
mushroom_bdeu-1-5,1,0,0,0,3,5,10,6
mushroom_bdeu-1-6,1,0,0,0,3,5,10,6
mushroom_bdeu-10-2,1,0,0,0,1,0,5,0
mushroom_bdeu-10-3,1,0,0,0,2,0,5,5
mushroom_bdeu-10-4,1,0,0,0,3,5,5,6
mushroom_bdeu-10-5,1,0,0,0,3,5,10,6
mushroom_bdeu-10-6,1,0,0,0,3,5,10,6
mushroom_bdeu-100-2,1,0,0,0,1,0,5,2
mushroom_bdeu-100-3,1,0,0,0,2,0,5,6
mushroom_bdeu-100-4,1,0,0,0,3,5,8,6
mushroom_bdeu-100-5,1,0,0,0,3,5,10,6
mushroom_bdeu-100-6,1,0,0,0,3,5,10,6
mushroom_bic,1,0,0,0,2,0,5,4
mushroom_bic-2,1,0,0,0,1,0,5,2
mushroom_bic-3,1,0,0,0,1,0,5,3
mushroom_bic-4,1,0,0,0,2,0,5,4
mushroom_bic-5,1,0,0,0,2,0,5,4
optdigits_bdeu-0.1-2,1,0,0,0,2,5,0,6
optdigits_bdeu-0.1-3,1,0,0,0,2,5,0,6
optdigits_bdeu-1-2,1,0,0,0,3,5,0,5
optdigits_bdeu-1-3,1,0,0,0,3,7,0,5
optdigits_bdeu-10-2,1,0,0,0,4,5,3,5
optdigits_bdeu-10-3,1,0,0,0,4,6,3,6
optdigits_bdeu-100-2,1,0,0,0,5,6,5,6
optdigits_bdeu-100-3,1,0,0,0,5,5,5,6
optdigits_bic-6,1,0,0,0,3,5,0,0
plants_63_bdeu-0.1-2,1,0,0,0,5,5,6,6
promoters_bdeu-0.1-2,1,0,0,0,3,5,0,0
promoters_bdeu-0.1-3,1,0,0,0,4,5,0,0
promoters_bdeu-0.1-4,1,0,0,0,4,5,5,6
promoters_bdeu-1-2,1,0,0,0,2,5,0,0
promoters_bdeu-1-3,1,0,0,0,2,5,0,0
promoters_bdeu-1-4,1,0,0,0,2,6,5,6
promoters_bdeu-10-2,1,0,0,0,1,5,0,2
promoters_bdeu-10-3,1,0,0,0,1,5,0,3
promoters_bdeu-100-2,1,0,0,0,5,5,5,3
promoters_bic,1,0,0,0,2,5,0,0
pyrim_bdeu-0.1,1,0,0,0,1,5,5,0
pyrim_bdeu-0.1-2,1,0,0,0,2,5,1,0
pyrim_bdeu-0.1-3,1,0,0,0,5,5,5,0
pyrim_bdeu-0.1-4,1,0,0,0,5,5,5,0
pyrim_bdeu-0.1-5,1,0,0,0,4,5,5,0
pyrim_bdeu-0.1-6,1,0,0,0,1,5,5,0
pyrim_bdeu-1,1,0,0,0,1,5,5,0
pyrim_bdeu-1-2,1,0,0,0,1,5,1,0
pyrim_bdeu-1-3,1,0,0,0,5,5,5,0
pyrim_bdeu-1-4,1,0,0,0,5,5,5,0
pyrim_bdeu-1-5,1,0,0,0,2,5,5,0
pyrim_bdeu-1-6,1,0,0,0,1,5,4,0
pyrim_bdeu-10,1,0,0,0,2,5,5,0
pyrim_bdeu-10-2,1,0,0,0,1,5,5,0
pyrim_bdeu-10-3,1,0,0,0,5,5,5,0
pyrim_bdeu-10-4,1,0,0,0,5,5,5,0
pyrim_bdeu-10-5,1,0,0,0,5,5,5,0
pyrim_bdeu-10-6,1,0,0,0,2,5,5,0
pyrim_bdeu-100-2,1,0,0,0,2,5,5,6
pyrim_bdeu-100-3,1,0,0,0,3,5,5,6
pyrim_bdeu-100-5,1,0,0,0,5,5,6,6
pyrim_bdeu-100-6,1,0,0,0,5,5,6,6
pyrim_bic,1,0,0,0,0,5,0,0
soybean_bdeu-0.1-2,1,0,0,0,3,5,5,6
soybean_bdeu-0.1-3,1,0,0,0,4,5,5,6
soybean_bdeu-0.1-4,1,0,0,0,5,5,5,6
soybean_bdeu-0.1-5,1,0,0,0,5,5,6,6
soybean_bdeu-1-2,1,0,0,0,3,5,5,6
soybean_bdeu-1-3,1,0,0,0,4,5,5,6
soybean_bdeu-1-4,1,0,0,0,5,5,5,6
soybean_bdeu-10-2,1,0,0,0,3,5,5,6
soybean_bdeu-100-2,1,0,0,0,4,5,5,6
soybean_bdeu-100-3,1,0,0,0,5,5,10,6
soybean_bic,1,0,0,0,1,5,1,6
spect_bdeu-0.1,1,0,0,0,0,5,0,0
spect_bdeu-0.1-2,1,0,0,0,0,5,0,0
spect_bdeu-0.1-6,1,0,0,0,0,5,0,0
spect_bdeu-1,1,0,0,0,1,5,1,0
spect_bdeu-1-2,1,0,0,0,1,5,2,0
spect_bdeu-10,1,0,0,0,2,5,4,2
spect_bdeu-10-2,1,0,0,0,1,5,5,4
spect_bdeu-10-3,1,0,0,0,1,5,4,2
spect_bdeu-10-4,1,0,0,0,2,5,4,3
spect_bdeu-100,1,0,0,0,3,5,6,6
spect_bdeu-100-2,1,0,0,0,1,5,5,0
spect_bdeu-100-3,1,0,0,0,2,5,5,6
spect_bdeu-100-4,1,0,0,0,3,5,5,6
spect_bdeu-100-5,1,0,0,0,3,5,6,6
spect_bdeu-100-6,1,0,0,0,3,5,6,6
spect_bic,1,0,0,0,1,5,1,0
spect_bic-2,1,0,0,0,1,5,1,0
splice_bdeu-0.1-2,1,0,0,0,2,6,0,4
splice_bdeu-0.1-3,1,0,0,0,2,5,0,4
splice_bdeu-0.1-4,1,0,0,0,2,6,0,4
splice_bdeu-1-2,1,0,0,0,2,5,0,2
splice_bdeu-1-3,1,0,0,0,2,5,0,2
splice_bdeu-1-4,1,0,0,0,2,5,0,2
splice_bdeu-10-2,1,0,0,0,3,5,1,6
splice_bdeu-10-3,1,0,0,0,3,5,1,6
splice_bdeu-10-4,1,0,0,0,3,5,0,6
splice_bdeu-100-2,1,0,0,0,5,5,5,6
splice_bdeu-100-3,1,0,0,0,5,5,5,6
splice_bdeu-100-4,1,0,0,0,5,5,5,6
sponge_bdeu-0.1-2,1,0,0,0,3,5,5,6
sponge_bdeu-0.1-3,1,0,0,0,3,5,5,6
sponge_bdeu-0.1-4,1,0,0,0,3,5,5,6
sponge_bdeu-0.1-5,1,0,0,0,3,5,5,6
sponge_bdeu-1-2,1,0,0,0,3,5,5,6
sponge_bdeu-1-3,1,0,0,0,4,5,6,6
sponge_bdeu-1-4,1,0,0,0,4,5,5,6
sponge_bdeu-1-5,1,0,0,0,4,5,5,6
sponge_bdeu-1-6,1,0,0,0,4,5,5,6
sponge_bdeu-10-2,1,0,0,0,5,5,5,6
sponge_bdeu-100-2,1,0,0,0,5,5,5,6
sponge_bdeu-100-3,1,0,0,0,5,5,10,6
sponge_bic,1,0,0,0,2,5,0,6
sponge_bic-2,1,0,0,0,2,5,1,6
stemmatology_bdeu-0.1-2,1,0,0,0,1,5,1,4
stemmatology_bdeu-0.1-5,1,0,0,0,1,5,1,4
stemmatology_bdeu-1-2,1,0,0,0,2,5,1,6
stemmatology_bdeu-1-5,1,0,0,0,2,5,1,6
stemmatology_bdeu-10-5,1,0,0,0,2,5,1,6
stemmatology_bdeu-100-2,1,0,0,0,4,5,5,6
stemmatology_bdeu-100-5,1,0,0,0,4,5,5,6
stemmatology_bic,1,0,0,0,1,5,0,0
student-mat_bdeu-0.1-5,1,0,0,0,0,5,0,0
student-mat_bdeu-0.1-6,1,0,0,0,0,5,0,0
student-mat_bdeu-1-5,1,0,0,0,0,5,0,0
student-mat_bdeu-1-6,1,0,0,0,0,5,0,0
student-mat_bdeu-10-2,1,0,0,0,1,5,0,0
student-mat_bdeu-10-3,1,0,0,0,1,5,0,0
student-mat_bdeu-10-5,1,0,0,0,1,5,0,0
student-mat_bdeu-10-6,1,0,0,0,1,5,0,0
student-mat_bdeu-100-2,1,0,0,0,2,5,5,1
student-mat_bdeu-100-3,1,0,0,0,2,5,5,6
student-mat_bdeu-100-4,1,0,0,0,2,5,5,6
student-mat_bdeu-100-5,1,0,0,0,2,5,5,6
student-mat_bdeu-100-6,1,0,0,0,2,5,5,6
student-mat_bic,1,0,0,0,0,5,0,0
student-por_bdeu-0.1-6,1,0,0,0,0,5,0,0
student-por_bdeu-1-6,1,0,0,0,0,5,0,0
student-por_bdeu-10-2,1,0,0,0,1,5,0,0
student-por_bdeu-10-6,1,0,0,0,1,5,0,1
student-por_bdeu-100-2,1,0,0,0,2,5,4,6
student-por_bdeu-100-3,1,0,0,0,2,5,5,6
student-por_bdeu-100-4,1,0,0,0,2,5,5,6
student-por_bdeu-100-6,1,0,0,0,2,5,5,6
student-por_bic,1,0,0,0,0,5,0,0
synth-1500-43-6-2-0.5-0-843_bdeu-0.1-2,1,0,0,0,3,6,5,6
synth-1501-20-4-2-0.5-0-2535_bdeu-10-5,1,0,0,0,1,5,5,6
synth-1502-59-4-2-0.5-0-172_bdeu-0.1-5,1,0,0,0,2,5,3,6
synth-1503-57-6-2-0.5-0-186_bdeu-1-5,1,0,0,0,5,6,5,6
synth-1504-29-5-2-0.5-0-144_bdeu-0.1-4,1,0,0,0,0,5,0,6
synth-1506-56-2-2-0.5-0-1404_bdeu-100-2,1,0,0,0,5,5,5,6
synth-1507-56-5-2-0.5-0-396_bdeu-1-3,1,0,0,0,5,5,6,6
synth-1508-52-7-2-0.5-0-209_bdeu-10-3,1,0,0,0,5,5,5,6
synth-1509-30-8-2-0.5-0-3019_bic-3,1,0,0,0,3,5,5,6
synth-1510-55-7-2-0.5-0-323_bic-2,1,0,0,0,4,5,5,6
synth-1511-59-6-2-0.5-0-1510_bdeu-0.1-2,1,0,0,0,5,5,5,6
synth-1512-40-4-2-0.5-0-1073_bdeu-10-5,1,0,0,0,4,5,5,6
synth-1513-49-4-2-0.5-0-141_bic-2,1,0,0,0,4,5,5,6
synth-1514-41-4-2-0.5-0-189_bic-2,1,0,0,0,1,5,0,6
synth-1515-41-7-2-0.5-0-174_bdeu-10-2,1,0,0,0,3,5,5,6
synth-1516-42-4-2-0.5-0-352_bdeu-1-4,1,0,0,0,2,5,0,6
synth-1517-57-8-2-0.5-0-660_bdeu-1-3,1,0,0,0,5,5,5,6
synth-1518-32-7-2-0.5-0-473_bdeu-100-4,1,0,0,0,4,5,6,6
synth-1519-31-4-2-0.5-0-8672_bdeu-100-2,1,0,0,0,2,5,5,6
synth-1520-44-3-2-0.5-0-739_bdeu-10-4,1,0,0,0,5,6,5,6
synth-1521-44-7-2-0.5-0-605_bdeu-100-2,1,0,0,0,5,5,5,6
synth-1522-56-7-2-0.5-0-361_bdeu-10-4,1,0,0,0,5,6,6,6
synth-1524-31-8-2-0.5-0-545_bic-5,1,0,0,0,1,5,5,6
synth-1525-47-8-2-0.5-0-1117_bdeu-1-4,1,0,0,0,5,5,5,6
synth-1526-22-3-2-0.5-0-4856_bdeu-1-4,1,0,0,0,1,5,5,6
synth-1527-39-4-2-0.5-0-1775_bdeu-1-4,1,0,0,0,3,5,5,6
synth-1528-22-3-2-0.5-0-553_bdeu-100-3,1,0,0,0,1,5,5,6
synth-1529-54-6-2-0.5-0-9822_bdeu-100-2,1,0,0,0,5,6,6,6
synth-1530-55-5-2-0.5-0-257_bdeu-0.1-2,1,0,0,0,3,5,5,6
synth-1531-28-5-2-0.5-0-3279_bdeu-1-3,1,0,0,0,1,5,5,6
synth-1532-45-7-2-0.5-0-175_bic-2,1,0,0,0,2,5,5,6
synth-1533-58-5-2-0.5-0-1786_bdeu-0.1-4,1,0,0,0,5,5,6,6
synth-1534-40-8-2-0.5-0-237_bdeu-10-2,1,0,0,0,3,5,5,6
synth-1536-37-6-2-0.5-0-428_bic-2,1,0,0,0,3,5,5,6
synth-1537-22-5-2-0.5-0-244_bic-3,1,0,0,0,0,5,3,6
synth-1538-39-7-2-0.5-0-7489_bdeu-1-3,1,0,0,0,5,5,6,6
synth-1539-58-6-2-0.5-0-857_bdeu-1-4,1,0,0,0,5,6,5,6
synth-1541-34-4-2-0.5-0-958_bic-5,1,0,0,0,2,5,5,6
synth-1542-37-7-2-0.5-0-2023_bic-4,1,0,0,0,4,5,5,6
synth-1543-44-7-2-0.5-0-1099_bdeu-100-2,1,0,0,0,4,5,5,6
synth-1545-35-6-2-0.5-0-347_bdeu-1-2,1,0,0,0,2,5,5,6
synth-1546-22-3-2-0.5-0-1711_bdeu-10-4,1,0,0,0,1,5,5,6
synth-1547-37-8-2-0.5-0-2626_bdeu-10-3,1,0,0,0,4,5,5,6
synth-1548-25-3-2-0.5-0-329_bdeu-10-2,1,0,0,0,1,5,5,6
synth-1549-36-2-2-0.5-0-312_bdeu-0.1-5,1,0,0,0,1,5,0,5
synth-1550-34-2-2-0.5-0-268_bdeu-10-2,1,0,0,0,1,5,5,6
synth-1551-22-7-2-0.5-0-267_bdeu-10-3,1,0,0,0,1,0,5,4
synth-1553-21-4-2-0.5-0-1539_bdeu-100-2,1,0,0,0,1,5,5,5
synth-1555-26-7-2-0.5-0-1601_bdeu-0.1-4,1,0,0,0,5,5,5,5
synth-1556-26-3-2-0.5-0-238_bdeu-0.1-3,1,0,0,0,1,5,0,6
synth-1557-47-8-2-0.5-0-960_bdeu-0.1-4,1,0,0,0,4,5,5,6
synth-1559-29-6-2-0.5-0-293_bdeu-10-4,1,0,0,0,2,5,5,6
synth-1562-26-4-2-0.5-0-1202_bdeu-10-3,1,0,0,0,2,5,5,6
synth-1563-21-3-2-0.5-0-5552_bdeu-1-2,1,0,0,0,0,2,2,6
synth-1564-54-8-2-0.5-0-159_bic-5,1,0,0,0,3,5,5,6
synth-1565-26-8-2-0.5-0-703_bdeu-1-5,1,0,0,0,1,5,5,6
synth-1566-26-2-2-0.5-0-1082_bdeu-0.1-5,1,0,0,0,0,5,0,4
synth-1567-41-3-2-0.5-0-730_bdeu-0.1-5,1,0,0,0,4,6,5,6
synth-1568-52-7-2-0.5-0-106_bdeu-100-2,1,0,0,0,5,6,5,6
synth-1570-40-3-2-0.5-0-188_bdeu-1-4,1,0,0,0,3,5,5,6
synth-1571-53-7-2-0.5-0-593_bdeu-0.1-3,1,0,0,0,3,5,5,6
synth-1572-46-5-2-0.5-0-1236_bdeu-0.1-2,1,0,0,0,4,5,5,6
synth-1573-37-5-2-0.5-0-988_bdeu-0.1-3,1,0,0,0,3,5,5,6
synth-1574-59-8-2-0.5-0-2976_bdeu-100-2,1,0,0,0,5,5,5,6
synth-1575-22-7-2-0.5-0-365_bdeu-1-5,1,0,0,0,1,5,5,6
synth-1576-50-3-2-0.5-0-3433_bic-3,1,0,0,0,5,5,5,6
synth-1577-56-2-2-0.5-0-199_bic-2,1,0,0,0,2,5,0,6
synth-1578-33-6-2-0.5-0-270_bdeu-100-4,1,0,0,0,5,5,8,6
synth-1579-42-4-2-0.5-0-286_bdeu-10-4,1,0,0,0,4,5,5,6
synth-1580-53-5-2-0.5-0-2092_bdeu-0.1-4,1,0,0,0,5,6,5,6
synth-1581-41-5-2-0.5-0-180_bic-3,1,0,0,0,2,5,4,6
synth-1583-21-2-2-0.5-0-2555_bdeu-0.1-4,1,0,0,0,1,5,3,6
synth-1584-53-4-2-0.5-0-1162_bdeu-0.1-4,1,0,0,0,5,5,5,6
synth-1586-56-4-2-0.5-0-110_bdeu-1-2,1,0,0,0,4,5,6,6
synth-1587-29-5-2-0.5-0-940_bdeu-100-4,1,0,0,0,4,5,6,6
synth-1591-60-6-2-0.5-0-1643_bic-3,1,0,0,0,5,5,5,6
synth-1592-60-8-2-0.5-0-2291_bdeu-0.1-4,1,0,0,0,5,5,5,6
synth-1593-49-5-2-0.5-0-792_bdeu-0.1-3,1,0,0,0,3,5,5,6
synth-1594-54-2-2-0.5-0-577_bic-4,1,0,0,0,3,6,4,6
synth-1597-31-8-2-0.5-0-201_bdeu-100-2,1,0,0,0,2,5,5,6
synth-1598-36-7-2-0.5-0-341_bdeu-1-3,1,0,0,0,3,5,5,6
synth-1599-38-7-2-0.5-0-4321_bdeu-1-3,1,0,0,0,5,5,5,6
synth-1600-24-6-2-0.5-0-974_bdeu-10-3,1,0,0,0,1,5,6,6
synth-1601-21-3-2-0.5-0-102_bdeu-100-5,1,0,0,0,1,5,5,6
synth-1602-35-8-2-0.5-0-1050_bdeu-100-4,1,0,0,0,5,5,6,6
synth-1603-21-3-2-0.5-0-6526_bdeu-10-5,1,0,0,0,2,5,5,3
synth-1604-29-3-2-0.5-0-1040_bdeu-100-3,1,0,0,0,3,5,5,6
synth-1605-41-2-2-0.5-0-6735_bdeu-1-4,1,0,0,0,5,5,5,6
synth-1606-30-7-2-0.5-0-884_bic-2,1,0,0,0,1,5,5,6
synth-1607-30-3-2-0.5-0-331_bic-4,1,0,0,0,1,5,4,4
synth-1609-32-7-2-0.5-0-7946_bdeu-10-3,1,0,0,0,4,5,6,6
synth-1610-21-4-2-0.5-0-5737_bdeu-10-2,1,0,0,0,0,4,5,4
synth-1612-33-4-2-0.5-0-275_bdeu-100-2,1,0,0,0,2,5,5,6
synth-1613-46-3-2-0.5-0-108_bdeu-0.1-5,1,0,0,0,1,5,5,6
synth-1614-36-8-2-0.5-0-102_bdeu-10-3,1,0,0,0,2,5,5,6
synth-1616-60-3-2-0.5-0-1780_bdeu-0.1-4,1,0,0,0,5,5,5,6
synth-1617-37-8-2-0.5-0-2282_bdeu-100-3,1,0,0,0,4,5,6,6
synth-1618-54-6-2-0.5-0-135_bic-3,1,0,0,0,3,6,5,6
synth-1619-54-4-2-0.5-0-119_bdeu-0.1-5,1,0,0,0,3,5,5,6
synth-1622-23-8-2-0.5-0-106_bdeu-10-3,1,0,0,0,1,5,5,6
synth-1623-31-6-2-0.5-0-271_bdeu-0.1-3,1,0,0,0,1,5,0,6
synth-1624-34-2-2-0.5-0-366_bic-3,1,0,0,0,1,5,0,3
synth-1627-30-8-2-0.5-0-2234_bdeu-10-5,1,0,0,0,4,5,6,6
synth-1628-37-2-2-0.5-0-2923_bdeu-10-2,1,0,0,0,2,5,5,6
synth-1629-49-8-2-0.5-0-1442_bdeu-0.1-4,1,0,0,0,5,5,5,6
synth-1630-47-5-2-0.5-0-149_bdeu-0.1-2,1,0,0,0,5,5,1,6
synth-1631-26-6-2-0.5-0-1351_bdeu-10-3,1,0,0,0,2,5,5,6
synth-1632-22-2-2-0.5-0-122_bdeu-10-2,1,0,0,0,0,5,5,3
synth-1633-57-8-2-0.5-0-3025_bdeu-1-2,1,0,0,0,5,5,5,6
synth-1634-27-7-2-0.5-0-2019_bdeu-0.1-5,1,0,0,0,2,5,5,6
synth-1635-35-2-2-0.5-0-783_bdeu-10-4,1,0,0,0,5,5,5,6
synth-1636-55-4-2-0.5-0-5301_bdeu-10-2,1,0,0,0,5,5,5,6
synth-1637-40-8-2-0.5-0-760_bdeu-10-4,1,0,0,0,4,5,5,6
synth-1638-33-3-2-0.5-0-151_bdeu-0.1-5,1,0,0,0,1,5,0,6
synth-1639-58-7-2-0.5-0-303_bdeu-0.1-4,1,0,0,0,3,6,5,6
synth-1640-47-3-2-0.5-0-3005_bic-2,1,0,0,0,3,6,5,6
synth-1641-28-3-2-0.5-0-195_bdeu-10-3,1,0,0,0,2,5,5,6
synth-1642-55-3-2-0.5-0-102_bdeu-0.1-2,1,0,0,0,5,6,6,6
synth-1643-46-8-2-0.5-0-243_bdeu-0.1-2,1,0,0,0,5,5,0,6
synth-1644-35-8-2-0.5-0-106_bdeu-0.1-2,1,0,0,0,1,6,0,6
synth-1646-31-2-2-0.5-0-212_bdeu-100-2,1,0,0,0,2,5,5,5
synth-1647-33-5-2-0.5-0-2457_bic-3,1,0,0,0,3,5,5,6
synth-1648-36-7-2-0.5-0-328_bdeu-0.1-2,1,0,0,0,1,5,5,6
synth-1649-21-6-2-0.5-0-213_bic-3,1,0,0,0,0,4,4,4
synth-1651-30-4-2-0.5-0-303_bdeu-0.1-5,1,0,0,0,1,5,0,6
synth-1652-51-8-2-0.5-0-118_bdeu-1-3,1,0,0,0,3,5,5,6
synth-1654-55-2-2-0.5-0-1001_bic-5,1,0,0,0,3,6,2,6
synth-1655-25-6-2-0.5-0-6558_bdeu-0.1-3,1,0,0,0,1,5,5,6
synth-1657-30-3-2-0.5-0-4792_bdeu-1-4,1,0,0,0,2,5,5,6
synth-1658-26-2-2-0.5-0-2411_bdeu-0.1-3,1,0,0,0,1,5,0,6
synth-1659-49-6-2-0.5-0-608_bic-5,1,0,0,0,4,5,5,6
synth-1660-36-4-2-0.5-0-2165_bdeu-10-3,1,0,0,0,4,5,5,6
synth-1661-52-6-2-0.5-0-153_bdeu-10-2,1,0,0,0,4,5,5,6
synth-1662-38-3-2-0.5-0-136_bdeu-10-5,1,0,0,0,5,5,5,6
synth-1663-33-2-2-0.5-0-1182_bdeu-100-3,1,0,0,0,4,5,6,6
synth-1665-60-8-2-0.5-0-304_bdeu-1-3,1,0,0,0,5,5,5,6
synth-1666-57-2-2-0.5-0-2375_bdeu-100-2,1,0,0,0,5,6,6,6
synth-1668-32-6-2-0.5-0-8049_bdeu-1-4,1,0,0,0,3,5,10,6
synth-1669-52-6-2-0.5-0-143_bdeu-10-2,1,0,0,0,4,5,5,6
synth-1670-35-7-2-0.5-0-507_bdeu-10-2,1,0,0,0,2,5,5,6
synth-1671-23-8-2-0.5-0-4919_bdeu-0.1-4,1,0,0,0,2,5,5,6
synth-1672-28-7-2-0.5-0-591_bdeu-1-3,1,0,0,0,1,5,5,6
synth-1673-54-4-2-0.5-0-199_bdeu-0.1-4,1,0,0,0,2,5,1,6
synth-1674-37-5-2-0.5-0-951_bdeu-10-2,1,0,0,0,3,5,5,6
synth-1675-33-7-2-0.5-0-860_bdeu-0.1-5,1,0,0,0,2,5,5,6
synth-1676-40-3-2-0.5-0-148_bdeu-100-2,1,0,0,0,4,5,5,6
synth-1677-20-8-2-0.5-0-653_bdeu-10-5,1,0,0,0,1,3,5,6
synth-1678-48-4-2-0.5-0-199_bic-2,1,0,0,0,2,6,5,6
synth-1679-60-3-2-0.5-0-443_bdeu-0.1-2,1,0,0,0,5,5,5,6
synth-1681-29-6-2-0.5-0-527_bdeu-1-4,1,0,0,0,2,5,1,6
synth-1682-37-4-2-0.5-0-839_bdeu-1-4,1,0,0,0,2,5,5,6
synth-1683-58-3-2-0.5-0-299_bdeu-1-5,1,0,0,0,4,5,4,6
synth-1684-45-2-2-0.5-0-358_bdeu-10-3,1,0,0,0,4,5,5,6
synth-1685-37-4-2-0.5-0-244_bdeu-1-3,1,0,0,0,2,5,5,6
synth-1686-32-4-2-0.5-0-1161_bdeu-1-2,1,0,0,0,1,5,5,6
synth-1688-44-6-2-0.5-0-2780_bdeu-100-2,1,0,0,0,5,5,5,6
synth-1689-46-5-2-0.5-0-1078_bic-4,1,0,0,0,5,5,6,6
synth-1690-21-6-2-0.5-0-4834_bic-2,1,0,0,0,1,1,4,6
synth-1691-50-5-2-0.5-0-129_bdeu-0.1-2,1,0,0,0,2,5,0,6
synth-1692-45-2-2-0.5-0-1270_bic-4,1,0,0,0,1,5,5,6
synth-1693-24-2-2-0.5-0-318_bdeu-0.1-2,1,0,0,0,0,5,0,5
synth-1695-36-6-2-0.5-0-871_bdeu-0.1-4,1,0,0,0,1,5,5,6
synth-1696-24-7-2-0.5-0-6402_bic-3,1,0,0,0,2,5,5,6
synth-1697-39-2-2-0.5-0-168_bdeu-100-3,1,0,0,0,5,5,5,6
synth-1698-42-2-2-0.5-0-4394_bic-2,1,0,0,0,1,6,0,6
synth-1701-42-3-2-0.5-0-122_bdeu-0.1-5,1,0,0,0,2,5,5,6
synth-1702-32-7-2-0.5-0-2028_bdeu-10-5,1,0,0,0,5,5,10,6
synth-1703-32-2-2-0.5-0-318_bdeu-10-4,1,0,0,0,1,5,5,6
synth-1704-32-7-2-0.5-0-7774_bdeu-1-4,1,0,0,0,4,5,6,6
synth-1705-41-8-2-0.5-0-111_bic-2,1,0,0,0,1,5,5,6
synth-1707-46-2-2-0.5-0-6540_bdeu-1-5,1,0,0,0,3,5,5,6
synth-1708-52-4-2-0.5-0-1512_bic-3,1,0,0,0,5,5,5,6
synth-1709-52-8-2-0.5-0-4085_bdeu-100-2,1,0,0,0,5,5,5,6
synth-1710-53-6-2-0.5-0-120_bic-2,1,0,0,0,3,5,5,6
synth-1711-43-2-2-0.5-0-5634_bdeu-10-2,1,0,0,0,3,5,5,6
synth-1712-46-3-2-0.5-0-441_bic-5,1,0,0,0,2,5,0,6
synth-1713-27-6-2-0.5-0-1237_bdeu-100-5,1,0,0,0,3,5,6,6
synth-1714-30-5-2-0.5-0-236_bdeu-0.1-2,1,0,0,0,1,5,0,2
synth-1715-28-7-2-0.5-0-2747_bic-3,1,0,0,0,2,5,5,6
