@RELATION Feature_Runstatus_QBF_2011

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE all_feats {ok, timeout, memout, presolved, crash, other, unknown}

@DATA
k_ph_n-10-shuffled,1,ok
k_ph_n-13-shuffled,1,ok
k_ph_n-14-shuffled,1,ok
k_ph_n-15-shuffled,1,ok
k_ph_n-8-shuffled,1,ok
k_ph_n-9-shuffled,1,ok
k_ph_p-11-shuffled,1,ok
k_ph_p-12-shuffled,1,ok
k_ph_p-8-shuffled,1,ok
k_ph_p-9-shuffled,1,ok
k_poly_n-12-shuffled,1,ok
k_poly_n-13-shuffled,1,ok
k_poly_n-20-shuffled,1,ok
k_poly_n-21-shuffled,1,ok
k_poly_p-19-shuffled,1,ok
k_poly_p-21-shuffled,1,ok
k_t4p_n-12-shuffled,1,ok
k_t4p_n-17-shuffled,1,ok
k_t4p_n-21-shuffled,1,ok
k_t4p_n-4-shuffled,1,ok
k_t4p_p-12-shuffled,1,ok
k_t4p_p-20-shuffled,1,ok
k_t4p_p-21-shuffled,1,ok
k_t4p_p-4-shuffled,1,ok
k_t4p_p-8-shuffled,1,ok
lognBWLARGEB1-shuffled,1,ok
lut4_2_f2-shuffled,1,ok
lut4_AND_f1-shuffled,1,ok
lut4_XOR_fOR-shuffled,1,ok
mutex-128-s,1,ok
mutex-16-s,1,ok
mutex-2-s,1,ok
mutex-32-s,1,ok
mutex-4-s,1,ok
mutex-64-s,1,ok
mutex-8-s,1,ok
ncf_16_32_8_d.10,1,ok
ncf_16_32_8_d.1,1,ok
ncf_16_32_8_d.2,1,ok
ncf_16_32_8_d.3,1,ok
ncf_16_32_8_d.4,1,ok
ncf_16_32_8_d.5,1,ok
ncf_16_32_8_d.6,1,ok
ncf_16_32_8_d.7,1,ok
ncf_16_32_8_d.8,1,ok
ncf_16_32_8_d.9,1,ok
ncf_16_32_8_edau.10,1,ok
ncf_16_32_8_edau.1,1,ok
ncf_16_32_8_edau.2,1,ok
ncf_16_32_8_edau.3,1,ok
ncf_16_32_8_edau.4,1,ok
ncf_16_32_8_edau.5,1,ok
ncf_16_32_8_edau.6,1,ok
ncf_16_32_8_edau.7,1,ok
ncf_16_32_8_edau.8,1,ok
ncf_16_32_8_edau.9,1,ok
ncf_16_32_8_euad.10,1,ok
ncf_16_32_8_euad.1,1,ok
ncf_16_32_8_euad.2,1,ok
ncf_16_32_8_euad.3,1,ok
ncf_16_32_8_euad.4,1,ok
ncf_16_32_8_euad.5,1,ok
ncf_16_32_8_euad.6,1,ok
ncf_16_32_8_euad.7,1,ok
ncf_16_32_8_euad.8,1,ok
ncf_16_32_8_euad.9,1,ok
ncf_16_32_8_u.10,1,ok
ncf_16_32_8_u.1,1,ok
ncf_16_32_8_u.2,1,ok
ncf_16_32_8_u.3,1,ok
ncf_16_32_8_u.4,1,ok
ncf_16_32_8_u.5,1,ok
ncf_16_32_8_u.6,1,ok
ncf_16_32_8_u.7,1,ok
ncf_16_32_8_u.8,1,ok
ncf_16_32_8_u.9,1,ok
ncf_8_16_4_d.10,1,ok
ncf_8_16_4_d.1,1,ok
ncf_8_16_4_d.2,1,ok
ncf_8_16_4_d.3,1,ok
ncf_8_16_4_d.4,1,ok
ncf_8_16_4_d.5,1,ok
ncf_8_16_4_d.6,1,ok
ncf_8_16_4_d.7,1,ok
ncf_8_16_4_d.8,1,ok
ncf_8_16_4_d.9,1,ok
ncf_8_16_4_edau.10,1,ok
ncf_8_16_4_edau.1,1,ok
ncf_8_16_4_edau.2,1,ok
ncf_8_16_4_edau.3,1,ok
ncf_8_16_4_edau.4,1,ok
ncf_8_16_4_edau.5,1,ok
ncf_8_16_4_edau.6,1,ok
ncf_8_16_4_edau.7,1,ok
ncf_8_16_4_edau.8,1,ok
ncf_8_16_4_edau.9,1,ok
ncf_8_16_4_euad.10,1,ok
ncf_8_16_4_euad.1,1,ok
ncf_8_16_4_euad.2,1,ok
ncf_8_16_4_euad.3,1,ok
ncf_8_16_4_euad.4,1,ok
ncf_8_16_4_euad.5,1,ok
ncf_8_16_4_euad.6,1,ok
ncf_8_16_4_euad.7,1,ok
ncf_8_16_4_euad.8,1,ok
ncf_8_16_4_euad.9,1,ok
ncf_8_16_4_u.10,1,ok
ncf_8_16_4_u.1,1,ok
ncf_8_16_4_u.2,1,ok
ncf_8_16_4_u.3,1,ok
ncf_8_16_4_u.4,1,ok
ncf_8_16_4_u.5,1,ok
ncf_8_16_4_u.6,1,ok
ncf_8_16_4_u.7,1,ok
ncf_8_16_4_u.8,1,ok
ncf_8_16_4_u.9,1,ok
nusmv.dme1-16.B-d4-shuffled,1,ok
nusmv.queue.B-d4-shuffled,1,ok
nusmv.reactor^1.C-d4-shuffled,1,ok
nusmv.reactor^2.C-d4-shuffled,1,ok
nusmv.reactor^5.C-f4-shuffled,1,ok
nusmv.syncarb10^2.B-f2,1,ok
nusmv.syncarb10^2.B-f3,1,ok
nusmv.syncarb10^2.B-f4,1,ok
nusmv.syncarb5^2.B-f4-shuffled,1,ok
nusmv.tcas^2.B-f2-shuffled,1,ok
nusmv.tcas^4.B-f3-shuffled,1,ok
nusmv.tcas-t^5.B-f2-shuffled,1,ok
nusmv.tcas-t^6.B-f3-shuffled,1,ok
par16-1-c-00-shuffled,1,ok
par8-1-c-50-shuffled,1,ok
par8-2-90-shuffled,1,ok
par8-2-c-50-shuffled,1,ok
par8-3-c-00-shuffled,1,ok
par8-3-c-90-shuffled,1,ok
par8-4-90-shuffled,1,ok
par8-4-c-90-shuffled,1,ok
par8-5-c-90-shuffled,1,ok
Qq2k3k3v100v100m1000s10,1,ok
Qq2k3k3v100v100m1000s1,1,ok
Qq2k3k3v100v100m1000s2,1,ok
Qq2k3k3v100v100m1000s3,1,ok
Qq2k3k3v100v100m1000s4,1,ok
Qq2k3k3v100v100m1000s5,1,ok
Qq2k3k3v100v100m1000s6,1,ok
Qq2k3k3v100v100m1000s7,1,ok
Qq2k3k3v100v100m1000s8,1,ok
Qq2k3k3v100v100m1000s9,1,ok
Qq2k3k3v100v100m1200s10,1,ok
Qq2k3k3v100v100m1200s1,1,ok
Qq2k3k3v100v100m1200s2,1,ok
Qq2k3k3v100v100m1200s3,1,ok
Qq2k3k3v100v100m1200s4,1,ok
Qq2k3k3v100v100m1200s5,1,ok
Qq2k3k3v100v100m1200s6,1,ok
Qq2k3k3v100v100m1200s7,1,ok
Qq2k3k3v100v100m1200s8,1,ok
Qq2k3k3v100v100m1200s9,1,ok
Qq2k3k3v100v100m1400s10,1,ok
Qq2k3k3v100v100m1400s1,1,ok
Qq2k3k3v100v100m1400s2,1,ok
Qq2k3k3v100v100m1400s3,1,ok
Qq2k3k3v100v100m1400s4,1,ok
Qq2k3k3v100v100m1400s5,1,ok
Qq2k3k3v100v100m1400s6,1,ok
Qq2k3k3v100v100m1400s7,1,ok
Qq2k3k3v100v100m1400s8,1,ok
Qq2k3k3v100v100m1400s9,1,ok
Qq2k3k3v100v100m1600s10,1,ok
Qq2k3k3v100v100m1600s1,1,ok
Qq2k3k3v100v100m1600s2,1,ok
Qq2k3k3v100v100m1600s3,1,ok
Qq2k3k3v100v100m1600s4,1,ok
Qq2k3k3v100v100m1600s5,1,ok
Qq2k3k3v100v100m1600s6,1,ok
Qq2k3k3v100v100m1600s7,1,ok
Qq2k3k3v100v100m1600s8,1,ok
Qq2k3k3v100v100m1600s9,1,ok
Qq2k3k3v100v100m1800s10,1,ok
Qq2k3k3v100v100m1800s1,1,ok
Qq2k3k3v100v100m1800s2,1,ok
Qq2k3k3v100v100m1800s3,1,ok
Qq2k3k3v100v100m1800s4,1,ok
Qq2k3k3v100v100m1800s5,1,ok
Qq2k3k3v100v100m1800s6,1,ok
Qq2k3k3v100v100m1800s7,1,ok
Qq2k3k3v100v100m1800s8,1,ok
Qq2k3k3v100v100m1800s9,1,ok
Qq2k3k3v100v100m2000s10,1,ok
Qq2k3k3v100v100m2000s1,1,ok
Qq2k3k3v100v100m2000s2,1,ok
Qq2k3k3v100v100m2000s3,1,ok
Qq2k3k3v100v100m2000s4,1,ok
Qq2k3k3v100v100m2000s5,1,ok
Qq2k3k3v100v100m2000s6,1,ok
Qq2k3k3v100v100m2000s7,1,ok
Qq2k3k3v100v100m2000s8,1,ok
Qq2k3k3v100v100m2000s9,1,ok
Qq2k3k3v100v100m400s10,1,ok
Qq2k3k3v100v100m400s1,1,ok
Qq2k3k3v100v100m400s2,1,ok
Qq2k3k3v100v100m400s3,1,ok
Qq2k3k3v100v100m400s4,1,ok
Qq2k3k3v100v100m400s5,1,ok
Qq2k3k3v100v100m400s6,1,ok
Qq2k3k3v100v100m400s7,1,ok
Qq2k3k3v100v100m400s8,1,ok
Qq2k3k3v100v100m400s9,1,ok
Qq2k3k3v100v100m600s10,1,ok
Qq2k3k3v100v100m600s1,1,ok
Qq2k3k3v100v100m600s2,1,ok
Qq2k3k3v100v100m600s3,1,ok
Qq2k3k3v100v100m600s4,1,ok
Qq2k3k3v100v100m600s5,1,ok
Qq2k3k3v100v100m600s6,1,ok
Qq2k3k3v100v100m600s7,1,ok
Qq2k3k3v100v100m600s8,1,ok
Qq2k3k3v100v100m600s9,1,ok
Qq2k3k3v100v100m800s10,1,ok
Qq2k3k3v100v100m800s1,1,ok
Qq2k3k3v100v100m800s2,1,ok
Qq2k3k3v100v100m800s3,1,ok
Qq2k3k3v100v100m800s4,1,ok
Qq2k3k3v100v100m800s5,1,ok
Qq2k3k3v100v100m800s6,1,ok
Qq2k3k3v100v100m800s7,1,ok
Qq2k3k3v100v100m800s8,1,ok
Qq2k3k3v100v100m800s9,1,ok
Qq2k3k3v20v20m120s10,1,ok
Qq2k3k3v20v20m120s1,1,ok
Qq2k3k3v20v20m120s2,1,ok
Qq2k3k3v20v20m120s3,1,ok
Qq2k3k3v20v20m120s4,1,ok
Qq2k3k3v20v20m120s5,1,ok
Qq2k3k3v20v20m120s6,1,ok
Qq2k3k3v20v20m120s7,1,ok
Qq2k3k3v20v20m120s8,1,ok
Qq2k3k3v20v20m120s9,1,ok
Qq2k3k3v20v20m160s10,1,ok
Qq2k3k3v20v20m160s1,1,ok
Qq2k3k3v20v20m160s2,1,ok
Qq2k3k3v20v20m160s3,1,ok
Qq2k3k3v20v20m160s4,1,ok
Qq2k3k3v20v20m160s5,1,ok
Qq2k3k3v20v20m160s6,1,ok
Qq2k3k3v20v20m160s7,1,ok
Qq2k3k3v20v20m160s8,1,ok
Qq2k3k3v20v20m160s9,1,ok
Qq2k3k3v20v20m200s10,1,ok
Qq2k3k3v20v20m200s1,1,ok
Qq2k3k3v20v20m200s2,1,ok
Qq2k3k3v20v20m200s3,1,ok
Qq2k3k3v20v20m200s4,1,ok
Qq2k3k3v20v20m200s5,1,ok
Qq2k3k3v20v20m200s6,1,ok
Qq2k3k3v20v20m200s7,1,ok
Qq2k3k3v20v20m200s8,1,ok
Qq2k3k3v20v20m200s9,1,ok
Qq2k3k3v20v20m240s10,1,ok
Qq2k3k3v20v20m240s1,1,ok
Qq2k3k3v20v20m240s2,1,ok
Qq2k3k3v20v20m240s3,1,ok
Qq2k3k3v20v20m240s4,1,ok
Qq2k3k3v20v20m240s5,1,ok
Qq2k3k3v20v20m240s6,1,ok
Qq2k3k3v20v20m240s7,1,ok
Qq2k3k3v20v20m240s8,1,ok
Qq2k3k3v20v20m240s9,1,ok
Qq2k3k3v20v20m280s10,1,ok
Qq2k3k3v20v20m280s1,1,ok
Qq2k3k3v20v20m280s2,1,ok
Qq2k3k3v20v20m280s3,1,ok
Qq2k3k3v20v20m280s4,1,ok
Qq2k3k3v20v20m280s5,1,ok
Qq2k3k3v20v20m280s6,1,ok
Qq2k3k3v20v20m280s7,1,ok
Qq2k3k3v20v20m280s8,1,ok
Qq2k3k3v20v20m280s9,1,ok
Qq2k3k3v20v20m320s10,1,ok
Qq2k3k3v20v20m320s1,1,ok
Qq2k3k3v20v20m320s2,1,ok
Qq2k3k3v20v20m320s3,1,ok
Qq2k3k3v20v20m320s4,1,ok
Qq2k3k3v20v20m320s5,1,ok
Qq2k3k3v20v20m320s6,1,ok
Qq2k3k3v20v20m320s7,1,ok
Qq2k3k3v20v20m320s8,1,ok
Qq2k3k3v20v20m320s9,1,ok
Qq2k3k3v20v20m360s10,1,ok
Qq2k3k3v20v20m360s1,1,ok
Qq2k3k3v20v20m360s2,1,ok
Qq2k3k3v20v20m360s3,1,ok
Qq2k3k3v20v20m360s4,1,ok
Qq2k3k3v20v20m360s5,1,ok
Qq2k3k3v20v20m360s6,1,ok
Qq2k3k3v20v20m360s7,1,ok
Qq2k3k3v20v20m360s8,1,ok
Qq2k3k3v20v20m360s9,1,ok
Qq2k3k3v20v20m400s10,1,ok
Qq2k3k3v20v20m400s1,1,ok
Qq2k3k3v20v20m400s2,1,ok
Qq2k3k3v20v20m400s3,1,ok
Qq2k3k3v20v20m400s4,1,ok
Qq2k3k3v20v20m400s5,1,ok
Qq2k3k3v20v20m400s6,1,ok
Qq2k3k3v20v20m400s7,1,ok
Qq2k3k3v20v20m400s8,1,ok
Qq2k3k3v20v20m400s9,1,ok
Qq2k3k3v20v20m80s10,1,ok
Qq2k3k3v20v20m80s1,1,ok
Qq2k3k3v20v20m80s2,1,ok
Qq2k3k3v20v20m80s3,1,ok
Qq2k3k3v20v20m80s4,1,ok
Qq2k3k3v20v20m80s5,1,ok
Qq2k3k3v20v20m80s6,1,ok
Qq2k3k3v20v20m80s7,1,ok
Qq2k3k3v20v20m80s8,1,ok
Qq2k3k3v20v20m80s9,1,ok
Qq2k3k3v50v50m1000s10,1,ok
Qq2k3k3v50v50m1000s1,1,ok
Qq2k3k3v50v50m1000s2,1,ok
Qq2k3k3v50v50m1000s3,1,ok
Qq2k3k3v50v50m1000s4,1,ok
Qq2k3k3v50v50m1000s5,1,ok
Qq2k3k3v50v50m1000s6,1,ok
Qq2k3k3v50v50m1000s7,1,ok
Qq2k3k3v50v50m1000s8,1,ok
Qq2k3k3v50v50m1000s9,1,ok
Qq2k3k3v50v50m200s10,1,ok
Qq2k3k3v50v50m200s1,1,ok
Qq2k3k3v50v50m200s2,1,ok
Qq2k3k3v50v50m200s3,1,ok
Qq2k3k3v50v50m200s4,1,ok
Qq2k3k3v50v50m200s5,1,ok
Qq2k3k3v50v50m200s6,1,ok
Qq2k3k3v50v50m200s7,1,ok
Qq2k3k3v50v50m200s8,1,ok
Qq2k3k3v50v50m200s9,1,ok
Qq2k3k3v50v50m300s10,1,ok
Qq2k3k3v50v50m300s1,1,ok
Qq2k3k3v50v50m300s2,1,ok
Qq2k3k3v50v50m300s3,1,ok
Qq2k3k3v50v50m300s4,1,ok
Qq2k3k3v50v50m300s5,1,ok
Qq2k3k3v50v50m300s6,1,ok
Qq2k3k3v50v50m300s7,1,ok
Qq2k3k3v50v50m300s8,1,ok
Qq2k3k3v50v50m300s9,1,ok
Qq2k3k3v50v50m400s10,1,ok
Qq2k3k3v50v50m400s1,1,ok
Qq2k3k3v50v50m400s2,1,ok
Qq2k3k3v50v50m400s3,1,ok
Qq2k3k3v50v50m400s4,1,ok
Qq2k3k3v50v50m400s5,1,ok
Qq2k3k3v50v50m400s6,1,ok
Qq2k3k3v50v50m400s7,1,ok
Qq2k3k3v50v50m400s8,1,ok
Qq2k3k3v50v50m400s9,1,ok
Qq2k3k3v50v50m500s10,1,ok
Qq2k3k3v50v50m500s1,1,ok
Qq2k3k3v50v50m500s2,1,ok
Qq2k3k3v50v50m500s3,1,ok
Qq2k3k3v50v50m500s4,1,ok
Qq2k3k3v50v50m500s5,1,ok
Qq2k3k3v50v50m500s6,1,ok
Qq2k3k3v50v50m500s7,1,ok
Qq2k3k3v50v50m500s8,1,ok
Qq2k3k3v50v50m500s9,1,ok
Qq2k3k3v50v50m600s10,1,ok
Qq2k3k3v50v50m600s1,1,ok
Qq2k3k3v50v50m600s2,1,ok
Qq2k3k3v50v50m600s3,1,ok
Qq2k3k3v50v50m600s4,1,ok
Qq2k3k3v50v50m600s5,1,ok
Qq2k3k3v50v50m600s6,1,ok
Qq2k3k3v50v50m600s7,1,ok
Qq2k3k3v50v50m600s8,1,ok
Qq2k3k3v50v50m600s9,1,ok
Qq2k3k3v50v50m700s10,1,ok
Qq2k3k3v50v50m700s1,1,ok
Qq2k3k3v50v50m700s2,1,ok
Qq2k3k3v50v50m700s3,1,ok
Qq2k3k3v50v50m700s4,1,ok
Qq2k3k3v50v50m700s5,1,ok
Qq2k3k3v50v50m700s6,1,ok
Qq2k3k3v50v50m700s7,1,ok
Qq2k3k3v50v50m700s8,1,ok
Qq2k3k3v50v50m700s9,1,ok
Qq2k3k3v50v50m800s10,1,ok
Qq2k3k3v50v50m800s1,1,ok
Qq2k3k3v50v50m800s2,1,ok
Qq2k3k3v50v50m800s3,1,ok
Qq2k3k3v50v50m800s4,1,ok
Qq2k3k3v50v50m800s5,1,ok
Qq2k3k3v50v50m800s6,1,ok
Qq2k3k3v50v50m800s7,1,ok
Qq2k3k3v50v50m800s8,1,ok
Qq2k3k3v50v50m800s9,1,ok
Qq2k3k3v50v50m900s10,1,ok
Qq2k3k3v50v50m900s1,1,ok
Qq2k3k3v50v50m900s2,1,ok
Qq2k3k3v50v50m900s3,1,ok
Qq2k3k3v50v50m900s4,1,ok
Qq2k3k3v50v50m900s5,1,ok
Qq2k3k3v50v50m900s6,1,ok
Qq2k3k3v50v50m900s7,1,ok
Qq2k3k3v50v50m900s8,1,ok
Qq2k3k3v50v50m900s9,1,ok
qshifter_3,1,ok
qshifter_4,1,ok
qshifter_5,1,ok
qshifter_6,1,ok
qshifter_7,1,ok
qshifter_8,1,ok
rankfunc10_unsigned_64,1,ok
rankfunc11_signed_32,1,ok
rankfunc12_unsigned_16,1,ok
rankfunc14_signed_64,1,ok
rankfunc15_unsigned_32,1,ok
rankfunc16_signed_64,1,ok
rankfunc17_unsigned_16,1,ok
rankfunc18_signed_64,1,ok
rankfunc19_unsigned_16,1,ok
rankfunc1_signed_32,1,ok
rankfunc20_unsigned_32,1,ok
rankfunc21_signed_16,1,ok
rankfunc22_unsigned_32,1,ok
rankfunc23_signed_64,1,ok
rankfunc24_unsigned_64,1,ok
rankfunc25_signed_64,1,ok
rankfunc26_unsigned_32,1,ok
rankfunc27_signed_64,1,ok
rankfunc28_unsigned_16,1,ok
rankfunc29_signed_16,1,ok
rankfunc2_unsigned_64,1,ok
rankfunc30_signed_64,1,ok
rankfunc31_unsigned_16,1,ok
rankfunc32_signed_64,1,ok
rankfunc33_unsigned_32,1,ok
rankfunc34_signed_32,1,ok
rankfunc35_unsigned_32,1,ok
rankfunc36_signed_64,1,ok
rankfunc37_unsigned_32,1,ok
rankfunc38_signed_32,1,ok
rankfunc39_unsigned_64,1,ok
rankfunc3_signed_64,1,ok
rankfunc40_unsigned_64,1,ok
rankfunc41_signed_32,1,ok
rankfunc42_unsigned_16,1,ok
rankfunc43_signed_64,1,ok
rankfunc44_unsigned_32,1,ok
rankfunc45_signed_16,1,ok
rankfunc46_unsigned_32,1,ok
rankfunc47_signed_64,1,ok
rankfunc48_unsigned_16,1,ok
rankfunc49_signed_32,1,ok
rankfunc4_unsigned_16,1,ok
rankfunc50_signed_64,1,ok
rankfunc51_signed_32,1,ok
rankfunc52_unsigned_32,1,ok
rankfunc53_signed_16,1,ok
rankfunc54_signed_32,1,ok
rankfunc55_unsigned_32,1,ok
rankfunc56_signed_16,1,ok
rankfunc57_unsigned_64,1,ok
rankfunc58_signed_32,1,ok
rankfunc59_unsigned_16,1,ok
rankfunc5_signed_64,1,ok
rankfunc60_unsigned_32,1,ok
rankfunc61_signed_32,1,ok
rankfunc6_unsigned_16,1,ok
rankfunc7_signed_16,1,ok
rankfunc8_unsigned_32,1,ok
rankfunc9_signed_64,1,ok
ring_r4_ser--opt-11_-shuffled,1,ok
ring_r6_ser---16_-shuffled,1,ok
ring_r6_ser--opt-17_-shuffled,1,ok
ring_r7_ser---19_-shuffled,1,ok
robots_1_5_2_100.2,1,ok
robots_1_5_2_100.4,1,ok
robots_1_5_2_100.8,1,ok
robots_1_5_2_10.2,1,ok
robots_1_5_2_14.2,1,ok
robots_1_5_2_21.4,1,ok
robots_1_5_2_2.4,1,ok
robots_1_5_2_28.2,1,ok
robots_1_5_2_31.2,1,ok
robots_1_5_2_32.8,1,ok
robots_1_5_2_33.2,1,ok
robots_1_5_2_3.4,1,ok
robots_1_5_2_39.4,1,ok
robots_1_5_2_40.8,1,ok
robots_1_5_2_45.4,1,ok
robots_1_5_2_47.2,1,ok
robots_1_5_2_49.2,1,ok
robots_1_5_2_54.8,1,ok
robots_1_5_2_61.8,1,ok
robots_1_5_2_67.8,1,ok
robots_1_5_2_75.8,1,ok
robots_1_5_2_80.4,1,ok
robots_1_5_2_81.2,1,ok
robots_1_5_2_82.4,1,ok
robots_1_5_2_82.8,1,ok
robots_1_5_2_85.2,1,ok
robots_1_5_2_85.4,1,ok
robots_1_5_2_91.8,1,ok
robots_1_5_2_9.8,1,ok
robots_1_5_2_99.4,1,ok
robots_1_5_3_100.2,1,ok
robots_1_5_3_100.4,1,ok
robots_1_5_3_100.8,1,ok
robots_1_5_3_16.4,1,ok
robots_1_5_3_16.8,1,ok
robots_1_5_3_20.4,1,ok
robots_1_5_3_24.4,1,ok
robots_1_5_3_2.4,1,ok
robots_1_5_3_25.2,1,ok
robots_1_5_3_26.2,1,ok
robots_1_5_3_27.8,1,ok
robots_1_5_3_30.2,1,ok
robots_1_5_3_39.8,1,ok
robots_1_5_3_44.4,1,ok
robots_1_5_3_44.8,1,ok
robots_1_5_3_51.2,1,ok
robots_1_5_3_52.2,1,ok
robots_1_5_3_52.4,1,ok
robots_1_5_3_55.8,1,ok
robots_1_5_3_57.4,1,ok
robots_1_5_3_62.2,1,ok
robots_1_5_3_64.8,1,ok
robots_1_5_3_66.4,1,ok
robots_1_5_3_70.8,1,ok
robots_1_5_3_7.2,1,ok
robots_1_5_3_78.4,1,ok
robots_1_5_3_80.2,1,ok
robots_1_5_3_8.8,1,ok
robots_1_5_3_90.8,1,ok
robots_1_5_3_91.2,1,ok
robots_1_5_4_100.2,1,ok
robots_1_5_4_100.4,1,ok
robots_1_5_4_100.8,1,ok
robots_1_5_4_17.8,1,ok
robots_1_5_4_1.8,1,ok
robots_1_5_4_22.2,1,ok
robots_1_5_4_24.8,1,ok
robots_1_5_4_2.4,1,ok
robots_1_5_4_30.4,1,ok
robots_1_5_4_31.4,1,ok
robots_1_5_4_32.2,1,ok
robots_1_5_4_44.2,1,ok
robots_1_5_4_46.4,1,ok
robots_1_5_4_46.8,1,ok
robots_1_5_4_50.4,1,ok
robots_1_5_4_51.4,1,ok
robots_1_5_4_52.2,1,ok
robots_1_5_4_56.8,1,ok
robots_1_5_4_59.2,1,ok
robots_1_5_4_71.2,1,ok
robots_1_5_4_73.2,1,ok
robots_1_5_4_75.2,1,ok
robots_1_5_4_75.8,1,ok
robots_1_5_4_81.2,1,ok
robots_1_5_4_87.4,1,ok
robots_1_5_4_91.4,1,ok
robots_1_5_4_91.8,1,ok
robots_1_5_4_96.8,1,ok
robots_1_5_4_98.4,1,ok
robots_1_5_4_99.8,1,ok
robots_1_5_5_100.2,1,ok
robots_1_5_5_100.4,1,ok
robots_1_5_5_100.8,1,ok
robots_1_5_5_10.8,1,ok
robots_1_5_5_12.4,1,ok
robots_1_5_5_12.8,1,ok
robots_1_5_5_14.8,1,ok
robots_1_5_5_15.2,1,ok
robots_1_5_5_24.2,1,ok
robots_1_5_5_26.4,1,ok
robots_1_5_5_30.4,1,ok
robots_1_5_5_31.2,1,ok
robots_1_5_5_33.8,1,ok
robots_1_5_5_34.4,1,ok
robots_1_5_5_38.2,1,ok
robots_1_5_5_45.4,1,ok
robots_1_5_5_50.8,1,ok
robots_1_5_5_56.2,1,ok
robots_1_5_5_5.8,1,ok
robots_1_5_5_61.2,1,ok
robots_1_5_5_62.2,1,ok
robots_1_5_5_66.4,1,ok
robots_1_5_5_66.8,1,ok
robots_1_5_5_75.2,1,ok
robots_1_5_5_8.4,1,ok
robots_1_5_5_87.4,1,ok
robots_1_5_5_93.4,1,ok
robots_1_5_5_95.8,1,ok
robots_1_5_5_97.2,1,ok
robots_1_5_5_99.8,1,ok
s1196_d3_u-shuffled,1,ok
s1269_d3_s-shuffled,1,ok
s27_d5_u-shuffled,1,ok
s298_d11_s-shuffled,1,ok
s298_d2_s-shuffled,1,ok
s298_d5_s-shuffled,1,ok
s298_d9_s-shuffled,1,ok
s3330_d10_u-shuffled,1,ok
s3330_d4_s-shuffled,1,ok
s386_d12_u-shuffled,1,ok
s499_d15_s-shuffled,1,ok
s499_d4_s-shuffled,1,ok
s510_d12_s-shuffled,1,ok
s510_d31_s-shuffled,1,ok
s510_d4_s-shuffled,1,ok
s713_d3_s-shuffled,1,ok
s713_d5_s-shuffled,1,ok
s820_d6_s-shuffled,1,ok
s820_d7_s-shuffled,1,ok
S-adeu-0,1,ok
S-adeu-1,1,ok
S-adeu-2,1,ok
S-adeu-3,1,ok
S-adeu-4,1,ok
S-adeu-5,1,ok
S-adeu-6,1,ok
S-adeu-7,1,ok
S-adeu-8,1,ok
S-adeu-9,1,ok
S-edau-0,1,ok
S-edau-1,1,ok
S-edau-2,1,ok
S-edau-3,1,ok
S-edau-4,1,ok
S-edau-5,1,ok
S-edau-6,1,ok
S-edau-7,1,ok
S-edau-8,1,ok
S-edau-9,1,ok
sortnetsort10.AE.stepl.005,1,ok
sortnetsort10.AE.stepl.012,1,ok
sortnetsort10.v.stepl.006,1,ok
sortnetsort10.v.stepl.007,1,ok
sortnetsort10.v.stepl.012-shuffled,1,ok
sortnetsort5.AE.stepl.003,1,ok
sortnetsort5.AE.stepl.005,1,ok
sortnetsort5.AE.stepl.006,1,ok
sortnetsort5.AE.stepl.007,1,ok
sortnetsort5.v.stepl.007-shuffled,1,ok
sortnetsort6.AE.stepl.003,1,ok
sortnetsort6.AE.stepl.006,1,ok
sortnetsort6.v.stepl.003-shuffled,1,ok
sortnetsort7.AE.stepl.003,1,ok
sortnetsort7.AE.stepl.005,1,ok
sortnetsort7.AE.stepl.006,1,ok
sortnetsort7.AE.stepl.009,1,ok
sortnetsort7.v.stepl.004-shuffled,1,ok
sortnetsort8.AE.stepl.005,1,ok
sortnetsort8.AE.stepl.007,1,ok
sortnetsort8.AE.stepl.009,1,ok
sortnetsort8.v.stepl.008-shuffled,1,ok
sortnetsort9.AE.stepl.004,1,ok
sortnetsort9.AE.stepl.005,1,ok
sortnetsort9.AE.stepl.012,1,ok
sortnetsort9.v.stepl.006,1,ok
sortnetsort9.v.stepl.012-shuffled,1,ok
ssa7552-159-00-shuffled,1,ok
ssa7552-159-50-shuffled,1,ok
ssa7552-159-90-shuffled,1,ok
ssa7552-160-50-shuffled,1,ok
stmt1_145_146,1,ok
stmt11_643_645,1,ok
stmt1_20_21,1,ok
stmt124_966_965,1,ok
stmt1_30_31,1,ok
stmt137_903_911,1,ok
stmt1_392_393,1,ok
stmt16_0_1,1,ok
stmt1_629_630,1,ok
stmt16_47_48,1,ok
stmt16_818_819,1,ok
stmt17_143_144,1,ok
stmt17_18_19,1,ok
stmt17_63_70,1,ok
stmt17_63_78,1,ok
stmt17_82_94,1,ok
stmt1_787_788,1,ok
stmt17_99_98,1,ok
stmt1_811_812,1,ok
stmt18_258_260,1,ok
stmt19_125_302,1,ok
stmt19_133_257,1,ok
stmt19_137_313,1,ok
stmt19_142_261,1,ok
stmt19_177_302,1,ok
stmt1_919_920,1,ok
stmt19_214_309,1,ok
stmt19_217_250,1,ok
stmt19_2_180,1,ok
stmt19_261_266,1,ok
stmt19_2_83,1,ok
stmt19_313_318,1,ok
stmt19_313_412,1,ok
