@RELATION FEATURES

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE NumberOfFeatures NUMERIC
@ATTRIBUTE NumberOfInstances NUMERIC
@ATTRIBUTE Dimensionality NUMERIC
@ATTRIBUTE NumberOfMissingValues NUMERIC
@ATTRIBUTE PercentageOfMissingValues NUMERIC
@ATTRIBUTE MajorityClassPercentage NUMERIC
@ATTRIBUTE PercentageOfNumericFeatures NUMERIC
@ATTRIBUTE MajorityClassSize NUMERIC
@ATTRIBUTE PercentageOfBinaryFeatures NUMERIC
@ATTRIBUTE PercentageOfSymbolicFeatures NUMERIC
@ATTRIBUTE MinorityClassSize NUMERIC
@ATTRIBUTE PercentageOfInstancesWithMissingValues NUMERIC
@ATTRIBUTE NumberOfNumericFeatures NUMERIC
@ATTRIBUTE NumberOfInstancesWithMissingValues NUMERIC
@ATTRIBUTE NumberOfSymbolicFeatures NUMERIC
@ATTRIBUTE NumberOfBinaryFeatures NUMERIC
@ATTRIBUTE NumberOfClasses NUMERIC

@DATA
9968,1,4.0,45781.0,8.737249077128066e-05,0.0,0.0,6.34761145453354,50.0,2906.0,0.0,50.0,1397.0,0.0,2.0,0.0,2.0,0.0,20.0
9969,1,17.0,470.0,0.036170212765957444,0.0,0.0,85.1063829787234,17.647058823529413,400.0,64.70588235294117,82.35294117647058,70.0,0.0,3.0,0.0,14.0,11.0,2.0
9970,1,101.0,1212.0,0.08333333333333333,0.0,0.0,50.0,99.00990099009901,606.0,0.9900990099009901,0.9900990099009901,606.0,0.0,100.0,0.0,1.0,1.0,2.0
9971,1,11.0,583.0,0.018867924528301886,0.0,0.0,71.35506003430532,81.81818181818183,416.0,18.181818181818183,18.181818181818183,167.0,0.0,9.0,0.0,2.0,2.0,2.0
9973,1,16.0,340.0,0.047058823529411764,0.0,0.0,4.705882352941177,93.75,16.0,0.0,6.25,8.0,0.0,15.0,0.0,1.0,0.0,30.0
3832,1,5.0,150.0,0.03333333333333333,0.0,0.0,66.66666666666666,80.0,100.0,20.0,20.0,50.0,0.0,4.0,0.0,1.0,1.0,2.0
9976,1,501.0,2600.0,0.1926923076923077,0.0,0.0,50.0,99.8003992015968,1300.0,0.19960079840319359,0.19960079840319359,1300.0,0.0,500.0,0.0,1.0,1.0,2.0
9977,1,119.0,34465.0,0.003452778180763093,0.0,0.0,71.43769041056144,74.78991596638656,24621.0,2.5210084033613445,25.210084033613445,9844.0,0.0,89.0,0.0,30.0,3.0,2.0
9978,1,73.0,2534.0,0.028808208366219414,0.0,0.0,93.68587213891081,98.63013698630137,2374.0,1.36986301369863,1.36986301369863,160.0,0.0,72.0,0.0,1.0,1.0,2.0
9979,1,36.0,2126.0,0.016933207902163686,0.0,0.0,27.234242709313268,97.22222222222221,579.0,0.0,2.7777777777777777,53.0,0.0,35.0,0.0,1.0,0.0,10.0
9980,1,21.0,540.0,0.03888888888888889,0.0,0.0,91.48148148148148,95.23809523809523,494.0,4.761904761904762,4.761904761904762,46.0,0.0,20.0,0.0,1.0,1.0,2.0
3838,1,26.0,205.0,0.12682926829268293,59.0,1.1069418386491556,67.31707317073172,57.692307692307686,138.0,19.230769230769234,42.30769230769231,67.0,22.439024390243905,15.0,46.0,11.0,5.0,2.0
9981,1,857.0,1080.0,0.7935185185185185,0.0,0.0,11.11111111111111,99.88331388564761,120.0,0.0,0.11668611435239205,120.0,0.0,856.0,0.0,1.0,0.0,9.0
9983,1,15.0,14980.0,0.0010013351134846463,0.0,0.0,55.12016021361815,93.33333333333333,8257.0,6.666666666666667,6.666666666666667,6723.0,0.0,14.0,0.0,1.0,1.0,2.0
9984,1,10.0,100.0,0.1,0.0,0.0,88.0,90.0,88.0,10.0,10.0,12.0,0.0,9.0,0.0,1.0,1.0,2.0
9985,1,52.0,6118.0,0.008499509643674403,0.0,0.0,41.745668519123896,98.07692307692307,2554.0,0.0,1.9230769230769231,486.0,0.0,51.0,0.0,1.0,0.0,6.0
9986,1,129.0,13910.0,0.009273903666427032,0.0,0.0,0.21631919482386772,0.9922480620155039,3009.0,0.0,0.007751937984496124,1641.0,0.0,128.0,0.0,1.0,0.0,6.0
9988,1,9.0,440.0,0.020454545454545454,0.0,0.0,67.72727272727272,77.77777777777779,298.0,11.11111111111111,22.22222222222222,142.0,0.0,7.0,0.0,2.0,1.0,2.0
146195,1,43.0,67557.0,0.00063649954852939,0.0,0.0,0.6583033586452921,0.0,44473.0,0.0,1.0,6449.0,0.0,0.0,0.0,43.0,0.0,3.0
3869,1,19.0,148.0,0.12837837837837837,0.0,0.0,54.729729729729726,15.789473684210526,81.0,52.63157894736842,84.21052631578947,67.0,0.0,3.0,0.0,16.0,10.0,2.0
3880,1,280.0,452.0,0.6194690265486725,408.0,0.3223767383059419,54.20353982300885,73.57142857142858,245.0,26.42857142857143,26.42857142857143,207.0,84.95575221238938,206.0,384.0,74.0,74.0,2.0
3889,1,217.0,14395.0,0.015074678707884683,0.0,0.0,93.84508509899271,99.53917050691244,13509.0,0.4608294930875576,0.4608294930875576,886.0,0.0,216.0,0.0,1.0,1.0,2.0
3891,1,971.0,3468.0,0.2799884659746251,0.0,0.0,50.83621683967705,99.89701338825952,1763.0,0.10298661174047373,0.10298661174047373,1705.0,0.0,970.0,0.0,1.0,1.0,2.0
3896,1,49.0,4562.0,0.010740903112669882,0.0,0.0,75.18632178868917,97.95918367346938,3430.0,2.0408163265306123,2.0408163265306123,1132.0,0.0,48.0,0.0,1.0,1.0,2.0
3899,1,6.0,15545.0,0.00038597619813444836,0.0,0.0,67.1405596654873,83.33333333333334,10437.0,16.666666666666664,16.666666666666664,5108.0,0.0,5.0,0.0,1.0,1.0,2.0
3901,1,9.0,369.0,0.024390243902439025,0.0,0.0,55.28455284552846,88.88888888888889,204.0,11.11111111111111,11.11111111111111,165.0,0.0,8.0,0.0,1.0,1.0,2.0
3902,1,38.0,1458.0,0.02606310013717421,0.0,0.0,87.79149519890261,97.36842105263158,1280.0,2.631578947368421,2.631578947368421,178.0,0.0,37.0,0.0,1.0,1.0,2.0
3903,1,38.0,1563.0,0.02431222008957134,0.0,0.0,89.76327575175944,97.36842105263158,1403.0,2.631578947368421,2.631578947368421,160.0,0.0,37.0,0.0,1.0,1.0,2.0
3904,1,22.0,10885.0,0.002021129995406523,25.0,0.010439721050653527,80.65227377124484,95.45454545454545,8779.0,4.545454545454546,4.545454545454546,2106.0,0.045934772622875514,21.0,5.0,1.0,1.0,2.0
3905,1,40.0,161.0,0.2484472049689441,0.0,0.0,67.70186335403726,97.5,109.0,2.5,2.5,52.0,0.0,39.0,0.0,1.0,1.0,2.0
3906,1,9.0,89.0,0.10112359550561797,0.0,0.0,77.52808988764045,77.77777777777779,69.0,11.11111111111111,22.22222222222222,20.0,0.0,7.0,0.0,2.0,1.0,2.0
2372,1,57.0,32.0,1.78125,5.0,0.2741228070175438,40.625,0.0,13.0,22.807017543859647,100.0,9.0,15.625,0.0,5.0,57.0,13.0,3.0
2373,1,59.0,106.0,0.5566037735849056,0.0,0.0,50.0,0.0,53.0,1.694915254237288,100.0,53.0,0.0,0.0,0.0,59.0,1.0,2.0
3909,1,30.0,121.0,0.24793388429752067,0.0,0.0,92.56198347107438,96.66666666666667,112.0,3.3333333333333335,3.3333333333333335,9.0,0.0,29.0,0.0,1.0,1.0,2.0
3910,1,30.0,63.0,0.47619047619047616,0.0,0.0,87.3015873015873,96.66666666666667,55.0,3.3333333333333335,3.3333333333333335,8.0,0.0,29.0,0.0,1.0,1.0,2.0
3912,1,30.0,36.0,0.8333333333333334,0.0,0.0,77.77777777777779,96.66666666666667,28.0,3.3333333333333335,3.3333333333333335,8.0,0.0,29.0,0.0,1.0,1.0,2.0
3911,1,30.0,107.0,0.2803738317757009,0.0,0.0,81.30841121495327,96.66666666666667,87.0,3.3333333333333335,3.3333333333333335,20.0,0.0,29.0,0.0,1.0,1.0,2.0
3914,1,30.0,101.0,0.297029702970297,0.0,0.0,85.14851485148515,96.66666666666667,86.0,3.3333333333333335,3.3333333333333335,15.0,0.0,29.0,0.0,1.0,1.0,2.0
3913,1,22.0,522.0,0.0421455938697318,0.0,0.0,79.50191570881226,95.45454545454545,415.0,4.545454545454546,4.545454545454546,107.0,0.0,21.0,0.0,1.0,1.0,2.0
3915,1,40.0,458.0,0.08733624454148471,0.0,0.0,90.61135371179039,97.5,415.0,2.5,2.5,43.0,0.0,39.0,0.0,1.0,1.0,2.0
3917,1,22.0,2109.0,0.010431484115694643,0.0,0.0,84.54243717401611,95.45454545454545,1783.0,4.545454545454546,4.545454545454546,326.0,0.0,21.0,0.0,1.0,1.0,2.0
2382,1,14.0,178.0,0.07865168539325842,0.0,0.0,39.8876404494382,92.85714285714286,71.0,0.0,7.142857142857142,48.0,0.0,13.0,0.0,1.0,0.0,3.0
3918,1,22.0,1109.0,0.019837691614066726,0.0,0.0,93.05680793507665,95.45454545454545,1032.0,4.545454545454546,4.545454545454546,77.0,0.0,21.0,0.0,1.0,1.0,2.0
3920,1,38.0,403.0,0.09429280397022333,0.0,0.0,92.3076923076923,97.36842105263158,372.0,2.631578947368421,2.631578947368421,31.0,0.0,37.0,0.0,1.0,1.0,2.0
3921,1,9.0,274.0,0.032846715328467155,0.0,0.0,51.09489051094891,88.88888888888889,140.0,11.11111111111111,11.11111111111111,134.0,0.0,8.0,0.0,1.0,1.0,2.0
3923,1,9.0,130.0,0.06923076923076923,0.0,0.0,91.53846153846153,88.88888888888889,119.0,11.11111111111111,11.11111111111111,11.0,0.0,8.0,0.0,1.0,1.0,2.0
3924,1,22284.0,105.0,212.22857142857143,0.0,0.0,55.23809523809524,99.99551247531862,58.0,0.0,0.004487524681385748,7.0,0.0,22283.0,0.0,1.0,0.0,3.0
3925,1,22284.0,105.0,212.22857142857143,0.0,0.0,55.23809523809524,99.99551247531862,58.0,0.0,0.004487524681385748,7.0,0.0,22283.0,0.0,1.0,0.0,3.0
3926,1,22278.0,95.0,234.50526315789475,0.0,0.0,28.421052631578945,99.99551126672053,27.0,0.0,0.004488733279468534,5.0,0.0,22277.0,0.0,1.0,0.0,5.0
3927,1,54676.0,113.0,483.85840707964604,0.0,0.0,45.13274336283185,99.9981710439681,51.0,0.0,0.0018289560318969934,10.0,0.0,54675.0,0.0,1.0,0.0,5.0
3928,1,54614.0,89.0,613.6404494382023,0.0,0.0,48.31460674157304,99.99816896766397,43.0,0.0,0.0018310323360310543,10.0,0.0,54613.0,0.0,1.0,0.0,4.0
3929,1,59005.0,92.0,641.3586956521739,0.0,0.0,57.608695652173914,99.99830522837047,53.0,0.0,0.0016947716295229217,7.0,0.0,59004.0,0.0,1.0,0.0,5.0
3930,1,45102.0,214.0,210.7570093457944,0.0,0.0,32.242990654205606,99.99778280342335,69.0,0.0,0.0022171965766484857,13.0,0.0,45101.0,0.0,1.0,0.0,7.0
3931,1,22284.0,220.0,101.2909090909091,0.0,0.0,58.18181818181818,99.99551247531862,128.0,0.0,0.004487524681385748,44.0,0.0,22283.0,0.0,1.0,0.0,3.0
3932,1,61360.0,159.0,385.9119496855346,0.0,0.0,59.74842767295597,99.998370273794,95.0,0.0016297262059973925,0.0016297262059973925,64.0,0.0,61359.0,0.0,1.0,1.0,2.0
3933,1,54622.0,283.0,193.01060070671377,0.0,0.0,86.57243816254417,99.99816923583904,245.0,0.0,0.001830764160960785,18.0,0.0,54621.0,0.0,1.0,0.0,3.0
3934,1,54622.0,283.0,193.01060070671377,0.0,0.0,86.57243816254417,99.99816923583904,245.0,0.0,0.001830764160960785,18.0,0.0,54621.0,0.0,1.0,0.0,3.0
3937,1,11.0,478.0,0.02301255230125523,0.0,0.0,51.67364016736402,54.54545454545454,247.0,18.181818181818183,45.45454545454545,90.0,0.0,6.0,0.0,5.0,2.0,3.0
3938,1,4027.0,45.0,89.4888888888889,5948.0,3.2822889937367212,51.11111111111111,99.97516761857462,23.0,0.024832381425378695,0.024832381425378695,22.0,84.44444444444444,4026.0,38.0,1.0,1.0,2.0
3940,1,7130.0,72.0,99.02777777777777,0.0,0.0,65.27777777777779,99.9859747545582,47.0,0.014025245441795233,0.014025245441795233,25.0,0.0,7129.0,0.0,1.0,1.0,2.0
3941,1,16064.0,190.0,84.54736842105264,0.0,0.0,15.789473684210526,99.9937749003984,30.0,0.0,0.006225099601593625,10.0,0.0,16063.0,0.0,1.0,0.0,14.0
3942,1,7130.0,60.0,118.83333333333333,0.0,0.0,65.0,99.9859747545582,39.0,0.014025245441795233,0.014025245441795233,21.0,0.0,7129.0,0.0,1.0,1.0,2.0
3946,1,231.0,50000.0,0.00462,8024152.0,69.47317748917749,92.656,83.11688311688312,46328.0,2.1645021645021645,16.883116883116884,3672.0,100.0,192.0,50000.0,39.0,5.0,2.0
10090,1,10001.0,1500.0,6.667333333333334,0.0,0.0,2.0,99.9900009999,30.0,0.0,0.009999000099990002,30.0,0.0,10000.0,0.0,1.0,0.0,50.0
3948,1,231.0,50000.0,0.00462,8024152.0,69.47317748917749,92.636,83.11688311688312,46318.0,2.1645021645021645,16.883116883116884,3682.0,100.0,192.0,50000.0,39.0,5.0,2.0
3949,1,7.0,151.0,0.046357615894039736,0.0,0.0,34.437086092715234,28.57142857142857,52.0,28.57142857142857,71.42857142857143,49.0,0.0,2.0,0.0,5.0,2.0,3.0
10093,1,5.0,1372.0,0.0036443148688046646,0.0,0.0,55.539358600583085,80.0,762.0,20.0,20.0,610.0,0.0,4.0,0.0,1.0,1.0,2.0
3951,1,13.0,81.0,0.16049382716049382,0.0,0.0,56.79012345679012,92.3076923076923,46.0,0.0,7.6923076923076925,10.0,0.0,12.0,0.0,1.0,0.0,3.0
10094,1,6.0,100.0,0.06,0.0,0.0,68.0,0.0,68.0,50.0,100.0,32.0,0.0,0.0,0.0,6.0,3.0,2.0
10096,1,38.0,327.0,0.1162079510703364,0.0,0.0,87.1559633027523,97.36842105263158,285.0,2.631578947368421,2.631578947368421,42.0,0.0,37.0,0.0,1.0,1.0,2.0
3954,1,12.0,19020.0,0.0006309148264984228,0.0,0.0,64.83701366982125,91.66666666666666,12332.0,8.333333333333332,8.333333333333332,6688.0,0.0,11.0,0.0,1.0,1.0,2.0
3955,1,12.0,294.0,0.04081632653061224,0.0,0.0,71.42857142857143,66.66666666666666,210.0,33.33333333333333,33.33333333333333,84.0,0.0,8.0,0.0,4.0,4.0,2.0
3956,1,10937.0,413.0,26.4818401937046,0.0,0.0,83.29297820823246,99.99085672487885,344.0,0.009143275121148396,0.009143275121148396,69.0,0.0,10936.0,0.0,1.0,1.0,2.0
3957,1,10937.0,405.0,27.00493827160494,0.0,0.0,84.93827160493828,99.99085672487885,344.0,0.009143275121148396,0.009143275121148396,61.0,0.0,10936.0,0.0,1.0,1.0,2.0
3958,1,10937.0,201.0,54.41293532338308,0.0,0.0,61.69154228855721,99.99085672487885,124.0,0.009143275121148396,0.009143275121148396,77.0,0.0,10936.0,0.0,1.0,1.0,2.0
3959,1,10937.0,146.0,74.91095890410959,0.0,0.0,52.73972602739726,99.99085672487885,77.0,0.009143275121148396,0.009143275121148396,69.0,0.0,10936.0,0.0,1.0,1.0,2.0
3960,1,10937.0,412.0,26.546116504854368,0.0,0.0,69.41747572815534,99.99085672487885,286.0,0.009143275121148396,0.009143275121148396,126.0,0.0,10936.0,0.0,1.0,1.0,2.0
3961,1,10937.0,421.0,25.978622327790973,0.0,0.0,81.71021377672209,99.99085672487885,344.0,0.009143275121148396,0.009143275121148396,77.0,0.0,10936.0,0.0,1.0,1.0,2.0
3962,1,10937.0,1545.0,7.078964401294498,0.0,0.0,77.73462783171522,99.99085672487885,1201.0,0.009143275121148396,0.009143275121148396,344.0,0.0,10936.0,0.0,1.0,1.0,2.0
3963,1,10937.0,384.0,28.481770833333332,0.0,0.0,67.70833333333334,99.99085672487885,260.0,0.009143275121148396,0.009143275121148396,124.0,0.0,10936.0,0.0,1.0,1.0,2.0
3964,1,10937.0,1545.0,7.078964401294498,0.0,0.0,91.84466019417475,99.99085672487885,1419.0,0.009143275121148396,0.009143275121148396,126.0,0.0,10936.0,0.0,1.0,1.0,2.0
3965,1,10937.0,193.0,56.66839378238342,0.0,0.0,64.24870466321244,99.99085672487885,124.0,0.009143275121148396,0.009143275121148396,69.0,0.0,10936.0,0.0,1.0,1.0,2.0
3966,1,10937.0,203.0,53.87684729064039,0.0,0.0,62.06896551724138,99.99085672487885,126.0,0.009143275121148396,0.009143275121148396,77.0,0.0,10936.0,0.0,1.0,1.0,2.0
3967,1,10937.0,347.0,31.518731988472624,0.0,0.0,82.42074927953891,99.99085672487885,286.0,0.009143275121148396,0.009143275121148396,61.0,0.0,10936.0,0.0,1.0,1.0,2.0
3968,1,10937.0,1545.0,7.078964401294498,0.0,0.0,83.1715210355987,99.99085672487885,1285.0,0.009143275121148396,0.009143275121148396,260.0,0.0,10936.0,0.0,1.0,1.0,2.0
3969,1,10937.0,355.0,30.80845070422535,0.0,0.0,80.56338028169014,99.99085672487885,286.0,0.009143275121148396,0.009143275121148396,69.0,0.0,10936.0,0.0,1.0,1.0,2.0
3970,1,10937.0,250.0,43.748,0.0,0.0,50.4,99.99085672487885,126.0,0.009143275121148396,0.009143275121148396,124.0,0.0,10936.0,0.0,1.0,1.0,2.0
3971,1,10937.0,546.0,20.031135531135533,0.0,0.0,52.38095238095239,99.99085672487885,286.0,0.009143275121148396,0.009143275121148396,260.0,0.0,10936.0,0.0,1.0,1.0,2.0
3972,1,10937.0,1545.0,7.078964401294498,0.0,0.0,91.97411003236246,99.99085672487885,1421.0,0.009143275121148396,0.009143275121148396,124.0,0.0,10936.0,0.0,1.0,1.0,2.0
3973,1,10937.0,1545.0,7.078964401294498,0.0,0.0,95.01618122977347,99.99085672487885,1468.0,0.009143275121148396,0.009143275121148396,77.0,0.0,10936.0,0.0,1.0,1.0,2.0
3974,1,10937.0,324.0,33.75617283950617,0.0,0.0,61.111111111111114,99.99085672487885,198.0,0.009143275121148396,0.009143275121148396,126.0,0.0,10936.0,0.0,1.0,1.0,2.0
3975,1,10937.0,130.0,84.13076923076923,0.0,0.0,53.07692307692308,99.99085672487885,69.0,0.009143275121148396,0.009143275121148396,61.0,0.0,10936.0,0.0,1.0,1.0,2.0
3977,1,10937.0,363.0,30.12947658402204,0.0,0.0,78.78787878787878,99.99085672487885,286.0,0.009143275121148396,0.009143275121148396,77.0,0.0,10936.0,0.0,1.0,1.0,2.0
3978,1,10937.0,329.0,33.243161094224924,0.0,0.0,79.0273556231003,99.99085672487885,260.0,0.009143275121148396,0.009143275121148396,69.0,0.0,10936.0,0.0,1.0,1.0,2.0
3979,1,10937.0,630.0,17.36031746031746,0.0,0.0,54.6031746031746,99.99085672487885,344.0,0.009143275121148396,0.009143275121148396,286.0,0.0,10936.0,0.0,1.0,1.0,2.0
3981,1,10937.0,337.0,32.454005934718104,0.0,0.0,77.1513353115727,99.99085672487885,260.0,0.009143275121148396,0.009143275121148396,77.0,0.0,10936.0,0.0,1.0,1.0,2.0
3982,1,10937.0,468.0,23.36965811965812,0.0,0.0,73.50427350427351,99.99085672487885,344.0,0.009143275121148396,0.009143275121148396,124.0,0.0,10936.0,0.0,1.0,1.0,2.0
3983,1,10937.0,458.0,23.87991266375546,0.0,0.0,56.76855895196506,99.99085672487885,260.0,0.009143275121148396,0.009143275121148396,198.0,0.0,10936.0,0.0,1.0,1.0,2.0
3984,1,10937.0,470.0,23.270212765957446,0.0,0.0,73.19148936170212,99.99085672487885,344.0,0.009143275121148396,0.009143275121148396,126.0,0.0,10936.0,0.0,1.0,1.0,2.0
3985,1,10937.0,138.0,79.2536231884058,0.0,0.0,55.79710144927537,99.99085672487885,77.0,0.009143275121148396,0.009143275121148396,61.0,0.0,10936.0,0.0,1.0,1.0,2.0
3986,1,10937.0,267.0,40.9625468164794,0.0,0.0,74.15730337078652,99.99085672487885,198.0,0.009143275121148396,0.009143275121148396,69.0,0.0,10936.0,0.0,1.0,1.0,2.0
3987,1,10937.0,484.0,22.59710743801653,0.0,0.0,59.09090909090909,99.99085672487885,286.0,0.009143275121148396,0.009143275121148396,198.0,0.0,10936.0,0.0,1.0,1.0,2.0
3988,1,10937.0,187.0,58.48663101604278,0.0,0.0,67.37967914438502,99.99085672487885,126.0,0.009143275121148396,0.009143275121148396,61.0,0.0,10936.0,0.0,1.0,1.0,2.0
3989,1,10937.0,195.0,56.08717948717949,0.0,0.0,64.61538461538461,99.99085672487885,126.0,0.009143275121148396,0.009143275121148396,69.0,0.0,10936.0,0.0,1.0,1.0,2.0
3990,1,10937.0,275.0,39.77090909090909,0.0,0.0,72.0,99.99085672487885,198.0,0.009143275121148396,0.009143275121148396,77.0,0.0,10936.0,0.0,1.0,1.0,2.0
3991,1,10937.0,321.0,34.07165109034268,0.0,0.0,80.99688473520249,99.99085672487885,260.0,0.009143275121148396,0.009143275121148396,61.0,0.0,10936.0,0.0,1.0,1.0,2.0
3992,1,10937.0,604.0,18.107615894039736,0.0,0.0,56.95364238410596,99.99085672487885,344.0,0.009143275121148396,0.009143275121148396,260.0,0.0,10936.0,0.0,1.0,1.0,2.0
3481,1,618.0,7797.0,0.07926125432858792,0.0,0.0,3.8476337052712584,99.83818770226537,300.0,0.0,0.16181229773462785,298.0,0.0,617.0,0.0,1.0,0.0,26.0
3993,1,10937.0,259.0,42.22779922779923,0.0,0.0,76.44787644787645,99.99085672487885,198.0,0.009143275121148396,0.009143275121148396,61.0,0.0,10936.0,0.0,1.0,1.0,2.0
3994,1,10937.0,410.0,26.67560975609756,0.0,0.0,69.7560975609756,99.99085672487885,286.0,0.009143275121148396,0.009143275121148396,124.0,0.0,10936.0,0.0,1.0,1.0,2.0
3995,1,10937.0,1545.0,7.078964401294498,0.0,0.0,81.48867313915858,99.99085672487885,1259.0,0.009143275121148396,0.009143275121148396,286.0,0.0,10936.0,0.0,1.0,1.0,2.0
3485,1,300.0,2407.0,0.12463647694225176,0.0,0.0,82.09389281262983,98.0,1976.0,2.0,2.0,431.0,0.0,294.0,0.0,6.0,6.0,2.0
3996,1,10937.0,322.0,33.96583850931677,0.0,0.0,61.49068322981367,99.99085672487885,198.0,0.009143275121148396,0.009143275121148396,124.0,0.0,10936.0,0.0,1.0,1.0,2.0
3997,1,10937.0,386.0,28.33419689119171,0.0,0.0,67.35751295336787,99.99085672487885,260.0,0.009143275121148396,0.009143275121148396,126.0,0.0,10936.0,0.0,1.0,1.0,2.0
3998,1,10937.0,185.0,59.11891891891892,0.0,0.0,67.02702702702703,99.99085672487885,124.0,0.009143275121148396,0.009143275121148396,61.0,0.0,10936.0,0.0,1.0,1.0,2.0
3999,1,10937.0,542.0,20.178966789667896,0.0,0.0,63.46863468634686,99.99085672487885,344.0,0.009143275121148396,0.009143275121148396,198.0,0.0,10936.0,0.0,1.0,1.0,2.0
4000,1,10937.0,1545.0,7.078964401294498,0.0,0.0,87.18446601941747,99.99085672487885,1347.0,0.009143275121148396,0.009143275121148396,198.0,0.0,10936.0,0.0,1.0,1.0,2.0
3492,1,7.0,556.0,0.012589928057553957,0.0,0.0,50.0,0.0,278.0,42.857142857142854,100.0,278.0,0.0,0.0,0.0,7.0,3.0,2.0
3493,1,7.0,601.0,0.011647254575707155,0.0,0.0,65.72379367720465,0.0,395.0,42.857142857142854,100.0,206.0,0.0,0.0,0.0,7.0,3.0,2.0
3494,1,7.0,554.0,0.01263537906137184,0.0,0.0,51.985559566786996,0.0,288.0,42.857142857142854,100.0,266.0,0.0,0.0,0.0,7.0,3.0,2.0
7592,1,15.0,48842.0,0.00030711273084640267,6465.0,0.8824372466319971,76.07182343065395,40.0,37155.0,13.333333333333334,60.0,11687.0,7.411653904426519,6.0,3620.0,9.0,2.0,2.0
3510,1,15.0,9961.0,0.0015058729043268748,0.0,0.0,16.20319245055717,93.33333333333333,1614.0,0.0,6.666666666666667,782.0,0.0,14.0,0.0,1.0,0.0,9.0
3512,1,62.0,600.0,0.10333333333333333,0.0,0.0,16.666666666666664,96.7741935483871,100.0,0.0,3.225806451612903,100.0,0.0,60.0,0.0,2.0,0.0,6.0
3518,1,8262.0,690.0,11.97391304347826,0.0,0.0,23.18840579710145,99.98789639312515,160.0,0.0,0.012103606874848705,14.0,0.0,8261.0,0.0,1.0,0.0,10.0
3012,1,7.0,15.0,0.4666666666666667,26.0,24.761904761904763,60.0,0.0,9.0,71.42857142857143,100.0,6.0,60.0,0.0,9.0,7.0,5.0,2.0
3525,1,26833.0,9558.0,2.8073864825277255,0.0,0.0,7.281858129315756,99.99627324563039,696.0,0.0,0.0037267543696194987,104.0,0.0,26832.0,0.0,1.0,0.0,44.0
3528,1,12433.0,3075.0,4.043252032520325,0.0,0.0,29.43089430894309,99.99195688892463,905.0,0.0,0.008043111075363952,248.0,0.0,12432.0,0.0,1.0,0.0,6.0
3018,1,30.0,194.0,0.15463917525773196,0.0,0.0,30.927835051546392,6.666666666666667,60.0,43.333333333333336,93.33333333333333,4.0,0.0,2.0,0.0,28.0,13.0,8.0
3531,1,13196.0,3204.0,4.118601747815231,0.0,0.0,29.43196004993758,99.99242194604425,943.0,0.0,0.007578053955744165,273.0,0.0,13195.0,0.0,1.0,0.0,6.0
3021,1,30.0,3772.0,0.007953340402969246,6064.0,5.358784022622834,93.87592788971368,23.333333333333332,3541.0,70.0,76.66666666666667,231.0,100.0,7.0,3772.0,23.0,21.0,2.0
3022,1,13.0,990.0,0.013131313131313131,0.0,0.0,9.090909090909092,76.92307692307693,90.0,7.6923076923076925,23.076923076923077,90.0,0.0,10.0,0.0,3.0,1.0,11.0
3534,1,11466.0,11162.0,1.0272352624977603,0.0,0.0,14.522487009496507,99.99127856270714,1621.0,0.0,0.008721437292865864,709.0,0.0,11465.0,0.0,1.0,0.0,10.0
3539,1,8.0,200.0,0.04,0.0,0.0,50.0,75.0,100.0,25.0,25.0,100.0,0.0,6.0,0.0,2.0,2.0,2.0
3543,1,6.0,500.0,0.012,32.0,1.0666666666666667,55.60000000000001,33.33333333333333,278.0,33.33333333333333,66.66666666666666,222.0,6.4,2.0,32.0,4.0,2.0,2.0
3547,1,9.0,406.0,0.022167487684729065,14.0,0.38314176245210724,62.5615763546798,66.66666666666666,254.0,0.0,33.33333333333333,73.0,3.4482758620689653,6.0,14.0,3.0,0.0,3.0
3548,1,4.0,27.0,0.14814814814814814,0.0,0.0,44.44444444444444,50.0,12.0,0.0,50.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0
3549,1,71.0,841.0,0.08442330558858502,0.0,0.0,37.69322235434007,98.59154929577466,317.0,0.0,1.4084507042253522,55.0,0.0,70.0,0.0,1.0,0.0,4.0
125920,1,13.0,500.0,0.026,835.0,12.846153846153847,57.99999999999999,7.6923076923076925,290.0,7.6923076923076925,92.3076923076923,210.0,80.2,1.0,401.0,12.0,1.0,2.0
125921,1,8.0,500.0,0.016,0.0,0.0,11.4,87.5,57.0,0.0,12.5,37.0,0.0,7.0,0.0,1.0,0.0,10.0
3554,1,33.0,180.0,0.18333333333333332,0.0,0.0,86.11111111111111,18.181818181818183,155.0,69.6969696969697,81.81818181818183,25.0,0.0,6.0,0.0,27.0,23.0,2.0
3555,1,3.0,250.0,0.012,0.0,0.0,50.0,66.66666666666666,125.0,33.33333333333333,33.33333333333333,125.0,0.0,2.0,0.0,1.0,1.0,2.0
125922,1,41.0,5500.0,0.007454545454545454,0.0,0.0,9.090909090909092,97.5609756097561,500.0,0.0,2.4390243902439024,500.0,0.0,40.0,0.0,1.0,0.0,11.0
3557,1,15.0,340.0,0.04411764705882353,834.0,16.35294117647059,52.05882352941177,80.0,177.0,13.333333333333334,20.0,163.0,67.05882352941175,12.0,228.0,3.0,2.0,2.0
