@RELATION feature_values_premarshalling_astar_2013

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE stacks NUMERIC
@ATTRIBUTE tiers NUMERIC
@ATTRIBUTE stack-tier-ratio NUMERIC
@ATTRIBUTE container-density NUMERIC
@ATTRIBUTE empty-stack-pct NUMERIC
@ATTRIBUTE overstowing-stack-pct NUMERIC
@ATTRIBUTE overstowing-2cont-stack-pct NUMERIC
@ATTRIBUTE group-same-min NUMERIC
@ATTRIBUTE group-same-max NUMERIC
@ATTRIBUTE group-same-mean NUMERIC
@ATTRIBUTE group-same-stdev NUMERIC
@ATTRIBUTE top-good-min NUMERIC
@ATTRIBUTE top-good-max NUMERIC
@ATTRIBUTE top-good-mean NUMERIC
@ATTRIBUTE top-good-stdev NUMERIC
@ATTRIBUTE overstowage-pct NUMERIC
@ATTRIBUTE bflb NUMERIC
@ATTRIBUTE left-density NUMERIC
@ATTRIBUTE tier-weighted-groups NUMERIC
@ATTRIBUTE avg-l1-top-left-lg-group NUMERIC
@ATTRIBUTE cont-empty-grt-estack NUMERIC
@ATTRIBUTE pct-bottom-pct-on-top NUMERIC

@DATA
BF23_cpmp_20_5_80_32_48_12,1,20,5,0.25,0.8,0,0.9,0.947368,0,6,2.42424,1.20681,2,28,10.7778,7.32997,0.48,49,0.185612,0.466296,0.588889,0,0.1
BF23_cpmp_20_5_80_32_48_15,1,20,5,0.25,0.8,0,0.8,0.842105,0,5,2.42424,0.922129,2,30,14.3125,7.48932,0.48,51,0.0129496,0.527744,0.833333,0,0
BF23_cpmp_20_5_80_32_48_16,1,20,5,0.25,0.8,0,0.9,0.947368,0,7,2.42424,1.39328,2,28,11.8889,7.68757,0.48,51,0.299281,0.494562,0.75,0,0
BF23_cpmp_20_5_80_32_48_18,1,20,5,0.25,0.8,0,0.65,0.764706,0,5,2.42424,1.25602,2,24,15.0769,8.21314,0.48,51,0.195683,0.499714,0.333333,0,0
BF23_cpmp_20_5_80_32_48_3,1,20,5,0.25,0.8,0,0.85,0.894737,0,4,2.42424,0.888659,3,27,11.1765,6.51907,0.48,51,0.0848921,0.476599,0.677778,0,0.1
BF23_cpmp_20_5_80_32_48_4,1,20,5,0.25,0.8,0,0.75,0.789474,0,5,2.42424,0.922129,2,25,12.3333,7.28164,0.48,50,0.105036,0.50569,0.506667,0,0
BF23_cpmp_20_5_80_32_48_6,1,20,5,0.25,0.8,0.05,0.85,0.944444,0,6,2.42424,1.41486,5,23,14.3529,5.38998,0.48,50,0.430216,0.511987,0.5,0.05,0
BF23_cpmp_20_5_80_32_48_7,1,20,5,0.25,0.8,0,0.75,0.833333,0,5,2.42424,1.04534,2,25,13.6667,7.11493,0.48,51,0.0057554,0.498889,0.533333,0,0
BF24_cpmp_20_5_80_32_60_13,1,20,5,0.25,0.8,0,0.85,1,0,4,2.42424,0.853879,2,26,11.8235,8.13298,0.6,64,0.368345,0.459091,0.575,0,0.1
BF24_cpmp_20_5_80_32_60_17,1,20,5,0.25,0.8,0.15,0.8,1,0,4,2.42424,0.779678,4,30,15.125,7.43198,0.6,60,0.258993,0.459091,0.488889,0.16,0
BF24_cpmp_20_5_80_32_60_2,1,20,5,0.25,0.8,0.1,0.8,1,0,5,2.42424,0.888659,2,32,14.625,7.40671,0.6,61,0.0920863,0.456582,0.55,0.1,0.15
BF24_cpmp_20_5_80_32_60_8,1,20,5,0.25,0.8,0.2,0.8,1,0,5,2.42424,1.1018,2,27,13.375,7.61475,0.6,60,0.381295,0.440522,0.683333,0.2,0.1
BF25_cpmp_20_8_96_20_58_20,1,20,8,0.4,0.6,0,0.8,0.842105,0,9,4.57143,1.56057,2,13,6.875,3.70599,0.3625,62,0.397482,0.475134,0.458333,0,0
BF26_cpmp_20_8_96_20_72_5,1,20,8,0.4,0.6,0.2,0.6,0.923077,0,8,4.57143,1.62045,2,17,9.91667,4.99096,0.45,72,0.338129,0.405466,0.649306,0.34375,0
BF27_cpmp_20_8_96_39_58_12,1,20,8,0.4,0.6,0,0.8,0.842105,0,4,2.4,0.830662,3,27,15.25,7.70146,0.3625,59,0.304856,0.451712,0.736111,0,0.05
BF27_cpmp_20_8_96_39_58_6,1,20,8,0.4,0.6,0,0.8,0.8,0,4,2.4,0.860233,2,34,14.5625,10.1794,0.3625,60,0.357914,0.449005,0.583333,0,0
BF27_cpmp_20_8_96_39_58_9,1,20,8,0.4,0.6,0,0.9,0.947368,0,5,2.4,0.943398,2,30,15.0556,8.2964,0.3625,61,0.609712,0.458776,0.569444,0,0
BF28_cpmp_20_8_96_39_72_19,1,20,8,0.4,0.6,0.05,0.7,1,0,6,2.4,1.09087,2,32,16.7857,9.88634,0.45,72,0.198741,0.413438,0.701389,0.18125,0
BF3_cpmp_16_5_48_20_29_1,1,16,5,0.3125,0.6,0.1875,0.6875,0.916667,0,6,2.28571,1.45219,3,15,8.45455,3.82251,0.3625,29,0.7,0.391005,0.346154,0.3,0.125
BF3_cpmp_16_5_48_20_29_11,1,16,5,0.3125,0.6,0.125,0.5625,0.9,0,3,2.28571,0.764875,2,18,8.22222,4.91659,0.3625,29,0.06,0.387401,0.628205,0.3625,0
BF3_cpmp_16_5_48_20_29_13,1,16,5,0.3125,0.6,0.125,0.625,0.909091,0,4,2.28571,0.933139,2,14,8.5,3.98121,0.3625,29,0.688889,0.433499,0.75,0.3375,0.0625
BF3_cpmp_16_5_48_20_29_14,1,16,5,0.3125,0.6,0.0625,0.75,0.923077,0,5,2.28571,1.16058,3,17,7.33333,3.85861,0.3625,30,0.395556,0.405853,0.525641,0.3,0
BF3_cpmp_16_5_48_20_29_16,1,16,5,0.3125,0.6,0.0625,0.5625,0.9,0,5,2.28571,1.07539,2,19,10.1111,5.25874,0.3625,29,0.197778,0.401918,0.519231,0.1125,0
BF3_cpmp_16_5_48_20_29_19,1,16,5,0.3125,0.6,0,0.625,0.833333,0,6,2.28571,1.20091,3,12,6.6,2.69072,0.3625,30,0.162222,0.375595,0.596154,0,0
BF3_cpmp_16_5_48_20_29_20,1,16,5,0.3125,0.6,0.1875,0.625,0.909091,0,5,2.28571,0.982846,2,19,7.3,4.98096,0.3625,29,0.5,0.361905,0.403846,0.3125,0
BF3_cpmp_16_5_48_20_29_3,1,16,5,0.3125,0.6,0.0625,0.5625,0.818182,0,5,2.28571,0.982846,2,12,6.44444,3.49956,0.3625,29,0.473333,0.40043,0.711538,0.175,0
BF3_cpmp_16_5_48_20_29_5,1,16,5,0.3125,0.6,0.1875,0.6875,0.916667,0,4,2.28571,0.824786,3,19,8.09091,5.16024,0.3625,29,0.446667,0.398181,0.589744,0.275,0.0625
BF3_cpmp_16_5_48_20_29_6,1,16,5,0.3125,0.6,0.125,0.625,0.909091,0,4,2.28571,0.933139,3,18,9.6,5.08331,0.3625,29,0.551111,0.418618,0.487179,0.125,0
BF3_cpmp_16_5_48_20_29_8,1,16,5,0.3125,0.6,0.1875,0.75,1,0,4,2.28571,0.824786,2,18,9.08333,4.78641,0.3625,29,0.417778,0.380423,0.634615,0.35,0.0625
BF3_cpmp_16_5_48_20_29_9,1,16,5,0.3125,0.6,0.0625,0.625,1,0,4,2.28571,0.880631,2,10,5.5,2.94109,0.3625,29,0.637778,0.393618,0.692308,0.225,0.0625
BF4_cpmp_16_5_48_20_36_1,1,16,5,0.3125,0.6,0.375,0.625,1,0,4,2.28571,0.764875,3,14,8.1,3.7,0.45,36,0.1,0.331052,0.576923,0.4,0.0625
BF4_cpmp_16_5_48_20_36_10,1,16,5,0.3125,0.6,0.375,0.625,1,0,5,2.28571,0.933139,4,19,10,4.51664,0.45,36,0.433333,0.345536,0.653846,0.4,0
BF4_cpmp_16_5_48_20_36_11,1,16,5,0.3125,0.6,0.375,0.625,1,0,5,2.28571,0.933139,2,13,7,2.93258,0.45,36,0.144444,0.325959,0.717949,0.375,0.0625
BF4_cpmp_16_5_48_20_36_13,1,16,5,0.3125,0.6,0.3125,0.625,1,0,7,2.28571,1.35023,3,19,9.3,5.38609,0.45,36,0.144444,0.354464,0.807692,0.35,0.3125
BF4_cpmp_16_5_48_20_36_14,1,16,5,0.3125,0.6,0.375,0.625,1,0,5,2.28571,1.11879,3,19,13.4,5.04381,0.45,36,0.422222,0.394081,0.615385,0.375,0.0625
BF4_cpmp_16_5_48_20_36_15,1,16,5,0.3125,0.6,0.3125,0.625,1,0,6,2.28571,1.20091,2,19,9.3,5.9,0.45,36,0.666667,0.368651,0.403846,0.375,0
BF4_cpmp_16_5_48_20_36_16,1,16,5,0.3125,0.6,0.375,0.625,1,0,4,2.28571,0.880631,3,19,12.4,5.0636,0.45,36,0.377778,0.377712,0.423077,0.375,0.0625
BF4_cpmp_16_5_48_20_36_17,1,16,5,0.3125,0.6,0.3125,0.625,1,0,4,2.28571,0.982846,3,19,9.7,4.38292,0.45,36,0.655556,0.373578,0.730769,0.4,0.125
BF4_cpmp_16_5_48_20_36_18,1,16,5,0.3125,0.6,0.3125,0.625,1,0,5,2.28571,0.933139,2,19,7.1,4.65725,0.45,36,0.357778,0.343684,0.333333,0.35,0.1875
BF4_cpmp_16_5_48_20_36_19,1,16,5,0.3125,0.6,0.25,0.5625,1,0,4,2.28571,1.11879,4,18,9.77778,4.02155,0.45,36,0.746667,0.384259,0.423077,0.35,0.125
BF4_cpmp_16_5_48_20_36_2,1,16,5,0.3125,0.6,0.3125,0.5625,0.9,0,4,2.28571,0.933139,4,20,10.4444,4.78681,0.45,36,0.704444,0.371759,0.596154,0.35,0.125
BF4_cpmp_16_5_48_20_36_20,1,16,5,0.3125,0.6,0.25,0.6875,1,0,6,2.28571,1.27775,2,18,10.3636,5.26174,0.45,36,0.36,0.405721,0.692308,0.3375,0
BF4_cpmp_16_5_48_20_36_3,1,16,5,0.3125,0.6,0.3125,0.6875,1,0,4,2.28571,0.933139,2,20,10.0909,5.40125,0.45,36,0.155556,0.354001,0.692308,0.3625,0.0625
BF4_cpmp_16_5_48_20_36_5,1,16,5,0.3125,0.6,0.3125,0.625,1,0,8,2.28571,1.54744,2,14,6.4,3.87814,0.45,36,0.722222,0.334987,0.634615,0.3625,0.0625
BF4_cpmp_16_5_48_20_36_6,1,16,5,0.3125,0.6,0.25,0.625,1,0,3,2.28571,0.699854,2,19,10.4,5.62494,0.45,36,0.302222,0.384028,0.371795,0.2875,0.1875
BF4_cpmp_16_5_48_20_36_7,1,16,5,0.3125,0.6,0.375,0.625,1,0,4,2.28571,0.824786,2,16,7.1,4.32319,0.45,36,0.495556,0.311574,0.711538,0.4,0.125
BF4_cpmp_16_5_48_20_36_8,1,16,5,0.3125,0.6,0.25,0.6875,1,0,4,2.28571,0.982846,2,16,7.90909,4.58167,0.45,36,0.784444,0.346263,0.884615,0.3875,0.0625
BF4_cpmp_16_5_48_20_36_9,1,16,5,0.3125,0.6,0.25,0.5625,1,0,4,2.28571,0.764875,2,18,9.66667,5.22813,0.45,36,0.277778,0.359425,0.730769,0.4,0.0625
BF5_cpmp_16_5_64_13_39_1,1,16,5,0.3125,0.8,0,0.8125,0.8125,0,7,4.57143,1.54524,2,10,4.46154,2.27411,0.4875,42,0.14,0.526687,0.707692,0,0.0625
BF5_cpmp_16_5_64_13_39_10,1,16,5,0.3125,0.8,0.0625,0.8125,1,0,7,4.57143,1.4983,3,13,6.53846,2.46874,0.4875,39,0.242222,0.505308,0.528846,0.1125,0.0625
BF5_cpmp_16_5_64_13_39_11,1,16,5,0.3125,0.8,0,0.8125,0.8125,0,7,4.57143,1.44984,2,10,5.46154,2.4997,0.4875,42,0.18,0.519246,0.669231,0,0.0625
BF5_cpmp_16_5_64_13_39_12,1,16,5,0.3125,0.8,0,0.75,0.857143,0,7,4.57143,1.63507,2,12,6.25,3.4187,0.4875,41,0.115556,0.53497,0.438462,0,0.0625
BF5_cpmp_16_5_64_13_39_14,1,16,5,0.3125,0.8,0,0.875,0.875,0,9,4.57143,1.80136,2,13,7.07143,3.32661,0.4875,41,0.293333,0.566419,0.338462,0,0
BF5_cpmp_16_5_64_13_39_15,1,16,5,0.3125,0.8,0.0625,0.9375,1,0,6,4.57143,1.34771,2,13,6.2,3.03754,0.4875,40,0.355556,0.527232,0.569231,0.075,0
BF5_cpmp_16_5_64_13_39_17,1,16,5,0.3125,0.8,0,0.875,0.875,0,6,4.57143,1.44984,2,12,5.78571,3.38439,0.4875,42,0.108889,0.540476,0.461538,0,0.0625
BF5_cpmp_16_5_64_13_39_2,1,16,5,0.3125,0.8,0.0625,0.9375,1,0,10,4.57143,2.16182,2,13,7,3.01109,0.4875,40,0.111111,0.555704,0.410256,0.075,0.0625
BF5_cpmp_16_5_64_13_39_20,1,16,5,0.3125,0.8,0,0.875,0.933333,0,6,4.57143,1.39971,2,13,5.85714,3.77694,0.4875,40,0.106667,0.540327,0.592308,0,0.125
BF5_cpmp_16_5_64_13_39_3,1,16,5,0.3125,0.8,0,0.75,0.923077,0,6,4.57143,1.4983,3,10,5.58333,2.25308,0.4875,40,0.186667,0.530952,0.538462,0,0.125
BF5_cpmp_16_5_64_13_39_4,1,16,5,0.3125,0.8,0,0.8125,0.928571,0,6,4.57143,1.44984,3,12,6.76923,2.57664,0.4875,40,0.557778,0.557143,0.638462,0,0.1875
BF5_cpmp_16_5_64_13_39_5,1,16,5,0.3125,0.8,0.0625,0.875,0.933333,0,7,4.57143,1.54524,2,10,5.85714,2.79942,0.4875,41,0.0555556,0.54122,0.551282,0.1625,0.0625
BF5_cpmp_16_5_64_13_39_8,1,16,5,0.3125,0.8,0,0.75,0.75,0,6,4.57143,1.34771,2,11,5.41667,2.92855,0.4875,41,0.111111,0.516369,0.548077,0,0
BF5_cpmp_16_5_64_13_39_9,1,16,5,0.3125,0.8,0,0.875,0.875,0,9,4.57143,1.76126,2,12,5.85714,3.09047,0.4875,41,0.00888889,0.524901,0.692308,0,0.0625
BF6_cpmp_16_5_64_13_48_1,1,16,5,0.3125,0.8,0.1875,0.8125,1,0,7,4.57143,1.63507,3,13,7.30769,3.24356,0.6,48,0.286667,0.498909,0.692308,0.1875,0.125
BF6_cpmp_16_5_64_13_48_11,1,16,5,0.3125,0.8,0.1875,0.8125,1,0,7,4.57143,1.63507,2,11,6.30769,3.098,0.6,48,0.186667,0.470337,0.5,0.1875,0
BF6_cpmp_16_5_64_13_48_12,1,16,5,0.3125,0.8,0.1875,0.8125,1,0,6,4.57143,1.59079,2,11,5.69231,2.64239,0.6,50,0.0444444,0.456448,0.394231,0.1875,0
BF6_cpmp_16_5_64_13_48_13,1,16,5,0.3125,0.8,0.1875,0.8125,1,0,7,4.57143,1.63507,2,12,5.07692,2.99901,0.6,50,0.0444444,0.426538,0.357143,0.2,0.0625
BF6_cpmp_16_5_64_13_48_15,1,16,5,0.3125,0.8,0.125,0.8125,1,0,7,4.57143,1.54524,2,12,6.53846,3.00296,0.6,48,0.251111,0.496875,0.592308,0.1875,0
BF6_cpmp_16_5_64_13_48_16,1,16,5,0.3125,0.8,0.125,0.875,1,0,6,4.57143,1.39971,3,10,6.35714,2.02157,0.6,50,0,0.505853,0.519231,0.1625,0.125
BF6_cpmp_16_5_64_13_48_17,1,16,5,0.3125,0.8,0.125,0.8125,1,0,7,4.57143,1.4983,2,13,6.38462,3.4981,0.6,49,0,0.493899,0.515385,0.15,0
BF6_cpmp_16_5_64_13_48_18,1,16,5,0.3125,0.8,0.0625,0.8125,1,0,7,4.57143,1.4983,2,10,5.53846,2.53029,0.6,50,0.0444444,0.502877,0.492308,0.0625,0
BF6_cpmp_16_5_64_13_48_19,1,16,5,0.3125,0.8,0.1875,0.8125,1,0,7,4.57143,1.59079,2,12,7,3.50823,0.6,48,0.0444444,0.483879,0.326923,0.2,0.125
BF6_cpmp_16_5_64_13_48_2,1,16,5,0.3125,0.8,0.1875,0.8125,1,0,6,4.57143,1.39971,2,11,6.38462,2.70437,0.6,48,0.322222,0.477282,0.509615,0.2,0.0625
BF6_cpmp_16_5_64_13_48_3,1,16,5,0.3125,0.8,0.1875,0.8125,1,0,7,4.57143,1.59079,2,10,6.76923,2.72182,0.6,49,0.00888889,0.495288,0.615385,0.1875,0.125
BF6_cpmp_16_5_64_13_48_4,1,16,5,0.3125,0.8,0.125,0.8125,1,0,8,4.57143,1.72023,2,13,5.69231,3.47263,0.6,49,0.357778,0.477579,0.569231,0.125,0
BF6_cpmp_16_5_64_13_48_6,1,16,5,0.3125,0.8,0.1875,0.8125,1,0,8,4.57143,1.63507,2,12,6.30769,3.42804,0.6,48,0.4,0.475694,0.692308,0.1875,0
BF6_cpmp_16_5_64_13_48_7,1,16,5,0.3125,0.8,0.1875,0.8125,1,0,6,4.57143,1.44984,2,10,6,2.48069,0.6,49,0.177778,0.471032,0.451923,0.1875,0
BF6_cpmp_16_5_64_13_48_8,1,16,5,0.3125,0.8,0.1875,0.8125,1,0,7,4.57143,1.59079,2,13,7.07692,3.09991,0.6,48,0.0355556,0.475248,0.553846,0.1875,0.0625
BF6_cpmp_16_5_64_13_48_9,1,16,5,0.3125,0.8,0.125,0.8125,1,0,8,4.57143,1.76126,3,12,7.15385,3.25449,0.6,48,0.277778,0.515823,0.628205,0.15,0.25
BF7_cpmp_16_5_64_26_39_1,1,16,5,0.3125,0.8,0,0.8125,0.928571,0,5,2.37037,0.948611,2,21,9.61538,6.43952,0.4875,41,0.168889,0.525643,0.615385,0,0.1875
BF7_cpmp_16_5_64_26_39_10,1,16,5,0.3125,0.8,0,0.875,0.875,0,5,2.37037,1.09369,2,18,8.85714,5.02646,0.4875,42,0.171111,0.465484,0.653846,0,0
BF7_cpmp_16_5_64_26_39_11,1,16,5,0.3125,0.8,0,0.8125,0.8125,0,4,2.37037,0.908729,3,21,10.0769,5.52563,0.4875,42,0.255556,0.511677,0.461538,0,0.1875
BF7_cpmp_16_5_64_26_39_12,1,16,5,0.3125,0.8,0,0.8125,0.928571,0,5,2.37037,1.02372,2,21,9.61538,6.58131,0.4875,41,0.248889,0.474949,0.307692,0,0
BF7_cpmp_16_5_64_26_39_13,1,16,5,0.3125,0.8,0,0.875,0.875,0,5,2.37037,1.09369,2,21,11.4286,5.76584,0.4875,41,0.131111,0.533668,0.397436,0,0
BF7_cpmp_16_5_64_26_39_14,1,16,5,0.3125,0.8,0.125,0.875,1,0,4,2.37037,0.908729,2,22,9.64286,6.76765,0.4875,40,0.128889,0.478524,0.423077,0.1625,0.125
BF7_cpmp_16_5_64_26_39_15,1,16,5,0.3125,0.8,0,0.875,0.933333,0,4,2.37037,0.823189,2,23,10.5,6.75859,0.4875,41,0.462222,0.462603,0.538462,0,0.25
BF7_cpmp_16_5_64_26_39_16,1,16,5,0.3125,0.8,0,0.75,0.857143,0,4,2.37037,0.908729,2,20,9.75,5.44862,0.4875,41,0.162222,0.488066,0.634615,0,0
BF7_cpmp_16_5_64_26_39_17,1,16,5,0.3125,0.8,0,0.8125,0.8125,0,5,2.37037,1.09369,3,17,8.07692,4.74685,0.4875,43,0.306667,0.502315,0.519231,0,0
BF7_cpmp_16_5_64_26_39_19,1,16,5,0.3125,0.8,0,0.9375,1,0,4,2.37037,0.823189,2,20,10.6667,4.86712,0.4875,40,0.271111,0.516461,0.538462,0,0
BF7_cpmp_16_5_64_26_39_2,1,16,5,0.3125,0.8,0,0.9375,0.9375,0,4,2.37037,0.948611,2,24,10.2,7.13863,0.4875,41,0.244444,0.507305,0.5,0,0.1875
BF7_cpmp_16_5_64_26_39_20,1,16,5,0.3125,0.8,0.0625,0.875,1,0,5,2.37037,0.986882,3,19,9.21429,5.14335,0.4875,41,0.266667,0.46659,0.442308,0.0625,0
BF7_cpmp_16_5_64_26_39_3,1,16,5,0.3125,0.8,0,0.9375,0.9375,0,5,2.37037,1.05929,3,24,10.2667,6.15864,0.4875,43,0.433333,0.485545,0.692308,0,0.125
BF7_cpmp_16_5_64_26_39_6,1,16,5,0.3125,0.8,0,0.875,0.933333,0,5,2.37037,1.15944,2,21,10.3571,5.65189,0.4875,41,0.146667,0.504758,0.634615,0,0
BF7_cpmp_16_5_64_26_39_7,1,16,5,0.3125,0.8,0,0.875,0.933333,0,4,2.37037,0.823189,2,19,9.21429,4.94511,0.4875,42,0.304444,0.507536,0.692308,0,0.125
BF7_cpmp_16_5_64_26_39_8,1,16,5,0.3125,0.8,0,0.8125,0.866667,0,4,2.37037,0.908729,3,21,10.9231,6.14519,0.4875,42,0.328889,0.500952,0.653846,0,0
BF8_cpmp_16_5_64_26_48_1,1,16,5,0.3125,0.8,0.125,0.875,1,0,6,2.37037,1.41809,2,21,13.2143,6.24704,0.6,50,0.0977778,0.476543,0.602564,0.15,0
BF8_cpmp_16_5_64_26_48_11,1,16,5,0.3125,0.8,0.125,0.875,1,0,5,2.37037,0.948611,2,25,12.7857,7.07287,0.6,48,0.195556,0.493416,0.641026,0.125,0.125
BF8_cpmp_16_5_64_26_48_12,1,16,5,0.3125,0.8,0.125,0.8125,1,0,4,2.37037,0.776895,2,20,9.15385,5.15672,0.6,49,0.08,0.421399,0.75,0.125,0.0625
BF8_cpmp_16_5_64_26_48_17,1,16,5,0.3125,0.8,0.125,0.8125,1,0,4,2.37037,0.908729,2,25,12.1538,7.02573,0.6,48,0.177778,0.468879,0.615385,0.125,0.1875
BF8_cpmp_16_5_64_26_48_20,1,16,5,0.3125,0.8,0.125,0.8125,1,0,4,2.37037,0.823189,2,26,12.1538,7.38862,0.6,48,0.197778,0.462551,0.653846,0.1375,0.125
BF8_cpmp_16_5_64_26_48_4,1,16,5,0.3125,0.8,0.1875,0.8125,1,0,5,2.37037,0.823189,4,24,14,6.57501,0.6,48,0.4,0.474434,0.365385,0.1875,0.25
BF8_cpmp_16_5_64_26_48_5,1,16,5,0.3125,0.8,0.125,0.8125,1,0,5,2.37037,1.15944,2,24,13.2308,6.84053,0.6,48,0.186667,0.483796,0.538462,0.125,0.1875
BF8_cpmp_16_5_64_26_48_6,1,16,5,0.3125,0.8,0.0625,0.875,1,0,4,2.37037,0.823189,2,26,11.4286,6.74764,0.6,49,0.1,0.481507,0.403846,0.1125,0.0625
BF8_cpmp_16_5_64_26_48_7,1,16,5,0.3125,0.8,0.0625,0.8125,1,0,6,2.37037,1.02372,2,22,11.5385,6.75523,0.6,50,0.226667,0.473843,0.5,0.0625,0
BF9_cpmp_16_8_77_16_47_1,1,16,8,0.5,0.601562,0,0.75,0.75,0,9,4.52941,2.40386,2,12,6.91667,3.6391,0.367188,49,0.109722,0.431014,0.552083,0,0
BF9_cpmp_16_8_77_16_47_10,1,16,8,0.5,0.601562,0,0.75,0.75,0,6,4.52941,1.33362,2,16,6.58333,4.27119,0.367188,48,0.406944,0.480427,0.585938,0,0.0625
BF9_cpmp_16_8_77_16_47_12,1,16,8,0.5,0.601562,0,0.75,0.8,0,7,4.52941,1.71902,2,15,5.66667,3.61325,0.367188,49,0.4375,0.420296,0.53125,0,0
BF9_cpmp_16_8_77_16_47_3,1,16,8,0.5,0.601562,0,0.875,0.875,0,6,4.52941,1.28876,2,10,5.64286,2.43801,0.367188,51,0.359722,0.457475,0.53125,0,0
BF9_cpmp_16_8_77_16_47_4,1,16,8,0.5,0.601562,0,0.8125,0.866667,0,7,4.52941,1.4191,2,13,6.46154,3.34239,0.367188,48,0.333333,0.473669,0.65625,0,0
BF9_cpmp_16_8_77_16_47_6,1,16,8,0.5,0.601562,0,0.875,0.875,0,6,4.52941,1.4191,2,13,6.42857,3.7362,0.367188,49,0.301389,0.438523,0.695312,0,0
BF9_cpmp_16_8_77_16_47_7,1,16,8,0.5,0.601562,0,0.875,0.875,0,8,4.52941,1.81878,2,11,5.78571,2.54049,0.367188,51,0.255556,0.485864,0.541667,0,0.125
BF9_cpmp_16_8_77_16_47_8,1,16,8,0.5,0.601562,0,0.9375,0.9375,0,8,4.52941,1.68445,2,9,4.73333,1.98214,0.367188,51,0.233333,0.435235,0.523438,0,0
LC2a_lc2a_1,1,12,6,0.5,0.694444,0,0.666667,0.727273,0,11,4.54545,3.17271,2,5,3.125,0.780625,0.263889,22,0.376543,0.530794,0.6,0,0
LC2a_lc2a_10,1,12,6,0.5,0.694444,0,0.666667,0.666667,0,9,4.54545,2.46295,3,8,5.625,1.72753,0.263889,21,0.157407,0.583987,0.572917,0,0
LC2a_lc2a_2,1,12,6,0.5,0.694444,0,0.833333,0.833333,0,9,4.54545,2.70903,2,6,4.1,1.22066,0.263889,21,0.527778,0.584369,0.635417,0,0
LC2a_lc2a_3,1,12,6,0.5,0.694444,0,0.75,0.75,0,9,4.54545,2.8079,2,7,3.66667,1.69967,0.263889,21,0.0987654,0.598757,0.736111,0,0
LC2a_lc2a_4,1,12,6,0.5,0.694444,0,0.916667,0.916667,0,8,4.54545,2.14746,2,6,4,1.2792,0.263889,22,0.160494,0.534554,0.708333,0,0
LC2a_lc2a_5,1,12,6,0.5,0.694444,0,0.75,0.75,0,9,4.54545,2.49959,2,5,3.44444,1.06574,0.263889,22,0.166667,0.538315,0.631944,0,0
LC2a_lc2a_7,1,12,6,0.5,0.694444,0,0.666667,0.666667,0,8,4.54545,2.27091,2,7,3.5,1.58114,0.263889,21,0.398148,0.53717,0.675,0,0
LC2b_lc2b_1,1,12,6,0.5,0.694444,0,0.833333,1,0,14,4.54545,3.4997,2,8,4.2,1.66132,0.486111,37,0.364198,0.438631,0.652778,0,0
LC2b_lc2b_2,1,12,6,0.5,0.694444,0,0.833333,0.909091,0,9,4.54545,2.14746,2,10,4.4,2.2891,0.486111,37,0.435185,0.483159,0.645833,0,0
LC2b_lc2b_3,1,12,6,0.5,0.694444,0,1,1,0,9,4.54545,2.74238,2,8,4.16667,2.11476,0.486111,39,0.280864,0.508393,0.482143,0,0
LC2b_lc2b_4,1,12,6,0.5,0.694444,0.0833333,0.833333,0.909091,0,7,4.54545,1.87634,3,8,5.4,1.74356,0.486111,37,0.648148,0.526433,0.613095,0.125,0
LC2b_lc2b_5,1,12,6,0.5,0.694444,0.0833333,0.833333,1,0,8,4.54545,2.34961,2,10,5.1,2.07123,0.486111,38,0.512346,0.517931,0.45,0.0972222,0
LC2b_lc2b_6,1,12,6,0.5,0.694444,0.0833333,0.833333,1,0,10,4.54545,2.70903,2,7,5,1.34164,0.486111,37,0.138889,0.485775,0.527778,0.222222,0
LC2b_lc2b_7,1,12,6,0.5,0.694444,0.0833333,0.833333,1,0,6,4.54545,1.61604,2,5,3,1.18322,0.486111,38,0.265432,0.432854,0.28125,0.0972222,0
LC2b_lc2b_9,1,12,6,0.5,0.694444,0,0.75,0.9,0,8,4.54545,1.82725,2,9,5,2.66667,0.486111,36,0.145062,0.483486,0.65,0,0
LC3a_lc3a_1,1,12,6,0.5,0.75,0,0.583333,0.583333,0,9,4.90909,2.31417,2,9,4.71429,2.6573,0.277778,21,0.160494,0.591999,0.803571,0,0
LC3a_lc3a_10,1,12,6,0.5,0.75,0,0.75,0.75,0,9,4.90909,2.50289,3,7,4.66667,1.24722,0.277778,22,0.151235,0.596359,0.729167,0,0
LC3a_lc3a_3,1,12,6,0.5,0.75,0,0.666667,0.666667,0,9,4.90909,2.31417,2,6,3.875,1.16592,0.277778,22,0.435185,0.58148,0.576389,0,0
LC3a_lc3a_4,1,12,6,0.5,0.75,0,0.75,0.75,0,8,4.90909,2.50289,2,7,3.77778,1.6178,0.277778,21,0.287037,0.576848,0.660714,0,0
LC3a_lc3a_6,1,12,6,0.5,0.75,0,0.75,0.75,0,8,4.90909,2.02056,2,6,3.55556,1.42292,0.277778,22,0.169753,0.548834,0.691667,0,0
LC3a_lc3a_7,1,12,6,0.5,0.75,0,0.916667,0.916667,0,9,4.90909,2.67835,2,8,3.54545,1.67134,0.277778,22,0.111111,0.520929,0.597222,0,0
