@RELATION ALGORITHM_RUNS_Machine_Learning_UCI_WEKA_defaults

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE algorithm STRING
@ATTRIBUTE build_cpu_time NUMERIC 
@ATTRIBUTE build_memory NUMERIC
@ATTRIBUTE predictive_accuracy NUMERIC 
@ATTRIBUTE root_mean_squared_not_applicable NUMERIC 
@ATTRIBUTE mean_absolute_not_applicable NUMERIC
@ATTRIBUTE runstatus {ok, timeout, memout, not_applicable}

@DATA
anneal,2,weka.ConjunctiveRule(1.10),0.9700,207072,0.7706,0.2415,0.1166,ok
anneal,3,weka.ConjunctiveRule(1.10),0.3300,98296,0.7940,0.2254,0.1011,ok
anneal,4,weka.ConjunctiveRule(1.10),0.7100,213832,0.7706,0.2253,0.1013,ok
anneal,5,weka.ConjunctiveRule(1.10),0.4300,142944,0.7572,0.2388,0.1131,ok
anneal,6,weka.ConjunctiveRule(1.10),0.4900,72896,0.7929,0.2296,0.1046,ok
anneal,7,weka.ConjunctiveRule(1.10),0.7600,235472,0.7695,0.2392,0.1132,ok
anneal,8,weka.ConjunctiveRule(1.10),0.5900,207504,0.7884,0.2346,0.1090,ok
anneal,9,weka.ConjunctiveRule(1.10),0.5300,113376,0.7795,0.2299,0.1051,ok
anneal,10,weka.ConjunctiveRule(1.10),0.7100,230912,0.7706,0.2354,0.1106,ok
anneal,11,weka.ConjunctiveRule(1.10),0.5000,213416,0.7695,0.2354,0.1094,ok
anneal,12,weka.ConjunctiveRule(1.10),0.6600,212408,0.7706,0.2345,0.1096,ok
anneal,13,weka.ConjunctiveRule(1.10),0.5000,122808,0.7684,0.2392,0.1131,ok
anneal,14,weka.ConjunctiveRule(1.10),0.4800,70584,0.7684,0.2351,0.1097,ok
anneal,15,weka.ConjunctiveRule(1.10),0.4600,126536,0.7739,0.2345,0.1093,ok
anneal,16,weka.ConjunctiveRule(1.10),0.8700,247776,0.7628,0.2352,0.1102,ok
anneal,17,weka.ConjunctiveRule(1.10),0.8100,253528,0.7829,0.2326,0.1082,ok
anneal,18,weka.ConjunctiveRule(1.10),0.4100,80784,0.7606,0.2394,0.1136,ok
anneal,19,weka.ConjunctiveRule(1.10),0.5400,210648,0.7684,0.2494,0.1237,ok
anneal,20,weka.ConjunctiveRule(1.10),0.4900,212992,0.7706,0.2383,0.1130,ok
anneal,21,weka.ConjunctiveRule(1.10),0.6300,211448,0.7817,0.2291,0.1046,ok
anneal,1,weka.DecisionTable(1.29.2.1),1.4100,17344800,0.9889,0.0610,0.0040,ok
anneal,1,weka.FilteredClassifier(1.20.2.2),0.5700,249456,0.9844,0.0703,0.0065,ok
anneal,1,weka.MultiBoostAB(1.6.2.2),0.4900,988120,0.7984,0.2315,0.0669,ok
anneal,2,weka.MultiBoostAB(1.6.2.2),0.5200,1050810,0.7918,0.2263,0.0661,ok
anneal,3,weka.MultiBoostAB(1.6.2.2),0.4800,1043980,0.7918,0.2301,0.0673,ok
anneal,4,weka.MultiBoostAB(1.6.2.2),0.4700,1042400,0.7984,0.2285,0.0649,ok
anneal,5,weka.MultiBoostAB(1.6.2.2),0.4700,1043980,0.8129,0.2317,0.0659,ok
anneal,6,weka.MultiBoostAB(1.6.2.2),0.4800,1043980,0.8140,0.2277,0.0668,ok
anneal,7,weka.MultiBoostAB(1.6.2.2),0.5500,1049820,0.8207,0.2286,0.0619,ok
anneal,8,weka.MultiBoostAB(1.6.2.2),0.5700,1062970,0.7984,0.2293,0.0649,ok
anneal,9,weka.MultiBoostAB(1.6.2.2),0.7200,1045270,0.7918,0.2275,0.0662,ok
anneal,10,weka.MultiBoostAB(1.6.2.2),0.4800,1043460,0.7918,0.2281,0.0671,ok
anneal,11,weka.MultiBoostAB(1.6.2.2),0.4900,1044440,0.7984,0.2317,0.0665,ok
anneal,12,weka.MultiBoostAB(1.6.2.2),1.3000,1219140,0.7918,0.2270,0.0675,timeout
anneal,13,weka.MultiBoostAB(1.6.2.2),0.4700,1043980,0.8129,0.2270,0.0652,ok
anneal,14,weka.MultiBoostAB(1.6.2.2),0.5000,1043460,0.7984,0.2294,0.0686,ok
anneal,15,weka.MultiBoostAB(1.6.2.2),0.4900,1043830,0.7728,0.2321,0.0693,ok
anneal,16,weka.MultiBoostAB(1.6.2.2),0.5400,1038410,0.7996,0.2272,0.0659,ok
anneal,17,weka.MultiBoostAB(1.6.2.2),0.5000,1045380,0.8073,0.2276,0.0635,ok
anneal,18,weka.MultiBoostAB(1.6.2.2),0.4900,1043460,0.8207,0.2282,0.0627,ok
anneal,19,weka.MultiBoostAB(1.6.2.2),0.5000,1040020,0.7918,0.2288,0.0676,ok
anneal,20,weka.MultiBoostAB(1.6.2.2),0.5200,1067880,0.8062,0.2328,0.0656,ok
anneal,21,weka.MultiBoostAB(1.6.2.2),0.5700,1056220,0.7906,0.2298,0.0670,ok
anneal,1,weka.MultiClassClassifier(1.37.2.2),5.1500,19078100,0.9955,0.3446,0.2568,ok
anneal,2,weka.MultiClassClassifier(1.37.2.2),4.9000,18936200,0.9955,0.3446,0.2568,ok
anneal,3,weka.MultiClassClassifier(1.37.2.2),4.5000,19662900,0.9955,0.3446,0.2568,ok
anneal,4,weka.MultiClassClassifier(1.37.2.2),4.6000,19579800,0.9955,0.3446,0.2568,ok
anneal,5,weka.MultiClassClassifier(1.37.2.2),4.9500,19677400,0.9955,0.3446,0.2568,ok
anneal,6,weka.MultiClassClassifier(1.37.2.2),3.8500,19679100,0.9955,0.3446,0.2568,ok
anneal,7,weka.MultiClassClassifier(1.37.2.2),4.3000,19560400,0.9955,0.3446,0.2568,ok
anneal,8,weka.MultiClassClassifier(1.37.2.2),4.8000,19071300,0.9955,0.3446,0.2568,ok
anneal,9,weka.MultiClassClassifier(1.37.2.2),4.6100,19022200,0.9955,0.3446,0.2568,ok
anneal,10,weka.MultiClassClassifier(1.37.2.2),5.1100,19646500,0.9955,0.3446,0.2568,ok
anneal,11,weka.MultiClassClassifier(1.37.2.2),4.5700,19438400,0.9955,0.3446,0.2568,ok
anneal,12,weka.MultiClassClassifier(1.37.2.2),4.5300,19660600,0.9955,0.3446,0.2568,ok
anneal,13,weka.MultiClassClassifier(1.37.2.2),4.2700,18905700,0.9955,0.3446,0.2568,ok
anneal,14,weka.MultiClassClassifier(1.37.2.2),4.1300,19751200,0.9955,0.3446,0.2568,ok
anneal,15,weka.MultiClassClassifier(1.37.2.2),4.5700,19613600,0.9955,0.3446,0.2568,ok
anneal,16,weka.MultiClassClassifier(1.37.2.2),4.5400,19709100,0.9955,0.3446,0.2568,ok
anneal,17,weka.MultiClassClassifier(1.37.2.2),3.5800,19023900,0.9955,0.3446,0.2568,ok
anneal,18,weka.MultiClassClassifier(1.37.2.2),4.5000,19018500,0.9955,0.3446,0.2568,ok
anneal,19,weka.MultiClassClassifier(1.37.2.2),4.3300,19079000,0.9955,0.3446,0.2568,ok
anneal,20,weka.MultiClassClassifier(1.37.2.2),3.6900,19593400,0.9955,0.3446,0.2568,ok
anneal,21,weka.MultiClassClassifier(1.37.2.2),4.1900,19737200,0.9955,0.3446,0.2568,ok
anneal,1,weka.MultiScheme(1.18.2.1),0.6000,88488,0.7617,0.2582,0.1344,ok
anneal,2,weka.MultiScheme(1.18.2.1),0.6000,96560,0.7617,0.2582,0.1344,ok
anneal,3,weka.MultiScheme(1.18.2.1),0.8000,96816,0.7617,0.2582,0.1344,ok
anneal,4,weka.MultiScheme(1.18.2.1),0.7000,96560,0.7617,0.2582,0.1344,ok
anneal,5,weka.MultiScheme(1.18.2.1),0.7000,96560,0.7617,0.2582,0.1344,ok
anneal,6,weka.MultiScheme(1.18.2.1),0.6000,105464,0.7617,0.2582,0.1344,ok
anneal,7,weka.MultiScheme(1.18.2.1),0.7000,96560,0.7617,0.2582,0.1344,ok
anneal,8,weka.MultiScheme(1.18.2.1),0.6000,96560,0.7617,0.2582,0.1344,ok
anneal,9,weka.MultiScheme(1.18.2.1),0.4000,86080,0.7617,0.2582,0.1344,ok
anneal,10,weka.MultiScheme(1.18.2.1),0.7000,96560,0.7617,0.2582,0.1344,ok
anneal,11,weka.MultiScheme(1.18.2.1),0.5000,91072,0.7617,0.2582,0.1344,ok
anneal,12,weka.MultiScheme(1.18.2.1),0.6000,99800,0.7617,0.2582,0.1344,ok
anneal,13,weka.MultiScheme(1.18.2.1),0.8000,95664,0.7617,0.2582,0.1344,ok
anneal,14,weka.MultiScheme(1.18.2.1),0.6000,96688,0.7617,0.2582,0.1344,ok
anneal,15,weka.MultiScheme(1.18.2.1),0.6000,96560,0.7617,0.2582,0.1344,ok
anneal,16,weka.MultiScheme(1.18.2.1),0.3000,92464,0.7617,0.2582,0.1344,ok
anneal,17,weka.MultiScheme(1.18.2.1),0.4000,90032,0.7617,0.2582,0.1344,ok
anneal,18,weka.MultiScheme(1.18.2.1),0.6000,104496,0.7617,0.2582,0.1344,ok
anneal,19,weka.MultiScheme(1.18.2.1),0.7000,95280,0.7617,0.2582,0.1344,ok
anneal,20,weka.MultiScheme(1.18.2.1),0.6000,96688,0.7617,0.2582,0.1344,ok
anneal,21,weka.MultiScheme(1.18.2.1),0.7000,96560,0.7617,0.2582,0.1344,ok
anneal,1,weka.MultilayerPerceptron(1.2),144.1300,18390700,0.9889,0.0559,0.0047,ok
anneal,1,weka.NaiveBayesSimple(1.13.2.2),?,?,?,?,?,not_applicable
anneal,1,weka.NaiveBayesUpdateable(1.4),0.1700,111192,0.8630,0.2057,0.0505,ok
anneal,1,weka.OrdinalClassClassifier(1.0),0.8300,2474960,0.9844,0.0693,0.0085,ok
anneal,1,weka.RacedIncrementalLogitBoost(1.4.2.2),0.1000,474520,0.7617,0.2582,0.1344,ok
anneal,2,weka.RacedIncrementalLogitBoost(1.4.2.2),0.1000,474520,0.7617,0.2582,0.1344,ok
anneal,3,weka.RacedIncrementalLogitBoost(1.4.2.2),0.1000,474520,0.7617,0.2582,0.1344,ok
anneal,4,weka.RacedIncrementalLogitBoost(1.4.2.2),0.2000,474520,0.7617,0.2582,0.1344,ok
anneal,5,weka.RacedIncrementalLogitBoost(1.4.2.2),0.1000,474520,0.7617,0.2582,0.1344,ok
anneal,6,weka.RacedIncrementalLogitBoost(1.4.2.2),0.3000,480472,0.7617,0.2582,0.1344,ok
anneal,7,weka.RacedIncrementalLogitBoost(1.4.2.2),0.2000,474520,0.7617,0.2582,0.1344,ok
anneal,8,weka.RacedIncrementalLogitBoost(1.4.2.2),0.1000,475864,0.7617,0.2582,0.1344,ok
anneal,9,weka.RacedIncrementalLogitBoost(1.4.2.2),0.2000,474520,0.7617,0.2582,0.1344,ok
anneal,10,weka.RacedIncrementalLogitBoost(1.4.2.2),0.2000,484184,0.7617,0.2582,0.1344,ok
anneal,11,weka.RacedIncrementalLogitBoost(1.4.2.2),0.2000,474520,0.7617,0.2582,0.1344,ok
anneal,12,weka.RacedIncrementalLogitBoost(1.4.2.2),0.2000,488464,0.7617,0.2582,0.1344,ok
anneal,13,weka.RacedIncrementalLogitBoost(1.4.2.2),0.2000,477976,0.7617,0.2582,0.1344,ok
anneal,14,weka.RacedIncrementalLogitBoost(1.4.2.2),0.3000,480368,0.7617,0.2582,0.1344,ok
anneal,15,weka.RacedIncrementalLogitBoost(1.4.2.2),0.1000,474520,0.7617,0.2582,0.1344,ok
anneal,16,weka.RacedIncrementalLogitBoost(1.4.2.2),0.1000,474520,0.7617,0.2582,0.1344,ok
anneal,17,weka.RacedIncrementalLogitBoost(1.4.2.2),0.1000,474520,0.7617,0.2582,0.1344,ok
anneal,18,weka.RacedIncrementalLogitBoost(1.4.2.2),0.2000,478872,0.7617,0.2582,0.1344,ok
anneal,19,weka.RacedIncrementalLogitBoost(1.4.2.2),0.2000,474520,0.7617,0.2582,0.1344,ok
anneal,20,weka.RacedIncrementalLogitBoost(1.4.2.2),0.1000,474520,0.7617,0.2582,0.1344,ok
anneal,21,weka.RacedIncrementalLogitBoost(1.4.2.2),0.2000,474520,0.7617,0.2582,0.1344,ok
anneal,1,weka.SimpleLogistic(1.5.2.1),17.3000,98337504,0.9944,0.0453,0.0059,ok
anneal.ORIG,1,weka.AdaBoostM1(1.24.2.3),0.5000,561304,0.8363,0.2133,0.1202,ok
anneal.ORIG,2,weka.AdaBoostM1(1.24.2.3),0.5400,557992,0.8363,0.2133,0.1202,ok
anneal.ORIG,3,weka.AdaBoostM1(1.24.2.3),0.4900,577056,0.8363,0.2133,0.1202,ok
anneal.ORIG,4,weka.AdaBoostM1(1.24.2.3),0.3800,558568,0.8363,0.2133,0.1202,ok
anneal.ORIG,5,weka.AdaBoostM1(1.24.2.3),0.5200,564344,0.8363,0.2133,0.1202,ok
anneal.ORIG,6,weka.AdaBoostM1(1.24.2.3),0.4500,570448,0.8363,0.2133,0.1202,ok
anneal.ORIG,7,weka.AdaBoostM1(1.24.2.3),0.3800,558568,0.8363,0.2133,0.1202,ok
anneal.ORIG,8,weka.AdaBoostM1(1.24.2.3),0.3700,558568,0.8363,0.2133,0.1202,ok
anneal.ORIG,9,weka.AdaBoostM1(1.24.2.3),0.4000,555832,0.8363,0.2133,0.1202,ok
anneal.ORIG,10,weka.AdaBoostM1(1.24.2.3),0.5100,562792,0.8363,0.2133,0.1202,ok
anneal.ORIG,11,weka.AdaBoostM1(1.24.2.3),0.5300,570328,0.8363,0.2133,0.1202,ok
anneal.ORIG,12,weka.AdaBoostM1(1.24.2.3),0.3700,558568,0.8363,0.2133,0.1202,ok
anneal.ORIG,13,weka.AdaBoostM1(1.24.2.3),0.4800,557816,0.8363,0.2133,0.1202,ok
anneal.ORIG,14,weka.AdaBoostM1(1.24.2.3),0.5700,566688,0.8363,0.2133,0.1202,ok
anneal.ORIG,15,weka.AdaBoostM1(1.24.2.3),0.5000,562448,0.8363,0.2133,0.1202,ok
anneal.ORIG,16,weka.AdaBoostM1(1.24.2.3),0.4900,549968,0.8363,0.2133,0.1202,ok
anneal.ORIG,17,weka.AdaBoostM1(1.24.2.3),0.4100,563768,0.8363,0.2133,0.1202,ok
anneal.ORIG,18,weka.AdaBoostM1(1.24.2.3),0.4100,560536,0.8363,0.2133,0.1202,ok
anneal.ORIG,19,weka.AdaBoostM1(1.24.2.3),0.3400,558312,0.8363,0.2133,0.1202,ok
anneal.ORIG,20,weka.AdaBoostM1(1.24.2.3),0.4100,558560,0.8363,0.2133,0.1202,ok
anneal.ORIG,21,weka.AdaBoostM1(1.24.2.3),0.3900,558568,0.8363,0.2133,0.1202,ok
anneal.ORIG,1,weka.AttributeSelectedClassifier(1.16.2.4),1.2000,1644670,0.9131,0.1535,0.0490,ok
anneal.ORIG,1,weka.Bagging(1.31.2.2),3.1300,20428600,0.9365,0.1307,0.0425,ok
anneal.ORIG,2,weka.Bagging(1.31.2.2),1.9300,20306600,0.9365,0.1279,0.0410,ok
anneal.ORIG,3,weka.Bagging(1.31.2.2),2.8000,24229000,0.9310,0.1319,0.0427,ok
anneal.ORIG,4,weka.Bagging(1.31.2.2),4.3800,21300900,0.9410,0.1278,0.0418,ok
anneal.ORIG,5,weka.Bagging(1.31.2.2),2.3300,18392100,0.9310,0.1319,0.0427,ok
anneal.ORIG,6,weka.Bagging(1.31.2.2),1.7600,20596300,0.9376,0.1293,0.0413,ok
anneal.ORIG,7,weka.Bagging(1.31.2.2),2.5800,21980800,0.9343,0.1318,0.0425,ok
anneal.ORIG,8,weka.Bagging(1.31.2.2),2.4200,20589200,0.9376,0.1287,0.0418,ok
anneal.ORIG,9,weka.Bagging(1.31.2.2),2.4900,22173600,0.9287,0.1307,0.0424,ok
anneal.ORIG,10,weka.Bagging(1.31.2.2),2.4300,20893500,0.9343,0.1303,0.0422,ok
anneal.ORIG,11,weka.Bagging(1.31.2.2),2.7500,20813400,0.9332,0.1319,0.0429,ok
anneal.ORIG,12,weka.Bagging(1.31.2.2),2.3400,20034200,0.9298,0.1299,0.0421,ok
anneal.ORIG,13,weka.Bagging(1.31.2.2),4.2400,20802000,0.9354,0.1299,0.0422,ok
anneal.ORIG,14,weka.Bagging(1.31.2.2),2.6100,22221200,0.9310,0.1331,0.0433,ok
anneal.ORIG,15,weka.Bagging(1.31.2.2),2.9000,20256900,0.9388,0.1312,0.0426,ok
anneal.ORIG,16,weka.Bagging(1.31.2.2),1.8100,18560200,0.9376,0.1326,0.0428,ok
anneal.ORIG,17,weka.Bagging(1.31.2.2),2.6400,21468400,0.9276,0.1305,0.0424,ok
anneal.ORIG,18,weka.Bagging(1.31.2.2),3.6100,21644700,0.9365,0.1301,0.0422,ok
anneal.ORIG,19,weka.Bagging(1.31.2.2),2.9100,19957400,0.9388,0.1301,0.0427,ok
anneal.ORIG,20,weka.Bagging(1.31.2.2),2.7800,18324000,0.9343,0.1300,0.0421,ok
anneal.ORIG,21,weka.Bagging(1.31.2.2),2.7800,22536400,0.9365,0.1307,0.0431,ok
anneal.ORIG,1,weka.BayesNet(1.21.2.4),0.5300,561072,0.9243,0.1361,0.0343,ok
anneal.ORIG,1,weka.CVParameterSelection(1.27.2.3),0.1000,16024,0.7617,0.2582,0.1344,ok
anneal.ORIG,2,weka.CVParameterSelection(1.27.2.3),0.3000,26728,0.7617,0.2582,0.1344,ok
anneal.ORIG,3,weka.CVParameterSelection(1.27.2.3),0.0000,16024,0.7617,0.2582,0.1344,ok
anneal.ORIG,4,weka.CVParameterSelection(1.27.2.3),0.3000,26728,0.7617,0.2582,0.1344,ok
anneal.ORIG,5,weka.CVParameterSelection(1.27.2.3),0.3000,26728,0.7617,0.2582,0.1344,ok
anneal.ORIG,6,weka.CVParameterSelection(1.27.2.3),0.3000,26728,0.7617,0.2582,0.1344,ok
anneal.ORIG,7,weka.CVParameterSelection(1.27.2.3),0.1000,20824,0.7617,0.2582,0.1344,ok
anneal.ORIG,8,weka.CVParameterSelection(1.27.2.3),0.1000,23112,0.7617,0.2582,0.1344,ok
anneal.ORIG,9,weka.CVParameterSelection(1.27.2.3),0.3000,26728,0.7617,0.2582,0.1344,ok
anneal.ORIG,10,weka.CVParameterSelection(1.27.2.3),0.3000,26728,0.7617,0.2582,0.1344,ok
anneal.ORIG,11,weka.CVParameterSelection(1.27.2.3),0.1000,16024,0.7617,0.2582,0.1344,ok
anneal.ORIG,12,weka.CVParameterSelection(1.27.2.3),0.4000,26728,0.7617,0.2582,0.1344,ok
anneal.ORIG,13,weka.CVParameterSelection(1.27.2.3),0.0000,26728,0.7617,0.2582,0.1344,ok
anneal.ORIG,14,weka.CVParameterSelection(1.27.2.3),0.0000,25320,0.7617,0.2582,0.1344,ok
anneal.ORIG,15,weka.CVParameterSelection(1.27.2.3),0.4000,26728,0.7617,0.2582,0.1344,ok
anneal.ORIG,16,weka.CVParameterSelection(1.27.2.3),0.3000,26728,0.7617,0.2582,0.1344,ok
anneal.ORIG,17,weka.CVParameterSelection(1.27.2.3),0.2000,26728,0.7617,0.2582,0.1344,ok
anneal.ORIG,18,weka.CVParameterSelection(1.27.2.3),0.3000,26728,0.7617,0.2582,0.1344,ok
anneal.ORIG,19,weka.CVParameterSelection(1.27.2.3),0.2000,26728,0.7617,0.2582,0.1344,ok
anneal.ORIG,20,weka.CVParameterSelection(1.27.2.3),0.0000,25320,0.7617,0.2582,0.1344,ok
anneal.ORIG,21,weka.CVParameterSelection(1.27.2.3),0.3000,26728,0.7617,0.2582,0.1344,ok
anneal.ORIG,1,weka.ClassificationViaRegression(1.20),4.3000,65188700,0.9321,0.1362,0.0470,ok
anneal.ORIG,1,weka.ConjunctiveRule(1.10),0.5200,147872,0.8363,0.2172,0.0946,ok
anneal.ORIG,2,weka.ConjunctiveRule(1.10),0.4700,143032,0.8363,0.2172,0.0946,ok
anneal.ORIG,3,weka.ConjunctiveRule(1.10),0.6500,163232,0.8363,0.2172,0.0944,ok
anneal.ORIG,4,weka.ConjunctiveRule(1.10),0.5500,197560,0.8363,0.2172,0.0945,ok
anneal.ORIG,5,weka.ConjunctiveRule(1.10),0.2400,84656,0.8363,0.2172,0.0945,ok
anneal.ORIG,6,weka.ConjunctiveRule(1.10),0.4200,146312,0.8363,0.2172,0.0946,ok
anneal.ORIG,7,weka.ConjunctiveRule(1.10),0.3300,77448,0.8363,0.2172,0.0944,ok
anneal.ORIG,8,weka.ConjunctiveRule(1.10),0.4400,75856,0.8363,0.2172,0.0945,ok
anneal.ORIG,9,weka.ConjunctiveRule(1.10),0.3300,72560,0.8363,0.2172,0.0945,ok
anneal.ORIG,10,weka.ConjunctiveRule(1.10),0.6300,235032,0.8363,0.2172,0.0945,ok
anneal.ORIG,11,weka.ConjunctiveRule(1.10),0.5300,78072,0.8363,0.2172,0.0945,ok
anneal.ORIG,12,weka.ConjunctiveRule(1.10),0.6900,212536,0.8363,0.2172,0.0945,ok
anneal.ORIG,13,weka.ConjunctiveRule(1.10),0.6600,236816,0.8363,0.2172,0.0944,ok
anneal.ORIG,14,weka.ConjunctiveRule(1.10),0.5000,216488,0.8363,0.2172,0.0945,ok
anneal.ORIG,15,weka.ConjunctiveRule(1.10),0.3400,137096,0.8363,0.2172,0.0945,ok
anneal.ORIG,16,weka.ConjunctiveRule(1.10),0.4600,76408,0.8363,0.2172,0.0944,ok
anneal.ORIG,17,weka.ConjunctiveRule(1.10),0.4100,79600,0.8363,0.2172,0.0944,ok
anneal.ORIG,18,weka.ConjunctiveRule(1.10),0.4400,89376,0.8363,0.2172,0.0945,ok
anneal.ORIG,19,weka.ConjunctiveRule(1.10),0.6500,212704,0.8363,0.2172,0.0945,ok
anneal.ORIG,20,weka.ConjunctiveRule(1.10),0.3600,84144,0.8363,0.2172,0.0945,ok
anneal.ORIG,21,weka.ConjunctiveRule(1.10),0.3100,150288,0.8363,0.2172,0.0945,ok
anneal.ORIG,1,weka.DecisionStump(1.18),0.1500,96144,0.7717,0.2186,0.0953,ok
anneal.ORIG,1,weka.DecisionTable(1.29.2.1),1.7000,17400100,0.9889,0.0610,0.0040,ok
anneal.ORIG,1,weka.Decorate(1.3.2.1),?,?,?,?,?,not_applicable
anneal.ORIG,2,weka.Decorate(1.3.2.1),?,?,?,?,?,not_applicable
anneal.ORIG,3,weka.Decorate(1.3.2.1),?,?,?,?,?,not_applicable
anneal.ORIG,4,weka.Decorate(1.3.2.1),?,?,?,?,?,not_applicable
anneal.ORIG,5,weka.Decorate(1.3.2.1),?,?,?,?,?,not_applicable
anneal.ORIG,6,weka.Decorate(1.3.2.1),?,?,?,?,?,not_applicable
anneal.ORIG,7,weka.Decorate(1.3.2.1),?,?,?,?,?,not_applicable
anneal.ORIG,8,weka.Decorate(1.3.2.1),?,?,?,?,?,not_applicable
anneal.ORIG,9,weka.Decorate(1.3.2.1),?,?,?,?,?,not_applicable
anneal.ORIG,10,weka.Decorate(1.3.2.1),?,?,?,?,?,not_applicable
anneal.ORIG,11,weka.Decorate(1.3.2.1),?,?,?,?,?,not_applicable
anneal.ORIG,12,weka.Decorate(1.3.2.1),?,?,?,?,?,not_applicable
anneal.ORIG,13,weka.Decorate(1.3.2.1),?,?,?,?,?,not_applicable
anneal.ORIG,14,weka.Decorate(1.3.2.1),?,?,?,?,?,not_applicable
anneal.ORIG,15,weka.Decorate(1.3.2.1),?,?,?,?,?,not_applicable
anneal.ORIG,16,weka.Decorate(1.3.2.1),?,?,?,?,?,not_applicable
anneal.ORIG,17,weka.Decorate(1.3.2.1),?,?,?,?,?,not_applicable
anneal.ORIG,18,weka.Decorate(1.3.2.1),?,?,?,?,?,not_applicable
anneal.ORIG,19,weka.Decorate(1.3.2.1),?,?,?,?,?,not_applicable
anneal.ORIG,20,weka.Decorate(1.3.2.1),?,?,?,?,?,not_applicable
anneal.ORIG,21,weka.Decorate(1.3.2.1),?,?,?,?,?,not_applicable
anneal.ORIG,1,weka.FilteredClassifier(1.20.2.2),0.5800,265816,0.9065,0.1525,0.0437,ok
anneal.ORIG,1,weka.HyperPipes(1.15),0.4000,28120,0.9800,0.3397,0.2472,ok
anneal.ORIG,1,weka.LogitBoost(1.33),1.4100,17688800,0.9889,0.0606,0.0118,ok
anneal.ORIG,2,weka.LogitBoost(1.33),1.1600,17557300,0.9889,0.0606,0.0118,ok
anneal.ORIG,3,weka.LogitBoost(1.33),0.9300,17636700,0.9889,0.0606,0.0118,ok
anneal.ORIG,4,weka.LogitBoost(1.33),1.2300,17631600,0.9889,0.0606,0.0118,ok
anneal.ORIG,5,weka.LogitBoost(1.33),0.9200,17636700,0.9889,0.0606,0.0118,ok
anneal.ORIG,6,weka.LogitBoost(1.33),1.2400,17655900,0.9889,0.0606,0.0118,ok
anneal.ORIG,7,weka.LogitBoost(1.33),0.9000,17636700,0.9889,0.0606,0.0118,ok
anneal.ORIG,8,weka.LogitBoost(1.33),1.1900,17648400,0.9889,0.0606,0.0118,ok
anneal.ORIG,9,weka.LogitBoost(1.33),0.8600,17615400,0.9889,0.0606,0.0118,ok
anneal.ORIG,10,weka.LogitBoost(1.33),0.9700,17559900,0.9889,0.0606,0.0118,ok
anneal.ORIG,11,weka.LogitBoost(1.33),0.9200,17635900,0.9889,0.0606,0.0118,ok
anneal.ORIG,12,weka.LogitBoost(1.33),1.2000,17634300,0.9889,0.0606,0.0118,ok
anneal.ORIG,13,weka.LogitBoost(1.33),1.4300,17594000,0.9889,0.0606,0.0118,ok
anneal.ORIG,14,weka.LogitBoost(1.33),1.1100,17619000,0.9889,0.0606,0.0118,ok
anneal.ORIG,15,weka.LogitBoost(1.33),0.9200,17636700,0.9889,0.0606,0.0118,ok
anneal.ORIG,16,weka.LogitBoost(1.33),1.5800,17637800,0.9889,0.0606,0.0118,ok
anneal.ORIG,17,weka.LogitBoost(1.33),1.5700,17717100,0.9889,0.0606,0.0118,ok
anneal.ORIG,18,weka.LogitBoost(1.33),1.1300,17668600,0.9889,0.0606,0.0118,ok
anneal.ORIG,19,weka.LogitBoost(1.33),0.9300,17636200,0.9889,0.0606,0.0118,ok
anneal.ORIG,20,weka.LogitBoost(1.33),1.1100,17651700,0.9889,0.0606,0.0118,ok
anneal.ORIG,21,weka.LogitBoost(1.33),1.1000,17627700,0.9889,0.0606,0.0118,ok
anneal.ORIG,1,weka.MultiBoostAB(1.6.2.2),0.6000,1008430,0.8062,0.2292,0.0658,ok
anneal.ORIG,2,weka.MultiBoostAB(1.6.2.2),0.5300,1051610,0.8040,0.2251,0.0662,ok
anneal.ORIG,3,weka.MultiBoostAB(1.6.2.2),0.6000,1129340,0.7973,0.2274,0.0684,ok
anneal.ORIG,4,weka.MultiBoostAB(1.6.2.2),0.4000,990744,0.7906,0.2300,0.0668,ok
anneal.ORIG,5,weka.MultiBoostAB(1.6.2.2),0.6400,997512,0.8051,0.2282,0.0663,ok
anneal.ORIG,6,weka.MultiBoostAB(1.6.2.2),0.4600,1048540,0.8062,0.2278,0.0679,ok
anneal.ORIG,7,weka.MultiBoostAB(1.6.2.2),0.5500,994968,0.8140,0.2272,0.0628,ok
anneal.ORIG,8,weka.MultiBoostAB(1.6.2.2),0.5600,1114120,0.7840,0.2255,0.0668,ok
anneal.ORIG,9,weka.MultiBoostAB(1.6.2.2),0.5600,1046180,0.7929,0.2271,0.0660,ok
anneal.ORIG,10,weka.MultiBoostAB(1.6.2.2),0.8300,1025220,0.7906,0.2263,0.0685,ok
anneal.ORIG,11,weka.MultiBoostAB(1.6.2.2),0.5500,1056420,0.8051,0.2314,0.0668,ok
anneal.ORIG,12,weka.MultiBoostAB(1.6.2.2),0.6400,1099480,0.7840,0.2263,0.0667,ok
anneal.ORIG,13,weka.MultiBoostAB(1.6.2.2),0.6100,1042100,0.8129,0.2256,0.0658,ok
anneal.ORIG,14,weka.MultiBoostAB(1.6.2.2),0.5800,1056550,0.7996,0.2278,0.0674,ok
