@RELATION feature_values_premarshalling_astar_2013

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE stacks NUMERIC
@ATTRIBUTE tiers NUMERIC
@ATTRIBUTE stack-tier-ratio NUMERIC
@ATTRIBUTE container-density NUMERIC
@ATTRIBUTE empty-stack-pct NUMERIC
@ATTRIBUTE overstowing-stack-pct NUMERIC
@ATTRIBUTE group-same-min NUMERIC
@ATTRIBUTE group-same-max NUMERIC
@ATTRIBUTE group-same-mean NUMERIC
@ATTRIBUTE group-same-stdev NUMERIC
@ATTRIBUTE top-good-min NUMERIC
@ATTRIBUTE top-good-max NUMERIC
@ATTRIBUTE top-good-mean NUMERIC
@ATTRIBUTE top-good-stdev NUMERIC
@ATTRIBUTE overstowage-pct NUMERIC
@ATTRIBUTE bflb NUMERIC

@DATA
BF4_cpmp_16_5_48_20_36_8,1,16,5,0.3125,0.6,0.25,0.6875,0,4,2.28571,0.982846,2,16,7.90909,4.58167,0.45,36
BF4_cpmp_16_5_48_20_36_9,1,16,5,0.3125,0.6,0.25,0.5625,0,4,2.28571,0.764875,2,18,9.66667,5.22813,0.45,36
BF5_cpmp_16_5_64_13_39_1,1,16,5,0.3125,0.8,0,0.8125,0,7,4.57143,1.54524,2,10,4.46154,2.27411,0.4875,42
BF5_cpmp_16_5_64_13_39_10,1,16,5,0.3125,0.8,0.0625,0.8125,0,7,4.57143,1.4983,3,13,6.53846,2.46874,0.4875,39
BF5_cpmp_16_5_64_13_39_11,1,16,5,0.3125,0.8,0,0.8125,0,7,4.57143,1.44984,2,10,5.46154,2.4997,0.4875,42
BF5_cpmp_16_5_64_13_39_12,1,16,5,0.3125,0.8,0,0.75,0,7,4.57143,1.63507,2,12,6.25,3.4187,0.4875,41
BF5_cpmp_16_5_64_13_39_14,1,16,5,0.3125,0.8,0,875,0,9,4.57143,1.80136,2,13,7.07143,3.32661,0.4875,41
BF5_cpmp_16_5_64_13_39_15,1,16,5,0.3125,0.8,0.0625,0.9375,0,6,4.57143,1.34771,2,13,6.2,3.03754,0.4875,40
BF5_cpmp_16_5_64_13_39_17,1,16,5,0.3125,0.8,0,875,0,6,4.57143,1.44984,2,12,5.78571,3.38439,0.4875,42
BF5_cpmp_16_5_64_13_39_2,1,16,5,0.3125,0.8,0.0625,0.9375,0,10,4.57143,2.16182,2,13,7,3.01109,0.4875,40
BF5_cpmp_16_5_64_13_39_20,1,16,5,0.3125,0.8,0,875,0,6,4.57143,1.39971,2,13,5.85714,3.77694,0.4875,40
BF5_cpmp_16_5_64_13_39_3,1,16,5,0.3125,0.8,0,0.75,0,6,4.57143,1.4983,3,10,5.58333,2.25308,0.4875,40
BF5_cpmp_16_5_64_13_39_4,1,16,5,0.3125,0.8,0,0.8125,0,6,4.57143,1.44984,3,12,6.76923,2.57664,0.4875,40
BF5_cpmp_16_5_64_13_39_5,1,16,5,0.3125,0.8,0.0625,875,0,7,4.57143,1.54524,2,10,5.85714,2.79942,0.4875,41
BF5_cpmp_16_5_64_13_39_8,1,16,5,0.3125,0.8,0,0.75,0,6,4.57143,1.34771,2,11,5.41667,2.92855,0.4875,41
BF5_cpmp_16_5_64_13_39_9,1,16,5,0.3125,0.8,0,875,0,9,4.57143,1.76126,2,12,5.85714,3.09047,0.4875,41
BF6_cpmp_16_5_64_13_48_1,1,16,5,0.3125,0.8,0.1875,0.8125,0,7,4.57143,1.63507,3,13,7.30769,3.24356,0.6,48
BF6_cpmp_16_5_64_13_48_11,1,16,5,0.3125,0.8,0.1875,0.8125,0,7,4.57143,1.63507,2,11,6.30769,3098,0.6,48
BF6_cpmp_16_5_64_13_48_12,1,16,5,0.3125,0.8,0.1875,0.8125,0,6,4.57143,1.59079,2,11,5.69231,2.64239,0.6,50
BF6_cpmp_16_5_64_13_48_13,1,16,5,0.3125,0.8,0.1875,0.8125,0,7,4.57143,1.63507,2,12,5.07692,2.99901,0.6,50
BF6_cpmp_16_5_64_13_48_15,1,16,5,0.3125,0.8,125,0.8125,0,7,4.57143,1.54524,2,12,6.53846,3.00296,0.6,48
BF6_cpmp_16_5_64_13_48_16,1,16,5,0.3125,0.8,125,875,0,6,4.57143,1.39971,3,10,6.35714,2.02157,0.6,50
BF6_cpmp_16_5_64_13_48_17,1,16,5,0.3125,0.8,125,0.8125,0,7,4.57143,1.4983,2,13,6.38462,3.4981,0.6,49
BF6_cpmp_16_5_64_13_48_18,1,16,5,0.3125,0.8,0.0625,0.8125,0,7,4.57143,1.4983,2,10,5.53846,2.53029,0.6,50
BF6_cpmp_16_5_64_13_48_19,1,16,5,0.3125,0.8,0.1875,0.8125,0,7,4.57143,1.59079,2,12,7,3.50823,0.6,48
BF6_cpmp_16_5_64_13_48_2,1,16,5,0.3125,0.8,0.1875,0.8125,0,6,4.57143,1.39971,2,11,6.38462,2.70437,0.6,48
BF6_cpmp_16_5_64_13_48_3,1,16,5,0.3125,0.8,0.1875,0.8125,0,7,4.57143,1.59079,2,10,6.76923,2.72182,0.6,49
BF6_cpmp_16_5_64_13_48_4,1,16,5,0.3125,0.8,125,0.8125,0,8,4.57143,1.72023,2,13,5.69231,3.47263,0.6,49
BF6_cpmp_16_5_64_13_48_6,1,16,5,0.3125,0.8,0.1875,0.8125,0,8,4.57143,1.63507,2,12,6.30769,3.42804,0.6,48
BF6_cpmp_16_5_64_13_48_7,1,16,5,0.3125,0.8,0.1875,0.8125,0,6,4.57143,1.44984,2,10,6,2.48069,0.6,49
BF6_cpmp_16_5_64_13_48_8,1,16,5,0.3125,0.8,0.1875,0.8125,0,7,4.57143,1.59079,2,13,7.07692,3.09991,0.6,48
BF6_cpmp_16_5_64_13_48_9,1,16,5,0.3125,0.8,125,0.8125,0,8,4.57143,1.76126,3,12,7.15385,3.25449,0.6,48
BF7_cpmp_16_5_64_26_39_1,1,16,5,0.3125,0.8,0,0.8125,0,5,2.37037,0.948611,2,21,9.61538,6.43952,0.4875,41
BF7_cpmp_16_5_64_26_39_10,1,16,5,0.3125,0.8,0,875,0,5,2.37037,1.09369,2,18,8.85714,5.02646,0.4875,42
BF7_cpmp_16_5_64_26_39_11,1,16,5,0.3125,0.8,0,0.8125,0,4,2.37037,0.908729,3,21,10.0769,5.52563,0.4875,42
BF7_cpmp_16_5_64_26_39_12,1,16,5,0.3125,0.8,0,0.8125,0,5,2.37037,1.02372,2,21,9.61538,6.58131,0.4875,41
BF7_cpmp_16_5_64_26_39_13,1,16,5,0.3125,0.8,0,875,0,5,2.37037,1.09369,2,21,11.4286,5.76584,0.4875,41
BF7_cpmp_16_5_64_26_39_14,1,16,5,0.3125,0.8,125,875,0,4,2.37037,0.908729,2,22,9.64286,6.76765,0.4875,40
BF7_cpmp_16_5_64_26_39_15,1,16,5,0.3125,0.8,0,875,0,4,2.37037,0.823189,2,23,10.5,6.75859,0.4875,41
BF7_cpmp_16_5_64_26_39_16,1,16,5,0.3125,0.8,0,0.75,0,4,2.37037,0.908729,2,20,9.75,5.44862,0.4875,41
BF7_cpmp_16_5_64_26_39_17,1,16,5,0.3125,0.8,0,0.8125,0,5,2.37037,1.09369,3,17,8.07692,4.74685,0.4875,43
BF7_cpmp_16_5_64_26_39_19,1,16,5,0.3125,0.8,0,0.9375,0,4,2.37037,0.823189,2,20,10.6667,4.86712,0.4875,40
BF7_cpmp_16_5_64_26_39_2,1,16,5,0.3125,0.8,0,0.9375,0,4,2.37037,0.948611,2,24,10.2,7.13863,0.4875,41
BF7_cpmp_16_5_64_26_39_20,1,16,5,0.3125,0.8,0.0625,875,0,5,2.37037,0.986882,3,19,9.21429,5.14335,0.4875,41
BF7_cpmp_16_5_64_26_39_3,1,16,5,0.3125,0.8,0,0.9375,0,5,2.37037,1.05929,3,24,10.2667,6.15864,0.4875,43
BF7_cpmp_16_5_64_26_39_6,1,16,5,0.3125,0.8,0,875,0,5,2.37037,1.15944,2,21,10.3571,5.65189,0.4875,41
BF7_cpmp_16_5_64_26_39_7,1,16,5,0.3125,0.8,0,875,0,4,2.37037,0.823189,2,19,9.21429,4.94511,0.4875,42
BF7_cpmp_16_5_64_26_39_8,1,16,5,0.3125,0.8,0,0.8125,0,4,2.37037,0.908729,3,21,10.9231,6.14519,0.4875,42
BF8_cpmp_16_5_64_26_48_1,1,16,5,0.3125,0.8,125,875,0,6,2.37037,1.41809,2,21,13.2143,6.24704,0.6,50
BF8_cpmp_16_5_64_26_48_11,1,16,5,0.3125,0.8,125,875,0,5,2.37037,0.948611,2,25,12.7857,7.07287,0.6,48
BF8_cpmp_16_5_64_26_48_12,1,16,5,0.3125,0.8,125,0.8125,0,4,2.37037,0.776895,2,20,9.15385,5.15672,0.6,49
BF8_cpmp_16_5_64_26_48_17,1,16,5,0.3125,0.8,125,0.8125,0,4,2.37037,0.908729,2,25,12.1538,7.02573,0.6,48
BF8_cpmp_16_5_64_26_48_20,1,16,5,0.3125,0.8,125,0.8125,0,4,2.37037,0.823189,2,26,12.1538,7.38862,0.6,48
BF8_cpmp_16_5_64_26_48_4,1,16,5,0.3125,0.8,0.1875,0.8125,0,5,2.37037,0.823189,4,24,14,6.57501,0.6,48
BF8_cpmp_16_5_64_26_48_5,1,16,5,0.3125,0.8,125,0.8125,0,5,2.37037,1.15944,2,24,13.2308,6.84053,0.6,48
BF8_cpmp_16_5_64_26_48_6,1,16,5,0.3125,0.8,0.0625,875,0,4,2.37037,0.823189,2,26,11.4286,6.74764,0.6,49
BF8_cpmp_16_5_64_26_48_7,1,16,5,0.3125,0.8,0.0625,0.8125,0,6,2.37037,1.02372,2,22,11.5385,6.75523,0.6,50
BF9_cpmp_16_8_77_16_47_1,1,16,8,0.5,0.601562,0,0.75,0,9,4.52941,2.40386,2,12,6.91667,3.6391,0.367188,49
BF9_cpmp_16_8_77_16_47_10,1,16,8,0.5,0.601562,0,0.75,0,6,4.52941,1.33362,2,16,6.58333,4.27119,0.367188,48
BF9_cpmp_16_8_77_16_47_12,1,16,8,0.5,0.601562,0,0.75,0,7,4.52941,1.71902,2,15,5.66667,3.61325,0.367188,49
BF9_cpmp_16_8_77_16_47_3,1,16,8,0.5,0.601562,0,875,0,6,4.52941,1.28876,2,10,5.64286,2.43801,0.367188,51
BF9_cpmp_16_8_77_16_47_4,1,16,8,0.5,0.601562,0,0.8125,0,7,4.52941,1.4191,2,13,6.46154,3.34239,0.367188,48
BF9_cpmp_16_8_77_16_47_6,1,16,8,0.5,0.601562,0,875,0,6,4.52941,1.4191,2,13,6.42857,3.7362,0.367188,49
BF9_cpmp_16_8_77_16_47_7,1,16,8,0.5,0.601562,0,875,0,8,4.52941,1.81878,2,11,5.78571,2.54049,0.367188,51
BF9_cpmp_16_8_77_16_47_8,1,16,8,0.5,0.601562,0,0.9375,0,8,4.52941,1.68445,2,9,4.73333,1.98214,0.367188,51
LC2a_lc2a_1,1,12,6,0.5,0.694444,0,0.666667,0,11,4.54545,3.17271,2,5,3125,0.780625,0.263889,22
LC2a_lc2a_10,1,12,6,0.5,0.694444,0,0.666667,0,9,4.54545,2.46295,3,8,5625,1.72753,0.263889,21
LC2a_lc2a_2,1,12,6,0.5,0.694444,0,0.833333,0,9,4.54545,2.70903,2,6,4.1,1.22066,0.263889,21
LC2a_lc2a_3,1,12,6,0.5,0.694444,0,0.75,0,9,4.54545,2.8079,2,7,3.66667,1.69967,0.263889,21
LC2a_lc2a_4,1,12,6,0.5,0.694444,0,0.916667,0,8,4.54545,2.14746,2,6,4,1.2792,0.263889,22
LC2a_lc2a_5,1,12,6,0.5,0.694444,0,0.75,0,9,4.54545,2.49959,2,5,3.44444,1.06574,0.263889,22
LC2a_lc2a_7,1,12,6,0.5,0.694444,0,0.666667,0,8,4.54545,2.27091,2,7,3.5,1.58114,0.263889,21
LC2b_lc2b_1,1,12,6,0.5,0.694444,0,0.833333,0,14,4.54545,3.4997,2,8,4.2,1.66132,0.486111,37
LC2b_lc2b_2,1,12,6,0.5,0.694444,0,0.833333,0,9,4.54545,2.14746,2,10,4.4,2.2891,0.486111,37
LC2b_lc2b_3,1,12,6,0.5,0.694444,0,1,0,9,4.54545,2.74238,2,8,4.16667,2.11476,0.486111,39
LC2b_lc2b_4,1,12,6,0.5,0.694444,0.0833333,0.833333,0,7,4.54545,1.87634,3,8,5.4,1.74356,0.486111,37
LC2b_lc2b_5,1,12,6,0.5,0.694444,0.0833333,0.833333,0,8,4.54545,2.34961,2,10,5.1,2.07123,0.486111,38
LC2b_lc2b_6,1,12,6,0.5,0.694444,0.0833333,0.833333,0,10,4.54545,2.70903,2,7,5,1.34164,0.486111,37
LC2b_lc2b_7,1,12,6,0.5,0.694444,0.0833333,0.833333,0,6,4.54545,1.61604,2,5,3,1.18322,0.486111,38
LC2b_lc2b_9,1,12,6,0.5,0.694444,0,0.75,0,8,4.54545,1.82725,2,9,5,2.66667,0.486111,36
LC3a_lc3a_1,1,12,6,0.5,0.75,0,0.583333,0,9,4.90909,2.31417,2,9,4.71429,2.6573,0.277778,21
LC3a_lc3a_10,1,12,6,0.5,0.75,0,0.75,0,9,4.90909,2.50289,3,7,4.66667,1.24722,0.277778,22
LC3a_lc3a_3,1,12,6,0.5,0.75,0,0.666667,0,9,4.90909,2.31417,2,6,3875,1.16592,0.277778,22
LC3a_lc3a_4,1,12,6,0.5,0.75,0,0.75,0,8,4.90909,2.50289,2,7,3.77778,1.6178,0.277778,21
LC3a_lc3a_6,1,12,6,0.5,0.75,0,0.75,0,8,4.90909,2.02056,2,6,3.55556,1.42292,0.277778,22
LC3a_lc3a_7,1,12,6,0.5,0.75,0,0.916667,0,9,4.90909,2.67835,2,8,3.54545,1.67134,0.277778,22
LC3a_lc3a_8,1,12,6,0.5,0.75,0,0.75,0,9,4.90909,2.50289,2,7,4.22222,1.5476,0.277778,22
LC3a_lc3a_9,1,12,6,0.5,0.75,0,0.75,0,9,4.90909,2.96815,2,8,3,1.82574,0.277778,22
LC3b_lc3b_1,1,12,6,0.5,0.75,0,1,0,9,4.90909,2.23422,2,10,4.41667,2.66015,0.513889,40
LC3b_lc3b_10,1,12,6,0.5,0.75,0,0.833333,0,12,4.90909,3.20382,2,10,5.3,2.32594,0.513889,39
LC3b_lc3b_4,1,12,6,0.5,0.75,0.0833333,0.916667,0,11,4.90909,2.74539,2,5,3.45455,1.07565,0.513889,40
LC3b_lc3b_5,1,12,6,0.5,0.75,0.0833333,0.916667,0,10,4.90909,2.42916,2,7,3.72727,1.71044,0.513889,39
LC3b_lc3b_6,1,12,6,0.5,0.75,0,0.916667,0,8,4.90909,2.27454,2,8,5,2.17423,0.513889,40
LC3b_lc3b_8,1,12,6,0.5,0.75,0.0833333,0.916667,0,8,4.90909,2.27454,2,7,3.90909,1.72966,0.513889,39
LC3b_lc3b_9,1,12,6,0.5,0.75,0,0.833333,0,10,4.90909,2.71208,2,9,4.5,2.61725,0.513889,40
cv_data5-10-33,1,10,7,0.7,0.714286,0,1,1,1,1,0,1,28,14.4,8.61626,0.5,40
cv_data4-6-1,1,6,6,1,0.666667,0,1,1,1,1,0,1,14,8,4.86484,0.416667,18
cv_data4-4-19,1,4,6,1.5,0.666667,0,1,1,1,1,0,1,9,5.5,3.20156,0.416667,13
cv_data5-4-23,1,4,7,1.75,0.714286,0,1,1,1,1,0,1,11,6,3.80789,0.321429,11
cv_data4-5-2,1,5,6,1.2,0.666667,0,1,1,1,1,0,1,12,7.4,3.92938,0.433333,16
cv_data4-5-26,1,5,6,1.2,0.666667,0,1,1,1,1,0,1,10,4.6,3.00666,0.433333,17
cv_data5-5-12,1,5,7,1.4,0.714286,0,1,1,1,1,0,1,15,7.2,4.91528,0.428571,18
cv_data4-5-9,1,5,6,1.2,0.666667,0,1,1,1,1,0,2,14,8.2,4.30813,0.466667,17
cv_data5-7-19,1,7,7,1,0.714286,0,1,1,1,1,0,2,14,6.57143,3.8492,0.428571,24
cv_data4-6-18,1,6,6,1,0.666667,0,1,1,1,1,0,1,16,7.66667,5.15321,0.472222,21
cv_data4-4-21,1,4,6,1.5,0.666667,0,1,1,1,1,0,1,9,4.5,2.95804,0.416667,13
cv_data4-7-39,1,7,6,0.857143,0.666667,0,0.857143,1,1,1,0,2,25,10.8333,8.19383,0.357143,16
cv_data4-7-27,1,7,6,0.857143,0.666667,0,1,1,1,1,0,1,26,10.2857,8.54759,0.452381,22
cv_data5-7-40,1,7,7,1,0.714286,0,1,1,1,1,0,2,28,10.7143,8.31031,0.510204,29
cv_data5-6-26,1,6,7,1.16667,0.714286,0,1,1,1,1,0,1,13,4.83333,3.97562,0.547619,29
cv_data5-6-6,1,6,7,1.16667,0.714286,0,1,1,1,1,0,1,21,12,7.78888,0.428571,21
cv_data4-5-1,1,5,6,1.2,0.666667,0,1,1,1,1,0,1,10,5.2,2.92575,0.4,16
cv_data5-4-21,1,4,7,1.75,0.714286,0,1,1,1,1,0,4,8,6.25,1.47902,0.5,19
cv_data4-5-22,1,5,6,1.2,0.666667,0,1,1,1,1,0,1,10,5.8,2.92575,0.466667,18
cv_data5-7-13,1,7,7,1,0.714286,0,1,1,1,1,0,1,14,8,4,0.44898,27
cv_data5-8-38,1,8,7,875,0.714286,0,1,1,1,1,0,3,25,12.5,6.76387,0.482143,31
cv_data4-7-38,1,7,6,0.857143,0.666667,0,1,1,1,1,0,1,23,8.85714,7.15998,0.333333,16
cv_data3-8-38,1,8,5,625,0.6,0,1,1,1,1,0,1,18,7.5,5.12348,0.3,14
cv_data4-4-16,1,4,6,1.5,0.666667,0,1,1,1,1,0,1,9,5,3.16228,0.5,17
cv_data4-7-37,1,7,6,0.857143,0.666667,0,1,1,1,1,0,1,13,6,3.70328,0.380952,19
cv_data5-7-15,1,7,7,1,0.714286,0,1,1,1,1,0,1,18,7.42857,5.36808,0.469388,27
cv_data4-7-25,1,7,6,0.857143,0.666667,0,1,1,1,1,0,1,25,8.28571,7.81417,0.380952,18
cv_data5-5-38,1,5,7,1.4,0.714286,0,0.8,1,1,1,0,2,15,9.25,5.11737,0.4,15
cv_data5-8-39,1,8,7,875,0.714286,0,1,1,1,1,0,1,21,9375,7.39827,0.464286,30
cv_data5-5-29,1,5,7,1.4,0.714286,0,1,1,1,1,0,1,14,6,5.09902,0.485714,21
cv_data5-5-25,1,5,7,1.4,0.714286,0,0.8,1,1,1,0,2,15,7.75,4.71036,0.428571,17
cv_data4-7-30,1,7,6,0.857143,0.666667,0,0.857143,1,1,1,0,2,19,9.83333,5.14512,0.357143,17
cv_data5-4-36,1,4,7,1.75,0.714286,0,1,1,1,1,0,5,16,10.5,4.03113,0.5,17
cv_data4-4-15,1,4,6,1.5,0.666667,0,1,1,1,1,0,2,11,5,3.53553,0.291667,9
cv_data5-8-19,1,8,7,875,0.714286,0,1,1,1,1,0,1,36,13.25,11.5081,0.446429,27
cv_data5-10-23,1,10,7,0.7,0.714286,0,1,1,1,1,0,1,32,14.7,11.0639,0.457143,35
cv_data5-5-11,1,5,7,1.4,0.714286,0,1,1,1,1,0,1,6,3.8,1.72047,0.4,17
cv_data4-7-20,1,7,6,0.857143,0.666667,0,1,1,1,1,0,2,22,11.2857,6.88091,0.428571,21
cv_data4-7-35,1,7,6,0.857143,0.666667,0,1,1,1,1,0,1,11,5.42857,3.45821,0.428571,22
cv_data4-6-7,1,6,6,1,0.666667,0,1,1,1,1,0,1,19,8.66667,6.59966,0.444444,19
cv_data4-7-6,1,7,6,0.857143,0.666667,0,1,1,1,1,0,3,18,9.42857,5.85191,0.5,26
cv_data4-5-25,1,5,6,1.2,0.666667,0,1,1,1,1,0,1,18,9.8,6.04649,0.466667,17
cv_data5-8-2,1,8,7,875,0.714286,0,1,1,1,1,0,1,32,15.75,9.09327,0.446429,27
cv_data4-4-33,1,4,6,1.5,0.666667,0,1,1,1,1,0,1,7,4.25,2.38485,0.416667,14
cv_data4-5-5,1,5,6,1.2,0.666667,0,1,1,1,1,0,1,9,4,2.82843,0.366667,14
cv_data3-8-37,1,8,5,625,0.6,0,0.75,1,1,1,0,1,17,7.66667,5.82142,225,10
cv_data4-5-20,1,5,6,1.2,0.666667,0,1,1,1,1,0,1,12,6.6,4.36348,0.433333,15
cv_data5-4-37,1,4,7,1.75,0.714286,0,1,1,1,1,0,1,16,10.25,5.76086,0.5,17
cv_data4-6-5,1,6,6,1,0.666667,0,0.833333,1,1,1,0,1,20,6.8,7.02567,0.388889,15
cv_data4-6-35,1,6,6,1,0.666667,0,1,1,1,1,0,3,17,8,4.76095,0.416667,17
cv_data4-7-1,1,7,6,0.857143,0.666667,0,1,1,1,1,0,2,14,7.57143,4.49943,0.380952,19
cv_data5-5-5,1,5,7,1.4,0.714286,0,1,1,1,1,0,3,17,9.4,4.84149,0.485714,20
cv_data5-5-37,1,5,7,1.4,0.714286,0,1,1,1,1,0,2,13,6.2,4.16653,0.4,16
cv_data4-5-24,1,5,6,1.2,0.666667,0,0.8,1,1,1,0,2,8,4.25,2.27761,0.333333,12
cv_data5-4-15,1,4,7,1.75,0.714286,0,1,1,1,1,0,5,16,10.5,4272,0.5,17
cv_data5-9-21,1,9,7,0.777778,0.714286,0,1,1,1,1,0,1,28,9.22222,7.64167,0.365079,27
cv_data5-4-27,1,4,7,1.75,0.714286,0,1,1,1,1,0,2,19,9,6.20484,0.5,17
cv_data5-6-25,1,6,7,1.16667,0.714286,0,1,1,1,1,0,2,18,7,5.41603,0.47619,23
cv_data5-8-25,1,8,7,875,0.714286,0,1,1,1,1,0,3,27,14375,9.2997,0.446429,28
cv_data4-6-21,1,6,6,1,0.666667,0,1,1,1,1,0,1,17,8.16667,5.01387,0.444444,20
cv_data5-5-16,1,5,7,1.4,0.714286,0,1,1,1,1,0,1,16,7,5.93296,0.4,16
cv_data5-4-4,1,4,7,1.75,0.714286,0,1,1,1,1,0,4,17,9.75,5.11737,0.535714,19
cv_data5-5-39,1,5,7,1.4,0.714286,0,1,1,1,1,0,2,13,6.2,3.96989,0.4,16
cv_data4-7-22,1,7,6,0.857143,0.666667,0,1,1,1,1,0,1,19,8.42857,5.52545,0.404762,20
cv_data5-6-11,1,6,7,1.16667,0.714286,0,1,1,1,1,0,3,18,9.5,5.34634,0.428571,21
cv_data4-6-9,1,6,6,1,0.666667,0,0.833333,1,1,1,0,2,14,7,4.97996,0.361111,15
cv_data3-5-13,1,5,5,1,0.6,0,1,1,1,1,0,1,7,3.8,2.31517,0.36,12
cv_data3-8-2,1,8,5,625,0.6,0,0.75,1,1,1,0,1,16,7.33333,4.98888,0.25,12
cv_data5-6-2,1,6,7,1.16667,0.714286,0,0.833333,1,1,1,0,2,15,7.6,4.75815,0.380952,18
cv_data5-4-17,1,4,7,1.75,0.714286,0,1,1,1,1,0,1,13,7,5.52268,0.5,18
cv_data5-8-6,1,8,7,875,0.714286,0,1,1,1,1,0,1,18,7.5,5.5,0.446429,30
cv_data4-6-20,1,6,6,1,0.666667,0,0.833333,1,1,1,0,1,16,8.6,5.23832,0.361111,15
cv_data5-4-7,1,4,7,1.75,0.714286,0,1,1,1,1,0,1,11,6.5,3.64005,0.392857,14
cv_data4-7-19,1,7,6,0.857143,0.666667,0,1,1,1,1,0,1,26,11.2857,7.86882,0.380952,18
cv_data5-5-33,1,5,7,1.4,0.714286,0,1,1,1,1,0,3,14,8.2,4.53431,0.542857,24
cv_data5-5-27,1,5,7,1.4,0.714286,0,1,1,1,1,0,2,14,9.2,4.53431,0.514286,23
cv_data5-4-31,1,4,7,1.75,0.714286,0,1,1,1,1,0,2,13,8.25,4.02337,0.464286,17
cv_data4-5-30,1,5,6,1.2,0.666667,0,1,1,1,1,0,1,8,4.2,2.31517,0.466667,18
cv_data5-6-8,1,6,7,1.16667,0.714286,0,0.833333,1,1,1,0,6,12,9.4,2.15407,0.428571,20
cv_data5-5-14,1,5,7,1.4,0.714286,0,1,1,1,1,0,4,12,8.6,2.87054,0.485714,21
cv_data4-6-16,1,6,6,1,0.666667,0,0.833333,1,1,1,0,3,18,9.4,6.01997,0.333333,13
cv_data5-5-40,1,5,7,1.4,0.714286,0,1,1,1,1,0,1,15,7.6,4.96387,0.457143,20
cv_data4-7-26,1,7,6,0.857143,0.666667,0,1,1,1,1,0,1,14,7,4,0.357143,18
cv_data5-5-7,1,5,7,1.4,0.714286,0,1,1,1,1,0,1,20,7.2,6.79412,0.457143,18
cv_data3-7-18,1,7,5,0.714286,0.6,0,0.714286,1,1,1,0,6,13,9.6,2.72764,0.285714,11
cv_data5-5-24,1,5,7,1.4,0.714286,0,1,1,1,1,0,2,12,6.4,3.61109,0.514286,23
cv_data5-4-3,1,4,7,1.75,0.714286,0,1,1,1,1,0,4,16,8.25,4.60299,0.5,17
cv_data5-5-23,1,5,7,1.4,0.714286,0,1,1,1,1,0,1,12,5.4,4.31741,0.4,17
cv_data5-5-10,1,5,7,1.4,0.714286,0,1,1,1,1,0,1,12,5,3.89872,0.428571,19
cv_data5-5-18,1,5,7,1.4,0.714286,0,1,1,1,1,0,2,9,6,2.44949,0.428571,19
cv_data4-7-24,1,7,6,0.857143,0.666667,0,1,1,1,1,0,2,16,7.57143,4.43548,0.404762,20
cv_data5-4-13,1,4,7,1.75,0.714286,0,1,1,1,1,0,1,17,6.25,6.37868,0.464286,17
cv_data5-9-38,1,9,7,0.777778,0.714286,0,1,1,1,1,0,2,25,13.4444,8.26117,0.492063,37
cv_data5-5-8,1,5,7,1.4,0.714286,0,1,1,1,1,0,1,15,6.2,4.9558,0.4,16
cv_data4-7-40,1,7,6,0.857143,0.666667,0,1,1,1,1,0,1,17,8.57143,5.57692,0.380952,19
cv_data5-7-33,1,7,7,1,0.714286,0,1,1,1,1,0,1,30,12.1429,8.93514,0.510204,30
cv_data4-4-12,1,4,6,1.5,0.666667,0,1,1,1,1,0,4,8,5.75,1.47902,0.416667,13
cv_data4-6-36,1,6,6,1,0.666667,0,1,1,1,1,0,1,19,6.33333,5.8784,0.388889,17
cv_data5-4-20,1,4,7,1.75,0.714286,0,1,1,1,1,0,1,9,4.75,3.03109,0.428571,15
cv_data4-5-23,1,5,6,1.2,0.666667,0,1,1,1,1,0,1,10,5.6,3.49857,0.433333,17
cv_data4-7-13,1,7,6,0.857143,0.666667,0,1,1,1,1,0,1,17,9.14286,5.84144,0.333333,17
cv_data5-9-32,1,9,7,0.777778,0.714286,0,1,1,1,1,0,3,31,15.3333,8.65384,0.444444,31
cv_data4-7-32,1,7,6,0.857143,0.666667,0,1,1,1,1,0,1,20,8.57143,6.09114,0.380952,19
cv_data5-9-4,1,9,7,0.777778,0.714286,0,1,1,1,1,0,5,20,10.4444,4.64545,0.412698,30
cv_data4-7-23,1,7,6,0.857143,0.666667,0,0.857143,1,1,1,0,1,23,10,6.87992,0.309524,14
cv_data5-5-3,1,5,7,1.4,0.714286,0,1,1,1,1,0,1,9,4.4,3.07246,0.485714,21
cv_data4-5-39,1,5,6,1.2,0.666667,0,1,1,1,1,0,1,11,5.8,3.76298,0.4,15
cv_data5-7-36,1,7,7,1,0.714286,0,1,1,1,1,0,2,28,11.1429,9.6574,0.489796,29
cv_data4-4-3,1,4,6,1.5,0.666667,0,1,1,1,1,0,3,13,6.5,3.90512,0.458333,14
cv_data4-7-36,1,7,6,0.857143,0.666667,0,1,1,1,1,0,1,23,10.2857,7.9231,0.404762,19
cv_data5-5-9,1,5,7,1.4,0.714286,0,0.8,1,1,1,0,1,14,5.5,5.02494,0.285714,11
cv_data4-4-23,1,4,6,1.5,0.666667,0,1,1,1,1,0,1,11,7,3.74166,0.5,16
cv_data3-7-22,1,7,5,0.714286,0.6,0,1,1,1,1,0,1,11,6.28571,3.53409,0.371429,16
cv_data5-6-28,1,6,7,1.16667,0.714286,0,1,1,1,1,0,1,15,7.83333,5.39804,0.47619,23
