@RELATION FEATURE_RUNSTATUS
@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@attribute DIA {ok,timeout,memout,crash,other,unknown}
@attribute LOBJOIS {ok,timeout,memout,crash,other,unknown}
@attribute BASE {ok,timeout,memout,crash,other,unknown}
@attribute UNIT {ok,timeout,memout,crash,other,unknown}
@attribute SP {ok,timeout,memout,crash,other,unknown}
@attribute LS {ok,timeout,memout,crash,other,unknown}
@attribute LP {ok,timeout,memout,crash,other,unknown}
@DATA
vlsat2_24450_2770239.dimacs.cnf,1,ok,ok,ok,timeout,ok,ok,timeout
ssp-0.497665446947731.cnf,1,ok,ok,ok,ok,ok,ok,timeout
Kakuro-easy-157-ext.xml.hg_4.cnf,1,ok,ok,timeout,ok,timeout,ok,timeout
newpol29-4.cnf,1,ok,ok,timeout,timeout,ok,ok,timeout
crafted_n12_d6_c4_num9.cnf,1,timeout,timeout,timeout,timeout,timeout,timeout,timeout
TT7F-33-24E.cnf,1,ok,ok,ok,ok,ok,ok,timeout
size_5_5_5_i235_r12.cnf,1,ok,ok,ok,ok,ok,ok,timeout
full-bf-ga-9-ce.cnf,1,ok,ok,ok,ok,ok,ok,timeout
Timetable_C_181_E_34_Cl_12_S_10.cnf,1,ok,ok,ok,ok,ok,ok,timeout
baseballcover12with22_and2positions.cnf,1,timeout,timeout,timeout,timeout,timeout,timeout,timeout
Kakuro-easy-041-ext.xml.hg_4.cnf,1,ok,ok,ok,ok,ok,ok,timeout
contest03-SGI_30_50_30_20_3-dir.sat05-440.reshuffled-07.cnf,1,ok,ok,ok,ok,ok,ok,timeout
simon-mixed-s02bis-05.cnf,1,ok,ok,ok,ok,ok,ok,timeout
TT7F-33-24D.cnf,1,ok,ok,ok,ok,ok,ok,timeout
bv-term-small-rw_350.smt2.cnf,1,ok,ok,ok,ok,ok,ok,timeout
combined-crypto1-wff-seed-110-wffvars-500-cryptocplx-31-overlap-2.cnf,1,ok,ok,ok,ok,ok,ok,ok
b1904P3-8x8c11h0SAT.cnf,1,ok,ok,ok,ok,ok,ok,timeout
size_4_5_5_i028_w31_r9.cnf,1,ok,ok,ok,ok,ok,ok,timeout
TT7F-34-24E.cnf,1,ok,ok,ok,ok,timeout,ok,timeout
w19-2.0.cnf,1,ok,ok,ok,ok,ok,ok,ok
Timetable_C_392_E_50_Cl_26_S_26.cnf,1,ok,ok,ok,ok,ok,ok,timeout
size_5_5_5_i131_r12.cnf,1,ok,ok,ok,ok,ok,ok,timeout
01-integer-programming-20-30-40.cnf,1,ok,ok,timeout,ok,ok,ok,timeout
ncc_none_2_18_8_3_1_0_435991723.cnf,1,ok,timeout,timeout,ok,timeout,ok,timeout
ncc_none_2_19_5_3_1_0_435991723.cnf,1,timeout,timeout,timeout,timeout,timeout,timeout,timeout
dislog_a12_x12_n22.cnf,1,ok,ok,ok,ok,ok,ok,timeout
Kakuro-easy-065-ext.xml.hg_3.cnf,1,ok,ok,timeout,ok,timeout,ok,timeout
DLTM_twitter454_70_11.cnf,1,ok,ok,ok,ok,ok,ok,ok
combined-crypto1-wff-seed-3-wffvars-450-cryptocplx-40-overlap-2.cnf,1,ok,ok,ok,ok,ok,ok,timeout
TT7F-33-25.cnf,1,ok,ok,ok,ok,ok,ok,timeout
DLTM_twitter690_74_15.cnf,1,ok,ok,ok,ok,ok,ok,timeout
baseballcover12with25_and5positions.cnf,1,timeout,timeout,timeout,timeout,timeout,timeout,timeout
SGI_30_70_20_60_10-dir.shuffled-as.sat03-144.cnf,1,ok,ok,ok,ok,ok,ok,timeout
battleship-27-54-sat.cnf,1,ok,ok,ok,ok,ok,ok,timeout
full-bf-ga-7-ce.cnf,1,ok,ok,ok,ok,ok,ok,timeout
b2005-p5-14x14c17h9-Ser3-0.cnf,1,timeout,timeout,timeout,timeout,timeout,timeout,timeout
vlsat2_37758_5364539.dimacs.cnf,1,timeout,ok,timeout,timeout,timeout,timeout,timeout
beempgsol5b1.cnf,1,ok,ok,ok,ok,ok,ok,timeout
preimage_80r_491m_160h_seed_391.cnf,1,ok,ok,ok,ok,ok,ok,timeout
Kakuro-easy-097-ext.xml.hg_4.cnf,1,ok,ok,ok,ok,timeout,timeout,timeout
SocialGolfers-6-6-6-cp_c18.cnf,1,ok,ok,ok,ok,ok,ok,timeout
TT7F-33-26.cnf,1,ok,ok,ok,ok,ok,ok,timeout
course0.2_2018_3-sc2018.cnf,1,timeout,timeout,timeout,timeout,timeout,timeout,timeout
rbsat-v2640c305320gyes10.cnf,1,ok,ok,ok,ok,ok,ok,timeout
dislog_a18_x18_n28.cnf,1,ok,ok,ok,ok,ok,ok,timeout
DLTM_twitter304_77_11.cnf,1,ok,ok,ok,ok,ok,ok,timeout
53-131674.cnf,1,ok,ok,ok,ok,ok,ok,timeout
b2005-p4-12x12c10h7-Ser4-0.cnf,1,ok,ok,ok,ok,ok,ok,timeout
DLTM_twitter249_74_11.cnf,1,ok,ok,ok,ok,ok,ok,timeout
4g_5color_170_060_05.cnf,1,ok,ok,ok,ok,ok,ok,timeout
DLTM_twitter774_83_17.cnf,1,ok,ok,ok,ok,ok,ok,timeout
sgp_5-6-8.sat05-2669.reshuffled-07.cnf,1,ok,ok,ok,ok,ok,ok,timeout
w19-20.1.cnf,1,ok,ok,ok,ok,ok,ok,timeout
b2005-p4-14x14c17h9-Ser5-0.cnf,1,timeout,timeout,timeout,timeout,timeout,timeout,timeout
ps_200_323_70.cnf,1,ok,ok,timeout,ok,ok,ok,timeout
filter_iir_true-unreach-call.c.cnf,1,ok,ok,timeout,ok,ok,ok,timeout
ls16-normalized.cnf.gz.CP3-cnfmiter.cnf,1,ok,ok,timeout,ok,timeout,ok,timeout
TT7F-34-24C.cnf,1,ok,ok,ok,ok,timeout,ok,timeout
dislog_a19_x19_n29.cnf,1,ok,ok,ok,ok,ok,ok,timeout
bivium-40-200-0s0-0x92fc13b11169afbb2ef11a684d9fe9a19e743cd6aa5ce23fb5-19.cnf,1,ok,ok,ok,ok,ok,ok,ok
Kakuro-easy-125-ext.xml.hg_4.cnf,1,ok,ok,timeout,ok,timeout,timeout,timeout
ctl_4291_567_9_unsat_pre.cnf,1,ok,ok,ok,ok,ok,ok,timeout
baseballcover15with25.cnf,1,timeout,timeout,timeout,timeout,timeout,timeout,timeout
22930-0426-195.smt2.cnf,1,ok,ok,ok,ok,ok,ok,timeout
fclqcolor-18-14-11.cnf.gz.CP3-cnfmiter.cnf,1,ok,ok,ok,ok,timeout,ok,timeout
ncc_none_5047_6_3_3_0_0_41.cnf,1,ok,ok,timeout,ok,ok,ok,timeout
6s153.cnf,1,ok,ok,ok,ok,ok,ok,timeout
TT7F-34-24B.cnf,1,ok,ok,ok,ok,timeout,ok,timeout
170223547.cnf,1,ok,ok,ok,ok,ok,ok,timeout
49-132779.cnf,1,ok,ok,ok,ok,ok,ok,timeout
atco_enc2_opt2_05_9-sc2014.cnf,1,ok,ok,ok,ok,ok,ok,ok
goldb-heqc-k2mul.cnf,1,ok,ok,ok,ok,ok,ok,timeout
g2-hwmcc15deep-6s516r-k17.cnf,1,ok,ok,ok,ok,ok,ok,timeout
crafted_n10_d6_c3_num18.cnf,1,timeout,timeout,timeout,timeout,timeout,timeout,timeout
dislog_a14_x14_n24.cnf,1,ok,ok,ok,ok,ok,ok,ok
DLTM_twitter634_77_14.cnf,1,ok,ok,ok,ok,ok,ok,timeout
mp1-rubikcube312.cnf,1,ok,ok,ok,ok,ok,ok,timeout
vlsat2_30744_3925645.dimacs.cnf,1,ok,ok,ok,timeout,timeout,ok,timeout
baseballcover14with25_and2positions.cnf,1,timeout,timeout,timeout,timeout,timeout,timeout,timeout
newpol34-4.cnf,1,timeout,timeout,timeout,timeout,timeout,timeout,timeout
harder-php-025-024.sat05-1191.reshuffled-07.cnf,1,ok,ok,ok,ok,ok,ok,timeout
6g_5color_166_100_01.cnf,1,timeout,timeout,timeout,timeout,timeout,timeout,timeout
size_5_5_5_i058_r12.cnf,1,ok,ok,ok,ok,ok,ok,timeout
sted6_0x0-135.cnf,1,ok,ok,ok,ok,ok,ok,timeout
velev-pipe-uns-1.0-9.cnf,1,ok,ok,ok,timeout,ok,ok,timeout
g2-T85.2.1.cnf,1,timeout,ok,timeout,ok,timeout,timeout,timeout
w16-5.cnf,1,ok,ok,ok,ok,ok,ok,timeout
6g_5color_164_100_01.cnf,1,timeout,timeout,timeout,timeout,timeout,timeout,timeout
hcp_CP16_16.cnf,1,timeout,timeout,timeout,timeout,timeout,timeout,timeout
bv-term-small-rw_206.smt2.cnf,1,ok,ok,ok,ok,ok,ok,timeout
baseballcover13with25.cnf,1,timeout,timeout,timeout,timeout,timeout,timeout,timeout
Steiner-135-32-bce.cnf,1,ok,ok,ok,ok,ok,ok,timeout
full-bg-gb-9-ce.cnf,1,ok,ok,ok,ok,ok,ok,timeout
preimage_80r_491m_160h_seed_407.cnf,1,ok,ok,ok,ok,ok,ok,timeout
ps_300_322_20.cnf,1,ok,ok,timeout,ok,ok,ok,timeout
w16-6a.cnf,1,ok,ok,ok,ok,ok,ok,timeout
combined-crypto1-wff-seed-121-wffvars-500-cryptocplx-31-overlap-2.cnf,1,ok,ok,ok,ok,ok,ok,timeout
unsat-set-a-clqcolor-16-10-11.sat05-1253.reshuffled-07.cnf,1,ok,ok,ok,ok,ok,ok,ok
preimage_80r_493m_160h_seed_249.cnf,1,ok,ok,ok,ok,ok,ok,timeout
Steiner-405-71-bce.cnf,1,ok,ok,ok,ok,ok,ok,timeout
hid-uns-enc-6-1-0-0-0-0-3251.cnf,1,ok,ok,ok,ok,ok,ok,timeout
53-129696.cnf,1,ok,ok,ok,ok,ok,ok,timeout
