@RELATION FEATURE_VALUES
@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE DIAMETER-mean NUMERIC
@ATTRIBUTE DIAMETER-coeff-variation NUMERIC
@ATTRIBUTE DIAMETER-min NUMERIC
@ATTRIBUTE DIAMETER-max NUMERIC
@ATTRIBUTE DIAMETER-entropy NUMERIC
@ATTRIBUTE LOBJOIS-lobjois-mean-depth-over-vars NUMERIC
@ATTRIBUTE LOBJOIS-lobjois-log-num-nodes-over-vars NUMERIC
@ATTRIBUTE BASE-nvarsOrig NUMERIC
@ATTRIBUTE BASE-nclausesOrig NUMERIC
@ATTRIBUTE BASE-nvars NUMERIC
@ATTRIBUTE BASE-nclauses NUMERIC
@ATTRIBUTE BASE-reducedVars NUMERIC
@ATTRIBUTE BASE-reducedClauses NUMERIC
@ATTRIBUTE BASE-vars-clauses-ratio NUMERIC
@ATTRIBUTE BASE-POSNEG-RATIO-CLAUSE-mean NUMERIC
@ATTRIBUTE BASE-POSNEG-RATIO-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE BASE-POSNEG-RATIO-CLAUSE-min NUMERIC
@ATTRIBUTE BASE-POSNEG-RATIO-CLAUSE-max NUMERIC
@ATTRIBUTE BASE-POSNEG-RATIO-CLAUSE-entropy NUMERIC
@ATTRIBUTE BASE-VCG-CLAUSE-mean NUMERIC
@ATTRIBUTE BASE-VCG-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE BASE-VCG-CLAUSE-min NUMERIC
@ATTRIBUTE BASE-VCG-CLAUSE-max NUMERIC
@ATTRIBUTE BASE-VCG-CLAUSE-entropy NUMERIC
@ATTRIBUTE BASE-UNARY NUMERIC
@ATTRIBUTE BASE-BINARY+ NUMERIC
@ATTRIBUTE BASE-TRINARY+ NUMERIC
@ATTRIBUTE BASE-VCG-VAR-mean NUMERIC
@ATTRIBUTE BASE-VCG-VAR-coeff-variation NUMERIC
@ATTRIBUTE BASE-VCG-VAR-min NUMERIC
@ATTRIBUTE BASE-VCG-VAR-max NUMERIC
@ATTRIBUTE BASE-VCG-VAR-entropy NUMERIC
@ATTRIBUTE BASE-POSNEG-RATIO-VAR-mean NUMERIC
@ATTRIBUTE BASE-POSNEG-RATIO-VAR-stdev NUMERIC
@ATTRIBUTE BASE-POSNEG-RATIO-VAR-min NUMERIC
@ATTRIBUTE BASE-POSNEG-RATIO-VAR-max NUMERIC
@ATTRIBUTE BASE-POSNEG-RATIO-VAR-entropy NUMERIC
@ATTRIBUTE BASE-HORNY-VAR-mean NUMERIC
@ATTRIBUTE BASE-HORNY-VAR-coeff-variation NUMERIC
@ATTRIBUTE BASE-HORNY-VAR-min NUMERIC
@ATTRIBUTE BASE-HORNY-VAR-max NUMERIC
@ATTRIBUTE BASE-HORNY-VAR-entropy NUMERIC
@ATTRIBUTE BASE-horn-clauses-fraction NUMERIC
@ATTRIBUTE BASE-VG-mean NUMERIC
@ATTRIBUTE BASE-VG-coeff-variation NUMERIC
@ATTRIBUTE BASE-VG-min NUMERIC
@ATTRIBUTE BASE-VG-max NUMERIC
@ATTRIBUTE BASE-CG-mean NUMERIC
@ATTRIBUTE BASE-CG-coeff-variation NUMERIC
@ATTRIBUTE BASE-CG-min NUMERIC
@ATTRIBUTE BASE-CG-max NUMERIC
@ATTRIBUTE BASE-CG-entropy NUMERIC
@ATTRIBUTE BASE-cluster-coeff-mean NUMERIC
@ATTRIBUTE BASE-cluster-coeff-coeff-variation NUMERIC
@ATTRIBUTE BASE-cluster-coeff-min NUMERIC
@ATTRIBUTE BASE-cluster-coeff-max NUMERIC
@ATTRIBUTE BASE-cluster-coeff-entropy NUMERIC
@ATTRIBUTE UNIT-vars-reduced-depth-1 NUMERIC
@ATTRIBUTE UNIT-vars-reduced-depth-4 NUMERIC
@ATTRIBUTE UNIT-vars-reduced-depth-16 NUMERIC
@ATTRIBUTE UNIT-vars-reduced-depth-64 NUMERIC
@ATTRIBUTE UNIT-vars-reduced-depth-256 NUMERIC
@ATTRIBUTE SP-bias-mean NUMERIC
@ATTRIBUTE SP-bias-coeff-variation NUMERIC
@ATTRIBUTE SP-bias-min NUMERIC
@ATTRIBUTE SP-bias-max NUMERIC
@ATTRIBUTE SP-bias-q90 NUMERIC
@ATTRIBUTE SP-bias-q10 NUMERIC
@ATTRIBUTE SP-bias-q75 NUMERIC
@ATTRIBUTE SP-bias-q25 NUMERIC
@ATTRIBUTE SP-bias-q50 NUMERIC
@ATTRIBUTE SP-unconstraint-mean NUMERIC
@ATTRIBUTE SP-unconstraint-coeff-variation NUMERIC
@ATTRIBUTE SP-unconstraint-min NUMERIC
@ATTRIBUTE SP-unconstraint-max NUMERIC
@ATTRIBUTE SP-unconstraint-q90 NUMERIC
@ATTRIBUTE SP-unconstraint-q10 NUMERIC
@ATTRIBUTE SP-unconstraint-q75 NUMERIC
@ATTRIBUTE SP-unconstraint-q25 NUMERIC
@ATTRIBUTE SP-unconstraint-q50 NUMERIC
@ATTRIBUTE LS-saps_BestSolution_Mean NUMERIC
@ATTRIBUTE LS-saps_BestSolution_CoeffVariance NUMERIC
@ATTRIBUTE LS-saps_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE LS-saps_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE LS-saps_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE LS-saps_FirstLocalMinStep_Q.10 NUMERIC
@ATTRIBUTE LS-saps_FirstLocalMinStep_Q.90 NUMERIC
@ATTRIBUTE LS-saps_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE LS-saps_BestAvgImprovement_CoeffVariance NUMERIC
@ATTRIBUTE LS-saps_FirstLocalMinRatio_Mean NUMERIC
@ATTRIBUTE LS-saps_FirstLocalMinRatio_CoeffVariance NUMERIC
@ATTRIBUTE LS-gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE LS-gsat_BestSolution_CoeffVariance NUMERIC
@ATTRIBUTE LS-gsat_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE LS-gsat_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE LS-gsat_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE LS-gsat_FirstLocalMinStep_Q.10 NUMERIC
@ATTRIBUTE LS-gsat_FirstLocalMinStep_Q.90 NUMERIC
@ATTRIBUTE LS-gsat_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE LS-gsat_BestAvgImprovement_CoeffVariance NUMERIC
@ATTRIBUTE LS-gsat_FirstLocalMinRatio_Mean NUMERIC
@ATTRIBUTE LS-gsat_FirstLocalMinRatio_CoeffVariance NUMERIC
@ATTRIBUTE LP_OBJ NUMERIC
@ATTRIBUTE LPSLack-mean NUMERIC
@ATTRIBUTE LPSLack-coeff-variation NUMERIC
@ATTRIBUTE LPSLack-min NUMERIC
@ATTRIBUTE LPSLack-max NUMERIC
@ATTRIBUTE LP-lpIntRatio NUMERIC
@DATA
49-133045.cnf,1,11.240259740,0.292744595,2.000000000,17.000000000,2.058867193,0.594529127,0.695167618,31826.000000000,827709.000000000,27059.000000000,755347.000000000,0.176170590,0.095799679,0.035823271,0.997510487,0.016120384,0.000000000,1.000000000,0.159981174,0.000107360,1.743307044,0.000073913,0.003067371,0.237980103,0.000000000,0.964400468,0.964400468,0.000107360,0.407585424,0.000007943,0.000267427,4.786389088,0.375365213,0.124962300,0.000000000,1.000000000,3.832103879,0.000071282,0.367668981,0.000006619,0.000165487,4.317321783,0.964404439,0.000403187,0.640052935,0.000007943,0.001804469,-1.000000000,-0.000000000,-1.000000000,0.000000000,-512.000000000,-1.000000000,-0.000000000,-1.000000000,0.000000000,-0.000000000,0.000000000,0.000000000,0.000000000,0.000480432,0.001293470,0.895643077,0.038900582,0.043223531,1.000000000,0.929398479,0.856079488,0.918273969,0.880021782,0.900685859,0.032190523,1.941339105,0.000000003,0.983367781,0.091335928,0.000038470,0.057812321,0.000469094,0.006668841,34.750000000,0.339986736,12235.250000000,0.007662224,12227.500000000,12142.000000000,12281.000000000,10.379720814,0.191840115,0.999347715,0.000113965,102.400000000,0.686782617,11007.500000000,0.351401716,12215.500000000,0.000000000,12276.000000000,5.629704201,0.603226507,0.999843139,0.000634888,?,?,?,?,?,?
ssAES_4-4-4_round_7-10_faultAt_7_fault_injections_2_seed_1564286498.cnf,1,8.486720554,0.070139440,7.000000000,10.000000000,0.893193996,0.112796646,0.363602037,7671.000000000,27215.000000000,3465.000000000,20076.000000000,1.213852814,0.355598725,0.172594142,0.422085361,0.873825670,0.000000000,1.000000000,1.494493009,0.000987043,0.231202884,0.000577201,0.002020202,1.108828880,0.000000000,0.154662283,0.459005778,0.000987043,0.429269582,0.000348675,0.002590157,2.944215211,0.042893302,0.052252821,0.000000000,0.666666667,1.881468216,0.000358120,0.464765149,0.000099621,0.001394700,2.490969727,0.410490137,0.000505352,0.356833393,0.000249054,0.001195457,0.001688240,0.335959300,0.000348675,0.004732018,3.668660878,0.242708529,0.264812211,0.086499123,0.570114943,3.166315326,0.003174603,0.008658009,0.028860029,0.028860029,0.028860029,0.151430630,1.396141772,0.000000000,0.726351896,0.617619511,0.000001046,0.201522025,0.000618404,0.062053240,0.034303128,1.094628916,0.000099624,0.223868846,0.110911119,0.003426726,0.046336476,0.008519654,0.017846872,237.335260116,0.662399680,672.947976879,0.080272140,677.000000000,657.000000000,696.000000000,0.816039065,0.247175096,0.837684984,0.077683834,215.425149701,0.053481583,680.359281437,0.026961514,681.000000000,654.000000000,701.000000000,0.249507765,0.273324997,0.839341515,0.012622860,?,?,?,?,?,?
Kakuro-easy-154-ext.xml.hg_4.cnf,1,5.000000000,0.000000000,5.000000000,5.000000000,-0.000000000,0.011245267,0.040901837,132979.000000000,16897051.000000000,102333.000000000,16893817.000000000,0.299473288,0.000191431,0.006057423,0.320999420,0.586087734,0.000000000,1.000000000,1.082809242,0.000034710,0.145407512,0.000019544,0.000048860,0.732558195,0.000000000,0.009672829,0.438414421,0.000034710,0.833382560,0.000000355,0.000078017,2.068497481,0.196727874,0.176864868,0.000000000,0.443447038,1.581866625,0.000023261,0.680420214,0.000000355,0.000041968,2.190439033,0.679879035,0.000037221,0.748403907,0.000000474,0.000074761,-1.000000000,-0.000000000,-1.000000000,0.000000000,-512.000000000,-1.000000000,-0.000000000,-1.000000000,0.000000000,-0.000000000,0.000439741,0.004143336,0.012175935,0.012175935,0.012175935,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1082006.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,121.868822292,0.000000000,3.333976863,0.000000000,552008.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,101.695917313,0.000000000,1.561036194,0.000000000,?,?,?,?,?,?
abw-I-ash85.mtx-w24.cnf,1,16.158562368,0.091408622,13.000000000,19.000000000,1.771928368,0.335738103,0.750287781,31705.000000000,131057.000000000,19368.000000000,118523.000000000,0.636978521,0.105751626,0.163411321,0.646899477,0.676992407,0.000000000,1.000000000,0.959791317,0.000115335,1.002633586,0.000103263,0.004388682,0.477643456,0.000000000,0.829611130,0.996447947,0.000115335,0.343695546,0.000042186,0.000295301,2.288848299,0.431925374,0.251998417,0.000000000,0.840000000,2.550569384,0.000039468,0.749066652,0.000016874,0.000210930,1.793235378,0.379723767,0.000354383,0.866289930,0.000042186,0.000843718,0.000086855,1.504670089,0.000025312,0.010563351,1.989896405,0.317437168,0.347945983,0.001704535,0.600000000,2.433645226,0.004027261,0.005266419,0.005266419,0.005266419,0.005266419,0.890586511,0.223316424,0.000550163,0.999384610,0.993702661,0.635593573,0.989374034,0.916000062,0.970758783,0.020155550,2.301753543,0.000000945,0.265501090,0.071263948,0.000039611,0.007088003,0.000652621,0.001710308,1857.625000000,2.655076483,6872.250000000,0.404239897,7843.000000000,0.000000000,7927.000000000,2.224759947,0.863284402,1.089808836,0.363147006,443.411764706,3.495459496,7373.529411760,0.257883233,7846.000000000,7694.000000000,7879.000000000,0.643609912,1.622151870,0.969394818,0.090879608,?,?,?,?,?,?
uum12.smt2.cnf,1,5.896842105,0.059230127,5.000000000,7.000000000,0.437624939,0.334541183,0.757656825,4138.000000000,11015.000000000,476.000000000,2800.000000000,7.693277311,2.933928571,0.170000000,0.412785714,0.659022994,0.000000000,1.000000000,1.274562261,0.007436975,0.230454266,0.004201681,0.031512605,0.808649868,0.000000000,0.009642857,0.492142857,0.007436975,0.937485646,0.003571429,0.040714286,2.215803308,0.014960164,0.072576797,0.000000000,0.666666667,0.471945533,0.002190876,1.130315885,0.000714286,0.011785714,1.708653903,0.270000000,0.003780012,1.032817832,0.001785714,0.018928571,0.022364286,0.490733103,0.006785714,0.068214286,4.232635162,0.157524924,0.393991891,0.064040404,0.359911406,2.896833913,0.000000000,0.004201681,0.052521008,0.775210084,0.775210084,0.040447044,2.295509389,0.000000000,0.419353369,0.111576577,0.000000000,0.023192711,0.000000000,0.000047593,0.075896967,0.763067756,0.000000055,0.332113135,0.130934998,0.000063373,0.093568976,0.045079497,0.071050051,31.371388499,0.236883353,69.601683029,0.078433032,70.000000000,62.000000000,77.000000000,0.805566590,0.270843691,0.797823031,0.052870411,29.730467290,0.164701008,69.649719626,0.076247952,70.000000000,63.000000000,77.000000000,0.338342502,0.382136382,0.791016473,0.044923026,?,?,?,?,?,?
VanDerWaerden_2-3-16_238.cnf,1,2.995780591,0.021637030,2.000000000,3.000000000,0.027282479,0.698047969,0.813342028,238.000000000,15812.000000000,238.000000000,15812.000000000,0.000000000,0.000000000,0.015051859,1.000000000,0.000000000,1.000000000,1.000000000,-0.000000000,0.018719428,0.920000644,0.012605042,0.067226891,0.350552869,0.000000000,0.000000000,0.888059701,0.018719428,0.261790953,0.008411333,0.025360486,4.662628169,0.230255850,0.156889446,0.124260355,0.774436090,2.921177885,0.007525398,0.370893426,0.000948647,0.010498356,3.939303984,0.111940299,0.012905845,0.070286502,0.011636732,0.014925373,-1.000000000,-0.000000000,-1.000000000,0.000000000,-512.000000000,-1.000000000,-0.000000000,-1.000000000,0.000000000,-0.000000000,0.000000000,0.025210084,0.697478992,0.697478992,0.697478992,0.650193308,0.138670249,0.574529135,0.969724807,0.789961578,0.589222623,0.668752711,0.597687389,0.608284276,0.000015582,2.139678067,0.000000008,0.000183604,0.000049817,0.000000014,0.000013947,0.000000063,0.000000968,12.631967764,2.377321824,86.459368704,0.101432890,86.000000000,76.000000000,97.000000000,13.739789453,0.220176224,0.994217847,0.097620013,16.566934404,0.260544301,86.444444444,0.099949947,86.000000000,75.000000000,97.000000000,13.975085964,0.290987071,0.994291498,0.003422576,?,?,?,?,?,?
ps_300_311_20.cnf,1,315.209090909,0.003477809,314.000000000,318.000000000,1.408090145,0.007401749,0.013012045,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.000002546,0.000005093,0.000020372,0.000114591,0.000173160,0.232113102,0.615343919,0.000013296,0.771858822,0.453215156,0.058236898,0.297429624,0.113263167,0.205564206,0.124854941,0.589505195,0.006487635,0.372232247,0.202066218,0.011051250,0.174135885,0.063679115,0.142431481,216774.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,5.841273885,0.000000000,10.454965761,0.000000000,92169.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,2.873926446,0.000000000,1.621755262,0.000000000,?,?,?,?,?,?
preimage_80r_494m_160h_seed_378.cnf,1,14.623784592,0.078718609,12.000000000,18.000000000,1.536804942,0.027351376,0.089189616,56108.000000000,224205.000000000,29060.000000000,143040.000000000,0.930763937,0.567428691,0.203159955,0.402108967,0.617121575,0.000000000,1.000000000,1.224906066,0.000111092,0.224038298,0.000068823,0.000172058,0.861964871,0.000000000,0.069435123,0.806263982,0.000111092,0.850430257,0.000048937,0.000615213,2.227240969,0.064371862,0.038924267,0.000000000,0.250000000,1.788078342,0.000037831,0.681195810,0.000013982,0.000167785,1.906190197,0.370427852,0.000054981,0.545257104,0.000027964,0.000167785,0.000266454,1.131165896,0.000041946,0.001363255,3.923847462,0.251397934,0.355916753,0.080672269,0.525000000,3.239359614,0.000137646,0.000447350,0.000688231,0.002202340,0.002202340,0.163807753,0.572246444,0.000000000,0.563247725,0.228074149,0.055544706,0.196221464,0.113197042,0.163451162,0.039276932,0.553767669,0.000004495,0.195793260,0.057404994,0.000955333,0.054271631,0.028747247,0.037961350,4459.333333330,1.076517067,3631.333333330,0.866114060,5402.000000000,0.000000000,5402.000000000,1.559645765,1.095324526,1.355043540,0.692181513,2090.250000000,0.373539765,5367.125000000,0.004870278,5364.000000000,5327.000000000,5386.000000000,0.368194910,1.645874391,0.833411068,0.058847052,?,?,?,?,?,?
mp1-9_49.cnf,1,3.042124542,0.066030583,3.000000000,4.000000000,0.174638257,0.534510649,0.811443404,1458.000000000,280138.000000000,547.000000000,19246.000000000,1.665447898,13.555647927,0.028421490,0.843785394,0.351473759,0.000000000,1.000000000,1.250904366,0.008517737,0.589665550,0.003656307,0.038391225,1.813183521,0.000000000,0.202951263,0.278811182,0.008517737,0.539884263,0.001247012,0.019328692,5.282242177,0.298453940,0.131060282,0.000000000,0.681818182,3.870702867,0.004460672,0.594439181,0.000519588,0.010495687,4.929616674,0.730021823,0.011209813,0.332727973,0.002753819,0.017250338,-1.000000000,-0.000000000,-1.000000000,0.000000000,-512.000000000,-1.000000000,-0.000000000,-1.000000000,0.000000000,-0.000000000,0.000000000,0.000000000,0.067641682,0.113345521,0.113345521,0.655296521,0.182492779,0.123276914,0.877953864,0.781394204,0.499896353,0.739853350,0.598701787,0.678728446,0.000690301,0.820448216,0.000047044,0.004217258,0.001529084,0.000189199,0.000900451,0.000289392,0.000518610,26.266666667,0.616841791,184.179661017,0.068647616,184.000000000,170.000000000,198.000000000,5.930213930,0.186908971,0.986942718,0.014111913,31.105325444,1.728643587,184.207100592,0.069319419,184.000000000,170.000000000,199.000000000,4.930519489,0.303250235,0.987402624,0.034606852,?,?,?,?,?,?
g2-hwmcc15deep-bobpcihm-k31.cnf,1,9.060998152,0.039977435,8.000000000,11.000000000,0.404446046,0.031431578,0.158443485,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.000000000,0.000000000,0.000000000,0.001257181,0.001257181,0.565550072,0.567380171,0.000000000,1.000000000,0.955607275,0.091068180,0.846399860,0.277701370,0.626083901,0.255962926,0.458612229,0.000000000,1.000000000,0.382468959,0.069007862,0.329735268,0.182681551,0.281008451,5402.000000000,0.000000000,16170.000000000,0.000000000,16170.000000000,16170.000000000,16170.000000000,1.821617576,0.000000000,0.963318367,0.000000000,3906.666666670,0.415279656,16147.666666700,0.005171798,16146.000000000,16065.000000000,16146.000000000,0.824166327,0.960473065,0.923003531,0.046163444,?,?,?,?,?,?
w19-49.0.cnf,1,4.223130107,0.098586800,4.000000000,5.000000000,0.530841181,0.072328840,0.290711573,11782.000000000,1646251.000000000,1592.000000000,191208.000000000,6.400753769,7.609739132,0.008326011,0.997304332,0.046515599,0.000000000,1.000000000,0.026982912,0.002454436,0.113554340,0.001256281,0.010050251,0.234643149,0.000000000,0.047613071,0.050280323,0.002454436,0.457320385,0.000041839,0.004539559,5.631508884,0.918970170,0.213658985,0.000000000,0.995391705,1.531088900,0.002438651,0.463002014,0.000010460,0.004529099,5.654424719,0.994675955,0.002707390,0.453621681,0.000026150,0.004978871,-1.000000000,-0.000000000,-1.000000000,0.000000000,-512.000000000,-1.000000000,-0.000000000,-1.000000000,0.000000000,-0.000000000,0.004396985,0.120603015,0.120603015,0.120603015,0.120603015,0.850922294,0.114951317,0.025064927,0.998751943,0.908821723,0.820568672,0.882818986,0.844425894,0.864320412,0.020570103,0.547224140,0.000000339,0.061972353,0.033089375,0.000889256,0.028443957,0.012604887,0.024070646,86.600000000,0.143571087,547.070000000,0.107707204,551.000000000,524.000000000,577.000000000,13.735800144,0.203634754,0.993477261,0.002255279,103.826923077,2.386049096,544.692307692,0.104898467,549.000000000,526.000000000,575.000000000,8.315462158,0.581356722,0.995420308,0.026688113,-512.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
ps_200_301_70.cnf,1,214.604938272,0.006220685,213.000000000,218.000000000,1.607564934,0.008529901,0.019435895,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.000003940,0.000007880,0.000031521,0.000181245,0.000204886,0.200515815,0.876341168,0.000899181,0.897506196,0.525761868,0.028197533,0.290957325,0.064533473,0.170126509,0.050744078,0.725349554,0.003071356,0.304122211,0.088067125,0.003279216,0.074990796,0.015488862,0.055662841,125480.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,4.965254237,0.000000000,5.283324799,0.000000000,40498.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,2.309794851,0.000000000,1.352637949,0.000000000,?,?,?,?,?,?
4g_5color_166_100_02.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
Steiner-243-45-bce.cnf,1,3.945987997,0.057283849,3.000000000,4.000000000,0.210163035,0.114640816,0.492560273,48600.000000000,27513.000000000,4500.000000000,27072.000000000,9.800000000,0.016289894,0.166223404,0.565864235,0.657108845,0.000000000,1.000000000,1.373969833,0.001147475,3.241432920,0.000444444,0.044222222,1.043357766,0.000000000,0.153147163,0.822510343,0.001147475,3.115627630,0.000221631,0.016252955,0.509679521,0.031626411,0.103899430,0.000000000,0.450000000,0.453582645,0.000906119,2.830838669,0.000221631,0.011783392,0.509679521,0.637965426,0.001609617,2.471776573,0.000258570,0.017767435,-1.000000000,-0.000000000,-1.000000000,0.000000000,-512.000000000,-1.000000000,-0.000000000,-1.000000000,0.000000000,-0.000000000,0.005333333,0.019555556,0.019555556,0.019555556,0.019555556,0.854300679,0.298905254,0.000045257,1.000000000,1.000000000,0.410736885,0.999989329,0.812040931,0.997792644,0.049281155,1.617459391,-0.000000000,0.262219862,0.207123633,0.000000003,0.074567195,0.000002011,0.001022709,92.772727273,3.741174461,1216.409090910,0.225313688,1278.000000000,1214.000000000,1310.000000000,0.565138116,0.892930505,0.806035302,0.307592051,116.454545455,4.106275049,1210.681818180,0.225638225,1268.500000000,1199.000000000,1302.000000000,0.347318950,2.354730016,0.848807579,0.531732026,?,?,?,?,?,?
170225515.cnf,1,4.000000000,0.000000000,4.000000000,4.000000000,-0.000000000,0.408141748,0.642488572,322.000000000,1127.000000000,322.000000000,1127.000000000,0.000000000,0.000000000,0.285714286,0.513753327,0.576522161,0.333333333,1.000000000,0.583884437,0.009316770,0.000000000,0.009316770,0.009316770,-0.000000000,0.000000000,0.000000000,1.000000000,0.009316770,0.060630063,0.008873114,0.010647737,0.882568225,0.031338227,0.043207005,0.000000000,0.090909091,0.644117016,0.004679052,0.284736864,0.000887311,0.007985803,1.818314592,0.502218279,0.018633540,0.060630063,0.017746229,0.021295475,0.013982832,0.047156053,0.013309672,0.015971606,1.065486395,0.119570635,0.043296653,0.105263158,0.125000000,0.744372274,0.000000000,0.003105590,0.012422360,0.332298137,0.332298137,0.091504253,0.883747515,0.000227738,0.295941565,0.217001386,0.010060445,0.169402113,0.023573154,0.055962982,0.076167770,0.135492644,0.051149914,0.101781402,0.089630637,0.061995414,0.083793033,0.068387230,0.076987093,14.421142482,0.257727818,63.682074852,0.089925228,64.000000000,56.000000000,71.000000000,0.819384648,0.207784222,0.824897584,0.072680467,10.975411685,0.248756900,63.859463117,0.090165033,64.000000000,56.000000000,71.000000000,0.339877119,0.381610703,0.802446233,0.050649837,?,?,?,?,?,?
abw-R-dwt__503.mtx-w64.cnf,1,38.642857143,0.012399638,38.000000000,39.000000000,0.651756561,0.561247666,0.664947800,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.000644749,0.000775648,0.000778433,0.000778433,0.000778433,0.591071766,0.569233089,0.000000000,0.999996496,0.955182004,0.166666667,0.910558520,0.166666667,0.741764355,0.219766037,0.957372689,0.000000000,0.500000000,0.500000000,0.008779253,0.500000000,0.031986935,0.113202991,1677392.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,26.822046466,0.000000000,31.913400048,0.000000000,1009901.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,16.410721190,0.000000000,2.399601975,0.000000000,?,?,?,?,?,?
problem_21.smt2.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
combined-crypto1-wff-seed-107-wffvars-500-cryptocplx-31-overlap-2.cnf,1,8.963896458,0.124457106,6.000000000,11.000000000,1.418475686,0.206718843,0.528220290,1545.000000000,17584.000000000,1469.000000000,17478.000000000,0.051735875,0.006064767,0.084048518,0.314011901,0.964452345,0.000000000,1.000000000,1.836583272,0.003788834,0.321935952,0.001361470,0.004765146,1.356946197,0.000000000,0.100755235,0.233779609,0.003788834,1.699525211,0.000286074,0.049891292,3.344594402,0.092113672,0.145986041,0.000000000,1.000000000,2.604674240,0.000603813,0.906715233,0.000057215,0.004176679,2.799786747,0.242361826,0.000974482,0.681310317,0.000343289,0.003718961,-1.000000000,-0.000000000,-1.000000000,0.000000000,-512.000000000,-1.000000000,-0.000000000,-1.000000000,0.000000000,-0.000000000,0.000000000,0.000000000,0.000000000,0.066712049,0.066712049,0.392759007,0.662289070,0.000000000,1.000000000,0.701004886,0.000768646,0.651742234,0.154532125,0.411473841,0.073348109,0.727999038,0.000000000,0.358295854,0.146430693,0.014893306,0.096814528,0.036862849,0.068396287,46.143396226,0.340581281,296.596226415,0.045549427,296.000000000,279.000000000,314.000000000,0.783407257,0.246313638,0.772019116,0.032009040,69.283720930,0.498566136,292.046511628,0.081098738,294.000000000,276.000000000,310.000000000,0.287488372,0.864350975,0.797416234,0.183826019,?,?,?,?,?,?
